ENSECAP00000003101	ENSECAG00000004417	Equus_caballus
ENSCSAP00000002179	ENSCSAG00000005871	Chlorocebus_sabaeus
ENSRROP00000027359	ENSRROG00000037465	Rhinopithecus_roxellana
ENSRBIP00000035731	ENSRBIG00000041500	Rhinopithecus_bieti
ENSPTEP00000025953	ENSPTEG00000026128	Piliocolobus_tephrosceles
ENSCANP00000012123	ENSCANG00000029447	Colobus_angolensis_palliatus
ENSCCAP00000004147	ENSCCAG00000019457	Cebus_capucinus_imitator
ENSSBOP00000025749	ENSSBOG00000029341	Saimiri_boliviensis_boliviensis
ENSCJAP00000067919	ENSCJAG00000002702	Callithrix_jacchus
ENSANAP00000021432	ENSANAG00000028507	Aotus_nancymaae
ENSTSYP00000024520	ENSTSYG00000028385	Carlito_syrichta
ENSPCOP00000031355	ENSPCOG00000028444	Propithecus_coquereli
ENSMICP00000049265	ENSMICG00000043380	Microcebus_murinus
ENSPSMP00000009658	ENSPSMG00000007067	Prolemur_simus
ENSOGAP00000021223	ENSOGAG00000026653	Otolemur_garnettii
ENSTBEP00000004752	ENSTBEG00000005537	Tupaia_belangeri
ENSCGRP00015032831	ENSCGRG00015024748	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001339	ENSCGRG00001001065	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013037	ENSCGRG00000009477	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019795	ENSMAUG00000017985	Mesocricetus_auratus
ENSMOCP00000012026	ENSMOCG00000012265	Microtus_ochrogaster
ENSPEMP00000010403	ENSPEMG00000011402	Peromyscus_maniculatus_bairdii
ENSMSIP00000031008	ENSMSIG00000025953	Mus_spicilegus
ENSMUSP00000056610	ENSMUSG00000048921	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0085834	MGP_SPRETEiJ_G0031618	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0082424	MGP_CAROLIEiJ_G0030504	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0019220	MGP_PahariEiJ_G0013711	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000014928	ENSMUGG00000012890	Meriones_unguiculatus
ENSNGAP00000024893	ENSNGAG00000023013	Nannospalax_galili
ENSJJAP00000022194	ENSJJAG00000022323	Jaculus_jaculus
ENSCCNP00000029497	ENSCCNG00000028263	Castor_canadensis
ENSUPAP00010025292	ENSUPAG00010020009	Urocitellus_parryii
ENSSDAP00000012264	ENSSDAG00000011057	Spermophilus_dauricus
ENSSTOP00000016756	ENSSTOG00000025737	Ictidomys_tridecemlineatus
ENSMMMP00000027281	ENSMMMG00000023830	Marmota_marmota_marmota
ENSCLAP00000000063	ENSCLAG00000000086	Chinchilla_lanigera
ENSODEP00000020733	ENSODEG00000015296	Octodon_degus
ENSCPOP00000032890	ENSCPOG00000032332	Cavia_porcellus
ENSCAPP00000017702	ENSCAPG00000017301	Cavia_aperea
ENSHGLP00000013346	ENSHGLG00000009540	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010188	ENSHGLG00100007577	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015696	ENSFDAG00000003743	Fukomys_damarensis
ENSDORP00000019163	ENSDORG00000026969	Dipodomys_ordii	ENSDORT00000024455
ENSOPRP00000004016	ENSOPRG00000004377	Ochotona_princeps	ENSOPRT00000004357
ENSSARP00000007935	ENSSARG00000008757	Sorex_araneus
ENSEEUP00000005662	ENSEEUG00000006230	Erinaceus_europaeus
ENSNVIP00000032414	ENSNVIG00000024979	Neovison_vison
ENSMPUP00000012201	ENSMPUG00000012298	Mustela_putorius_furo
ENSSSCP00000044660	ENSSSCG00000033496	Sus_scrofa_strain_reference
ENSETEP00000014341	ENSETEG00000017656	Echinops_telfairi
ENSDNOP00000021640	ENSDNOG00000046268	Dasypus_novemcinctus
ENSCHOP00000005413	ENSCHOG00000006125	Choloepus_hoffmanni
