ENSVURP00010028626	ENSVURG00010021917	Vombatus_ursinus	ENSVURT00010032616
ENSPCIP00000015845	ENSPCIG00000012294	Phascolarctos_cinereus	ENSPCIT00000019590
ENSMEUP00000011737	ENSMEUG00000012880	Notamacropus_eugenii	ENSMEUT00000012909
ENSMODP00000017856	ENSMODG00000014290	Monodelphis_domestica	ENSMODT00000018185
ENSSHAP00000003412	ENSSHAG00000003001	Sarcophilus_harrisii	ENSSHAT00000003448
ENSEASP00005030863	ENSEASG00005021031	Equus_asinus_asinus
ENSCATP00000023914	ENSCATG00000035495	Cercocebus_atys
ENSMFAP00000045102	ENSMFAG00000000285	Macaca_fascicularis
ENSMNEP00000011764	ENSMNEG00000030220	Macaca_nemestrina
ENSCSAP00000008545	ENSCSAG00000012359	Chlorocebus_sabaeus
ENSCANP00000023678	ENSCANG00000035247	Colobus_angolensis_palliatus
ENSPTEP00000042844	ENSPTEG00000039091	Piliocolobus_tephrosceles
ENSRROP00000008236	ENSRROG00000028572	Rhinopithecus_roxellana
ENSRBIP00000004828	ENSRBIG00000022038	Rhinopithecus_bieti
ENSCCAP00000016711	ENSCCAG00000026151	Cebus_capucinus_imitator
ENSCJAP00000030122	ENSCJAG00000016358	Callithrix_jacchus
ENSSBOP00000011780	ENSSBOG00000022717	Saimiri_boliviensis_boliviensis
ENSANAP00000001314	ENSANAG00000011362	Aotus_nancymaae
ENSTSYP00000006285	ENSTSYG00000006859	Carlito_syrichta
ENSCLAP00000024420	ENSCLAG00000016767	Chinchilla_lanigera
ENSODEP00000022306	ENSODEG00000016373	Octodon_degus
ENSCPOP00000014269	ENSCPOG00000024005	Cavia_porcellus
ENSCAPP00000015494	ENSCAPG00000015602	Cavia_aperea
ENSHGLP00000004117	ENSHGLG00000003024	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001871	ENSHGLG00100001459	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014812	ENSFDAG00000002313	Fukomys_damarensis
ENSSDAP00000010888	ENSSDAG00000009836	Spermophilus_dauricus
ENSUPAP00010014920	ENSUPAG00010011955	Urocitellus_parryii
ENSSTOP00000011117	ENSSTOG00000012406	Ictidomys_tridecemlineatus
ENSMMMP00000002812	ENSMMMG00000002569	Marmota_marmota_marmota
ENSPSMP00000030003	ENSPSMG00000020809	Prolemur_simus
ENSPCOP00000008377	ENSPCOG00000015465	Propithecus_coquereli
ENSMICP00000004286	ENSMICG00000004706	Microcebus_murinus
ENSOGAP00000014341	ENSOGAG00000016014	Otolemur_garnettii
ENSEEUP00000008540	ENSEEUG00000009380	Erinaceus_europaeus
ENSCHIP00000000282	ENSCHIG00000000204	Capra_hircus
ENSOARP00000018349	ENSOARG00000017096	Ovis_aries
ENSBIXP00000035554	ENSBIXG00000018846	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035721	ENSBIXG00005016948	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000073854	ENSBTAG00000020161	Bos_taurus
ENSBMUP00000006725	ENSBMUG00000005325	Bos_mutus
ENSBBBP00000026409	ENSBBBG00000008479	Bison_bison_bison
ENSTTRP00000004406	ENSTTRG00000004694	Tursiops_truncatus	ENSTTRT00000004675
ENSSSCP00000010781	ENSSSCG00000010108	Sus_scrofa_strain_reference
ENSOPRP00000006988	ENSOPRG00000007629	Ochotona_princeps
ENSP00000392268	ENSG00000277971	Homo_sapiens
ENSLAFP00000012018	ENSLAFG00000014346	Loxodonta_africana
ENSPCAP00000006612	ENSPCAG00000007091	Procavia_capensis
ENSDNOP00000001208	ENSDNOG00000001562	Dasypus_novemcinctus
ENSOANP00000011066	ENSOANG00000006948	Ornithorhynchus_anatinus
ENSPVIP00000014476	ENSPVIG00000011192	Pogona_vitticeps
ENSNSUP00000017200	ENSNSUG00000012658	Notechis_scutatus
ENSSMRP00000024032	ENSSMRG00000018645	Salvator_merianae
ENSCPRP00005002381	ENSCPRG00005001732	Crocodylus_porosus
ENSGAGP00000027321	ENSGAGG00000019863	Gopherus_agassizii
ENSCABP00000005447	ENSCABG00000004098	Chelonoidis_abingdonii
ENSCPBP00000002137	ENSCPBG00000001708	Chrysemys_picta_bellii
ENSPSIP00000005780	ENSPSIG00000005376	Pelodiscus_sinensis
ENSAOWP00000017738	ENSAOWG00000012108	Apteryx_owenii
ENSAHAP00000015947	ENSAHAG00000011406	Apteryx_haastii
ENSARWP00000027961	ENSARWG00000018875	Apteryx_rowi
ENSDNVP00000013824	ENSDNVG00000009748	Dromaius_novaehollandiae
ENSNPEP00000012673	ENSNPEG00000009451	Nothoprocta_perdicaria
ENSNPEP00000012699	ENSNPEG00000009472	Nothoprocta_perdicaria
ENSCPGP00000021387	ENSCPGG00000014935	Calidris_pygmaea
ENSCPUP00000013029	ENSCPUG00000009261	Calidris_pugnax
ENSMVIP00005003945	ENSMVIG00005003059	Manacus_vitellinus
ENSLCOP00000018539	ENSLCOG00000013118	Lepidothrix_coronata
ENSJHYP00000010890	ENSJHYG00000008514	Junco_hyemalis
ENSZALP00000011361	ENSZALG00000009594	Zonotrichia_albicollis
ENSFALP00000007577	ENSFALG00000007263	Ficedula_albicollis
ENSPMJP00000025659	ENSPMJG00000018774	Parus_major
ENSCCEP00000002564	ENSCCEG00000002845	Cyanistes_caeruleus
ENSLSDP00000012603	ENSLSDG00000009204	Lonchura_striata_domestica
ENSTGUP00000010496	ENSTGUG00000010167	Taeniopygia_guttata
ENSSCAP00000004372	ENSSCAG00000003574	Serinus_canaria
ENSMUNP00000017451	ENSMUNG00000013414	Melopsittacus_undulatus
ENSGALP00000010351	ENSGALG00000006422	Gallus_gallus
ENSMGAP00000007863	ENSMGAG00000007698	Meleagris_gallopavo
ENSCJPP00005010252	ENSCJPG00005008965	Coturnix_japonica
ENSNMEP00000025842	ENSNMEG00000021857	Numida_meleagris
ENSAPLP00000006317	ENSAPLG00000006701	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018259	ENSABRG00000015640	Anser_brachyrhynchus
ENSSPUP00000017658	ENSSPUG00000013639	Sphenodon_punctatus
ENSACAP00000013434	ENSACAG00000013691	Anolis_carolinensis
ENSACAP00000010651	ENSACAG00000010847	Anolis_carolinensis
ENSXETP00000008514	ENSXETG00000006919	Xenopus_tropicalis
ENSLACP00000015208	ENSLACG00000013389	Latimeria_chalumnae
ENSCHAP00000034086	ENSCHAG00000016230	Clupea_harengus
ENSDCDP00000050071	ENSDCDG00000030614	Denticeps_clupeoides
ENSAMXP00000017842	ENSAMXG00000017340	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005020213	ENSAMXG00005010471	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014079	ENSPNAG00000019987	Pygocentrus_nattereri
ENSIPUP00000017082	ENSIPUG00000011577	Ictalurus_punctatus
ENSEEEP00000001333	ENSEEEG00000000877	Electrophorus_electricus
ENSDARP00000106872	ENSDARG00000088807	Danio_rerio
ENSTRUP00000042124	ENSTRUG00000016481	Takifugu_rubripes
ENSTNIP00000014435	ENSTNIG00000011488	Tetraodon_nigroviridis
ENSLCRP00005019763	ENSLCRG00005008084	Larimichthys_crocea
ENSPMGP00000029850	ENSPMGG00000024023	Periophthalmus_magnuspinnatus
ENSHCOP00000010507	ENSHCOG00000013123	Hippocampus_comes
ENSCSEP00000025606	ENSCSEG00000016351	Cynoglossus_semilaevis
ENSPFOP00000017944	ENSPFOG00000017847	Poecilia_formosa
ENSPLAP00000025852	ENSPLAG00000013184	Poecilia_latipinna
ENSPMEP00000016187	ENSPMEG00000018811	Poecilia_mexicana
ENSPREP00000000774	ENSPREG00000000593	Poecilia_reticulata
ENSXMAP00000033370	ENSXMAG00000008550	Xiphophorus_maculatus
ENSXCOP00000020424	ENSXCOG00000015302	Xiphophorus_couchianus
ENSGAFP00000007261	ENSGAFG00000004940	Gambusia_affinis
ENSCVAP00000012502	ENSCVAG00000014922	Cyprinodon_variegatus
ENSFHEP00000027702	ENSFHEG00000000823	Fundulus_heteroclitus
ENSGACP00000016457	ENSGACG00000012438	Gasterosteus_aculeatus
ENSBSLP00000055458	ENSBSLG00000025910	Betta_splendens
ENSAOCP00000022593	ENSAOCG00000002506	Amphiprion_ocellaris
ENSAPEP00000010940	ENSAPEG00000007831	Amphiprion_percula
ENSAPOP00000005921	ENSAPOG00000007664	Acanthochromis_polyacanthus
ENSSPAP00000020216	ENSSPAG00000015258	Stegastes_partitus
ENSMAMP00000005303	ENSMAMG00000003584	Mastacembelus_armatus
ENSSDUP00000031820	ENSSDUG00000022872	Seriola_dumerili
ENSSLDP00000019627	ENSSLDG00000015395	Seriola_lalandi_dorsalis
ENSLCAP00010046181	ENSLCAG00010021419	Lates_calcarifer
ENSSMAP00000020011	ENSSMAG00000012271	Scophthalmus_maximus
ENSSMAP00000019988	ENSSMAG00000012250	Scophthalmus_maximus
ENSSMAP00000003349	ENSSMAG00000002096	Scophthalmus_maximus
ENSCGOP00000031570	ENSCGOG00000014737	Cottoperca_gobio
ENSLBEP00000012659	ENSLBEG00000009721	Labrus_bergylta
ENSMALP00000026825	ENSMALG00000018612	Monopterus_albus
ENSATEP00000026735	ENSATEG00000018474	Anabas_testudineus
ENSMZEP00005009111	ENSMZEG00005006918	Maylandia_zebra
ENSACLP00000024106	ENSACLG00000016409	Astatotilapia_calliptera
ENSPNYP00000001439	ENSPNYG00000001161	Pundamilia_nyererei
ENSHBUP00000029055	ENSHBUG00000013211	Haplochromis_burtoni
ENSNBRP00000012697	ENSNBRG00000009911	Neolamprologus_brichardi
ENSONIP00000013871	ENSONIG00000011025	Oreochromis_niloticus
ENSACIP00000030963	ENSACIG00000023953	Amphilophus_citrinellus
ENSPRNP00000045587	ENSPRNG00000022064	Parambassis_ranga
ENSORLP00015013577	ENSORLG00015014453	Oryzias_latipes_ASM223469v1
ENSORLP00020000789	ENSORLG00020001487	Oryzias_latipes_ASM223471v1
ENSORLP00000017957	ENSORLG00000014319	Oryzias_latipes_ASM223467v1
ENSOMEP00000015086	ENSOMEG00000016620	Oryzias_melastigma
ENSKMAP00000016552	ENSKMAG00000012370	Kryptolebias_marmoratus
ENSGWIP00000039200	ENSGWIG00000019945	Gouania_willdenowi
ENSGMOP00000012275	ENSGMOG00000011480	Gadus_morhua
ENSHHUP00000088564	ENSHHUG00000051158	Hucho_hucho
ENSELUP00000018825	ENSELUG00000018232	Esox_lucius
ENSPKIP00000005799	ENSPKIG00000022328	Paramormyrops_kingsleyae
ENSSFOP00015004477	ENSSFOG00015002946	Scleropages_formosus
ENSLOCP00000007878	ENSLOCG00000006522	Lepisosteus_oculatus
ENSECRP00000027537	ENSECRG00000018644	Erpetoichthys_calabaricus
ENSCMIP00000037455	ENSCMIG00000015752	Callorhinchus_milii	ENSCMIT00000037998
ENSCMIP00000037457	ENSCMIG00000015754	Callorhinchus_milii	ENSCMIT00000038000
ENSPMAP00000009190	ENSPMAG00000008337	Petromyzon_marinus
ENSEBUP00000027067	ENSEBUG00000016634	Eptatretus_burgeri
