ENSPKIP00000006745	ENSPKIG00000022900	Paramormyrops_kingsleyae
ENSFALP00000004236	ENSFALG00000004067	Ficedula_albicollis
ENSABRP00000017757	ENSABRG00000015360	Anser_brachyrhynchus
ENSAPLP00000032580	ENSAPLG00000026293	Anas_platyrhynchos_platyrhynchos
ENSGALP00000049219	ENSGALG00000016737	Gallus_gallus
ENSCJPP00005024672	ENSCJPG00005019415	Coturnix_japonica
ENSMGAP00000015641	ENSMGAG00000014761	Meleagris_gallopavo
ENSNMEP00000018137	ENSNMEG00000015787	Numida_meleagris
ENSCPRP00005014037	ENSCPRG00005009861	Crocodylus_porosus
ENSCABP00000006776	ENSCABG00000005126	Chelonoidis_abingdonii
ENSGAGP00000028082	ENSGAGG00000020402	Gopherus_agassizii
ENSCPBP00000009987	ENSCPBG00000007686	Chrysemys_picta_bellii
ENSPSIP00000006896	ENSPSIG00000006334	Pelodiscus_sinensis
ENSPVIP00000006678	ENSPVIG00000005515	Pogona_vitticeps
ENSACAP00000012446	ENSACAG00000012667	Anolis_carolinensis
ENSSMRP00000029128	ENSSMRG00000022397	Salvator_merianae
ENSNSUP00000006005	ENSNSUG00000004761	Notechis_scutatus
ENSSPUP00000006607	ENSSPUG00000005078	Sphenodon_punctatus
ENSCHOP00000004917	ENSCHOG00000005553	Choloepus_hoffmanni
ENSCHOP00000002264	ENSCHOG00000002558	Choloepus_hoffmanni
ENSDNOP00000021639	ENSDNOG00000048419	Dasypus_novemcinctus
ENSEEUP00000008445	ENSEEUG00000009270	Erinaceus_europaeus
ENSPVAP00000013223	ENSPVAG00000014023	Pteropus_vampyrus
ENSCGRP00015000030	ENSCGRG00015000037	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000016965	ENSCGRG00000012338	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003589	ENSCGRG00001004391	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023298	ENSMAUG00000020484	Mesocricetus_auratus
ENSMOCP00000016378	ENSMOCG00000015300	Microtus_ochrogaster
ENSPEMP00000022633	ENSPEMG00000028381	Peromyscus_maniculatus_bairdii
ENSMUSP00000114020	ENSMUSG00000030452	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000002162	ENSMSIG00000001988	Mus_spicilegus
MGP_SPRETEiJ_P0083196	MGP_SPRETEiJ_G0030908	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0079848	MGP_CAROLIEiJ_G0029805	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016708	MGP_PahariEiJ_G0013030	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018028	ENSRNOG00000012690	Rattus_norvegicus
ENSMUGP00000001558	ENSMUGG00000001461	Meriones_unguiculatus
ENSNGAP00000020936	ENSNGAG00000020274	Nannospalax_galili
ENSJJAP00000004573	ENSJJAG00000009546	Jaculus_jaculus
ENSODEP00000007321	ENSODEG00000005458	Octodon_degus
ENSODEP00000004563	ENSODEG00000003476	Octodon_degus
ENSCLAP00000001349	ENSCLAG00000001028	Chinchilla_lanigera
ENSCAPP00000008378	ENSCAPG00000010093	Cavia_aperea
ENSCPOP00000011452	ENSCPOG00000012728	Cavia_porcellus
ENSHGLP00000011650	ENSHGLG00000008356	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003805	ENSHGLG00100002897	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000007664	ENSFDAG00000006478	Fukomys_damarensis
ENSCCNP00000011915	ENSCCNG00000012279	Castor_canadensis
ENSDORP00000023373	ENSDORG00000027046	Dipodomys_ordii
ENSSTOP00000025189	ENSSTOG00000015205	Ictidomys_tridecemlineatus
ENSSTOP00000026291	ENSSTOG00000031588	Ictidomys_tridecemlineatus
ENSSTOP00000032400	ENSSTOG00000031645	Ictidomys_tridecemlineatus
ENSSTOP00000022845	ENSSTOG00000029260	Ictidomys_tridecemlineatus
ENSSTOP00000003575	ENSSTOG00000004003	Ictidomys_tridecemlineatus
ENSMMMP00000000097	ENSMMMG00000000083	Marmota_marmota_marmota
ENSUPAP00010000497	ENSUPAG00010000417	Urocitellus_parryii
ENSSDAP00000003507	ENSSDAG00000003302	Spermophilus_dauricus
ENSTBEP00000013927	ENSTBEG00000016042	Tupaia_belangeri
ENSPCOP00000011112	ENSPCOG00000017066	Propithecus_coquereli
ENSPSMP00000008092	ENSPSMG00000005989	Prolemur_simus
ENSMICP00000050562	ENSMICG00000041893	Microcebus_murinus
ENSOGAP00000012314	ENSOGAG00000013744	Otolemur_garnettii
ENSLAFP00000007454	ENSLAFG00000008874	Loxodonta_africana
ENSPTRP00000080321	ENSPTRG00000052089	Pan_troglodytes
ENSPPAP00000016132	ENSPPAG00000031169	Pan_paniscus
ENSP00000337618	ENSG00000140157	Homo_sapiens
ENSGGOP00000030037	ENSGGOG00000002147	Gorilla_gorilla
ENSPPYP00000007097	ENSPPYG00000006259	Pongo_abelii
ENSNLEP00000047286	ENSNLEG00000035813	Nomascus_leucogenys
ENSPTEP00000043179	ENSPTEG00000039360	Piliocolobus_tephrosceles
ENSCANP00000036047	ENSCANG00000041722	Colobus_angolensis_palliatus
ENSRBIP00000029449	ENSRBIG00000038603	Rhinopithecus_bieti
ENSRROP00000030557	ENSRROG00000039020	Rhinopithecus_roxellana
ENSCATP00000011399	ENSCATG00000029912	Cercocebus_atys
ENSMLEP00000010149	ENSMLEG00000029257	Mandrillus_leucophaeus
ENSCSAP00000002833	ENSCSAG00000006549	Chlorocebus_sabaeus
ENSMMUP00000069453	ENSMMUG00000003892	Macaca_mulatta
ENSMFAP00000006278	ENSMFAG00000000201	Macaca_fascicularis
ENSMNEP00000023403	ENSMNEG00000035300	Macaca_nemestrina
ENSPANP00000016178	ENSPANG00000020065	Papio_anubis
ENSTGEP00000025281	ENSTGEG00000020383	Theropithecus_gelada
ENSCCAP00000031207	ENSCCAG00000033658	Cebus_capucinus_imitator
ENSCJAP00000045055	ENSCJAG00000005448	Callithrix_jacchus
ENSSBOP00000022435	ENSSBOG00000027749	Saimiri_boliviensis_boliviensis
ENSANAP00000033891	ENSANAG00000034589	Aotus_nancymaae
ENSTSYP00000013008	ENSTSYG00000014170	Carlito_syrichta
ENSTSYP00000017871	ENSTSYG00000002336	Carlito_syrichta
ENSOCUP00000036799	ENSOCUG00000010746	Oryctolagus_cuniculus
ENSOPRP00000004715	ENSOPRG00000005146	Ochotona_princeps
ENSCHIP00000030061	ENSCHIG00000024961	Capra_hircus
ENSOARP00000016922	ENSOARG00000015765	Ovis_aries
ENSBIXP00000025693	ENSBIXG00000027769	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005007841	ENSBIXG00005013049	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000059190	ENSBTAG00000016895	Bos_taurus
ENSBMUP00000009071	ENSBMUG00000007043	Bos_mutus
ENSBBBP00000018100	ENSBBBG00000010831	Bison_bison_bison
ENSSSCP00000048945	ENSSSCG00000036898	Sus_scrofa_strain_reference
ENSTTRP00000014967	ENSTTRG00000015796	Tursiops_truncatus
ENSVPAP00000000617	ENSVPAG00000000671	Vicugna_pacos
ENSECAP00000004756	ENSECAG00000006379	Equus_caballus
ENSEASP00005030700	ENSEASG00005020895	Equus_asinus_asinus
ENSUMAP00000035643	ENSUMAG00000025643	Ursus_maritimus
ENSUAMP00000007956	ENSUAMG00000006819	Ursus_americanus
ENSAMEP00000014567	ENSAMEG00000013824	Ailuropoda_melanoleuca
ENSMPUP00000017263	ENSMPUG00000017373	Mustela_putorius_furo
ENSNVIP00000017351	ENSNVIG00000013583	Neovison_vison
ENSCAFP00000014319	ENSCAFG00000009743	Canis_lupus_familiaris
ENSCAFP00020031847	ENSCAFG00020024826	Canis_lupus_dingo
ENSVVUP00000004245	ENSVVUG00000003342	Vulpes_vulpes
ENSPTIP00000017760	ENSPTIG00000016097	Panthera_tigris_altaica
ENSPPRP00000021934	ENSPPRG00000012616	Panthera_pardus
ENSFCAP00000044134	ENSFCAG00000037405	Felis_catus
ENSPCAP00000013668	ENSPCAG00000014665	Procavia_capensis
ENSETEP00000008800	ENSETEG00000010835	Echinops_telfairi
ENSSARP00000006640	ENSSARG00000007333	Sorex_araneus
ENSMLUP00000001236	ENSMLUG00000001352	Myotis_lucifugus
ENSMLUP00000020073	ENSMLUG00000025057	Myotis_lucifugus
ENSVURP00010020932	ENSVURG00010016000	Vombatus_ursinus
ENSPCIP00000021930	ENSPCIG00000016610	Phascolarctos_cinereus
ENSMODP00000000679	ENSMODG00000000565	Monodelphis_domestica
ENSSHAP00000008231	ENSSHAG00000007132	Sarcophilus_harrisii
ENSOANP00000024752	ENSOANG00000015706	Ornithorhynchus_anatinus
ENSJJAP00000018370	ENSJJAG00000019661	Jaculus_jaculus
ENSPPRP00000023999	ENSPPRG00000014223	Panthera_pardus
ENSOANP00000029819	ENSOANG00000028949	Ornithorhynchus_anatinus
ENSXETP00000006810	ENSXETG00000008572	Xenopus_tropicalis
ENSLACP00000022958	ENSLACG00000015808	Latimeria_chalumnae
ENSCMIP00000040244	ENSCMIG00000016806	Callorhinchus_milii
ENSPMAP00000005690	ENSPMAG00000005163	Petromyzon_marinus
ENSGAFP00000026769	ENSGAFG00000018095	Gambusia_affinis
ENSEBUP00000010309	ENSEBUG00000006625	Eptatretus_burgeri
ENSCSAVP00000009497	ENSCSAVG00000005586	Ciona_savignyi
ENSCINP00000031868	ENSCING00000021138	Ciona_intestinalis
