ENSOANP00000032793	ENSOANG00000029474	Ornithorhynchus_anatinus	ENSOANT00000042041
ENSOANP00000032354	ENSOANG00000030989	Ornithorhynchus_anatinus	ENSOANT00000041603
ENSOANP00000015739	ENSOANG00000009931	Ornithorhynchus_anatinus	ENSOANT00000015742
ENSPCIP00000017435	ENSPCIG00000013341	Phascolarctos_cinereus	ENSPCIT00000021505
ENSMEUP00000015044	ENSMEUG00000016433	Notamacropus_eugenii	ENSMEUT00000016496
ENSVURP00010003370	ENSVURG00010002152	Vombatus_ursinus	ENSVURT00010003828
ENSVURP00010005215	ENSVURG00010003789	Vombatus_ursinus	ENSVURT00010005906
ENSSHAP00000017873	ENSSHAG00000015174	Sarcophilus_harrisii	ENSSHAT00000018021
ENSMODP00000007131	ENSMODG00000005750	Monodelphis_domestica	ENSMODT00000007275
ENSDNOP00000013162	ENSDNOG00000016988	Dasypus_novemcinctus	ENSDNOT00000016990
ENSCHOP00000006843	ENSCHOG00000007701	Choloepus_hoffmanni	ENSCHOT00000007747
ENSLAFP00000001429	ENSLAFG00000001710	Loxodonta_africana	ENSLAFT00000001712
ENSPCAP00000001506	ENSPCAG00000001492	Procavia_capensis	ENSPCAT00000001600
ENSETEP00000013093	ENSETEG00000016146	Echinops_telfairi	ENSETET00000016147
ENSCCNP00000028044	ENSCCNG00000026683	Castor_canadensis
ENSCJAP00000028993	ENSCJAG00000015641	Callithrix_jacchus
ENSANAP00000008577	ENSANAG00000022287	Aotus_nancymaae
ENSTSYP00000005442	ENSTSYG00000005939	Carlito_syrichta
ENSPSMP00000010887	ENSPSMG00000007864	Prolemur_simus
ENSMICP00000005065	ENSMICG00000005545	Microcebus_murinus
ENSPCOP00000028545	ENSPCOG00000026921	Propithecus_coquereli
ENSOGAP00000008069	ENSOGAG00000008992	Otolemur_garnettii
ENSTBEP00000006696	ENSTBEG00000007657	Tupaia_belangeri
ENSPVAP00000013466	ENSPVAG00000014289	Pteropus_vampyrus
ENSMLUP00000015036	ENSMLUG00000016487	Myotis_lucifugus
ENSOARP00000004065	ENSOARG00000003798	Ovis_aries
ENSCHIP00000023478	ENSCHIG00000020993	Capra_hircus
ENSBMUP00000024053	ENSBMUG00000017994	Bos_mutus
ENSBIXP00000006312	ENSBIXG00000012482	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070738	ENSBTAG00000018966	Bos_taurus
ENSBIXP00005023717	ENSBIXG00005026610	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000022988	ENSBBBG00000017436	Bison_bison_bison
ENSTTRP00000012565	ENSTTRG00000013220	Tursiops_truncatus
ENSSSCP00000047948	ENSSSCG00000010483	Sus_scrofa_strain_reference
ENSVPAP00000009408	ENSVPAG00000010112	Vicugna_pacos
ENSUMAP00000005410	ENSUMAG00000004053	Ursus_maritimus
ENSUAMP00000011717	ENSUAMG00000009293	Ursus_americanus
ENSAMEP00000014423	ENSAMEG00000013653	Ailuropoda_melanoleuca
ENSNVIP00000003047	ENSNVIG00000002345	Neovison_vison
ENSMPUP00000017027	ENSMPUG00000017136	Mustela_putorius_furo
ENSCAFP00000011841	ENSCAFG00000007985	Canis_lupus_familiaris
ENSCAFP00020005855	ENSCAFG00020004619	Canis_lupus_dingo
ENSVVUP00000030868	ENSVVUG00000022530	Vulpes_vulpes
ENSPTIP00000009591	ENSPTIG00000010502	Panthera_tigris_altaica
ENSPPRP00000014371	ENSPPRG00000007401	Panthera_pardus
ENSFCAP00000005815	ENSFCAG00000006259	Felis_catus
ENSEASP00005016585	ENSEASG00005011486	Equus_asinus_asinus
ENSECAP00000020548	ENSECAG00000022823	Equus_caballus
ENSSARP00000003657	ENSSARG00000003946	Sorex_araneus
ENSEEUP00000003047	ENSEEUG00000003297	Erinaceus_europaeus
ENSOANP00000029392	ENSOANG00000028335	Ornithorhynchus_anatinus	ENSOANT00000038636
ENSABRP00000013025	ENSABRG00000011639	Anser_brachyrhynchus
ENSAPLP00000013134	ENSAPLG00000013314	Anas_platyrhynchos_platyrhynchos
ENSGALP00000055018	ENSGALG00000039528	Gallus_gallus
ENSMGAP00000009006	ENSMGAG00000008715	Meleagris_gallopavo
ENSCJPP00005024102	ENSCJPG00005019039	Coturnix_japonica
ENSNMEP00000017230	ENSNMEG00000015101	Numida_meleagris
ENSMVIP00005024879	ENSMVIG00005017431	Manacus_vitellinus
ENSLCOP00000007924	ENSLCOG00000005803	Lepidothrix_coronata
ENSTGUP00000008919	ENSTGUG00000008633	Taeniopygia_guttata
ENSLSDP00000024093	ENSLSDG00000016930	Lonchura_striata_domestica
ENSSCAP00000023589	ENSSCAG00000016878	Serinus_canaria
ENSJHYP00000024220	ENSJHYG00000018179	Junco_hyemalis
ENSZALP00000015681	ENSZALG00000012821	Zonotrichia_albicollis
ENSFALP00000008149	ENSFALG00000007813	Ficedula_albicollis
ENSPMJP00000003173	ENSPMJG00000002800	Parus_major
ENSCCEP00000019945	ENSCCEG00000018084	Cyanistes_caeruleus
ENSCPGP00000025233	ENSCPGG00000017230	Calidris_pygmaea
ENSCPUP00000019802	ENSCPUG00000013569	Calidris_pugnax
ENSMUNP00000008446	ENSMUNG00000006710	Melopsittacus_undulatus
ENSAHAP00000016688	ENSAHAG00000011887	Apteryx_haastii
ENSAOWP00000006440	ENSAOWG00000004409	Apteryx_owenii
ENSARWP00000023141	ENSARWG00000015776	Apteryx_rowi
ENSDNVP00000006037	ENSDNVG00000004328	Dromaius_novaehollandiae
ENSNPEP00000018551	ENSNPEG00000013823	Nothoprocta_perdicaria
ENSCPRP00005024703	ENSCPRG00005017134	Crocodylus_porosus
ENSCABP00000016161	ENSCABG00000012037	Chelonoidis_abingdonii
ENSGAGP00000027809	ENSGAGG00000020175	Gopherus_agassizii
ENSCPBP00000038418	ENSCPBG00000026539	Chrysemys_picta_bellii
ENSPSIP00000005938	ENSPSIG00000005515	Pelodiscus_sinensis
ENSACAP00000007377	ENSACAG00000007404	Anolis_carolinensis
ENSPVIP00000019521	ENSPVIG00000014791	Pogona_vitticeps
ENSNSUP00000017786	ENSNSUG00000013046	Notechis_scutatus
ENSSMRP00000017239	ENSSMRG00000013435	Salvator_merianae
ENSSPUP00000004403	ENSSPUG00000003265	Sphenodon_punctatus
ENSXETP00000048819	ENSXETG00000018146	Xenopus_tropicalis
ENSLACP00000019918	ENSLACG00000017509	Latimeria_chalumnae
ENSDCDP00000009275	ENSDCDG00000004458	Denticeps_clupeoides
ENSCHAP00000038050	ENSCHAG00000017870	Clupea_harengus
ENSAMXP00005036198	ENSAMXG00005016320	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000005087	ENSAMXG00000004946	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027479	ENSPNAG00000013063	Pygocentrus_nattereri
ENSIPUP00000016635	ENSIPUG00000011245	Ictalurus_punctatus
ENSEEEP00000038434	ENSEEEG00000018256	Electrophorus_electricus
ENSDARP00000112202	ENSDARG00000087921	Danio_rerio
ENSHHUP00000043006	ENSHHUG00000026256	Hucho_hucho
ENSHHUP00000077623	ENSHHUG00000045259	Hucho_hucho
ENSELUP00000002826	ENSELUG00000004174	Esox_lucius
ENSTRUP00000023752	ENSTRUG00000009451	Takifugu_rubripes
ENSTNIP00000022098	ENSTNIG00000018911	Tetraodon_nigroviridis
ENSMMOP00000018670	ENSMMOG00000014140	Mola_mola
ENSLCRP00005049463	ENSLCRG00005018000	Larimichthys_crocea
ENSLBEP00000008745	ENSLBEG00000006607	Labrus_bergylta
ENSCGOP00000032614	ENSCGOG00000014967	Cottoperca_gobio
ENSGACP00000009014	ENSGACG00000006801	Gasterosteus_aculeatus
ENSMAMP00000022122	ENSMAMG00000014795	Mastacembelus_armatus
ENSMALP00000031522	ENSMALG00000021741	Monopterus_albus
ENSBSLP00000023796	ENSBSLG00000011773	Betta_splendens
ENSPMGP00000026441	ENSPMGG00000021329	Periophthalmus_magnuspinnatus
ENSATEP00000030675	ENSATEG00000021137	Anabas_testudineus
ENSSDUP00000030893	ENSSDUG00000022241	Seriola_dumerili
ENSSLDP00000008938	ENSSLDG00000007076	Seriola_lalandi_dorsalis
ENSLCAP00010018207	ENSLCAG00010008611	Lates_calcarifer
ENSSMAP00000031018	ENSSMAG00000018950	Scophthalmus_maximus
ENSCSEP00000010150	ENSCSEG00000006500	Cynoglossus_semilaevis
ENSAOCP00000003996	ENSAOCG00000007461	Amphiprion_ocellaris
ENSAPEP00000025193	ENSAPEG00000017805	Amphiprion_percula
ENSAPOP00000002711	ENSAPOG00000004229	Acanthochromis_polyacanthus
ENSSPAP00000025514	ENSSPAG00000019205	Stegastes_partitus
ENSPRNP00000034591	ENSPRNG00000017133	Parambassis_ranga
ENSFHEP00000008416	ENSFHEG00000009603	Fundulus_heteroclitus
ENSCVAP00000032458	ENSCVAG00000022474	Cyprinodon_variegatus
ENSPFOP00000013031	ENSPFOG00000012824	Poecilia_formosa
ENSPMEP00000023163	ENSPMEG00000004565	Poecilia_mexicana
ENSPLAP00000027792	ENSPLAG00000000660	Poecilia_latipinna
ENSPREP00000033632	ENSPREG00000022781	Poecilia_reticulata
ENSXMAP00000038104	ENSXMAG00000029480	Xiphophorus_maculatus
ENSGAFP00000002863	ENSGAFG00000001962	Gambusia_affinis
ENSXCOP00000008744	ENSXCOG00000006662	Xiphophorus_couchianus
ENSKMAP00000026112	ENSKMAG00000019311	Kryptolebias_marmoratus
ENSORLP00015015420	ENSORLG00015016414	Oryzias_latipes_ASM223469v1
ENSORLP00020032759	ENSORLG00020018498	Oryzias_latipes_ASM223471v1
ENSORLP00000039359	ENSORLG00000005200	Oryzias_latipes_ASM223467v1
ENSOMEP00000035792	ENSOMEG00000023278	Oryzias_melastigma
ENSGWIP00000027032	ENSGWIG00000014139	Gouania_willdenowi
ENSMZEP00005020365	ENSMZEG00005015256	Maylandia_zebra
ENSPNYP00000001085	ENSPNYG00000000760	Pundamilia_nyererei
ENSACLP00000018671	ENSACLG00000012743	Astatotilapia_calliptera
ENSHBUP00000004418	ENSHBUG00000005779	Haplochromis_burtoni
ENSONIP00000020698	ENSONIG00000016435	Oreochromis_niloticus
ENSNBRP00000024667	ENSNBRG00000018788	Neolamprologus_brichardi
ENSNBRP00000017244	ENSNBRG00000013332	Neolamprologus_brichardi
ENSACIP00000014992	ENSACIG00000011572	Amphilophus_citrinellus
ENSHCOP00000018434	ENSHCOG00000003015	Hippocampus_comes
ENSGMOP00000010216	ENSGMOG00000009528	Gadus_morhua
ENSCHAP00000031089	ENSCHAG00000013684	Clupea_harengus
ENSDCDP00000054936	ENSDCDG00000032587	Denticeps_clupeoides
ENSHHUP00000057131	ENSHHUG00000033810	Hucho_hucho
ENSHHUP00000008574	ENSHHUG00000005190	Hucho_hucho
ENSELUP00000025051	ENSELUG00000024002	Esox_lucius
ENSSFOP00015020264	ENSSFOG00015012933	Scleropages_formosus
ENSPKIP00000021134	ENSPKIG00000005604	Paramormyrops_kingsleyae
ENSLOCP00000007165	ENSLOCG00000005918	Lepisosteus_oculatus
ENSECRP00000005407	ENSECRG00000003617	Erpetoichthys_calabaricus
ENSCMIP00000044745	ENSCMIG00000018450	Callorhinchus_milii
ENSOANP00000031430	ENSOANG00000031653	Ornithorhynchus_anatinus	ENSOANT00000040677
ENSEBUP00000014809	ENSEBUG00000009334	Eptatretus_burgeri
ENSEBUP00000024457	ENSEBUG00000015082	Eptatretus_burgeri	ENSEBUT00000025033
ENSPMAP00000003951	ENSPMAG00000003626	Petromyzon_marinus
F31B12.1a.1	WBGene00004036	Caenorhabditis_elegans_strain_N2
