ENSELUP00000004591	ENSELUG00000005721	Esox_lucius
ENSDCDP00000042283	ENSDCDG00000027304	Denticeps_clupeoides
MGP_SPRETEiJ_P0049480	MGP_SPRETEiJ_G0023426	Mus_spretus_strain_SPRET/EiJ
ENSMPUP00000003442	ENSMPUG00000003473	Mustela_putorius_furo
ENSCLAP00000024608	ENSCLAG00000016901	Chinchilla_lanigera
ENSACLP00000022880	ENSACLG00000015541	Astatotilapia_calliptera
ENSBTAP00000042321	ENSBTAG00000019689	Bos_taurus
ENSCAFP00000018053	ENSCAFG00000012251	Canis_lupus_familiaris
ENSCCAP00000005857	ENSCCAG00000020661	Cebus_capucinus_imitator
ENSMFAP00000000515	ENSMFAG00000033611	Macaca_fascicularis
ENSUPAP00010010489	ENSUPAG00010008468	Urocitellus_parryii
ENSRNOP00000028956	ENSRNOG00000026579	Rattus_norvegicus
ENSOCUP00000003022	ENSOCUG00000003485	Oryctolagus_cuniculus
ENSCJAP00000069643	ENSCJAG00000001212	Callithrix_jacchus
ENSPVIP00000031578	ENSPVIG00000023222	Pogona_vitticeps
ENSHHUP00000090284	ENSHHUG00000052129	Hucho_hucho
ENSVPAP00000001804	ENSVPAG00000001951	Vicugna_pacos
ENSPKIP00000000197	ENSPKIG00000018930	Paramormyrops_kingsleyae	ENSPKIT00000024080
ENSFHEP00000002018	ENSFHEG00000002793	Fundulus_heteroclitus
ENSMALP00000018476	ENSMALG00000012882	Monopterus_albus
ENSOANP00000028639	ENSOANG00000022438	Ornithorhynchus_anatinus
ENSBSLP00000005340	ENSBSLG00000002925	Betta_splendens
ENSPVAP00000009884	ENSPVAG00000010489	Pteropus_vampyrus
ENSTTRP00000010607	ENSTTRG00000011184	Tursiops_truncatus
ENSCAFP00020028230	ENSCAFG00020022133	Canis_lupus_dingo
ENSPSIP00000003574	ENSPSIG00000003402	Pelodiscus_sinensis
ENSHBUP00000028199	ENSHBUG00000011822	Haplochromis_burtoni
ENSFCAP00000037021	ENSFCAG00000007399	Felis_catus
ENSMICP00000039373	ENSMICG00000003846	Microcebus_murinus
ENSAMXP00000039528	ENSAMXG00000043957	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDORP00000018757	ENSDORG00000025412	Dipodomys_ordii
ENSATEP00000019673	ENSATEG00000013716	Anabas_testudineus
ENSPPRP00000005657	ENSPPRG00000001469	Panthera_pardus
ENSMUGP00000006124	ENSMUGG00000005616	Meriones_unguiculatus
ENSORLP00000029306	ENSORLG00000024657	Oryzias_latipes_ASM223467v1
ENSTGEP00000006434	ENSTGEG00000005241	Theropithecus_gelada
ENSCCNP00000024961	ENSCCNG00000024406	Castor_canadensis
ENSSDAP00000012655	ENSSDAG00000011401	Spermophilus_dauricus
ENSPPAP00000020721	ENSPPAG00000033566	Pan_paniscus
ENSCGOP00000035621	ENSCGOG00000016485	Cottoperca_gobio
ENSTSYP00000019740	ENSTSYG00000000372	Carlito_syrichta
ENSXMAP00000031974	ENSXMAG00000022274	Xiphophorus_maculatus
ENSSTOP00000011248	ENSSTOG00000012549	Ictidomys_tridecemlineatus
ENSEEUP00000004397	ENSEEUG00000004825	Erinaceus_europaeus
ENSCPOP00000020367	ENSCPOG00000022344	Cavia_porcellus
ENSBIXP00000003746	ENSBIXG00000010162	Bos_indicus_x_Bos_taurus_UOA_Angus_1
MGP_PahariEiJ_P0020530	MGP_PahariEiJ_G0014009	Mus_pahari_strain_PAHARI_EIJ
ENSBBBP00000018174	ENSBBBG00000010983	Bison_bison_bison
ENSSARP00000004422	ENSSARG00000004878	Sorex_araneus
ENSMMMP00000024945	ENSMMMG00000021850	Marmota_marmota_marmota
ENSPEMP00000018031	ENSPEMG00000016746	Peromyscus_maniculatus_bairdii
ENSSHAP00000008194	ENSSHAG00000007101	Sarcophilus_harrisii
ENSSFOP00015008486	ENSSFOG00015005551	Scleropages_formosus	ENSSFOT00015008606
ENSUMAP00000016143	ENSUMAG00000011868	Ursus_maritimus
ENSNVIP00000017584	ENSNVIG00000013720	Neovison_vison
ENSPPYP00000003485	ENSPPYG00000003008	Pongo_abelii
ENSEEEP00000046229	ENSEEEG00000021777	Electrophorus_electricus
ENSORLP00020032605	ENSORLG00020018240	Oryzias_latipes_ASM223471v1
ENSBMUP00000028159	ENSBMUG00000021093	Bos_mutus
ENSNLEP00000007607	ENSNLEG00000006249	Nomascus_leucogenys
ENSAMXP00005035483	ENSAMXG00005017023	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSOGAP00000009447	ENSOGAG00000010551	Otolemur_garnettii
ENSPLAP00000031255	ENSPLAG00000023122	Poecilia_latipinna
MGP_CAROLIEiJ_P0047517	MGP_CAROLIEiJ_G0022512	Mus_caroli_strain_CAROLI_EIJ
ENSCHAP00000049757	ENSCHAG00000022830	Clupea_harengus
ENSMSIP00000005942	ENSMSIG00000005272	Mus_spicilegus
ENSP00000354227	ENSG00000173715	Homo_sapiens
ENSBIXP00005036874	ENSBIXG00005018738	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMUSP00000136515	ENSMUSG00000071691	Mus_musculus_strain_reference_(CL57BL6)
ENSJJAP00000014101	ENSJJAG00000016640	Jaculus_jaculus
ENSMNEP00000022888	ENSMNEG00000035054	Macaca_nemestrina
ENSVVUP00000014479	ENSVVUG00000010589	Vulpes_vulpes
ENSMAUP00000017310	ENSMAUG00000016221	Mesocricetus_auratus
ENSMEUP00000009470	ENSMEUG00000010373	Notamacropus_eugenii
ENSGWIP00000035457	ENSGWIG00000018303	Gouania_willdenowi
ENSPTIP00000008840	ENSPTIG00000010010	Panthera_tigris_altaica
ENSRROP00000004795	ENSRROG00000019870	Rhinopithecus_roxellana
ENSMODP00000044398	ENSMODG00000041541	Monodelphis_domestica
ENSPCIP00000035550	ENSPCIG00000026283	Phascolarctos_cinereus
ENSPANP00000007869	ENSPANG00000005285	Papio_anubis
ENSAMEP00000011368	ENSAMEG00000010822	Ailuropoda_melanoleuca
ENSETEP00000012336	ENSETEG00000015219	Echinops_telfairi
ENSOANP00000032254	ENSOANG00000032255	Ornithorhynchus_anatinus
ENSGAFP00000001788	ENSGAFG00000001254	Gambusia_affinis
ENSSBOP00000039058	ENSSBOG00000035577	Saimiri_boliviensis_boliviensis
ENSCHOP00000006430	ENSCHOG00000007257	Choloepus_hoffmanni
ENSUAMP00000010118	ENSUAMG00000008364	Ursus_americanus
ENSMLEP00000013198	ENSMLEG00000030761	Mandrillus_leucophaeus
ENSSSCP00000020826	ENSSSCG00000029902	Sus_scrofa_strain_reference
ENSMMUP00000037621	ENSMMUG00000004529	Macaca_mulatta
ENSPTEP00000032625	ENSPTEG00000031309	Piliocolobus_tephrosceles
ENSCHIP00000002436	ENSCHIG00000005652	Capra_hircus
