ENSPMAP00000000230	ENSPMAG00000000206	Petromyzon_marinus	ENSPMAT00000000230
ENSEBUP00000026528	ENSEBUG00000016334	Eptatretus_burgeri	ENSEBUT00000027104
ENSHGLP00000003384	ENSHGLG00000002499	Heterocephalus_glaber_HetGla_female_1.0
ENSDNVP00000010583	ENSDNVG00000007458	Dromaius_novaehollandiae
ENSCPRP00005021585	ENSCPRG00005015011	Crocodylus_porosus
ENSGAGP00000033434	ENSGAGG00000023824	Gopherus_agassizii
ENSCABP00000012206	ENSCABG00000009150	Chelonoidis_abingdonii
ENSCPBP00000024319	ENSCPBG00000017366	Chrysemys_picta_bellii
ENSACAP00000013837	ENSACAG00000014082	Anolis_carolinensis
ENSPVIP00000031054	ENSPVIG00000022828	Pogona_vitticeps
ENSSMRP00000001170	ENSSMRG00000001031	Salvator_merianae
ENSCMIP00000031010	ENSCMIG00000013334	Callorhinchus_milii
FBpp0086392	FBgn0265605	Drosophila_melanogaster
