ENSDORP00000010499	ENSDORG00000011170	Dipodomys_ordii
ENSOARP00000011170	ENSOARG00000010405	Ovis_aries
ENSDARP00000059794	ENSDARG00000028053	Danio_rerio
ENSSLDP00000020537	ENSSLDG00000016052	Seriola_lalandi_dorsalis
ENSLAFP00000015436	ENSLAFG00000018416	Loxodonta_africana
ENSRNOP00000040287	ENSRNOG00000010890	Rattus_norvegicus
ENSEEEP00000028024	ENSEEEG00000013460	Electrophorus_electricus
ENSPSMP00000007937	ENSPSMG00000005734	Prolemur_simus
ENSAMXP00005048202	ENSAMXG00005022027	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCANP00000039576	ENSCANG00000043451	Colobus_angolensis_palliatus
ENSGAFP00000014593	ENSGAFG00000009858	Gambusia_affinis
ENSCSEP00000002439	ENSCSEG00000001620	Cynoglossus_semilaevis
ENSOANP00000017080	ENSOANG00000010775	Ornithorhynchus_anatinus
ENSPNAP00000032651	ENSPNAG00000020764	Pygocentrus_nattereri
ENSPTEP00000026179	ENSPTEG00000026277	Piliocolobus_tephrosceles
ENSPLAP00000026224	ENSPLAG00000013872	Poecilia_latipinna
ENSMZEP00005024350	ENSMZEG00005018197	Maylandia_zebra
ENSOANP00000031740	ENSOANG00000029573	Ornithorhynchus_anatinus	ENSOANT00000040987
ENSACLP00000025796	ENSACLG00000017493	Astatotilapia_calliptera
ENSAPLP00000032123	ENSAPLG00000017696	Anas_platyrhynchos_platyrhynchos
ENSMNEP00000025481	ENSMNEG00000036161	Macaca_nemestrina
ENSPREP00000016326	ENSPREG00000011019	Poecilia_reticulata
ENSCVAP00000008710	ENSCVAG00000010599	Cyprinodon_variegatus
ENSACLP00000012205	ENSACLG00000008321	Astatotilapia_calliptera
ENSRROP00000029251	ENSRROG00000038430	Rhinopithecus_roxellana
ENSCSAP00000012599	ENSCSAG00000016537	Chlorocebus_sabaeus
ENSPMGP00000012842	ENSPMGG00000010581	Periophthalmus_magnuspinnatus
ENSPMEP00000011433	ENSPMEG00000013554	Poecilia_mexicana
MGP_CAROLIEiJ_P0037309	MGP_CAROLIEiJ_G0019483	Mus_caroli_strain_CAROLI_EIJ
ENSATEP00000000667	ENSATEG00000000432	Anabas_testudineus
ENSACIP00000005586	ENSACIG00000004389	Amphilophus_citrinellus
ENSORLP00020005785	ENSORLG00020006635	Oryzias_latipes_ASM223471v1
ENSNGAP00000012210	ENSNGAG00000014134	Nannospalax_galili
ENSLCOP00000003817	ENSLCOG00000002814	Lepidothrix_coronata
ENSCGRP00001009707	ENSCGRG00001011754	Cricetulus_griseus_CHOK1GS_HDv1
ENSHCOP00000014663	ENSHCOG00000018138	Hippocampus_comes
ENSMFAP00000001375	ENSMFAG00000040256	Macaca_fascicularis
ENSETEP00000002400	ENSETEG00000002930	Echinops_telfairi
ENSPCOP00000016127	ENSPCOG00000019817	Propithecus_coquereli
ENSHBUP00000011280	ENSHBUG00000012971	Haplochromis_burtoni
ENSSCAP00000007154	ENSSCAG00000005359	Serinus_canaria
ENSCLAP00000022296	ENSCLAG00000015290	Chinchilla_lanigera
ENSMICP00000006615	ENSMICG00000031636	Microcebus_murinus
ENSPSIP00000006894	ENSPSIG00000006192	Pelodiscus_sinensis
ENSATEP00000023742	ENSATEG00000016438	Anabas_testudineus
ENSAHAP00000003333	ENSAHAG00000002568	Apteryx_haastii
ENSPMGP00000014635	ENSPMGG00000011991	Periophthalmus_magnuspinnatus
ENSELUP00000037875	ENSELUG00000017644	Esox_lucius
ENSCCEP00000006140	ENSCCEG00000006632	Cyanistes_caeruleus
ENSNPEP00000013834	ENSNPEG00000010336	Nothoprocta_perdicaria
ENSNSUP00000011519	ENSNSUG00000008585	Notechis_scutatus
ENSPNYP00000020234	ENSPNYG00000015293	Pundamilia_nyererei
ENSNBRP00000002526	ENSNBRG00000001988	Neolamprologus_brichardi
ENSHHUP00000033604	ENSHHUG00000020968	Hucho_hucho
ENSGGOP00000039379	ENSGGOG00000038669	Gorilla_gorilla
ENSELUP00000020852	ENSELUG00000020032	Esox_lucius
MGP_PahariEiJ_P0085400	MGP_PahariEiJ_G0030500	Mus_pahari_strain_PAHARI_EIJ
ENSAOCP00000027034	ENSAOCG00000015691	Amphiprion_ocellaris
ENSGACP00000014435	ENSGACG00000010897	Gasterosteus_aculeatus
ENSHCOP00000008391	ENSHCOG00000010653	Hippocampus_comes
ENSTTRP00000012090	ENSTTRG00000012742	Tursiops_truncatus
ENSPKIP00000024486	ENSPKIG00000007711	Paramormyrops_kingsleyae
ENSORLP00020031079	ENSORLG00020015932	Oryzias_latipes_ASM223471v1
ENSXETP00000022274	ENSXETG00000008707	Xenopus_tropicalis
ENSFALP00000000033	ENSFALG00000000021	Ficedula_albicollis
ENSMMMP00000019624	ENSMMMG00000016498	Marmota_marmota_marmota
ENSGAFP00000012353	ENSGAFG00000008337	Gambusia_affinis
ENSAPEP00000020266	ENSAPEG00000014430	Amphiprion_percula
ENSTNIP00000013746	ENSTNIG00000010819	Tetraodon_nigroviridis
ENSSPUP00000001024	ENSSPUG00000000773	Sphenodon_punctatus
ENSAOWP00000010922	ENSAOWG00000007517	Apteryx_owenii
ENSACAP00000010364	ENSACAG00000010506	Anolis_carolinensis
ENSUPAP00010022454	ENSUPAG00010017803	Urocitellus_parryii
ENSMPUP00000003639	ENSMPUG00000003668	Mustela_putorius_furo
ENSNLEP00000038034	ENSNLEG00000031878	Nomascus_leucogenys
ENSLOCP00000018371	ENSLOCG00000014917	Lepisosteus_oculatus
ENSFDAP00000008860	ENSFDAG00000017022	Fukomys_damarensis
ENSCHAP00000020303	ENSCHAG00000003546	Clupea_harengus
ENSORLP00000011251	ENSORLG00000008971	Oryzias_latipes_ASM223467v1
ENSCSEP00000021155	ENSCSEG00000013497	Cynoglossus_semilaevis
ENSECRP00000011042	ENSECRG00000007319	Erpetoichthys_calabaricus
ENSNBRP00000029361	ENSNBRG00000022340	Neolamprologus_brichardi
ENSCMIP00000003071	ENSCMIG00000001821	Callorhinchus_milii
ENSOMEP00000027021	ENSOMEG00000009251	Oryzias_melastigma
ENSCVAP00000004665	ENSCVAG00000006013	Cyprinodon_variegatus
ENSSDUP00000024258	ENSSDUG00000017600	Seriola_dumerili
ENSAMEP00000003497	ENSAMEG00000003243	Ailuropoda_melanoleuca
ENSPEMP00000026350	ENSPEMG00000022496	Peromyscus_maniculatus_bairdii
ENSMMOP00000003105	ENSMMOG00000002492	Mola_mola
ENSPREP00000010081	ENSPREG00000006837	Poecilia_reticulata
ENSORLP00020014789	ENSORLG00020015790	Oryzias_latipes_ASM223471v1
ENSEASP00005027669	ENSEASG00005018828	Equus_asinus_asinus
ENSHHUP00000049136	ENSHHUG00000028361	Hucho_hucho
ENSSFOP00015017762	ENSSFOG00015011381	Scleropages_formosus
ENSTRUP00000018160	ENSTRUG00000007352	Takifugu_rubripes
ENSLBEP00000027937	ENSLBEG00000021159	Labrus_bergylta
ENSBIXP00000022367	ENSBIXG00000004999	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCSEP00000023273	ENSCSEG00000014825	Cynoglossus_semilaevis
ENSPLAP00000018235	ENSPLAG00000022860	Poecilia_latipinna
ENSHGLP00000019493	ENSHGLG00000013962	Heterocephalus_glaber_HetGla_female_1.0
ENSMMOP00000010525	ENSMMOG00000008117	Mola_mola
ENSDARP00000150341	ENSDARG00000028071	Danio_rerio
ENSTNIP00000011959	ENSTNIG00000009100	Tetraodon_nigroviridis
ENSSPAP00000004196	ENSSPAG00000003215	Stegastes_partitus
ENSPRNP00000031980	ENSPRNG00000007994	Parambassis_ranga
ENSAMXP00000003250	ENSAMXG00000003185	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHBUP00000018659	ENSHBUG00000020849	Haplochromis_burtoni
ENSSBOP00000035688	ENSSBOG00000033938	Saimiri_boliviensis_boliviensis
ENSSARP00000008490	ENSSARG00000009367	Sorex_araneus
ENSANAP00000035178	ENSANAG00000035054	Aotus_nancymaae
ENSGAGP00000032478	ENSGAGG00000023233	Gopherus_agassizii
ENSDNVP00000011355	ENSDNVG00000008019	Dromaius_novaehollandiae
ENSBTAP00000001218	ENSBTAG00000000917	Bos_taurus
ENSSHAP00000021412	ENSSHAG00000018145	Sarcophilus_harrisii	ENSSHAT00000021585
ENSLACP00000017934	ENSLACG00000015800	Latimeria_chalumnae
ENSRBIP00000006491	ENSRBIG00000026588	Rhinopithecus_bieti
ENSVVUP00000007865	ENSVVUG00000005326	Vulpes_vulpes
ENSIPUP00000036852	ENSIPUG00000024680	Ictalurus_punctatus
ENSSDUP00000027512	ENSSDUG00000019883	Seriola_dumerili
ENSMZEP00005016526	ENSMZEG00005012403	Maylandia_zebra
ENSCGRP00000018160	ENSCGRG00000013211	Cricetulus_griseus_CriGri_1.0
ENSSMAP00000001404	ENSSMAG00000000838	Scophthalmus_maximus
ENSFCAP00000012038	ENSFCAG00000012979	Felis_catus
ENSAMXP00000021187	ENSAMXG00000020574	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSODEP00000009744	ENSODEG00000007288	Octodon_degus
ENSPPAP00000004859	ENSPPAG00000020298	Pan_paniscus
ENSAPOP00000019496	ENSAPOG00000022969	Acanthochromis_polyacanthus
ENSABRP00000005210	ENSABRG00000004838	Anser_brachyrhynchus
ENSCATP00000025619	ENSCATG00000036263	Cercocebus_atys
ENSCCAP00000035695	ENSCCAG00000035756	Cebus_capucinus_imitator
ENSPVIP00000027131	ENSPVIG00000020184	Pogona_vitticeps
ENSNPEP00000013842	ENSNPEG00000010338	Nothoprocta_perdicaria
ENSLCRP00005053248	ENSLCRG00005016627	Larimichthys_crocea
ENSGACP00000022571	ENSGACG00000017091	Gasterosteus_aculeatus
ENSMUGP00000011836	ENSMUGG00000010345	Meriones_unguiculatus
ENSCHIP00000027161	ENSCHIG00000023198	Capra_hircus
ENSIPUP00000010091	ENSIPUG00000006800	Ictalurus_punctatus
ENSOCUP00000028644	ENSOCUG00000010592	Oryctolagus_cuniculus
ENSCPBP00000001584	ENSCPBG00000001275	Chrysemys_picta_bellii
ENSGMOP00000010799	ENSGMOG00000010091	Gadus_morhua
ENSLCAP00010012274	ENSLCAG00010005567	Lates_calcarifer
ENSHGLP00100020159	ENSHGLG00100014859	Heterocephalus_glaber_HetGla_1.0
ENSGWIP00000051671	ENSGWIG00000023420	Gouania_willdenowi
ENSSMAP00000011446	ENSSMAG00000007022	Scophthalmus_maximus
ENSAMXP00005011682	ENSAMXG00005006398	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSFHEP00000021715	ENSFHEG00000001654	Fundulus_heteroclitus
ENSCGOP00000002955	ENSCGOG00000000738	Cottoperca_gobio
ENSCCNP00000005539	ENSCCNG00000005872	Castor_canadensis
ENSEEEP00000001866	ENSEEEG00000001174	Electrophorus_electricus
ENSORLP00000013996	ENSORLG00000011156	Oryzias_latipes_ASM223467v1
ENSCPUP00000023561	ENSCPUG00000015997	Calidris_pugnax
ENSPTIP00000006183	ENSPTIG00000008141	Panthera_tigris_altaica
ENSAPEP00000014032	ENSAPEG00000009959	Amphiprion_percula
ENSARWP00000016952	ENSARWG00000011695	Apteryx_rowi
ENSONIP00000014730	ENSONIG00000011697	Oreochromis_niloticus
ENSMAMP00000014450	ENSMAMG00000009794	Mastacembelus_armatus
ENSTRUP00000005560	ENSTRUG00000002403	Takifugu_rubripes
ENSPCIP00000016473	ENSPCIG00000012701	Phascolarctos_cinereus	ENSPCIT00000020365
ENSMOCP00000008581	ENSMOCG00000008585	Microtus_ochrogaster
ENSGWIP00000043187	ENSGWIG00000021599	Gouania_willdenowi
ENSAPOP00000008862	ENSAPOG00000011143	Acanthochromis_polyacanthus
ENSCJAP00000037756	ENSCJAG00000020290	Callithrix_jacchus
ENSLSDP00000022066	ENSLSDG00000015584	Lonchura_striata_domestica
ENSDCDP00000033354	ENSDCDG00000018285	Denticeps_clupeoides
ENSMALP00000023609	ENSMALG00000016439	Monopterus_albus
ENSMODP00000044401	ENSMODG00000045526	Monodelphis_domestica	ENSMODT00000080394
ENSTGUP00000015603	ENSTGUG00000015249	Taeniopygia_guttata
ENSLBEP00000006081	ENSLBEG00000004615	Labrus_bergylta
ENSACIP00000023160	ENSACIG00000017959	Amphilophus_citrinellus
ENSSPAP00000014368	ENSSPAG00000010831	Stegastes_partitus
ENSDNOP00000026553	ENSDNOG00000047830	Dasypus_novemcinctus
ENSBIXP00005043284	ENSBIXG00005026935	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHHUP00000081004	ENSHHUG00000045824	Hucho_hucho
ENSHHUP00000036452	ENSHHUG00000021665	Hucho_hucho
ENSLCAP00010059554	ENSLCAG00010027713	Lates_calcarifer
ENSMAUP00000001227	ENSMAUG00000000896	Mesocricetus_auratus
ENSCGRP00015008919	ENSCGRG00015006871	Cricetulus_griseus_CriGri-PICR
ENSSLDP00000010390	ENSSLDG00000008249	Seriola_lalandi_dorsalis
ENSPRNP00000021351	ENSPRNG00000007674	Parambassis_ranga
ENSECAP00000019779	ENSECAG00000021675	Equus_caballus
ENSPANP00000003049	ENSPANG00000018462	Papio_anubis
ENSCHAP00000050453	ENSCHAG00000023089	Clupea_harengus
ENSPTRP00000034342	ENSPTRG00000020054	Pan_troglodytes
ENSCABP00000024214	ENSCABG00000017863	Chelonoidis_abingdonii
ENSBMUP00000017930	ENSBMUG00000013561	Bos_mutus
ENSOMEP00000001128	ENSOMEG00000002007	Oryzias_melastigma
ENSMALP00000009186	ENSMALG00000006526	Monopterus_albus
ENSTBEP00000010060	ENSTBEG00000011621	Tupaia_belangeri
ENSPKIP00000003620	ENSPKIG00000021030	Paramormyrops_kingsleyae
ENSXMAP00000004009	ENSXMAG00000003972	Xiphophorus_maculatus
ENSCAFP00000046623	ENSCAFG00000009587	Canis_lupus_familiaris
ENSCGOP00000004522	ENSCGOG00000001562	Cottoperca_gobio
ENSPVAP00000009305	ENSPVAG00000009870	Pteropus_vampyrus
ENSTSYP00000018976	ENSTSYG00000025439	Carlito_syrichta
ENSXCOP00000021312	ENSXCOG00000015950	Xiphophorus_couchianus
ENSSDAP00000005502	ENSSDAG00000005075	Spermophilus_dauricus
ENSSTOP00000014783	ENSSTOG00000016516	Ictidomys_tridecemlineatus
ENSSSCP00000010270	ENSSSCG00000009620	Sus_scrofa_strain_reference
ENSKMAP00000008010	ENSKMAG00000005980	Kryptolebias_marmoratus
ENSPFOP00000019876	ENSPFOG00000019750	Poecilia_formosa
ENSEEUP00000011047	ENSEEUG00000012070	Erinaceus_europaeus
ENSUAMP00000035372	ENSUAMG00000026863	Ursus_americanus
ENSUAMP00000035370	ENSUAMG00000026862	Ursus_americanus
ENSTGEP00000030342	ENSTGEG00000024353	Theropithecus_gelada
ENSCMIP00000011037	ENSCMIG00000005778	Callorhinchus_milii
ENSGMOP00000006144	ENSGMOG00000005763	Gadus_morhua
ENSPFOP00000011456	ENSPFOG00000011094	Poecilia_formosa
ENSKMAP00000011857	ENSKMAG00000008653	Kryptolebias_marmoratus
ENSCPGP00000013480	ENSCPGG00000009564	Calidris_pygmaea
ENSNVIP00000030276	ENSNVIG00000022366	Neovison_vison
ENSPMJP00000024164	ENSPMJG00000017767	Parus_major
ENSBBBP00000020881	ENSBBBG00000007131	Bison_bison_bison
ENSAPLP00000032309	ENSAPLG00000029058	Anas_platyrhynchos_platyrhynchos
ENSMLUP00000001911	ENSMLUG00000002093	Myotis_lucifugus
ENSPNAP00000030726	ENSPNAG00000017662	Pygocentrus_nattereri
ENSUMAP00000008178	ENSUMAG00000005269	Ursus_maritimus
ENSDCDP00000024950	ENSDCDG00000005290	Denticeps_clupeoides
ENSCAFP00020022328	ENSCAFG00020013181	Canis_lupus_dingo
ENSSMRP00000024700	ENSSMRG00000017312	Salvator_merianae
ENSMSIP00000036628	ENSMSIG00000030495	Mus_spicilegus
ENSMMUP00000017110	ENSMMUG00000013031	Macaca_mulatta
