ENSCAPP00000015511	ENSCAPG00000015608	Cavia_aperea
ENSSMAP00000013827	ENSSMAG00000008475	Scophthalmus_maximus
ENSNBRP00000016637	ENSNBRG00000012846	Neolamprologus_brichardi
ENSNSUP00000002828	ENSNSUG00000002336	Notechis_scutatus
ENSMLUP00000008382	ENSMLUG00000009198	Myotis_lucifugus
ENSHHUP00000025614	ENSHHUG00000016161	Hucho_hucho
ENSBIXP00000020126	ENSBIXG00000023487	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPLAP00000031536	ENSPLAG00000023603	Poecilia_latipinna
ENSDNVP00000009037	ENSDNVG00000006420	Dromaius_novaehollandiae
ENSMZEP00005028821	ENSMZEG00005021505	Maylandia_zebra
ENSPVAP00000000651	ENSPVAG00000000687	Pteropus_vampyrus
ENSMMUP00000067602	ENSMMUG00000016823	Macaca_mulatta
ENSLACP00000015556	ENSLACG00000013693	Latimeria_chalumnae
ENSCCAP00000036803	ENSCCAG00000036302	Cebus_capucinus_imitator
ENSAMXP00000027595	ENSAMXG00000036209	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034008	ENSAMXG00005016427	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGACP00000005049	ENSGACG00000003843	Gasterosteus_aculeatus
ENSPMAP00000004768	ENSPMAG00000004353	Petromyzon_marinus
ENSMMOP00000016443	ENSMMOG00000012537	Mola_mola
ENSPNAP00000036648	ENSPNAG00000006107	Pygocentrus_nattereri
ENSPMGP00000005520	ENSPMGG00000004600	Periophthalmus_magnuspinnatus
ENSPNYP00000029919	ENSPNYG00000022560	Pundamilia_nyererei
ENSORLP00020008888	ENSORLG00020009789	Oryzias_latipes_ASM223471v1
ENSOCUP00000010109	ENSOCUG00000011764	Oryctolagus_cuniculus
ENSLSDP00000013873	ENSLSDG00000010026	Lonchura_striata_domestica
ENSORLP00020019210	ENSORLG00020020200	Oryzias_latipes_ASM223471v1
ENSCSAP00000005353	ENSCSAG00000009098	Chlorocebus_sabaeus
ENSABRP00000009408	ENSABRG00000008425	Anser_brachyrhynchus
ENSANAP00000004234	ENSANAG00000020197	Aotus_nancymaae
ENSXMAP00000021536	ENSXMAG00000020934	Xiphophorus_maculatus
ENSNSUP00000002222	ENSNSUG00000001872	Notechis_scutatus	ENSNSUT00000002391
ENSSLDP00000027195	ENSSLDG00000021125	Seriola_lalandi_dorsalis
ENSONIP00000006064	ENSONIG00000004817	Oreochromis_niloticus
ENSGAGP00000031033	ENSGAGG00000022290	Gopherus_agassizii
ENSHBUP00000029192	ENSHBUG00000013448	Haplochromis_burtoni
ENSGWIP00000029190	ENSGWIG00000015241	Gouania_willdenowi
ENSP00000491657	ENSG00000145012	Homo_sapiens
ENSGAFP00000007682	ENSGAFG00000005232	Gambusia_affinis
ENSCAFP00020025424	ENSCAFG00020020014	Canis_lupus_dingo
ENSPNAP00000035706	ENSPNAG00000025875	Pygocentrus_nattereri
ENSATEP00000016431	ENSATEG00000011442	Anabas_testudineus
ENSODEP00000000727	ENSODEG00000000601	Octodon_degus
ENSCGRP00015033096	ENSCGRG00015024954	Cricetulus_griseus_CriGri-PICR
ENSJJAP00000002999	ENSJJAG00000005575	Jaculus_jaculus
ENSLCAP00010025894	ENSLCAG00010012106	Lates_calcarifer
ENSNPEP00000010799	ENSNPEG00000008122	Nothoprocta_perdicaria
ENSEEUP00000001131	ENSEEUG00000001262	Erinaceus_europaeus
ENSPCOP00000028311	ENSPCOG00000026763	Propithecus_coquereli
ENSAPOP00000034155	ENSAPOG00000023191	Acanthochromis_polyacanthus
ENSSTOP00000027251	ENSSTOG00000004791	Ictidomys_tridecemlineatus
ENSORLP00000019533	ENSORLG00000015602	Oryzias_latipes_ASM223467v1
ENSTRUP00000006248	ENSTRUG00000002677	Takifugu_rubripes
ENSAPOP00000030993	ENSAPOG00000017930	Acanthochromis_polyacanthus
ENSCPRP00005018019	ENSCPRG00005012553	Crocodylus_porosus
ENSVURP00010030594	ENSVURG00010023403	Vombatus_ursinus
ENSPCIP00000053496	ENSPCIG00000037471	Phascolarctos_cinereus
ENSDORP00000008691	ENSDORG00000009250	Dipodomys_ordii
ENSCPGP00000026634	ENSCPGG00000018357	Calidris_pygmaea
ENSPFOP00000009442	ENSPFOG00000009434	Poecilia_formosa
MGP_SPRETEiJ_P0042974	MGP_SPRETEiJ_G0021519	Mus_spretus_strain_SPRET/EiJ
ENSMNEP00000043461	ENSMNEG00000044410	Macaca_nemestrina
ENSATEP00000029136	ENSATEG00000020103	Anabas_testudineus
ENSPMEP00000032158	ENSPMEG00000019848	Poecilia_mexicana
ENSLCAP00010019186	ENSLCAG00010009067	Lates_calcarifer
ENSORLP00015031664	ENSORLG00015016031	Oryzias_latipes_ASM223469v1
ENSORLP00015005836	ENSORLG00015006651	Oryzias_latipes_ASM223469v1
ENSPRNP00000032707	ENSPRNG00000016490	Parambassis_ranga
ENSPKIP00000023277	ENSPKIG00000006935	Paramormyrops_kingsleyae
ENSBBBP00000012337	ENSBBBG00000020167	Bison_bison_bison
ENSTSYP00000009508	ENSTSYG00000010389	Carlito_syrichta
ENSCLAP00000023253	ENSCLAG00000015949	Chinchilla_lanigera
ENSSDUP00000028945	ENSSDUG00000020867	Seriola_dumerili
ENSCHIP00000024318	ENSCHIG00000021547	Capra_hircus
ENSCVAP00000028398	ENSCVAG00000015487	Cyprinodon_variegatus
ENSSHAP00000012210	ENSSHAG00000010464	Sarcophilus_harrisii
ENSCPUP00000025337	ENSCPUG00000017135	Calidris_pugnax
ENSPPRP00000003869	ENSPPRG00000000181	Panthera_pardus
ENSMICP00000051840	ENSMICG00000049379	Microcebus_murinus
ENSPEMP00000011044	ENSPEMG00000011792	Peromyscus_maniculatus_bairdii
ENSNSUP00000002197	ENSNSUG00000001858	Notechis_scutatus
ENSXETP00000043595	ENSXETG00000018681	Xenopus_tropicalis
ENSCAFP00000020507	ENSCAFG00000013919	Canis_lupus_familiaris
ENSLCOP00000000936	ENSLCOG00000000781	Lepidothrix_coronata
ENSMUSP00000036304	ENSMUSG00000033306	Mus_musculus_strain_reference_(CL57BL6)
ENSCSEP00000001520	ENSCSEG00000001037	Cynoglossus_semilaevis
ENSSDAP00000000271	ENSSDAG00000000333	Spermophilus_dauricus
ENSPFOP00000001432	ENSPFOG00000001466	Poecilia_formosa
ENSRBIP00000010196	ENSRBIG00000028952	Rhinopithecus_bieti
ENSACIP00000021401	ENSACIG00000016578	Amphilophus_citrinellus
ENSNVIP00000026542	ENSNVIG00000020508	Neovison_vison
ENSAMXP00005041196	ENSAMXG00005019248	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLBEP00000037612	ENSLBEG00000028069	Labrus_bergylta
ENSPLAP00000013694	ENSPLAG00000017216	Poecilia_latipinna
ENSPSIP00000015310	ENSPSIG00000013640	Pelodiscus_sinensis
ENSSFOP00015035902	ENSSFOG00015022858	Scleropages_formosus
ENSNGAP00000020575	ENSNGAG00000020023	Nannospalax_galili
ENSGAFP00000025602	ENSGAFG00000017291	Gambusia_affinis
ENSTGEP00000029168	ENSTGEG00000023460	Theropithecus_gelada
ENSVPAP00000011477	ENSVPAG00000012347	Vicugna_pacos
ENSJHYP00000000952	ENSJHYG00000000845	Junco_hyemalis
ENSBMUP00000016030	ENSBMUG00000012197	Bos_mutus
ENSCANP00000014221	ENSCANG00000030539	Colobus_angolensis_palliatus
ENSOANP00000021750	ENSOANG00000013793	Ornithorhynchus_anatinus
ENSSSCP00000027933	ENSSSCG00000011811	Sus_scrofa_strain_reference
ENSBIXP00005022262	ENSBIXG00005004284	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMAUP00000015893	ENSMAUG00000015219	Mesocricetus_auratus
ENSTNIP00000005110	ENSTNIG00000002559	Tetraodon_nigroviridis
ENSACLP00000036300	ENSACLG00000024600	Astatotilapia_calliptera
ENSPMGP00000022703	ENSPMGG00000018369	Periophthalmus_magnuspinnatus
ENSPMGP00000022702	ENSPMGG00000018368	Periophthalmus_magnuspinnatus
ENSMODP00000056424	ENSMODG00000042478	Monodelphis_domestica
ENSGMOP00000006686	ENSGMOG00000006297	Gadus_morhua
ENSSPAP00000022340	ENSSPAG00000016894	Stegastes_partitus
ENSTNIP00000016774	ENSTNIG00000013772	Tetraodon_nigroviridis
ENSLOCP00000016375	ENSLOCG00000013293	Lepisosteus_oculatus
ENSTTRP00000010315	ENSTTRG00000010872	Tursiops_truncatus
ENSSPAP00000022760	ENSSPAG00000017172	Stegastes_partitus
ENSCCEP00000015243	ENSCCEG00000014436	Cyanistes_caeruleus
ENSECAP00000042622	ENSECAG00000014723	Equus_caballus
ENSELUP00000038761	ENSELUG00000018725	Esox_lucius
ENSCJPP00005016558	ENSCJPG00005013592	Coturnix_japonica
ENSIPUP00000015395	ENSIPUG00000010396	Ictalurus_punctatus
ENSCATP00000033536	ENSCATG00000039755	Cercocebus_atys
ENSECRP00000015935	ENSECRG00000010636	Erpetoichthys_calabaricus
ENSCABP00000006555	ENSCABG00000004965	Chelonoidis_abingdonii
ENSCMIP00000000751	ENSCMIG00000000523	Callorhinchus_milii
ENSUPAP00010001329	ENSUPAG00010001116	Urocitellus_parryii
ENSTGUP00000009693	ENSTGUG00000009408	Taeniopygia_guttata
ENSSDUP00000029926	ENSSDUG00000021577	Seriola_dumerili
ENSCVAP00000022630	ENSCVAG00000005434	Cyprinodon_variegatus
ENSOARP00000022002	ENSOARG00000020484	Ovis_aries
ENSPTIP00000025538	ENSPTIG00000021260	Panthera_tigris_altaica
