ENSECAP00000027183	ENSECAG00000016336	Equus_caballus
ENSCSAP00000011994	ENSCSAG00000015941	Chlorocebus_sabaeus
ENSSTOP00000013572	ENSSTOG00000015144	Ictidomys_tridecemlineatus
ENSMFAP00000027068	ENSMFAG00000044959	Macaca_fascicularis
ENSSPUP00000024938	ENSSPUG00000019125	Sphenodon_punctatus	ENSSPUT00000026623
ENSNLEP00000007786	ENSNLEG00000006390	Nomascus_leucogenys
ENSLSDP00000000684	ENSLSDG00000000513	Lonchura_striata_domestica
ENSPVAP00000001722	ENSPVAG00000001823	Pteropus_vampyrus
ENSNGAP00000006313	ENSNGAG00000009307	Nannospalax_galili
ENSEASP00005012716	ENSEASG00005008828	Equus_asinus_asinus
ENSODEP00000018611	ENSODEG00000013712	Octodon_degus
ENSSDAP00000005280	ENSSDAG00000004907	Spermophilus_dauricus
ENSABRP00000005617	ENSABRG00000005264	Anser_brachyrhynchus
ENSPMJP00000003776	ENSPMJG00000003307	Parus_major
ENSVURP00010017017	ENSVURG00010012996	Vombatus_ursinus
ENSMUSP00000091882	ENSMUSG00000032477	Mus_musculus_strain_reference_(CL57BL6)
ENSPEMP00000007883	ENSPEMG00000009672	Peromyscus_maniculatus_bairdii
ENSCGRP00001019761	ENSCGRG00001019109	Cricetulus_griseus_CHOK1GS_HDv1
ENSNVIP00000030075	ENSNVIG00000023165	Neovison_vison
ENSVPAP00000004281	ENSVPAG00000004612	Vicugna_pacos
ENSDORP00000010409	ENSDORG00000011077	Dipodomys_ordii
ENSRROP00000040418	ENSRROG00000043440	Rhinopithecus_roxellana
ENSPTRP00000076630	ENSPTRG00000014879	Pan_troglodytes
ENSDNVP00000021747	ENSDNVG00000015175	Dromaius_novaehollandiae
ENSFALP00000002070	ENSFALG00000001992	Ficedula_albicollis
ENSPSIP00000008978	ENSPSIG00000008005	Pelodiscus_sinensis
ENSUAMP00000030676	ENSUAMG00000023417	Ursus_americanus
ENSOCUP00000047505	ENSOCUG00000012342	Oryctolagus_cuniculus
ENSGALP00000057880	ENSGALG00000038469	Gallus_gallus	ENSGALT00000063019
ENSCCNP00000008204	ENSCCNG00000008716	Castor_canadensis
