ENSPPAP00000041387	ENSPPAG00000043311	Pan_paniscus	ENSPPAT00000064313
ENSGGOP00000003168	ENSGGOG00000003220	Gorilla_gorilla	ENSGGOT00000003240
ENSLACP00000018257	ENSLACG00000016082	Latimeria_chalumnae	ENSLACT00000018389
ENSSPUP00000024193	ENSSPUG00000018538	Sphenodon_punctatus
ENSP00000362057	ENSG00000007952	Homo_sapiens
ENSGGOP00000006741	ENSGGOG00000006886	Gorilla_gorilla
ENSPPYP00000022996	ENSPPYG00000020542	Pongo_abelii
ENSNLEP00000040532	ENSNLEG00000007516	Nomascus_leucogenys
ENSPTEP00000013844	ENSPTEG00000015454	Piliocolobus_tephrosceles
ENSCANP00000005701	ENSCANG00000019143	Colobus_angolensis_palliatus
ENSRBIP00000031425	ENSRBIG00000039548	Rhinopithecus_bieti
ENSRROP00000025608	ENSRROG00000036548	Rhinopithecus_roxellana
ENSPANP00000000096	ENSPANG00000024511	Papio_anubis
ENSTGEP00000013757	ENSTGEG00000011162	Theropithecus_gelada
ENSMLEP00000026172	ENSMLEG00000037294	Mandrillus_leucophaeus
ENSCATP00000014580	ENSCATG00000031320	Cercocebus_atys
ENSMFAP00000023360	ENSMFAG00000043343	Macaca_fascicularis
ENSMMUP00000005594	ENSMMUG00000004178	Macaca_mulatta
ENSMNEP00000000487	ENSMNEG00000002185	Macaca_nemestrina
ENSCSAP00000006552	ENSCSAG00000010347	Chlorocebus_sabaeus
ENSSBOP00000020446	ENSSBOG00000026785	Saimiri_boliviensis_boliviensis
ENSCCAP00000029550	ENSCCAG00000032816	Cebus_capucinus_imitator
ENSANAP00000022004	ENSANAG00000028753	Aotus_nancymaae
ENSTSYP00000006069	ENSTSYG00000006638	Carlito_syrichta
ENSPSMP00000030364	ENSPSMG00000021066	Prolemur_simus
ENSPSMP00000030370	ENSPSMG00000021074	Prolemur_simus
ENSMICP00000023778	ENSMICG00000014139	Microcebus_murinus
ENSPCOP00000030018	ENSPCOG00000027725	Propithecus_coquereli
ENSOGAP00000010029	ENSOGAG00000011199	Otolemur_garnettii
ENSTBEP00000009232	ENSTBEG00000010657	Tupaia_belangeri
ENSCLAP00000003403	ENSCLAG00000002437	Chinchilla_lanigera
ENSODEP00000002822	ENSODEG00000002168	Octodon_degus
ENSCPOP00000024127	ENSCPOG00000015259	Cavia_porcellus
ENSHGLP00000002052	ENSHGLG00000001560	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000983	ENSHGLG00100000796	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022494	ENSFDAG00000020877	Fukomys_damarensis
ENSSTOP00000004599	ENSSTOG00000005122	Ictidomys_tridecemlineatus
ENSUPAP00010012956	ENSUPAG00010010439	Urocitellus_parryii
ENSSDAP00000005077	ENSSDAG00000004666	Spermophilus_dauricus
ENSMMMP00000018091	ENSMMMG00000016009	Marmota_marmota_marmota
ENSCCNP00000023727	ENSCCNG00000023228	Castor_canadensis
ENSDORP00000023084	ENSDORG00000007197	Dipodomys_ordii
ENSPEMP00000022842	ENSPEMG00000020082	Peromyscus_maniculatus_bairdii
ENSMOCP00000023333	ENSMOCG00000020077	Microtus_ochrogaster
ENSCGRP00001025596	ENSCGRG00001023137	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001200	ENSCGRG00015000918	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003717	ENSCGRG00000002745	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018108	ENSMAUG00000016770	Mesocricetus_auratus
ENSMSIP00000000508	ENSMSIG00000000462	Mus_spicilegus
MGP_SPRETEiJ_P0096401	MGP_SPRETEiJ_G0034549	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000033610	ENSMUSG00000031257	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0092640	MGP_CAROLIEiJ_G0033384	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090252	MGP_PahariEiJ_G0031924	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065995	ENSRNOG00000048706	Rattus_norvegicus
ENSNGAP00000022666	ENSNGAG00000021465	Nannospalax_galili
ENSJJAP00000006786	ENSJJAG00000011340	Jaculus_jaculus
ENSOCUP00000004902	ENSOCUG00000005652	Oryctolagus_cuniculus
ENSOPRP00000010562	ENSOPRG00000011576	Ochotona_princeps
ENSCHOP00000005655	ENSCHOG00000006384	Choloepus_hoffmanni
ENSPCIP00000003730	ENSPCIG00000003058	Phascolarctos_cinereus
ENSVURP00010014338	ENSVURG00010010722	Vombatus_ursinus
ENSMEUP00000012293	ENSMEUG00000013478	Notamacropus_eugenii
ENSXETP00000031856	ENSXETG00000011346	Xenopus_tropicalis
ENSORLP00015000008	ENSORLG00015023311	Oryzias_latipes_ASM223469v1
ENSORLP00020014514	ENSORLG00020015516	Oryzias_latipes_ASM223471v1
ENSORLP00000013799	ENSORLG00000010998	Oryzias_latipes_ASM223467v1
ENSOMEP00000001762	ENSOMEG00000002687	Oryzias_melastigma
ENSXMAP00000011230	ENSXMAG00000011187	Xiphophorus_maculatus
ENSSPAP00000027331	ENSSPAG00000020580	Stegastes_partitus
ENSATEP00000009918	ENSATEG00000006930	Anabas_testudineus
ENSCSEP00000029459	ENSCSEG00000018844	Cynoglossus_semilaevis
ENSTRUP00000020232	ENSTRUG00000008102	Takifugu_rubripes
ENSCMIP00000007467	ENSCMIG00000004100	Callorhinchus_milii
