ENSMSIP00000001624	ENSMSIG00000001549	Mus_spicilegus
ENSMNEP00000041298	ENSMNEG00000043479	Macaca_nemestrina
ENSP00000352672	ENSG00000163218	Homo_sapiens	ENST00000359650
ENSCJAP00000046415	ENSCJAG00000005866	Callithrix_jacchus
ENSHGLP00100000207	ENSHGLG00100000177	Heterocephalus_glaber_HetGla_1.0
ENSMAUP00000024556	ENSMAUG00000021376	Mesocricetus_auratus
ENSTGEP00000023008	ENSTGEG00000018628	Theropithecus_gelada
ENSCCNP00000023315	ENSCCNG00000022914	Castor_canadensis
ENSTBEP00000009503	ENSTBEG00000011004	Tupaia_belangeri
ENSRNOP00000029961	ENSRNOG00000021798	Rattus_norvegicus
ENSCSAP00000016186	ENSCSAG00000001843	Chlorocebus_sabaeus
ENSDORP00000003204	ENSDORG00000003425	Dipodomys_ordii
ENSPPRP00000019179	ENSPPRG00000010622	Panthera_pardus
