ENSDORP00000012130	ENSDORG00000012896	Dipodomys_ordii
ENSPTIP00000002743	ENSPTIG00000005611	Panthera_tigris_altaica
ENSFCAP00000047869	ENSFCAG00000008727	Felis_catus
ENSCANP00000027383	ENSCANG00000037103	Colobus_angolensis_palliatus
ENSSHAP00000005147	ENSSHAG00000004501	Sarcophilus_harrisii
ENSP00000264346	ENSG00000138642	Homo_sapiens
ENSOARP00000019093	ENSOARG00000017796	Ovis_aries
ENSNSUP00000003923	ENSNSUG00000003154	Notechis_scutatus
ENSPPAP00000003209	ENSPPAG00000013440	Pan_paniscus
ENSMLUP00000021343	ENSMLUG00000024689	Myotis_lucifugus
ENSMAUP00000015381	ENSMAUG00000014847	Mesocricetus_auratus
ENSVVUP00000011142	ENSVVUG00000008207	Vulpes_vulpes
