ENSSPUP00000018218	ENSSPUG00000014057	Sphenodon_punctatus
ENSHBUP00000027043	ENSHBUG00000010040	Haplochromis_burtoni
ENSNBRP00000014491	ENSNBRG00000011206	Neolamprologus_brichardi
ENSONIP00000023458	ENSONIG00000018638	Oreochromis_niloticus
ENSACIP00000009120	ENSACIG00000007143	Amphilophus_citrinellus
ENSMAMP00000002470	ENSMAMG00000001723	Mastacembelus_armatus
ENSMALP00000027401	ENSMALG00000019019	Monopterus_albus
ENSATEP00000032265	ENSATEG00000022219	Anabas_testudineus
ENSTRUP00000009028	ENSTRUG00000003829	Takifugu_rubripes
ENSMMOP00000027013	ENSMMOG00000020441	Mola_mola
ENSLCRP00005064836	ENSLCRG00005023690	Larimichthys_crocea
ENSLBEP00000016687	ENSLBEG00000012873	Labrus_bergylta
ENSSLDP00000014428	ENSSLDG00000011534	Seriola_lalandi_dorsalis
ENSSDUP00000017107	ENSSDUG00000012473	Seriola_dumerili
ENSLCAP00010033348	ENSLCAG00010015683	Lates_calcarifer
ENSSMAP00000026039	ENSSMAG00000015907	Scophthalmus_maximus
ENSTNIP00000008295	ENSTNIG00000005594	Tetraodon_nigroviridis
ENSCSEP00000022368	ENSCSEG00000014237	Cynoglossus_semilaevis
ENSORLP00000026899	ENSORLG00000017934	Oryzias_latipes_ASM223467v1
ENSORLP00015003524	ENSORLG00015004280	Oryzias_latipes_ASM223469v1
ENSORLP00020003576	ENSORLG00020000082	Oryzias_latipes_ASM223471v1
ENSOMEP00000010553	ENSOMEG00000011821	Oryzias_melastigma
ENSKMAP00000029874	ENSKMAG00000022093	Kryptolebias_marmoratus
ENSPMGP00000011509	ENSPMGG00000009532	Periophthalmus_magnuspinnatus
ENSGACP00000022463	ENSGACG00000017009	Gasterosteus_aculeatus
ENSCGOP00000006313	ENSCGOG00000003325	Cottoperca_gobio
ENSPFOP00000006057	ENSPFOG00000006120	Poecilia_formosa
ENSPMEP00000011516	ENSPMEG00000013624	Poecilia_mexicana
ENSGAFP00000029743	ENSGAFG00000020051	Gambusia_affinis
ENSCHAP00000049948	ENSCHAG00000022931	Clupea_harengus
ENSDARP00000105963	ENSDARG00000090292	Danio_rerio
ENSGMOP00000013431	ENSGMOG00000012553	Gadus_morhua
ENSPKIP00000037927	ENSPKIG00000015926	Paramormyrops_kingsleyae
ENSDCDP00000020901	ENSDCDG00000016493	Denticeps_clupeoides
ENSLOCP00000015733	ENSLOCG00000012787	Lepisosteus_oculatus
ENSECRP00000005962	ENSECRG00000003985	Erpetoichthys_calabaricus
ENSCMIP00000041486	ENSCMIG00000017295	Callorhinchus_milii
ENSCMIP00000031850	ENSCMIG00000013632	Callorhinchus_milii
