ENSPVIP00000010569	ENSPVIG00000008369	Pogona_vitticeps	ENSPVIT00000013449
ENSACAP00000001905	ENSACAG00000001987	Anolis_carolinensis	ENSACAT00000001951
ENSSMRP00000029672	ENSSMRG00000022808	Salvator_merianae	ENSSMRT00000034630
ENSSPUP00000010166	ENSSPUG00000007856	Sphenodon_punctatus	ENSSPUT00000010830
ENSCPGP00000010398	ENSCPGG00000007401	Calidris_pygmaea	ENSCPGT00000011412
ENSCPUP00000018674	ENSCPUG00000012828	Calidris_pugnax	ENSCPUT00000022163
ENSMUNP00000020513	ENSMUNG00000015611	Melopsittacus_undulatus	ENSMUNT00000023488
ENSTGUP00000012730	ENSTGUG00000012366	Taeniopygia_guttata
ENSACLP00000015773	ENSACLG00000010762	Astatotilapia_calliptera
ENSHBUP00000013202	ENSHBUG00000014948	Haplochromis_burtoni
ENSAPEP00000030274	ENSAPEG00000021507	Amphiprion_percula
ENSPRNP00000057036	ENSPRNG00000026604	Parambassis_ranga
ENSMALP00000032402	ENSMALG00000022319	Monopterus_albus
ENSSMAP00000018689	ENSSMAG00000011453	Scophthalmus_maximus
ENSHCOP00000018931	ENSHCOG00000003880	Hippocampus_comes
ENSSFOP00015009079	ENSSFOG00015005909	Scleropages_formosus
ENSLOCP00000006914	ENSLOCG00000005706	Lepisosteus_oculatus
ENSCMIP00000012476	ENSCMIG00000006340	Callorhinchus_milii
