ENSPTRP00000001907	ENSPTRG00000001105	Pan_troglodytes
MGP_PahariEiJ_P0070695	MGP_PahariEiJ_G0026919	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000062813	ENSRNOG00000015274	Rattus_norvegicus
ENSMUGP00000009961	ENSMUGG00000008837	Meriones_unguiculatus
ENSPEMP00000022137	ENSPEMG00000019595	Peromyscus_maniculatus_bairdii
ENSMOCP00000013025	ENSMOCG00000012954	Microtus_ochrogaster
ENSCGRP00000003141	ENSCGRG00000002300	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035972	ENSCGRG00015026986	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012824	ENSCGRG00001014132	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000009527	ENSMAUG00000010659	Mesocricetus_auratus
ENSNGAP00000024806	ENSNGAG00000022953	Nannospalax_galili
ENSJJAP00000006588	ENSJJAG00000011198	Jaculus_jaculus
ENSCCNP00000017618	ENSCCNG00000017918	Castor_canadensis
ENSDORP00000020998	ENSDORG00000011660	Dipodomys_ordii
ENSOCUP00000026721	ENSOCUG00000025939	Oryctolagus_cuniculus
ENSOPRP00000003716	ENSOPRG00000004035	Ochotona_princeps
ENSPVAP00000004416	ENSPVAG00000004664	Pteropus_vampyrus
ENSMLUP00000008819	ENSMLUG00000009676	Myotis_lucifugus
ENSEASP00005007460	ENSEASG00005005454	Equus_asinus_asinus
ENSECAP00000011551	ENSECAG00000013565	Equus_caballus
ENSEEUP00000000427	ENSEEUG00000000480	Erinaceus_europaeus
ENSSARP00000012270	ENSSARG00000013569	Sorex_araneus
ENSOARP00000021106	ENSOARG00000019651	Ovis_aries
ENSCHIP00000007839	ENSCHIG00000011219	Capra_hircus
ENSBIXP00000039751	ENSBIXG00000004713	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005012181	ENSBIXG00005006446	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024914	ENSBTAG00000018717	Bos_taurus
ENSBMUP00000012316	ENSBMUG00000009432	Bos_mutus
ENSBBBP00000000855	ENSBBBG00000001696	Bison_bison_bison
ENSTTRP00000004816	ENSTTRG00000005131	Tursiops_truncatus
ENSVPAP00000009334	ENSVPAG00000010031	Vicugna_pacos
ENSSSCP00000007235	ENSSSCG00000006783	Sus_scrofa_strain_reference
ENSUAMP00000024288	ENSUAMG00000018924	Ursus_americanus
ENSUMAP00000018942	ENSUMAG00000013897	Ursus_maritimus
ENSAMEP00000005669	ENSAMEG00000005344	Ailuropoda_melanoleuca
ENSNVIP00000001501	ENSNVIG00000001179	Neovison_vison
ENSMPUP00000004881	ENSMPUG00000004921	Mustela_putorius_furo
ENSCAFP00000020134	ENSCAFG00000013674	Canis_lupus_familiaris
ENSCAFP00020010362	ENSCAFG00020008055	Canis_lupus_dingo
ENSVVUP00000022137	ENSVVUG00000016236	Vulpes_vulpes
ENSPPRP00000003128	ENSPPRG00000022979	Panthera_pardus
ENSPTIP00000026586	ENSPTIG00000021955	Panthera_tigris_altaica
ENSFCAP00000023711	ENSFCAG00000025736	Felis_catus
ENSLAFP00000012265	ENSLAFG00000014646	Loxodonta_africana
ENSPCAP00000006892	ENSPCAG00000007371	Procavia_capensis
ENSETEP00000002228	ENSETEG00000002726	Echinops_telfairi
ENSDNOP00000017719	ENSDNOG00000030865	Dasypus_novemcinctus
ENSCHOP00000002311	ENSCHOG00000002610	Choloepus_hoffmanni
ENSVURP00010011333	ENSVURG00010008652	Vombatus_ursinus
ENSPCIP00000037642	ENSPCIG00000027721	Phascolarctos_cinereus
ENSMEUP00000012279	ENSMEUG00000013459	Notamacropus_eugenii
ENSSHAP00000017081	ENSSHAG00000014518	Sarcophilus_harrisii
ENSMODP00000001583	ENSMODG00000001311	Monodelphis_domestica
ENSOANP00000005265	ENSOANG00000003318	Ornithorhynchus_anatinus
ENSCPUP00000015772	ENSCPUG00000010959	Calidris_pugnax
ENSCPGP00000007812	ENSCPGG00000005587	Calidris_pygmaea
ENSMVIP00005024317	ENSMVIG00005017049	Manacus_vitellinus
ENSLCOP00000010808	ENSLCOG00000007857	Lepidothrix_coronata
ENSPMJP00000023855	ENSPMJG00000017577	Parus_major
ENSCCEP00000004035	ENSCCEG00000004143	Cyanistes_caeruleus
ENSFALP00000000689	ENSFALG00000000666	Ficedula_albicollis
ENSJHYP00000022493	ENSJHYG00000016961	Junco_hyemalis
ENSZALP00000012424	ENSZALG00000010419	Zonotrichia_albicollis
ENSLSDP00000007460	ENSLSDG00000005580	Lonchura_striata_domestica
ENSTGUP00000014093	ENSTGUG00000013660	Taeniopygia_guttata
ENSSCAP00000021671	ENSSCAG00000015565	Serinus_canaria
ENSMUNP00000016991	ENSMUNG00000013068	Melopsittacus_undulatus
ENSMGAP00000004499	ENSMGAG00000004624	Meleagris_gallopavo
ENSCJPP00005020755	ENSCJPG00005016666	Coturnix_japonica
ENSGALP00000039428	ENSGALG00000001504	Gallus_gallus
ENSNMEP00000014041	ENSNMEG00000012662	Numida_meleagris
ENSABRP00000009585	ENSABRG00000008596	Anser_brachyrhynchus
ENSAPLP00000013658	ENSAPLG00000013826	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000027205	ENSAHAG00000018955	Apteryx_haastii
ENSAOWP00000013630	ENSAOWG00000009256	Apteryx_owenii
ENSARWP00000025736	ENSARWG00000017477	Apteryx_rowi
ENSDNVP00000017457	ENSDNVG00000012110	Dromaius_novaehollandiae
ENSNPEP00000010458	ENSNPEG00000007846	Nothoprocta_perdicaria
ENSCPRP00005022706	ENSCPRG00005015827	Crocodylus_porosus
ENSCPBP00000030196	ENSCPBG00000021256	Chrysemys_picta_bellii
ENSGAGP00000000158	ENSGAGG00000000130	Gopherus_agassizii
ENSPSIP00000003840	ENSPSIG00000003636	Pelodiscus_sinensis
ENSPVIP00000002861	ENSPVIG00000002424	Pogona_vitticeps
ENSACAP00000006167	ENSACAG00000006235	Anolis_carolinensis
ENSNSUP00000019087	ENSNSUG00000013890	Notechis_scutatus
ENSSMRP00000005296	ENSSMRG00000004314	Salvator_merianae
ENSXETP00000045642	ENSXETG00000020782	Xenopus_tropicalis
ENSHHUP00000031632	ENSHHUG00000020087	Hucho_hucho	ENSHHUT00000032936
ENSDCDP00000044899	ENSDCDG00000028401	Denticeps_clupeoides	ENSDCDT00000056188
ENSCHAP00000008142	ENSCHAG00000004831	Clupea_harengus	ENSCHAT00000009200
ENSPNAP00000012378	ENSPNAG00000018148	Pygocentrus_nattereri	ENSPNAT00000036489
ENSAMXP00000029161	ENSAMXG00000040738	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000042225
ENSIPUP00000007118	ENSIPUG00000004876	Ictalurus_punctatus	ENSIPUT00000007431
ENSEEEP00000003999	ENSEEEG00000002137	Electrophorus_electricus	ENSEEET00000004059
ENSDARP00000143528	ENSDARG00000061204	Danio_rerio
ENSTRUP00000049681	ENSTRUG00000023712	Takifugu_rubripes
ENSTNIP00000022632	ENSTNIG00000019425	Tetraodon_nigroviridis
ENSMMOP00000017208	ENSMMOG00000013103	Mola_mola
ENSBSLP00000024951	ENSBSLG00000012459	Betta_splendens
ENSGWIP00000039423	ENSGWIG00000020023	Gouania_willdenowi
ENSAPEP00000009308	ENSAPEG00000006690	Amphiprion_percula
ENSAOCP00000009322	ENSAOCG00000013474	Amphiprion_ocellaris
ENSAPOP00000014501	ENSAPOG00000017383	Acanthochromis_polyacanthus
ENSSPAP00000026540	ENSSPAG00000020022	Stegastes_partitus
ENSPRNP00000004472	ENSPRNG00000002518	Parambassis_ranga
ENSPNYP00000019094	ENSPNYG00000014433	Pundamilia_nyererei
ENSHBUP00000025692	ENSHBUG00000007853	Haplochromis_burtoni
ENSACLP00000013894	ENSACLG00000009485	Astatotilapia_calliptera
ENSMZEP00005036305	ENSMZEG00005027081	Maylandia_zebra
ENSNBRP00000026489	ENSNBRG00000020244	Neolamprologus_brichardi
ENSONIP00000015665	ENSONIG00000012436	Oreochromis_niloticus
ENSACIP00000016834	ENSACIG00000013095	Amphilophus_citrinellus
ENSXCOP00000010515	ENSXCOG00000007952	Xiphophorus_couchianus
ENSXMAP00000007598	ENSXMAG00000007573	Xiphophorus_maculatus
ENSGAFP00000009421	ENSGAFG00000006427	Gambusia_affinis
ENSPMEP00000024016	ENSPMEG00000005998	Poecilia_mexicana
ENSPREP00000027837	ENSPREG00000018837	Poecilia_reticulata
ENSPLAP00000007523	ENSPLAG00000009925	Poecilia_latipinna
ENSPFOP00000010576	ENSPFOG00000010540	Poecilia_formosa
ENSFHEP00000017964	ENSFHEG00000019742	Fundulus_heteroclitus
ENSCVAP00000012414	ENSCVAG00000014821	Cyprinodon_variegatus
ENSKMAP00000025679	ENSKMAG00000019022	Kryptolebias_marmoratus
ENSORLP00015019093	ENSORLG00015020167	Oryzias_latipes_ASM223469v1
ENSORLP00000011224	ENSORLG00000008949	Oryzias_latipes_ASM223467v1
ENSORLP00020003079	ENSORLG00020003852	Oryzias_latipes_ASM223471v1
ENSOMEP00000012280	ENSOMEG00000013657	Oryzias_melastigma
ENSLCAP00010052618	ENSLCAG00010024485	Lates_calcarifer
ENSMALP00000015287	ENSMALG00000010740	Monopterus_albus
ENSMAMP00000014222	ENSMAMG00000009654	Mastacembelus_armatus
ENSATEP00000004191	ENSATEG00000002941	Anabas_testudineus
ENSCGOP00000002995	ENSCGOG00000001557	Cottoperca_gobio
ENSLBEP00000025144	ENSLBEG00000019194	Labrus_bergylta
ENSSDUP00000022032	ENSSDUG00000015980	Seriola_dumerili
ENSSLDP00000000438	ENSSLDG00000000437	Seriola_lalandi_dorsalis
ENSLCAP00010045289	ENSLCAG00010021048	Lates_calcarifer
ENSSMAP00000012154	ENSSMAG00000007498	Scophthalmus_maximus
ENSLCRP00005041898	ENSLCRG00005016077	Larimichthys_crocea
ENSHCOP00000001017	ENSHCOG00000001915	Hippocampus_comes
ENSCSEP00000028536	ENSCSEG00000018265	Cynoglossus_semilaevis
ENSPMGP00000007163	ENSPMGG00000005966	Periophthalmus_magnuspinnatus
ENSHHUP00000020295	ENSHHUG00000012589	Hucho_hucho
ENSELUP00000009715	ENSELUG00000010260	Esox_lucius
ENSSFOP00015012948	ENSSFOG00015008354	Scleropages_formosus
ENSPKIP00000002155	ENSPKIG00000020161	Paramormyrops_kingsleyae
ENSLOCP00000012716	ENSLOCG00000010372	Lepisosteus_oculatus
ENSECRP00000004744	ENSECRG00000003223	Erpetoichthys_calabaricus
ENSLACP00000021047	ENSLACG00000018491	Latimeria_chalumnae	ENSLACT00000021187
ENSCMIP00000033955	ENSCMIG00000014440	Callorhinchus_milii	ENSCMIT00000034468
ENSPMAP00000010591	ENSPMAG00000009633	Petromyzon_marinus
ENSEBUP00000006844	ENSEBUG00000004479	Eptatretus_burgeri
ENSPTEP00000011967	ENSPTEG00000013456	Piliocolobus_tephrosceles
ENSPTEP00000011933	ENSPTEG00000013413	Piliocolobus_tephrosceles
ENSCSAVP00000005097	ENSCSAVG00000003045	Ciona_savignyi
T06A10.1a.1	WBGene00020284	Caenorhabditis_elegans_strain_N2
FBpp0306223	FBgn0011802	Drosophila_melanogaster
