ENSGALP00000007507	ENSGALG00000004722	Gallus_gallus	ENSGALT00000007519
ENSCJPP00005014700	ENSCJPG00005012245	Coturnix_japonica
ENSAMXP00000005284	ENSAMXG00000005161	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001229	ENSPNAG00000008046	Pygocentrus_nattereri
ENSDARP00000064797	ENSDARG00000002192	Danio_rerio
ENSDCDP00000060916	ENSDCDG00000034880	Denticeps_clupeoides
ENSCHAP00000045604	ENSCHAG00000021056	Clupea_harengus
ENSCGOP00000015990	ENSCGOG00000007538	Cottoperca_gobio
ENSGACP00000005337	ENSGACG00000004064	Gasterosteus_aculeatus
ENSMMOP00000017841	ENSMMOG00000013540	Mola_mola
ENSMALP00000032948	ENSMALG00000022667	Monopterus_albus
ENSMAMP00000001332	ENSMAMG00000000967	Mastacembelus_armatus
ENSORLP00015025788	ENSORLG00015007078	Oryzias_latipes_ASM223469v1
ENSORLP00020009667	ENSORLG00020010567	Oryzias_latipes_ASM223471v1
ENSORLP00000024684	ENSORLG00000019874	Oryzias_latipes_ASM223467v1
ENSOMEP00000023703	ENSOMEG00000003935	Oryzias_melastigma
ENSGWIP00000002192	ENSGWIG00000001199	Gouania_willdenowi
ENSSDUP00000026673	ENSSDUG00000019299	Seriola_dumerili
ENSSLDP00000008793	ENSSLDG00000006993	Seriola_lalandi_dorsalis
ENSLCAP00010009432	ENSLCAG00010004529	Lates_calcarifer
ENSSMAP00000006538	ENSSMAG00000004041	Scophthalmus_maximus
ENSATEP00000003011	ENSATEG00000002163	Anabas_testudineus
ENSBSLP00000006159	ENSBSLG00000003165	Betta_splendens
ENSAOCP00000010460	ENSAOCG00000014711	Amphiprion_ocellaris
ENSAPEP00000033379	ENSAPEG00000023706	Amphiprion_percula
ENSAPOP00000012975	ENSAPOG00000015719	Acanthochromis_polyacanthus
ENSSPAP00000026459	ENSSPAG00000019962	Stegastes_partitus
ENSPRNP00000020873	ENSPRNG00000010845	Parambassis_ranga
ENSLBEP00000034915	ENSLBEG00000026234	Labrus_bergylta
ENSFHEP00000016246	ENSFHEG00000017907	Fundulus_heteroclitus
ENSCVAP00000025253	ENSCVAG00000009897	Cyprinodon_variegatus
ENSXCOP00000022348	ENSXCOG00000016688	Xiphophorus_couchianus
ENSXMAP00000010506	ENSXMAG00000010485	Xiphophorus_maculatus
ENSGAFP00000002686	ENSGAFG00000001833	Gambusia_affinis
ENSPLAP00000027426	ENSPLAG00000016069	Poecilia_latipinna
ENSPMEP00000031564	ENSPMEG00000018782	Poecilia_mexicana
ENSPLAP00000006062	ENSPLAG00000008186	Poecilia_latipinna
ENSPMEP00000024275	ENSPMEG00000006543	Poecilia_mexicana
ENSPFOP00000002203	ENSPFOG00000002322	Poecilia_formosa
ENSPREP00000014999	ENSPREG00000010071	Poecilia_reticulata
ENSKMAP00000014378	ENSKMAG00000010763	Kryptolebias_marmoratus
ENSTNIP00000009342	ENSTNIG00000006568	Tetraodon_nigroviridis
ENSTNIP00000003687	ENSTNIG00000002671	Tetraodon_nigroviridis
ENSTRUP00000023798	ENSTRUG00000023083	Takifugu_rubripes
ENSACLP00000006682	ENSACLG00000004516	Astatotilapia_calliptera
ENSMZEP00005022835	ENSMZEG00005017093	Maylandia_zebra
ENSHBUP00000012700	ENSHBUG00000014411	Haplochromis_burtoni
ENSPNYP00000029353	ENSPNYG00000022103	Pundamilia_nyererei
ENSONIP00000000611	ENSONIG00000000479	Oreochromis_niloticus
ENSNBRP00000016597	ENSNBRG00000012767	Neolamprologus_brichardi
ENSACIP00000013801	ENSACIG00000010672	Amphilophus_citrinellus
ENSCSEP00000020018	ENSCSEG00000012773	Cynoglossus_semilaevis
ENSLCRP00005053719	ENSLCRG00005020111	Larimichthys_crocea
ENSPMGP00000021071	ENSPMGG00000017083	Periophthalmus_magnuspinnatus
ENSHCOP00000010312	ENSHCOG00000012931	Hippocampus_comes
ENSGMOP00000003025	ENSGMOG00000002875	Gadus_morhua
ENSELUP00000015347	ENSELUG00000000558	Esox_lucius
ENSSFOP00015003595	ENSSFOG00015002340	Scleropages_formosus
ENSPKIP00000010390	ENSPKIG00000025130	Paramormyrops_kingsleyae
ENSLOCP00000017084	ENSLOCG00000013849	Lepisosteus_oculatus
ENSECRP00000027866	ENSECRG00000018729	Erpetoichthys_calabaricus
ENSCMIP00000018912	ENSCMIG00000008870	Callorhinchus_milii
ENSEBUP00000018614	ENSEBUG00000011612	Eptatretus_burgeri
ENSPMAP00000004287	ENSPMAG00000003934	Petromyzon_marinus
