ENSMVIP00005002565	ENSMVIG00005002012	Manacus_vitellinus
ENSPVIP00000017998	ENSPVIG00000013788	Pogona_vitticeps
ENSNSUP00000016270	ENSNSUG00000011865	Notechis_scutatus
ENSSMRP00000015739	ENSSMRG00000012237	Salvator_merianae
ENSSPUP00000008675	ENSSPUG00000006687	Sphenodon_punctatus
ENSVURP00010031137	ENSVURG00010023818	Vombatus_ursinus
ENSPCIP00000018141	ENSPCIG00000013881	Phascolarctos_cinereus
ENSMEUP00000005701	ENSMEUG00000006230	Notamacropus_eugenii
ENSSHAP00000020342	ENSSHAG00000017254	Sarcophilus_harrisii
ENSMODP00000019297	ENSMODG00000015461	Monodelphis_domestica
ENSCHOP00000007090	ENSCHOG00000007993	Choloepus_hoffmanni
ENSDNOP00000010766	ENSDNOG00000013871	Dasypus_novemcinctus
ENSLAFP00000003818	ENSLAFG00000004573	Loxodonta_africana
ENSPCAP00000005107	ENSPCAG00000005381	Procavia_capensis
ENSETEP00000002596	ENSETEG00000003159	Echinops_telfairi
ENSPTRP00000070124	ENSPTRG00000023614	Pan_troglodytes
ENSPPAP00000037297	ENSPPAG00000041360	Pan_paniscus
ENSP00000403768	ENSG00000008311	Homo_sapiens
ENSGGOP00000021401	ENSGGOG00000027257	Gorilla_gorilla
ENSPPYP00000020131	ENSPPYG00000017950	Pongo_abelii
ENSNLEP00000014597	ENSNLEG00000011978	Nomascus_leucogenys
ENSCATP00000008244	ENSCATG00000024168	Cercocebus_atys
ENSMLEP00000007783	ENSMLEG00000027988	Mandrillus_leucophaeus
ENSTGEP00000023128	ENSTGEG00000018729	Theropithecus_gelada
ENSPANP00000015814	ENSPANG00000015986	Papio_anubis
ENSMFAP00000038251	ENSMFAG00000038411	Macaca_fascicularis
ENSMMUP00000060138	ENSMMUG00000044304	Macaca_mulatta
ENSMNEP00000015102	ENSMNEG00000031610	Macaca_nemestrina
ENSCSAP00000006813	ENSCSAG00000010587	Chlorocebus_sabaeus
ENSPTEP00000024555	ENSPTEG00000025017	Piliocolobus_tephrosceles
ENSPTEP00000026301	ENSPTEG00000026388	Piliocolobus_tephrosceles
ENSCANP00000012541	ENSCANG00000029650	Colobus_angolensis_palliatus
ENSRROP00000026034	ENSRROG00000036745	Rhinopithecus_roxellana
ENSRBIP00000004139	ENSRBIG00000019142	Rhinopithecus_bieti
ENSCCAP00000020957	ENSCCAG00000028321	Cebus_capucinus_imitator
ENSCCAP00000020324	ENSCCAG00000028006	Cebus_capucinus_imitator
ENSSBOP00000014480	ENSSBOG00000023976	Saimiri_boliviensis_boliviensis
ENSCJAP00000031876	ENSCJAG00000017282	Callithrix_jacchus
ENSANAP00000040789	ENSANAG00000037715	Aotus_nancymaae
ENSTSYP00000002632	ENSTSYG00000002866	Carlito_syrichta
ENSPCOP00000029827	ENSPCOG00000027625	Propithecus_coquereli
ENSMICP00000039510	ENSMICG00000000617	Microcebus_murinus
ENSPSMP00000020444	ENSPSMG00000014416	Prolemur_simus
ENSOGAP00000014404	ENSOGAG00000016086	Otolemur_garnettii
ENSTBEP00000004044	ENSTBEG00000004678	Tupaia_belangeri
ENSCLAP00000012449	ENSCLAG00000008604	Chinchilla_lanigera
ENSODEP00000016178	ENSODEG00000011908	Octodon_degus
ENSCPOP00000006788	ENSCPOG00000007522	Cavia_porcellus
ENSCAPP00000018675	ENSCAPG00000018011	Cavia_aperea
ENSHGLP00100015991	ENSHGLG00100011799	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008582	ENSHGLG00000006193	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015626	ENSFDAG00000003619	Fukomys_damarensis
ENSSTOP00000013872	ENSSTOG00000015486	Ictidomys_tridecemlineatus
ENSUPAP00010020135	ENSUPAG00010015951	Urocitellus_parryii
ENSSDAP00000009650	ENSSDAG00000008763	Spermophilus_dauricus
ENSMMMP00000016872	ENSMMMG00000014988	Marmota_marmota_marmota
ENSDORP00000009520	ENSDORG00000010129	Dipodomys_ordii
ENSCCNP00000016692	ENSCCNG00000016992	Castor_canadensis
ENSMUSP00000031707	ENSMUSG00000029695	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0075631	MGP_SPRETEiJ_G0029134	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0072789	MGP_CAROLIEiJ_G0028134	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000014402	ENSMSIG00000008774	Mus_spicilegus
MGP_PahariEiJ_P0048912	MGP_PahariEiJ_G0021890	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000057271	ENSRNOG00000039494	Rattus_norvegicus
ENSMUGP00000002196	ENSMUGG00000002016	Meriones_unguiculatus
ENSPEMP00000006348	ENSPEMG00000008591	Peromyscus_maniculatus_bairdii
ENSMOCP00000017309	ENSMOCG00000015947	Microtus_ochrogaster
ENSCGRP00015035832	ENSCGRG00015026880	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000015893	ENSCGRG00000011536	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012828	ENSCGRG00001014114	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000024338	ENSMAUG00000021228	Mesocricetus_auratus
ENSNGAP00000015955	ENSNGAG00000016795	Nannospalax_galili
ENSJJAP00000002056	ENSJJAG00000003015	Jaculus_jaculus
ENSCCNP00000016480	ENSCCNG00000016692	Castor_canadensis
ENSOCUP00000011399	ENSOCUG00000013237	Oryctolagus_cuniculus
ENSOPRP00000014143	ENSOPRG00000015476	Ochotona_princeps
ENSOARP00000019953	ENSOARG00000018580	Ovis_aries
ENSCHIP00000005660	ENSCHIG00000009703	Capra_hircus
ENSBIXP00000016087	ENSBIXG00000020380	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005039163	ENSBIXG00005021503	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016090	ENSBTAG00000012128	Bos_taurus
ENSBMUP00000032861	ENSBMUG00000024538	Bos_mutus
ENSBBBP00000023896	ENSBBBG00000018722	Bison_bison_bison
ENSTTRP00000001678	ENSTTRG00000001773	Tursiops_truncatus
ENSSSCP00000053239	ENSSSCG00000016613	Sus_scrofa_strain_reference
ENSVPAP00000002760	ENSVPAG00000002985	Vicugna_pacos
ENSUMAP00000005911	ENSUMAG00000003535	Ursus_maritimus
ENSUAMP00000020281	ENSUAMG00000014740	Ursus_americanus
ENSAMEP00000004612	ENSAMEG00000004321	Ailuropoda_melanoleuca
ENSNVIP00000001946	ENSNVIG00000001583	Neovison_vison
ENSMPUP00000006808	ENSMPUG00000006862	Mustela_putorius_furo
ENSCAFP00000005251	ENSCAFG00000003532	Canis_lupus_familiaris
ENSCAFP00020001791	ENSCAFG00020000347	Canis_lupus_dingo
ENSVVUP00000021282	ENSVVUG00000011904	Vulpes_vulpes
ENSPPRP00000014617	ENSPPRG00000007468	Panthera_pardus
ENSPTIP00000024181	ENSPTIG00000020365	Panthera_tigris_altaica
ENSFCAP00000019702	ENSFCAG00000029895	Felis_catus
ENSPVAP00000007792	ENSPVAG00000008248	Pteropus_vampyrus
ENSMLUP00000014555	ENSMLUG00000015957	Myotis_lucifugus
ENSEEUP00000002997	ENSEEUG00000003248	Erinaceus_europaeus
ENSSARP00000007000	ENSSARG00000007717	Sorex_araneus
ENSECAP00000042807	ENSECAG00000021479	Equus_caballus
ENSEASP00005012900	ENSEASG00005009016	Equus_asinus_asinus
ENSOANP00000007633	ENSOANG00000004822	Ornithorhynchus_anatinus
ENSXETP00000051822	ENSXETG00000017874	Xenopus_tropicalis
ENSLACP00000006766	ENSLACG00000006003	Latimeria_chalumnae
ENSPKIP00000004142	ENSPKIG00000021350	Paramormyrops_kingsleyae
ENSSFOP00015018770	ENSSFOG00015012006	Scleropages_formosus
ENSCHAP00000050736	ENSCHAG00000022738	Clupea_harengus
ENSDCDP00000033116	ENSDCDG00000022576	Denticeps_clupeoides
ENSAMXP00005012802	ENSAMXG00005005698	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000000947	ENSAMXG00000000927	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000010091	ENSPNAG00000015642	Pygocentrus_nattereri
ENSEEEP00000040717	ENSEEEG00000019065	Electrophorus_electricus
ENSIPUP00000027917	ENSIPUG00000018877	Ictalurus_punctatus
ENSDARP00000067993	ENSDARG00000051816	Danio_rerio
ENSTRUP00000050733	ENSTRUG00000016419	Takifugu_rubripes
ENSTNIP00000013322	ENSTNIG00000010415	Tetraodon_nigroviridis
ENSMMOP00000024747	ENSMMOG00000018808	Mola_mola
ENSMALP00000021562	ENSMALG00000015040	Monopterus_albus
ENSCSEP00000002406	ENSCSEG00000001607	Cynoglossus_semilaevis
ENSXCOP00000007138	ENSXCOG00000005516	Xiphophorus_couchianus
ENSHCOP00000022096	ENSHCOG00000009548	Hippocampus_comes
ENSPMGP00000008101	ENSPMGG00000006698	Periophthalmus_magnuspinnatus
ENSMAMP00000033887	ENSMAMG00000022779	Mastacembelus_armatus
ENSATEP00000013856	ENSATEG00000009598	Anabas_testudineus
ENSAPEP00000023483	ENSAPEG00000016653	Amphiprion_percula
ENSAOCP00000028033	ENSAOCG00000017468	Amphiprion_ocellaris
ENSAPOP00000020571	ENSAPOG00000024191	Acanthochromis_polyacanthus
ENSSPAP00000026631	ENSSPAG00000020049	Stegastes_partitus
ENSGWIP00000041591	ENSGWIG00000020532	Gouania_willdenowi
ENSFHEP00000018619	ENSFHEG00000020618	Fundulus_heteroclitus
ENSCVAP00000002390	ENSCVAG00000003499	Cyprinodon_variegatus
ENSXMAP00000040674	ENSXMAG00000002430	Xiphophorus_maculatus
ENSGAFP00000004193	ENSGAFG00000002782	Gambusia_affinis
ENSPFOP00000002602	ENSPFOG00000002086	Poecilia_formosa
ENSPMEP00000010841	ENSPMEG00000012838	Poecilia_mexicana
ENSPLAP00000005372	ENSPLAG00000007309	Poecilia_latipinna
ENSPREP00000010944	ENSPREG00000007411	Poecilia_reticulata
ENSKMAP00000028139	ENSKMAG00000020851	Kryptolebias_marmoratus
ENSORLP00020026057	ENSORLG00020008339	Oryzias_latipes_ASM223471v1
ENSORLP00015001733	ENSORLG00015002398	Oryzias_latipes_ASM223469v1
ENSORLP00000030827	ENSORLG00000018264	Oryzias_latipes_ASM223467v1
ENSOMEP00000032197	ENSOMEG00000017532	Oryzias_melastigma
ENSACLP00000027374	ENSACLG00000018557	Astatotilapia_calliptera
ENSMZEP00005030611	ENSMZEG00005022798	Maylandia_zebra
ENSPNYP00000010378	ENSPNYG00000007847	Pundamilia_nyererei
ENSNBRP00000010540	ENSNBRG00000008166	Neolamprologus_brichardi
ENSONIP00000015974	ENSONIG00000012690	Oreochromis_niloticus
ENSACIP00000013654	ENSACIG00000010588	Amphilophus_citrinellus
ENSHBUP00000006543	ENSHBUG00000007983	Haplochromis_burtoni
ENSSDUP00000021919	ENSSDUG00000015904	Seriola_dumerili
ENSSLDP00000023415	ENSSLDG00000018255	Seriola_lalandi_dorsalis
ENSLCAP00010028007	ENSLCAG00010013014	Lates_calcarifer
ENSSMAP00000033392	ENSSMAG00000020423	Scophthalmus_maximus
ENSLCRP00005055895	ENSLCRG00005020281	Larimichthys_crocea
ENSLBEP00000005462	ENSLBEG00000004152	Labrus_bergylta
ENSCGOP00000007675	ENSCGOG00000003916	Cottoperca_gobio
ENSGACP00000011417	ENSGACG00000008638	Gasterosteus_aculeatus
ENSBSLP00000047929	ENSBSLG00000022247	Betta_splendens
ENSGMOP00000011646	ENSGMOG00000010875	Gadus_morhua
ENSHHUP00000039051	ENSHHUG00000024167	Hucho_hucho
ENSHHUP00000004060	ENSHHUG00000002554	Hucho_hucho
ENSELUP00000004612	ENSELUG00000005758	Esox_lucius
ENSLOCP00000019569	ENSLOCG00000015888	Lepisosteus_oculatus
ENSECRP00000001914	ENSECRG00000001331	Erpetoichthys_calabaricus
ENSCMIP00000027094	ENSCMIG00000011782	Callorhinchus_milii
ENSPMAP00000001969	ENSPMAG00000001782	Petromyzon_marinus
ENSPMAP00000008867	ENSPMAG00000008061	Petromyzon_marinus
ENSEBUP00000003680	ENSEBUG00000002550	Eptatretus_burgeri
ENSCINP00000019576	ENSCING00000009632	Ciona_intestinalis
ENSCSAVP00000001194	ENSCSAVG00000000672	Ciona_savignyi
FBpp0310050	FBgn0286198	Drosophila_melanogaster
R02D3.1b.1	WBGene00019819	Caenorhabditis_elegans_strain_N2
