ENSABRP00000016605	ENSABRG00000014520	Anser_brachyrhynchus
ENSCPOP00000005242	ENSCPOG00000005813	Cavia_porcellus
ENSCAPP00000017684	ENSCAPG00000017273	Cavia_aperea
ENSODEP00000014707	ENSODEG00000010867	Octodon_degus
ENSCLAP00000023516	ENSCLAG00000016132	Chinchilla_lanigera
ENSHGLP00100021367	ENSHGLG00100015734	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019257	ENSHGLG00000013811	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004668	ENSFDAG00000014146	Fukomys_damarensis
ENSUPAP00010008004	ENSUPAG00010006395	Urocitellus_parryii
ENSSTOP00000020124	ENSSTOG00000014405	Ictidomys_tridecemlineatus
ENSSDAP00000021664	ENSSDAG00000019611	Spermophilus_dauricus
ENSMMMP00000025945	ENSMMMG00000022724	Marmota_marmota_marmota
ENSP00000436786	ENSG00000118058	Homo_sapiens
ENSP00000498126	ENSG00000285827	Homo_sapiens
ENSPPYP00000004505	ENSPPYG00000003935	Pongo_abelii
ENSPTRP00000078954	ENSPTRG00000004344	Pan_troglodytes
ENSPPAP00000017046	ENSPPAG00000031591	Pan_paniscus
ENSGGOP00000000936	ENSGGOG00000000946	Gorilla_gorilla
ENSNLEP00000025584	ENSNLEG00000007365	Nomascus_leucogenys
ENSPTEP00000018419	ENSPTEG00000019845	Piliocolobus_tephrosceles
ENSCANP00000007956	ENSCANG00000025874	Colobus_angolensis_palliatus
ENSRROP00000031981	ENSRROG00000039648	Rhinopithecus_roxellana
ENSRBIP00000011239	ENSRBIG00000029481	Rhinopithecus_bieti
ENSTGEP00000029275	ENSTGEG00000023532	Theropithecus_gelada
ENSPANP00000009106	ENSPANG00000009309	Papio_anubis
ENSMLEP00000022515	ENSMLEG00000035428	Mandrillus_leucophaeus
ENSCATP00000030076	ENSCATG00000038237	Cercocebus_atys
ENSMMUP00000007253	ENSMMUG00000005482	Macaca_mulatta
ENSMFAP00000041531	ENSMFAG00000041463	Macaca_fascicularis
ENSMNEP00000030629	ENSMNEG00000038754	Macaca_nemestrina
ENSCSAP00000015460	ENSCSAG00000002585	Chlorocebus_sabaeus
ENSCCAP00000037767	ENSCCAG00000036727	Cebus_capucinus_imitator
ENSSBOP00000008480	ENSSBOG00000021112	Saimiri_boliviensis_boliviensis
ENSCJAP00000024536	ENSCJAG00000013288	Callithrix_jacchus
ENSANAP00000032769	ENSANAG00000034052	Aotus_nancymaae
ENSTSYP00000011196	ENSTSYG00000012197	Carlito_syrichta
ENSPSMP00000002401	ENSPSMG00000001865	Prolemur_simus
ENSPCOP00000017033	ENSPCOG00000020311	Propithecus_coquereli
ENSMICP00000036031	ENSMICG00000035545	Microcebus_murinus
ENSOGAP00000008374	ENSOGAG00000009345	Otolemur_garnettii
ENSPVAP00000005910	ENSPVAG00000006246	Pteropus_vampyrus
ENSEEUP00000014133	ENSEEUG00000015428	Erinaceus_europaeus
ENSOARP00000010552	ENSOARG00000009830	Ovis_aries
ENSCHIP00000017658	ENSCHIG00000017357	Capra_hircus
ENSBIXP00000003770	ENSBIXG00000010184	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005042862	ENSBIXG00005004512	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024084	ENSBTAG00000018093	Bos_taurus
ENSBMUP00000015973	ENSBMUG00000012107	Bos_mutus
ENSBBBP00000014249	ENSBBBG00000022190	Bison_bison_bison
ENSTTRP00000004041	ENSTTRG00000004289	Tursiops_truncatus
ENSSSCP00000043846	ENSSSCG00000023324	Sus_scrofa_strain_reference
ENSVPAP00000005197	ENSVPAG00000005587	Vicugna_pacos
ENSUMAP00000002159	ENSUMAG00000001957	Ursus_maritimus
ENSUMAP00000002139	ENSUMAG00000001938	Ursus_maritimus
ENSUAMP00000009789	ENSUAMG00000008016	Ursus_americanus
ENSAMEP00000013764	ENSAMEG00000013007	Ailuropoda_melanoleuca
ENSMPUP00000004604	ENSMPUG00000004640	Mustela_putorius_furo
ENSNVIP00000005843	ENSNVIG00000004543	Neovison_vison
ENSCAFP00020000403	ENSCAFG00020000417	Canis_lupus_dingo
ENSCAFP00020000359	ENSCAFG00020000404	Canis_lupus_dingo
ENSCAFP00000018720	ENSCAFG00000012691	Canis_lupus_familiaris
ENSVVUP00000033544	ENSVVUG00000024146	Vulpes_vulpes
ENSPPRP00000004092	ENSPPRG00000000354	Panthera_pardus
ENSPTIP00000026418	ENSPTIG00000021835	Panthera_tigris_altaica
ENSFCAP00000042283	ENSFCAG00000011786	Felis_catus
ENSSARP00000013142	ENSSARG00000014520	Sorex_araneus
ENSMLUP00000012825	ENSMLUG00000014086	Myotis_lucifugus
ENSECAP00000006426	ENSECAG00000007743	Equus_caballus
ENSEASP00005006842	ENSEASG00005005004	Equus_asinus_asinus
ENSCHOP00000006343	ENSCHOG00000007116	Choloepus_hoffmanni
ENSDNOP00000008968	ENSDNOG00000011530	Dasypus_novemcinctus
ENSLAFP00000028213	ENSLAFG00000014805	Loxodonta_africana
ENSPCAP00000005189	ENSPCAG00000005322	Procavia_capensis
ENSETEP00000007880	ENSETEG00000009695	Echinops_telfairi
ENSOANP00000005967	ENSOANG00000003760	Ornithorhynchus_anatinus
ENSXETP00000005443	ENSXETG00000009684	Xenopus_tropicalis
ENSLACP00000020625	ENSLACG00000018124	Latimeria_chalumnae
ENSELUP00000035891	ENSELUG00000015025	Esox_lucius
ENSELUP00000015060	ENSELUG00000015045	Esox_lucius
ENSDCDP00000003421	ENSDCDG00000001749	Denticeps_clupeoides
ENSCHAP00000049176	ENSCHAG00000022504	Clupea_harengus
ENSPNAP00000035087	ENSPNAG00000006353	Pygocentrus_nattereri
ENSAMXP00000044221	ENSAMXG00000034913	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000016680	ENSIPUG00000011268	Ictalurus_punctatus
ENSMALP00000008074	ENSMALG00000005668	Monopterus_albus
ENSMAMP00000014367	ENSMAMG00000009629	Mastacembelus_armatus
ENSATEP00000015644	ENSATEG00000010851	Anabas_testudineus
ENSBSLP00000011019	ENSBSLG00000005497	Betta_splendens
ENSSMAP00000026946	ENSSMAG00000016478	Scophthalmus_maximus
ENSCSEP00000015422	ENSCSEG00000009868	Cynoglossus_semilaevis
ENSSDUP00000028650	ENSSDUG00000020646	Seriola_dumerili
ENSSLDP00000020749	ENSSLDG00000016180	Seriola_lalandi_dorsalis
ENSAPEP00000019004	ENSAPEG00000013559	Amphiprion_percula
ENSAOCP00000008508	ENSAOCG00000012531	Amphiprion_ocellaris
ENSAPOP00000005680	ENSAPOG00000007511	Acanthochromis_polyacanthus
ENSPRNP00000036715	ENSPRNG00000018321	Parambassis_ranga
ENSPLAP00000019464	ENSPLAG00000001636	Poecilia_latipinna
ENSPMEP00000028860	ENSPMEG00000014401	Poecilia_mexicana
ENSPREP00000032731	ENSPREG00000022182	Poecilia_reticulata
ENSGAFP00000015970	ENSGAFG00000010776	Gambusia_affinis
ENSCVAP00000023952	ENSCVAG00000007690	Cyprinodon_variegatus
ENSKMAP00000020613	ENSKMAG00000015251	Kryptolebias_marmoratus
ENSORLP00020020726	ENSORLG00020021724	Oryzias_latipes_ASM223471v1
ENSORLP00000039557	ENSORLG00000007666	Oryzias_latipes_ASM223467v1
ENSORLP00015002296	ENSORLG00015002964	Oryzias_latipes_ASM223469v1
ENSOMEP00000031286	ENSOMEG00000016032	Oryzias_melastigma
ENSMZEP00005020653	ENSMZEG00005015482	Maylandia_zebra
ENSACLP00000029724	ENSACLG00000020097	Astatotilapia_calliptera
ENSPNYP00000022551	ENSPNYG00000017017	Pundamilia_nyererei
ENSHBUP00000015135	ENSHBUG00000017118	Haplochromis_burtoni
ENSNBRP00000010460	ENSNBRG00000008144	Neolamprologus_brichardi
ENSONIP00000007849	ENSONIG00000006229	Oreochromis_niloticus
ENSACIP00000003045	ENSACIG00000002369	Amphilophus_citrinellus
ENSLCRP00005022200	ENSLCRG00005008881	Larimichthys_crocea
ENSMMOP00000015827	ENSMMOG00000012073	Mola_mola
ENSHCOP00000013309	ENSHCOG00000016626	Hippocampus_comes
ENSPMGP00000026348	ENSPMGG00000021252	Periophthalmus_magnuspinnatus
ENSSFOP00015013585	ENSSFOG00015008671	Scleropages_formosus
ENSPKIP00000011910	ENSPKIG00000018243	Paramormyrops_kingsleyae
ENSLOCP00000004893	ENSLOCG00000004045	Lepisosteus_oculatus
ENSECRP00000013841	ENSECRG00000009225	Erpetoichthys_calabaricus
ENSCMIP00000015172	ENSCMIG00000007360	Callorhinchus_milii
ENSPMAP00000002218	ENSPMAG00000002027	Petromyzon_marinus
