ENSCMIP00000042445	ENSCMIG00000017648	Callorhinchus_milii	ENSCMIT00000043063
ENSCMIP00000042429	ENSCMIG00000017643	Callorhinchus_milii	ENSCMIT00000043047
ENSSFOP00015018598	ENSSFOG00015011908	Scleropages_formosus
ENSOCUP00000042230	ENSOCUG00000010825	Oryctolagus_cuniculus
ENSOPRP00000015561	ENSOPRG00000017041	Ochotona_princeps
ENSTBEP00000012343	ENSTBEG00000014215	Tupaia_belangeri
ENSCAFP00020017723	ENSCAFG00020014184	Canis_lupus_dingo
ENSCAFP00000010938	ENSCAFG00000007361	Canis_lupus_familiaris
ENSVVUP00000017007	ENSVVUG00000012521	Vulpes_vulpes
ENSPCAP00000013332	ENSPCAG00000014180	Procavia_capensis
ENSLAFP00000006881	ENSLAFG00000008200	Loxodonta_africana
ENSETEP00000014233	ENSETEG00000017525	Echinops_telfairi
ENSCHOP00000009284	ENSCHOG00000010485	Choloepus_hoffmanni
ENSDNOP00000008442	ENSDNOG00000010866	Dasypus_novemcinctus
ENSVURP00010020552	ENSVURG00010015717	Vombatus_ursinus
ENSMEUP00000002038	ENSMEUG00000002221	Notamacropus_eugenii
ENSSHAP00000001575	ENSSHAG00000001402	Sarcophilus_harrisii
ENSMODP00000016657	ENSMODG00000013316	Monodelphis_domestica
ENSOANP00000023874	ENSOANG00000015160	Ornithorhynchus_anatinus
ENSARWP00000000974	ENSARWG00000000792	Apteryx_rowi	ENSARWT00000001128
ENSARWP00000000969	ENSARWG00000000789	Apteryx_rowi	ENSARWT00000001122
ENSAHAP00000015866	ENSAHAG00000011296	Apteryx_haastii	ENSAHAT00000017561
ENSAOWP00000020603	ENSAOWG00000013896	Apteryx_owenii	ENSAOWT00000023347
ENSDNVP00000021808	ENSDNVG00000015221	Dromaius_novaehollandiae	ENSDNVT00000026324
ENSNPEP00000012618	ENSNPEG00000009426	Nothoprocta_perdicaria
ENSCJPP00005011181	ENSCJPG00005009629	Coturnix_japonica
ENSMGAP00000019460	ENSMGAG00000016359	Meleagris_gallopavo
ENSGALP00000000312	ENSGALG00000000234	Gallus_gallus
ENSNMEP00000001671	ENSNMEG00000002125	Numida_meleagris
ENSABRP00000023698	ENSABRG00000019926	Anser_brachyrhynchus
ENSAPLP00000028142	ENSAPLG00000015395	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005026888	ENSMVIG00005018731	Manacus_vitellinus
ENSLCOP00000006162	ENSLCOG00000004459	Lepidothrix_coronata
ENSPMJP00000016890	ENSPMJG00000012728	Parus_major
ENSCCEP00000017954	ENSCCEG00000016479	Cyanistes_caeruleus
ENSFALP00000004696	ENSFALG00000004513	Ficedula_albicollis
ENSLSDP00000011452	ENSLSDG00000008413	Lonchura_striata_domestica
ENSTGUP00000001036	ENSTGUG00000001008	Taeniopygia_guttata
ENSSCAP00000020593	ENSSCAG00000014808	Serinus_canaria
ENSZALP00000022124	ENSZALG00000017213	Zonotrichia_albicollis
ENSMUNP00000002182	ENSMUNG00000001947	Melopsittacus_undulatus
ENSCPGP00000023850	ENSCPGG00000016464	Calidris_pygmaea
ENSCPUP00000023146	ENSCPUG00000015685	Calidris_pugnax
ENSCPRP00005009158	ENSCPRG00005006472	Crocodylus_porosus
ENSCABP00000015028	ENSCABG00000011222	Chelonoidis_abingdonii
ENSGAGP00000022906	ENSGAGG00000016793	Gopherus_agassizii
ENSGAGP00000035647	ENSGAGG00000025308	Gopherus_agassizii
ENSCPBP00000019216	ENSCPBG00000013911	Chrysemys_picta_bellii
ENSPSIP00000015242	ENSPSIG00000013638	Pelodiscus_sinensis
ENSSPUP00000020511	ENSSPUG00000015740	Sphenodon_punctatus
ENSSPUP00000020497	ENSSPUG00000015719	Sphenodon_punctatus
ENSACAP00000007304	ENSACAG00000007361	Anolis_carolinensis
ENSPVIP00000014161	ENSPVIG00000010946	Pogona_vitticeps
ENSNSUP00000017936	ENSNSUG00000013148	Notechis_scutatus
ENSSMRP00000003201	ENSSMRG00000002692	Salvator_merianae
ENSXETP00000014785	ENSXETG00000000410	Xenopus_tropicalis
ENSAPEP00000033866	ENSAPEG00000024060	Amphiprion_percula
ENSAOCP00000010350	ENSAOCG00000014589	Amphiprion_ocellaris
ENSAPOP00000013952	ENSAPOG00000016802	Acanthochromis_polyacanthus
ENSSPAP00000015838	ENSSPAG00000011933	Stegastes_partitus
ENSPRNP00000028785	ENSPRNG00000014351	Parambassis_ranga
ENSFHEP00000004957	ENSFHEG00000005888	Fundulus_heteroclitus
ENSCVAP00000019300	ENSCVAG00000022706	Cyprinodon_variegatus
ENSACLP00000028774	ENSACLG00000019513	Astatotilapia_calliptera
ENSMZEP00005031067	ENSMZEG00005023164	Maylandia_zebra
ENSPNYP00000015606	ENSPNYG00000011820	Pundamilia_nyererei
ENSHBUP00000032875	ENSHBUG00000019395	Haplochromis_burtoni
ENSNBRP00000009252	ENSNBRG00000007223	Neolamprologus_brichardi
ENSONIP00000015911	ENSONIG00000012643	Oreochromis_niloticus
ENSACIP00000025042	ENSACIG00000019403	Amphilophus_citrinellus
ENSLBEP00000034279	ENSLBEG00000025792	Labrus_bergylta
ENSLBEP00000027800	ENSLBEG00000021078	Labrus_bergylta
ENSLCRP00005028312	ENSLCRG00005011228	Larimichthys_crocea
ENSSLDP00000009002	ENSSLDG00000007131	Seriola_lalandi_dorsalis
ENSPCIP00000012987	ENSPCIG00000010279	Phascolarctos_cinereus
ENSLACP00000000835	ENSLACG00000000749	Latimeria_chalumnae
ENSPMAP00000001407	ENSPMAG00000001275	Petromyzon_marinus
ENSEBUP00000014745	ENSEBUG00000009275	Eptatretus_burgeri
ENSCINP00000021739	ENSCING00000011361	Ciona_intestinalis
