FBpp0082568	FBgn0026634	Drosophila_melanogaster	FBtr0083114
C06G3.10.1	WBGene00000585	Caenorhabditis_elegans_strain_N2	C06G3.10.1
ENSUAMP00000025746	ENSUAMG00000020012	Ursus_americanus
ENSCCEP00000023105	ENSCCEG00000020761	Cyanistes_caeruleus
ENSPMJP00000002977	ENSPMJG00000002641	Parus_major
ENSFALP00000003542	ENSFALG00000003401	Ficedula_albicollis
ENSLSDP00000023313	ENSLSDG00000016397	Lonchura_striata_domestica
ENSTGUP00000010293	ENSTGUG00000009965	Taeniopygia_guttata
ENSJHYP00000009242	ENSJHYG00000007300	Junco_hyemalis
ENSZALP00000002563	ENSZALG00000002708	Zonotrichia_albicollis
ENSSCAP00000004244	ENSSCAG00000003481	Serinus_canaria
ENSMUNP00000001590	ENSMUNG00000001358	Melopsittacus_undulatus
ENSCPUP00000017336	ENSCPUG00000011941	Calidris_pugnax
ENSCPGP00000023979	ENSCPGG00000016424	Calidris_pygmaea
ENSABRP00000024442	ENSABRG00000020510	Anser_brachyrhynchus
ENSAPLP00000015880	ENSAPLG00000015967	Anas_platyrhynchos_platyrhynchos
ENSGALP00000018082	ENSGALG00000011114	Gallus_gallus
ENSMGAP00000012700	ENSMGAG00000012088	Meleagris_gallopavo
ENSCJPP00005003757	ENSCJPG00005003881	Coturnix_japonica
ENSNMEP00000020582	ENSNMEG00000017658	Numida_meleagris
ENSAHAP00000022256	ENSAHAG00000015613	Apteryx_haastii
ENSAOWP00000020184	ENSAOWG00000013647	Apteryx_owenii
ENSARWP00000013957	ENSARWG00000009522	Apteryx_rowi
ENSDNVP00000020607	ENSDNVG00000014423	Dromaius_novaehollandiae
ENSNPEP00000014114	ENSNPEG00000010553	Nothoprocta_perdicaria
ENSCPRP00005024799	ENSCPRG00005017220	Crocodylus_porosus
ENSCABP00000027628	ENSCABG00000020309	Chelonoidis_abingdonii
ENSGAGP00000030352	ENSGAGG00000021858	Gopherus_agassizii
ENSCPBP00000007896	ENSCPBG00000006214	Chrysemys_picta_bellii
ENSPSIP00000019795	ENSPSIG00000017463	Pelodiscus_sinensis
ENSMAUP00000019888	ENSMAUG00000018065	Mesocricetus_auratus
ENSMOCP00000019011	ENSMOCG00000017129	Microtus_ochrogaster
ENSNGAP00000010690	ENSNGAG00000013046	Nannospalax_galili
ENSJJAP00000013218	ENSJJAG00000016053	Jaculus_jaculus
ENSODEP00000006762	ENSODEG00000005060	Octodon_degus
ENSXETP00000039604	ENSXETG00000017541	Xenopus_tropicalis
ENSLACP00000001944	ENSLACG00000001736	Latimeria_chalumnae
ENSHHUP00000091265	ENSHHUG00000052668	Hucho_hucho
ENSHHUP00000002823	ENSHHUG00000001773	Hucho_hucho
ENSELUP00000035477	ENSELUG00000014500	Esox_lucius
ENSTRUP00000051578	ENSTRUG00000010527	Takifugu_rubripes
ENSTNIP00000020168	ENSTNIG00000017041	Tetraodon_nigroviridis
ENSCSEP00000004512	ENSCSEG00000002932	Cynoglossus_semilaevis
ENSLCRP00005056223	ENSLCRG00005020941	Larimichthys_crocea
ENSLBEP00000028931	ENSLBEG00000021885	Labrus_bergylta
ENSMMOP00000010577	ENSMMOG00000008160	Mola_mola
ENSCGOP00000053107	ENSCGOG00000023189	Cottoperca_gobio
ENSGACP00000012922	ENSGACG00000009756	Gasterosteus_aculeatus
ENSAPEP00000009431	ENSAPEG00000006760	Amphiprion_percula
ENSAOCP00000010266	ENSAOCG00000014524	Amphiprion_ocellaris
ENSAPOP00000001667	ENSAPOG00000003040	Acanthochromis_polyacanthus
ENSSPAP00000014825	ENSSPAG00000011161	Stegastes_partitus
ENSPRNP00000053265	ENSPRNG00000025098	Parambassis_ranga
ENSCVAP00000030608	ENSCVAG00000019321	Cyprinodon_variegatus
ENSFHEP00000033904	ENSFHEG00000021340	Fundulus_heteroclitus
ENSXMAP00000018333	ENSXMAG00000018269	Xiphophorus_maculatus
ENSXCOP00000013096	ENSXCOG00000009921	Xiphophorus_couchianus
ENSGAFP00000017661	ENSGAFG00000011943	Gambusia_affinis
ENSPMEP00000009072	ENSPMEG00000010934	Poecilia_mexicana
ENSPFOP00000018103	ENSPFOG00000017961	Poecilia_formosa
ENSPLAP00000005510	ENSPLAG00000007477	Poecilia_latipinna
ENSPREP00000016766	ENSPREG00000011315	Poecilia_reticulata
ENSKMAP00000028246	ENSKMAG00000020925	Kryptolebias_marmoratus
ENSOMEP00000007904	ENSOMEG00000009050	Oryzias_melastigma
ENSOMEP00000020189	ENSOMEG00000022046	Oryzias_melastigma
ENSORLP00000006981	ENSORLG00000005545	Oryzias_latipes_ASM223467v1
ENSORLP00020026953	ENSORLG00020009716	Oryzias_latipes_ASM223471v1
ENSORLP00015013777	ENSORLG00015014705	Oryzias_latipes_ASM223469v1
ENSMZEP00005036824	ENSMZEG00005027445	Maylandia_zebra
ENSACLP00000026059	ENSACLG00000017690	Astatotilapia_calliptera
ENSPNYP00000004760	ENSPNYG00000003651	Pundamilia_nyererei
ENSHBUP00000031176	ENSHBUG00000016708	Haplochromis_burtoni
ENSNBRP00000020732	ENSNBRG00000015911	Neolamprologus_brichardi
ENSONIP00000000688	ENSONIG00000000541	Oreochromis_niloticus
ENSACIP00000007489	ENSACIG00000005711	Amphilophus_citrinellus
ENSGWIP00000032900	ENSGWIG00000016911	Gouania_willdenowi
ENSMAMP00000025243	ENSMAMG00000016952	Mastacembelus_armatus
ENSMALP00000026896	ENSMALG00000018661	Monopterus_albus
ENSATEP00000011599	ENSATEG00000008055	Anabas_testudineus
ENSBSLP00000054468	ENSBSLG00000025459	Betta_splendens
ENSLCAP00010026348	ENSLCAG00010012296	Lates_calcarifer
ENSSMAP00000031764	ENSSMAG00000019456	Scophthalmus_maximus
ENSSLDP00000021118	ENSSLDG00000016487	Seriola_lalandi_dorsalis
ENSSDUP00000022582	ENSSDUG00000016415	Seriola_dumerili
ENSPMGP00000018052	ENSPMGG00000014761	Periophthalmus_magnuspinnatus
ENSHCOP00000014495	ENSHCOG00000017929	Hippocampus_comes
ENSGMOP00000019839	ENSGMOG00000018423	Gadus_morhua
ENSAMXP00005053389	ENSAMXG00005023920	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000048781	ENSAMXG00000009535	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009840	ENSPNAG00000015354	Pygocentrus_nattereri
ENSEEEP00000007479	ENSEEEG00000003914	Electrophorus_electricus
ENSIPUP00000022181	ENSIPUG00000014989	Ictalurus_punctatus
ENSDARP00000024817	ENSDARG00000004037	Danio_rerio
ENSCHAP00000049094	ENSCHAG00000022420	Clupea_harengus
ENSSFOP00015024188	ENSSFOG00015015504	Scleropages_formosus
ENSPKIP00000021564	ENSPKIG00000005893	Paramormyrops_kingsleyae
ENSCSEP00000004729	ENSCSEG00000003065	Cynoglossus_semilaevis
ENSLOCP00000019016	ENSLOCG00000015450	Lepisosteus_oculatus
ENSECRP00000003438	ENSECRG00000002358	Erpetoichthys_calabaricus
ENSCMIP00000011749	ENSCMIG00000006083	Callorhinchus_milii
ENSPMAP00000004317	ENSPMAG00000003913	Petromyzon_marinus
ENSEBUP00000018424	ENSEBUG00000011500	Eptatretus_burgeri
ENSCSAVP00000003023	ENSCSAVG00000001793	Ciona_savignyi
ENSCINP00000033440	ENSCING00000018040	Ciona_intestinalis
