ENSPCIP00000053639	ENSPCIG00000025051	Phascolarctos_cinereus	ENSPCIT00000065069
ENSVURP00010014826	ENSVURG00010011338	Vombatus_ursinus	ENSVURT00010016850
ENSMODP00000059299	ENSMODG00000019871	Monodelphis_domestica	ENSMODT00000084212
ENSSHAP00000007430	ENSSHAG00000006460	Sarcophilus_harrisii	ENSSHAT00000007492
ENSCCNP00000007484	ENSCCNG00000007973	Castor_canadensis
ENSMGAP00000010954	ENSMGAG00000010543	Meleagris_gallopavo
ENSCJPP00005012730	ENSCJPG00005010826	Coturnix_japonica
ENSNMEP00000009919	ENSNMEG00000009481	Numida_meleagris
ENSCPUP00000018294	ENSCPUG00000012597	Calidris_pugnax
ENSCPGP00000022745	ENSCPGG00000015793	Calidris_pygmaea
ENSAHAP00000025538	ENSAHAG00000017807	Apteryx_haastii
ENSARWP00000024465	ENSARWG00000016669	Apteryx_rowi
ENSAOWP00000007332	ENSAOWG00000005030	Apteryx_owenii
ENSDNVP00000005664	ENSDNVG00000004067	Dromaius_novaehollandiae
ENSNPEP00000013180	ENSNPEG00000009844	Nothoprocta_perdicaria
ENSXETP00000013174	ENSXETG00000013240	Xenopus_tropicalis
ENSLACP00000020499	ENSLACG00000018016	Latimeria_chalumnae
ENSAPEP00000000089	ENSAPEG00000000063	Amphiprion_percula
ENSAOCP00000012438	ENSAOCG00000016918	Amphiprion_ocellaris
ENSAPOP00000028910	ENSAPOG00000014557	Acanthochromis_polyacanthus
ENSSPAP00000021253	ENSSPAG00000016010	Stegastes_partitus
ENSACIP00000003583	ENSACIG00000002818	Amphilophus_citrinellus
ENSLBEP00000033589	ENSLBEG00000025295	Labrus_bergylta
ENSHCOP00000004366	ENSHCOG00000005835	Hippocampus_comes
ENSXCOP00000012724	ENSXCOG00000009613	Xiphophorus_couchianus
ENSXMAP00000027603	ENSXMAG00000022831	Xiphophorus_maculatus
ENSGAFP00000024700	ENSGAFG00000016662	Gambusia_affinis
ENSPREP00000013392	ENSPREG00000009099	Poecilia_reticulata
ENSGWIP00000011754	ENSGWIG00000006907	Gouania_willdenowi
ENSTRUP00000027627	ENSTRUG00000020577	Takifugu_rubripes
ENSTNIP00000006024	ENSTNIG00000003437	Tetraodon_nigroviridis
ENSFHEP00000018048	ENSFHEG00000019916	Fundulus_heteroclitus
ENSCVAP00000032626	ENSCVAG00000022839	Cyprinodon_variegatus
ENSKMAP00000015661	ENSKMAG00000011706	Kryptolebias_marmoratus
ENSPRNP00000000462	ENSPRNG00000000294	Parambassis_ranga
ENSLCRP00005006059	ENSLCRG00005003082	Larimichthys_crocea
ENSMMOP00000022878	ENSMMOG00000017392	Mola_mola
ENSMALP00000003798	ENSMALG00000002774	Monopterus_albus
ENSBSLP00000020381	ENSBSLG00000010424	Betta_splendens
ENSLCAP00010009822	ENSLCAG00010004718	Lates_calcarifer
ENSSDUP00000028080	ENSSDUG00000020293	Seriola_dumerili
ENSSLDP00000031432	ENSSLDG00000024143	Seriola_lalandi_dorsalis
ENSCGOP00000015778	ENSCGOG00000007545	Cottoperca_gobio
ENSATEP00000032880	ENSATEG00000022648	Anabas_testudineus
ENSMAMP00000026104	ENSMAMG00000017520	Mastacembelus_armatus
ENSPMGP00000005156	ENSPMGG00000004335	Periophthalmus_magnuspinnatus
ENSGMOP00000003380	ENSGMOG00000003209	Gadus_morhua
ENSELUP00000036943	ENSELUG00000016416	Esox_lucius
ENSHHUP00000014925	ENSHHUG00000009242	Hucho_hucho
ENSDCDP00000014487	ENSDCDG00000010854	Denticeps_clupeoides
ENSCHAP00000037771	ENSCHAG00000017744	Clupea_harengus
ENSCHAP00000041661	ENSCHAG00000019420	Clupea_harengus
ENSDCDP00000055687	ENSDCDG00000032875	Denticeps_clupeoides
ENSAMXP00000005293	ENSAMXG00000005169	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005010258	ENSAMXG00005005746	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013566	ENSPNAG00000019448	Pygocentrus_nattereri
ENSEEEP00000022654	ENSEEEG00000011000	Electrophorus_electricus
ENSDARP00000122179	ENSDARG00000015015	Danio_rerio
ENSPNYP00000029162	ENSPNYG00000021976	Pundamilia_nyererei
ENSPNYP00000005900	ENSPNYG00000004562	Pundamilia_nyererei
ENSHCOP00000013530	ENSHCOG00000016702	Hippocampus_comes
ENSGACP00000013069	ENSGACG00000009892	Gasterosteus_aculeatus
ENSTNIP00000019129	ENSTNIG00000016040	Tetraodon_nigroviridis
ENSTNIP00000004267	ENSTNIG00000001891	Tetraodon_nigroviridis
ENSTRUP00000057306	ENSTRUG00000021855	Takifugu_rubripes
ENSXMAP00000034584	ENSXMAG00000007280	Xiphophorus_maculatus
ENSXCOP00000021886	ENSXCOG00000016358	Xiphophorus_couchianus
ENSGAFP00000020176	ENSGAFG00000013629	Gambusia_affinis
ENSPFOP00000013011	ENSPFOG00000012979	Poecilia_formosa
ENSPMEP00000002105	ENSPMEG00000003122	Poecilia_mexicana
ENSPLAP00000011151	ENSPLAG00000014210	Poecilia_latipinna
ENSPREP00000024099	ENSPREG00000016274	Poecilia_reticulata
ENSLBEP00000016992	ENSLBEG00000013090	Labrus_bergylta
ENSBSLP00000038787	ENSBSLG00000018807	Betta_splendens
ENSFHEP00000007843	ENSFHEG00000009023	Fundulus_heteroclitus
ENSCVAP00000009736	ENSCVAG00000011771	Cyprinodon_variegatus
ENSKMAP00000002142	ENSKMAG00000001653	Kryptolebias_marmoratus
ENSGWIP00000023069	ENSGWIG00000012331	Gouania_willdenowi
ENSLCRP00005052859	ENSLCRG00005019842	Larimichthys_crocea
ENSCGOP00000053122	ENSCGOG00000023339	Cottoperca_gobio
ENSMMOP00000016062	ENSMMOG00000012259	Mola_mola
ENSATEP00000022703	ENSATEG00000015746	Anabas_testudineus
ENSMAMP00000034609	ENSMAMG00000023243	Mastacembelus_armatus
ENSSLDP00000006361	ENSSLDG00000005058	Seriola_lalandi_dorsalis
ENSSDUP00000030513	ENSSDUG00000021979	Seriola_dumerili
ENSSMAP00000017139	ENSSMAG00000010505	Scophthalmus_maximus
ENSLCAP00010015309	ENSLCAG00010007277	Lates_calcarifer
ENSMALP00000013029	ENSMALG00000009214	Monopterus_albus
ENSAPEP00000001720	ENSAPEG00000001265	Amphiprion_percula
ENSAOCP00000001576	ENSAOCG00000000174	Amphiprion_ocellaris
ENSAPOP00000007825	ENSAPOG00000009870	Acanthochromis_polyacanthus
ENSSPAP00000018619	ENSSPAG00000014045	Stegastes_partitus
ENSPRNP00000044429	ENSPRNG00000021597	Parambassis_ranga
ENSHBUP00000023194	ENSHBUG00000003909	Haplochromis_burtoni
ENSMZEP00005006887	ENSMZEG00005005297	Maylandia_zebra
ENSACLP00000010920	ENSACLG00000007484	Astatotilapia_calliptera
ENSNBRP00000002727	ENSNBRG00000002187	Neolamprologus_brichardi
ENSONIP00000010633	ENSONIG00000008458	Oreochromis_niloticus
ENSACIP00000023665	ENSACIG00000018382	Amphilophus_citrinellus
ENSORLP00015024983	ENSORLG00015005839	Oryzias_latipes_ASM223469v1
ENSORLP00000005934	ENSORLG00000004716	Oryzias_latipes_ASM223467v1
ENSORLP00020011644	ENSORLG00020012586	Oryzias_latipes_ASM223471v1
ENSOMEP00000012178	ENSOMEG00000013552	Oryzias_melastigma
ENSCSEP00000020449	ENSCSEG00000013050	Cynoglossus_semilaevis
ENSPMGP00000008727	ENSPMGG00000007231	Periophthalmus_magnuspinnatus
ENSGMOP00000003098	ENSGMOG00000002938	Gadus_morhua
ENSHHUP00000034902	ENSHHUG00000021930	Hucho_hucho
ENSHHUP00000005521	ENSHHUG00000003339	Hucho_hucho
ENSELUP00000029216	ENSELUG00000006081	Esox_lucius
ENSAMXP00005007377	ENSAMXG00005004406	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051455	ENSAMXG00000037063	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009767	ENSPNAG00000015265	Pygocentrus_nattereri
ENSIPUP00000006460	ENSIPUG00000004460	Ictalurus_punctatus
ENSEEEP00000042016	ENSEEEG00000019854	Electrophorus_electricus
ENSDARP00000114616	ENSDARG00000056656	Danio_rerio
ENSSFOP00015032417	ENSSFOG00015020727	Scleropages_formosus
ENSPKIP00000018244	ENSPKIG00000003875	Paramormyrops_kingsleyae
ENSPKIP00000036498	ENSPKIG00000015030	Paramormyrops_kingsleyae
ENSSFOP00015019079	ENSSFOG00015012258	Scleropages_formosus
ENSLOCP00000003282	ENSLOCG00000002791	Lepisosteus_oculatus
ENSECRP00000005170	ENSECRG00000003485	Erpetoichthys_calabaricus
ENSCMIP00000041281	ENSCMIG00000017209	Callorhinchus_milii
ENSCMIP00000009976	ENSCMIG00000005254	Callorhinchus_milii
ENSACAP00000004861	ENSACAG00000004983	Anolis_carolinensis
ENSSMRP00000004081	ENSSMRG00000003339	Salvator_merianae
ENSPMAP00000000425	ENSPMAG00000000383	Petromyzon_marinus
ENSEBUP00000016490	ENSEBUG00000010340	Eptatretus_burgeri
ENSPMAP00000008522	ENSPMAG00000007746	Petromyzon_marinus
ENSEBUP00000004096	ENSEBUG00000002921	Eptatretus_burgeri
