ENSDNVP00000012635	ENSDNVG00000008921	Dromaius_novaehollandiae	ENSDNVT00000015227
ENSNPEP00000009711	ENSNPEG00000007283	Nothoprocta_perdicaria	ENSNPET00000009949
ENSLCOP00000021780	ENSLCOG00000015380	Lepidothrix_coronata	ENSLCOT00000023027
ENSMVIP00005015621	ENSMVIG00005011222	Manacus_vitellinus	ENSMVIT00005017686
ENSLSDP00000022013	ENSLSDG00000015549	Lonchura_striata_domestica
ENSNBRP00000009193	ENSNBRG00000007174	Neolamprologus_brichardi
ENSONIP00000014103	ENSONIG00000011206	Oreochromis_niloticus
ENSACIP00000021207	ENSACIG00000016469	Amphilophus_citrinellus
ENSGWIP00000025130	ENSGWIG00000013294	Gouania_willdenowi
ENSXMAP00000039173	ENSXMAG00000006373	Xiphophorus_maculatus
ENSXCOP00000018085	ENSXCOG00000013633	Xiphophorus_couchianus
ENSGAFP00000022560	ENSGAFG00000015234	Gambusia_affinis
ENSPLAP00000026519	ENSPLAG00000014364	Poecilia_latipinna
ENSPFOP00000015514	ENSPFOG00000015458	Poecilia_formosa
ENSPMEP00000011845	ENSPMEG00000013995	Poecilia_mexicana
ENSPREP00000029211	ENSPREG00000019768	Poecilia_reticulata
ENSCVAP00000008636	ENSCVAG00000010501	Cyprinodon_variegatus
ENSFHEP00000031761	ENSFHEG00000017863	Fundulus_heteroclitus
ENSKMAP00000009809	ENSKMAG00000007376	Kryptolebias_marmoratus
ENSORLP00020016312	ENSORLG00020017356	Oryzias_latipes_ASM223471v1
ENSORLP00000044236	ENSORLG00000028998	Oryzias_latipes_ASM223467v1
ENSORLP00015006723	ENSORLG00015007588	Oryzias_latipes_ASM223469v1
ENSOMEP00000013101	ENSOMEG00000014555	Oryzias_melastigma
ENSAOCP00000003858	ENSAOCG00000007190	Amphiprion_ocellaris
ENSAPEP00000032050	ENSAPEG00000022777	Amphiprion_percula
ENSSPAP00000016071	ENSSPAG00000012119	Stegastes_partitus
ENSAPOP00000027735	ENSAPOG00000012524	Acanthochromis_polyacanthus
ENSPRNP00000010873	ENSPRNG00000006195	Parambassis_ranga
ENSHCOP00000023396	ENSHCOG00000011896	Hippocampus_comes
ENSPMGP00000020913	ENSPMGG00000016956	Periophthalmus_magnuspinnatus
ENSECRP00000019453	ENSECRG00000013016	Erpetoichthys_calabaricus
ENSCMIP00000031375	ENSCMIG00000013465	Callorhinchus_milii
