ENSPCAP00000008942	ENSPCAG00000009624	Procavia_capensis
ENSCGRP00015028275	ENSCGRG00015021389	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024136	ENSCGRG00001022132	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002870	ENSCGRG00000002100	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000023341	ENSMAUG00000020511	Mesocricetus_auratus
ENSMOCP00000024911	ENSMOCG00000021180	Microtus_ochrogaster
ENSPEMP00000026446	ENSPEMG00000022556	Peromyscus_maniculatus_bairdii
ENSPEMP00000032579	ENSPEMG00000027411	Peromyscus_maniculatus_bairdii
ENSNGAP00000017846	ENSNGAG00000018152	Nannospalax_galili
ENSCCNP00000010069	ENSCCNG00000010566	Castor_canadensis
ENSCLAP00000025079	ENSCLAG00000017221	Chinchilla_lanigera
ENSODEP00000019875	ENSODEG00000014672	Octodon_degus
ENSHGLP00000008252	ENSHGLG00000005968	Heterocephalus_glaber_HetGla_female_1.0
ENSOCUP00000020739	ENSOCUG00000022561	Oryctolagus_cuniculus
ENSOPRP00000010526	ENSOPRG00000011543	Ochotona_princeps
ENSMLUP00000002270	ENSMLUG00000002497	Myotis_lucifugus
ENSPVAP00000007518	ENSPVAG00000007967	Pteropus_vampyrus
ENSAMEP00000007101	ENSAMEG00000006747	Ailuropoda_melanoleuca
ENSUMAP00000027549	ENSUMAG00000019995	Ursus_maritimus
ENSNVIP00000028142	ENSNVIG00000021750	Neovison_vison
ENSMPUP00000016180	ENSMPUG00000016283	Mustela_putorius_furo
ENSHGLP00100000644	ENSHGLG00100000542	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018006	ENSFDAG00000010162	Fukomys_damarensis
ENSCAPP00000017872	ENSCAPG00000017431	Cavia_aperea
ENSJJAP00000018826	ENSJJAG00000019977	Jaculus_jaculus
ENSSDAP00000027059	ENSSDAG00000024522	Spermophilus_dauricus
ENSSDAP00000025139	ENSSDAG00000022864	Spermophilus_dauricus
ENSSDAP00000008497	ENSSDAG00000007751	Spermophilus_dauricus
ENSMMMP00000002560	ENSMMMG00000002358	Marmota_marmota_marmota
ENSDNOP00000032961	ENSDNOG00000032708	Dasypus_novemcinctus
ENSVURP00010009028	ENSVURG00010006983	Vombatus_ursinus	ENSVURT00010010238
ENSPCIP00000024573	ENSPCIG00000018520	Phascolarctos_cinereus	ENSPCIT00000030278
ENSMEUP00000000668	ENSMEUG00000000726	Notamacropus_eugenii	ENSMEUT00000000723
ENSSHAP00000005192	ENSSHAG00000004543	Sarcophilus_harrisii	ENSSHAT00000005244
ENSPVIP00000014592	ENSPVIG00000011276	Pogona_vitticeps
ENSACAP00000015962	ENSACAG00000016231	Anolis_carolinensis
ENSNSUP00000010399	ENSNSUG00000007888	Notechis_scutatus
ENSSMRP00000011851	ENSSMRG00000009306	Salvator_merianae
ENSSPUP00000012665	ENSSPUG00000009745	Sphenodon_punctatus
ENSCABP00000027513	ENSCABG00000020222	Chelonoidis_abingdonii
ENSGAGP00000018124	ENSGAGG00000013426	Gopherus_agassizii
ENSCPBP00000036362	ENSCPBG00000025266	Chrysemys_picta_bellii
ENSPSIP00000016975	ENSPSIG00000015050	Pelodiscus_sinensis
ENSGALP00000022903	ENSGALG00000014189	Gallus_gallus
ENSCJPP00005019706	ENSCJPG00005015944	Coturnix_japonica
ENSNMEP00000017760	ENSNMEG00000015477	Numida_meleagris
ENSAPLP00000001931	ENSAPLG00000002493	Anas_platyrhynchos_platyrhynchos
ENSABRP00000025403	ENSABRG00000021317	Anser_brachyrhynchus
ENSCPGP00000006259	ENSCPGG00000004491	Calidris_pygmaea
ENSCPUP00000010403	ENSCPUG00000007378	Calidris_pugnax
ENSARWP00000013530	ENSARWG00000009367	Apteryx_rowi
ENSAHAP00000017273	ENSAHAG00000012310	Apteryx_haastii
ENSNPEP00000008304	ENSNPEG00000006239	Nothoprocta_perdicaria
ENSJHYP00000012497	ENSJHYG00000009736	Junco_hyemalis
ENSFALP00000006936	ENSFALG00000006642	Ficedula_albicollis
ENSLSDP00000006202	ENSLSDG00000004739	Lonchura_striata_domestica
ENSPMJP00000012529	ENSPMJG00000009635	Parus_major
ENSLCOP00000014862	ENSLCOG00000010643	Lepidothrix_coronata
ENSTGUP00000012366	ENSTGUG00000012001	Taeniopygia_guttata
ENSSCAP00000011062	ENSSCAG00000008339	Serinus_canaria
ENSZALP00000005278	ENSZALG00000004745	Zonotrichia_albicollis
ENSCCEP00000005148	ENSCCEG00000005280	Cyanistes_caeruleus
ENSMVIP00005028562	ENSMVIG00005019872	Manacus_vitellinus
ENSDNVP00000001730	ENSDNVG00000001261	Dromaius_novaehollandiae
ENSAOWP00000013811	ENSAOWG00000009422	Apteryx_owenii
ENSMGAP00000014572	ENSMGAG00000013789	Meleagris_gallopavo
ENSMUNP00000007590	ENSMUNG00000006080	Melopsittacus_undulatus
ENSCPRP00005004026	ENSCPRG00005002956	Crocodylus_porosus
ENSXETP00000027101	ENSXETG00000009372	Xenopus_tropicalis
ENSPTRP00000091407	ENSPTRG00000050439	Pan_troglodytes
ENSPPRP00000021950	ENSPPRG00000012607	Panthera_pardus
ENSMODP00000045515	ENSMODG00000006239	Monodelphis_domestica
ENSOANP00000015291	ENSOANG00000009629	Ornithorhynchus_anatinus
ENSGAFP00000029786	ENSGAFG00000020081	Gambusia_affinis
ENSXMAP00000038051	ENSXMAG00000021995	Xiphophorus_maculatus
ENSPMEP00000005832	ENSPMEG00000007245	Poecilia_mexicana
ENSPMEP00000024756	ENSPMEG00000007235	Poecilia_mexicana
ENSPLAP00000011663	ENSPLAG00000014813	Poecilia_latipinna
ENSKMAP00000014008	ENSKMAG00000010518	Kryptolebias_marmoratus
ENSAPOP00000024919	ENSAPOG00000007661	Acanthochromis_polyacanthus
ENSAMXP00005027052	ENSAMXG00005013586	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSORLP00015033234	ENSORLG00015018499	Oryzias_latipes_ASM223469v1
ENSORLP00020033849	ENSORLG00020020062	Oryzias_latipes_ASM223471v1
ENSORLP00000016179	ENSORLG00000012911	Oryzias_latipes_ASM223467v1
ENSOMEP00000013374	ENSOMEG00000014830	Oryzias_melastigma
ENSPMGP00000004476	ENSPMGG00000003786	Periophthalmus_magnuspinnatus
ENSDCDP00000033899	ENSDCDG00000023007	Denticeps_clupeoides
ENSDCDP00000054083	ENSDCDG00000032298	Denticeps_clupeoides
ENSHHUP00000056195	ENSHHUG00000033522	Hucho_hucho
ENSHHUP00000038113	ENSHHUG00000023816	Hucho_hucho
ENSELUP00000020229	ENSELUG00000019477	Esox_lucius
ENSGWIP00000038894	ENSGWIG00000019821	Gouania_willdenowi
ENSHCOP00000010496	ENSHCOG00000013124	Hippocampus_comes
ENSTNIP00000010053	ENSTNIG00000007250	Tetraodon_nigroviridis
ENSTRUP00000024109	ENSTRUG00000009595	Takifugu_rubripes
ENSSMAP00000026029	ENSSMAG00000015919	Scophthalmus_maximus
ENSLBEP00000037604	ENSLBEG00000028062	Labrus_bergylta
ENSGACP00000025536	ENSGACG00000019321	Gasterosteus_aculeatus
ENSAPEP00000033257	ENSAPEG00000023612	Amphiprion_percula
ENSAOCP00000026046	ENSAOCG00000014071	Amphiprion_ocellaris
ENSSPAP00000004304	ENSSPAG00000003326	Stegastes_partitus
ENSSDUP00000027208	ENSSDUG00000019697	Seriola_dumerili
ENSSLDP00000016798	ENSSLDG00000013290	Seriola_lalandi_dorsalis
ENSBSLP00000038766	ENSBSLG00000018795	Betta_splendens
ENSPFOP00000015019	ENSPFOG00000014945	Poecilia_formosa
ENSPREP00000026417	ENSPREG00000017855	Poecilia_reticulata
ENSPLAP00000027906	ENSPLAG00000016879	Poecilia_latipinna
ENSPMEP00000019368	ENSPMEG00000022391	Poecilia_mexicana
ENSGAFP00000029783	ENSGAFG00000020044	Gambusia_affinis
ENSXCOP00000003885	ENSXCOG00000003053	Xiphophorus_couchianus
ENSXMAP00000033015	ENSXMAG00000021509	Xiphophorus_maculatus
ENSFHEP00000027113	ENSFHEG00000010403	Fundulus_heteroclitus
ENSCVAP00000018056	ENSCVAG00000021267	Cyprinodon_variegatus
ENSCSEP00000004972	ENSCSEG00000003217	Cynoglossus_semilaevis
ENSMMOP00000003429	ENSMMOG00000002748	Mola_mola
ENSCGOP00000055885	ENSCGOG00000024329	Cottoperca_gobio
ENSLCRP00005052567	ENSLCRG00005019741	Larimichthys_crocea
ENSACLP00000021360	ENSACLG00000014519	Astatotilapia_calliptera
ENSMZEP00005010482	ENSMZEG00005007898	Maylandia_zebra
ENSPNYP00000027162	ENSPNYG00000020477	Pundamilia_nyererei
ENSHBUP00000026465	ENSHBUG00000009160	Haplochromis_burtoni
ENSNBRP00000024957	ENSNBRG00000019081	Neolamprologus_brichardi
ENSONIP00000015111	ENSONIG00000012004	Oreochromis_niloticus
ENSACIP00000007410	ENSACIG00000005805	Amphilophus_citrinellus
ENSPRNP00000041928	ENSPRNG00000020542	Parambassis_ranga
ENSMALP00000020859	ENSMALG00000014587	Monopterus_albus
ENSMAMP00000034724	ENSMAMG00000023316	Mastacembelus_armatus
ENSATEP00000034246	ENSATEG00000023533	Anabas_testudineus
ENSLCAP00010040957	ENSLCAG00010019198	Lates_calcarifer
ENSAMXP00000027610	ENSAMXG00000033039	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005027027	ENSAMXG00005013568	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004543	ENSPNAG00000011000	Pygocentrus_nattereri
ENSIPUP00000031432	ENSIPUG00000021137	Ictalurus_punctatus
ENSEEEP00000010267	ENSEEEG00000005197	Electrophorus_electricus
ENSDARP00000132405	ENSDARG00000101967	Danio_rerio
ENSCHAP00000008508	ENSCHAG00000005136	Clupea_harengus
ENSGMOP00000019119	ENSGMOG00000017779	Gadus_morhua
ENSSFOP00015035413	ENSSFOG00015022556	Scleropages_formosus
ENSPKIP00000040788	ENSPKIG00000017612	Paramormyrops_kingsleyae
ENSLOCP00000018562	ENSLOCG00000015081	Lepisosteus_oculatus
ENSECRP00000001412	ENSECRG00000000990	Erpetoichthys_calabaricus
ENSLACP00000019587	ENSLACG00000017225	Latimeria_chalumnae
ENSKMAP00000015963	ENSKMAG00000011916	Kryptolebias_marmoratus
ENSCMIP00000031937	ENSCMIG00000013662	Callorhinchus_milii
ENSPMAP00000010884	ENSPMAG00000009903	Petromyzon_marinus
ENSEBUP00000003424	ENSEBUG00000002494	Eptatretus_burgeri
ENSEBUP00000026479	ENSEBUG00000016303	Eptatretus_burgeri
ENSPMAP00000004271	ENSPMAG00000003906	Petromyzon_marinus
