ENSEBUP00000025799	ENSEBUG00000015886	Eptatretus_burgeri
ENSTRUP00000050102	ENSTRUG00000023164	Takifugu_rubripes
ENSHBUP00000027233	ENSHBUG00000010304	Haplochromis_burtoni
ENSPNYP00000012110	ENSPNYG00000009172	Pundamilia_nyererei
ENSMZEP00005024634	ENSMZEG00005018407	Maylandia_zebra
ENSACIP00000025033	ENSACIG00000019049	Amphilophus_citrinellus
ENSORLP00015028379	ENSORLG00015010986	Oryzias_latipes_ASM223469v1
ENSMALP00000017149	ENSMALG00000012003	Monopterus_albus
ENSMAMP00000013267	ENSMAMG00000008995	Mastacembelus_armatus
ENSSMAP00000028645	ENSSMAG00000017528	Scophthalmus_maximus
ENSBSLP00000035907	ENSBSLG00000017531	Betta_splendens
ENSOMEP00000005042	ENSOMEG00000006036	Oryzias_melastigma
ENSGMOP00000005161	ENSGMOG00000004888	Gadus_morhua
ENSPNAP00000008271	ENSPNAG00000013863	Pygocentrus_nattereri
ENSEEEP00000005057	ENSEEEG00000002621	Electrophorus_electricus
ENSLACP00000014451	ENSLACG00000012717	Latimeria_chalumnae
ENSCMIP00000049197	ENSCMIG00000020055	Callorhinchus_milii
ENSATEP00000011570	ENSATEG00000008052	Anabas_testudineus
ENSFHEP00000034988	ENSFHEG00000022985	Fundulus_heteroclitus
ENSMMOP00000010302	ENSMMOG00000007951	Mola_mola
ENSPMGP00000017602	ENSPMGG00000014406	Periophthalmus_magnuspinnatus
ENSSFOP00015032593	ENSSFOG00015020836	Scleropages_formosus
ENSPKIP00000038830	ENSPKIG00000016450	Paramormyrops_kingsleyae
ENSSMAP00000015026	ENSSMAG00000009201	Scophthalmus_maximus
ENSCSEP00000029246	ENSCSEG00000018732	Cynoglossus_semilaevis
ENSHCOP00000015793	ENSHCOG00000019468	Hippocampus_comes
ENSLBEP00000027748	ENSLBEG00000021040	Labrus_bergylta
ENSAPEP00000016926	ENSAPEG00000012105	Amphiprion_percula
ENSGWIP00000049542	ENSGWIG00000024167	Gouania_willdenowi
ENSMZEP00005012463	ENSMZEG00005009365	Maylandia_zebra
ENSACLP00000020123	ENSACLG00000013668	Astatotilapia_calliptera
ENSPNYP00000013705	ENSPNYG00000010377	Pundamilia_nyererei
ENSNBRP00000004871	ENSNBRG00000003873	Neolamprologus_brichardi
ENSPFOP00000012635	ENSPFOG00000012594	Poecilia_formosa
ENSPLAP00000028882	ENSPLAG00000018655	Poecilia_latipinna
ENSPMEP00000001174	ENSPMEG00000002054	Poecilia_mexicana
ENSPREP00000005197	ENSPREG00000003616	Poecilia_reticulata
ENSGAFP00000028551	ENSGAFG00000019305	Gambusia_affinis
ENSXMAP00000037874	ENSXMAG00000022299	Xiphophorus_maculatus
ENSFHEP00000013425	ENSFHEG00000014924	Fundulus_heteroclitus
ENSKMAP00000009071	ENSKMAG00000006810	Kryptolebias_marmoratus
ENSLCAP00010025098	ENSLCAG00010011691	Lates_calcarifer
ENSMAMP00000001999	ENSMAMG00000001408	Mastacembelus_armatus
ENSCHAP00000055392	ENSCHAG00000025082	Clupea_harengus
ENSSDUP00000006369	ENSSDUG00000004698	Seriola_dumerili
ENSGACP00000001014	ENSGACG00000000789	Gasterosteus_aculeatus
ENSONIP00000002577	ENSONIG00000002065	Oreochromis_niloticus
ENSGMOP00000007789	ENSGMOG00000007293	Gadus_morhua
ENSPNAP00000007114	ENSPNAG00000013004	Pygocentrus_nattereri
ENSAOCP00000020101	ENSAOCG00000003965	Amphiprion_ocellaris
ENSATEP00000003552	ENSATEG00000002479	Anabas_testudineus
ENSSLDP00000015410	ENSSLDG00000012251	Seriola_lalandi_dorsalis
ENSAMXP00005029814	ENSAMXG00005014636	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000055809	ENSDARG00000058044	Danio_rerio
ENSIPUP00000026418	ENSIPUG00000017890	Ictalurus_punctatus
ENSHBUP00000012677	ENSHBUG00000000418	Haplochromis_burtoni
ENSNBRP00000031909	ENSNBRG00000024241	Neolamprologus_brichardi
ENSCVAP00000030627	ENSCVAG00000019300	Cyprinodon_variegatus
ENSSPAP00000030195	ENSSPAG00000022676	Stegastes_partitus
ENSLCRP00005021237	ENSLCRG00005008626	Larimichthys_crocea
ENSDCDP00000011416	ENSDCDG00000005609	Denticeps_clupeoides
ENSCGOP00000037752	ENSCGOG00000017264	Cottoperca_gobio
ENSTRUP00000001602	ENSTRUG00000004287	Takifugu_rubripes
ENSACIP00000018766	ENSACIG00000014625	Amphilophus_citrinellus
ENSBSLP00000002355	ENSBSLG00000001337	Betta_splendens
ENSAPOP00000027897	ENSAPOG00000012767	Acanthochromis_polyacanthus
ENSPRNP00000041433	ENSPRNG00000020193	Parambassis_ranga
ENSMMOP00000027123	ENSMMOG00000020522	Mola_mola
ENSHHUP00000075787	ENSHHUG00000044358	Hucho_hucho
ENSELUP00000025108	ENSELUG00000023815	Esox_lucius
ENSEEEP00000042430	ENSEEEG00000020028	Electrophorus_electricus
ENSCHAP00000027086	ENSCHAG00000013009	Clupea_harengus
ENSAMXP00000003622	ENSAMXG00000003547	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHHUP00000037148	ENSHHUG00000023214	Hucho_hucho
ENSELUP00000012133	ENSELUG00000012428	Esox_lucius
ENSPKIP00000018284	ENSPKIG00000003902	Paramormyrops_kingsleyae
ENSLOCP00000001971	ENSLOCG00000001709	Lepisosteus_oculatus
ENSECRP00000000704	ENSECRG00000000437	Erpetoichthys_calabaricus
ENSMUSP00000025804	ENSMUSG00000024870	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0047571	MGP_CAROLIEiJ_G0022536	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000004717	ENSMSIG00000004315	Mus_spicilegus
ENSMUGP00000005286	ENSMUGG00000004867	Meriones_unguiculatus
ENSCGRP00000021436	ENSCGRG00000015564	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000030067	ENSPEMG00000030062	Peromyscus_maniculatus_bairdii
ENSMOCP00000015496	ENSMOCG00000014673	Microtus_ochrogaster
MGP_PahariEiJ_P0020584	MGP_PahariEiJ_G0014033	Mus_pahari_strain_PAHARI_EIJ
MGP_SPRETEiJ_P0049534	MGP_SPRETEiJ_G0023450	Mus_spretus_strain_SPRET/EiJ
ENSRNOP00000067788	ENSRNOG00000050510	Rattus_norvegicus
ENSCGRP00001013943	ENSCGRG00001014956	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022073	ENSCGRG00015016817	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000014662	ENSNGAG00000015910	Nannospalax_galili
ENSJJAP00000013957	ENSJJAG00000016545	Jaculus_jaculus
ENSCCNP00000025061	ENSCCNG00000024484	Castor_canadensis
ENSPCIP00000010330	ENSPCIG00000008407	Phascolarctos_cinereus
ENSVURP00010001168	ENSVURG00010001001	Vombatus_ursinus
ENSMEUP00000000022	ENSMEUG00000000023	Notamacropus_eugenii
ENSMODP00000010405	ENSMODG00000008371	Monodelphis_domestica
ENSSHAP00000012108	ENSSHAG00000010376	Sarcophilus_harrisii
ENSPTRP00000006748	ENSPTRG00000003915	Pan_troglodytes
ENSPPAP00000037399	ENSPPAG00000041445	Pan_paniscus
ENSP00000310226	ENSG00000174903	Homo_sapiens
ENSNLEP00000007343	ENSNLEG00000006058	Nomascus_leucogenys
ENSRBIP00000023015	ENSRBIG00000035442	Rhinopithecus_bieti
ENSRROP00000011327	ENSRROG00000030008	Rhinopithecus_roxellana
ENSCANP00000037269	ENSCANG00000042299	Colobus_angolensis_palliatus
ENSMNEP00000016657	ENSMNEG00000032334	Macaca_nemestrina
ENSANAP00000009199	ENSANAG00000022585	Aotus_nancymaae
ENSOGAP00000018004	ENSOGAG00000028013	Otolemur_garnettii
ENSCLAP00000022987	ENSCLAG00000015776	Chinchilla_lanigera
ENSODEP00000024386	ENSODEG00000017847	Octodon_degus
ENSHGLP00100008457	ENSHGLG00100006292	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010010954	ENSUPAG00010008854	Urocitellus_parryii
ENSUAMP00000027245	ENSUAMG00000021114	Ursus_americanus
ENSAMEP00000018106	ENSAMEG00000017135	Ailuropoda_melanoleuca
ENSNVIP00000018961	ENSNVIG00000014843	Neovison_vison
ENSPPRP00000018690	ENSPPRG00000010280	Panthera_pardus
ENSFCAP00000034690	ENSFCAG00000036658	Felis_catus
ENSEEUP00000012274	ENSEEUG00000013465	Erinaceus_europaeus
ENSECAP00000006729	ENSECAG00000041646	Equus_caballus
ENSTGEP00000035975	ENSTGEG00000028641	Theropithecus_gelada
ENSCCNP00000001967	ENSCCNG00000002182	Castor_canadensis
ENSCAFP00020002588	ENSCAFG00020002185	Canis_lupus_dingo
ENSCAFP00000035339	ENSCAFG00000025419	Canis_lupus_familiaris
ENSVVUP00000027535	ENSVVUG00000020232	Vulpes_vulpes
ENSMLUP00000017414	ENSMLUG00000023020	Myotis_lucifugus
ENSPPAP00000033703	ENSPPAG00000039725	Pan_paniscus
ENSPTRP00000074746	ENSPTRG00000040824	Pan_troglodytes
ENSGGOP00000041396	ENSGGOG00000023637	Gorilla_gorilla
ENSPPYP00000003507	ENSPPYG00000003031	Pongo_abelii
ENSMMUP00000054944	ENSMMUG00000046183	Macaca_mulatta
ENSSBOP00000034778	ENSSBOG00000033554	Saimiri_boliviensis_boliviensis
ENSCCAP00000007605	ENSCCAG00000021540	Cebus_capucinus_imitator
ENSCJAP00000067336	ENSCJAG00000047933	Callithrix_jacchus
ENSPCOP00000026853	ENSPCOG00000025845	Propithecus_coquereli
ENSMICP00000039632	ENSMICG00000029171	Microcebus_murinus
ENSHGLP00000012686	ENSHGLG00000009071	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018575	ENSFDAG00000009722	Fukomys_damarensis
ENSODEP00000009240	ENSODEG00000006914	Octodon_degus
ENSBIXP00005013513	ENSBIXG00005002866	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000003568	ENSBIXG00000009983	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000000596	ENSBMUG00000000533	Bos_mutus
ENSBBBP00000016966	ENSBBBG00000025328	Bison_bison_bison
ENSCHIP00000014555	ENSCHIG00000015549	Capra_hircus
ENSTTRP00000013656	ENSTTRG00000014408	Tursiops_truncatus
ENSEASP00005006680	ENSEASG00005004933	Equus_asinus_asinus
ENSPVAP00000016015	ENSPVAG00000016978	Pteropus_vampyrus
ENSSDAP00000013949	ENSSDAG00000011874	Spermophilus_dauricus
ENSMMMP00000024619	ENSMMMG00000021553	Marmota_marmota_marmota
ENSDORP00000002357	ENSDORG00000002511	Dipodomys_ordii
ENSPSMP00000037746	ENSPSMG00000025915	Prolemur_simus
ENSCJAP00000061197	ENSCJAG00000001599	Callithrix_jacchus
ENSTSYP00000026743	ENSTSYG00000025638	Carlito_syrichta
ENSCAPP00000015356	ENSCAPG00000015495	Cavia_aperea
ENSPTIP00000010147	ENSPTIG00000011013	Panthera_tigris_altaica
ENSVVUP00000037826	ENSVVUG00000027023	Vulpes_vulpes
ENSBTAP00000059643	ENSBTAG00000046485	Bos_taurus
ENSOARP00000003758	ENSOARG00000003523	Ovis_aries
ENSSTOP00000009913	ENSSTOG00000011052	Ictidomys_tridecemlineatus
ENSFDAP00000017978	ENSFDAG00000010180	Fukomys_damarensis
ENSPANP00000024842	ENSPANG00000033073	Papio_anubis
ENSMFAP00000002423	ENSMFAG00000040560	Macaca_fascicularis
ENSMLEP00000033370	ENSMLEG00000040858	Mandrillus_leucophaeus
ENSCSAP00000004405	ENSCSAG00000008145	Chlorocebus_sabaeus
ENSGGOP00000009526	ENSGGOG00000009755	Gorilla_gorilla
ENSCAFP00020019357	ENSCAFG00020015406	Canis_lupus_dingo
ENSMMUP00000065764	ENSMMUG00000031202	Macaca_mulatta
ENSMPUP00000011213	ENSMPUG00000011305	Mustela_putorius_furo
ENSUMAP00000015197	ENSUMAG00000011180	Ursus_maritimus
ENSCPOP00000027808	ENSCPOG00000014868	Cavia_porcellus
ENSPTEP00000035101	ENSPTEG00000033185	Piliocolobus_tephrosceles
ENSLAFP00000016816	ENSLAFG00000021408	Loxodonta_africana
ENSPCAP00000014530	ENSPCAG00000015578	Procavia_capensis
ENSMFAP00000044945	ENSMFAG00000000219	Macaca_fascicularis
ENSCABP00000023407	ENSCABG00000017258	Chelonoidis_abingdonii
ENSGAGP00000033655	ENSGAGG00000023956	Gopherus_agassizii
ENSCPBP00000031966	ENSCPBG00000022446	Chrysemys_picta_bellii
ENSPVIP00000026704	ENSPVIG00000019903	Pogona_vitticeps
ENSSMRP00000014410	ENSSMRG00000011227	Salvator_merianae
ENSSPUP00000010268	ENSSPUG00000007945	Sphenodon_punctatus
ENSHHUP00000011010	ENSHHUG00000006731	Hucho_hucho
ENSHCOP00000007884	ENSHCOG00000010023	Hippocampus_comes
ENSAMXP00005020148	ENSAMXG00005010396	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSOANP00000024942	ENSOANG00000015820	Ornithorhynchus_anatinus
ENSCJAP00000069205	ENSCJAG00000054360	Callithrix_jacchus
ENSOPRP00000015300	ENSOPRG00000016758	Ochotona_princeps
ENSMAUP00000009601	ENSMAUG00000010713	Mesocricetus_auratus
ENSCATP00000000509	ENSCATG00000002342	Cercocebus_atys
ENSCAFP00000048766	ENSCAFG00000012855	Canis_lupus_familiaris
ENSOANP00000032043	ENSOANG00000030973	Ornithorhynchus_anatinus
ENSHHUP00000007367	ENSHHUG00000004362	Hucho_hucho
ENSMALP00000030614	ENSMALG00000021144	Monopterus_albus
ENSXETP00000008368	ENSXETG00000007095	Xenopus_tropicalis
ENSLBEP00000037217	ENSLBEG00000027781	Labrus_bergylta
ENSGACP00000005107	ENSGACG00000003864	Gasterosteus_aculeatus
ENSHCOP00000017382	ENSHCOG00000001137	Hippocampus_comes
ENSORLP00020003205	ENSORLG00020000892	Oryzias_latipes_ASM223471v1
ENSORLP00000029236	ENSORLG00000028104	Oryzias_latipes_ASM223467v1
ENSCVAP00000032509	ENSCVAG00000022585	Cyprinodon_variegatus
ENSGWIP00000015423	ENSGWIG00000008445	Gouania_willdenowi
ENSLCAP00010027433	ENSLCAG00010012896	Lates_calcarifer
ENSACLP00000011142	ENSACLG00000007644	Astatotilapia_calliptera
ENSPREP00000030015	ENSPREG00000020321	Poecilia_reticulata
ENSPLAP00000022190	ENSPLAG00000006520	Poecilia_latipinna
ENSXMAP00000005770	ENSXMAG00000005757	Xiphophorus_maculatus
ENSXCOP00000018379	ENSXCOG00000013842	Xiphophorus_couchianus
ENSAPEP00000001850	ENSAPEG00000001358	Amphiprion_percula
ENSAOCP00000003145	ENSAOCG00000006385	Amphiprion_ocellaris
ENSAPOP00000024948	ENSAPOG00000007746	Acanthochromis_polyacanthus
ENSSPAP00000020632	ENSSPAG00000015564	Stegastes_partitus
ENSPMEP00000002047	ENSPMEG00000003046	Poecilia_mexicana
ENSPFOP00000001756	ENSPFOG00000001829	Poecilia_formosa
ENSGAFP00000001883	ENSGAFG00000001289	Gambusia_affinis
ENSKMAP00000023400	ENSKMAG00000017357	Kryptolebias_marmoratus
ENSPRNP00000024339	ENSPRNG00000012274	Parambassis_ranga
ENSPMGP00000018884	ENSPMGG00000015372	Periophthalmus_magnuspinnatus
ENSSLDP00000024302	ENSSLDG00000018942	Seriola_lalandi_dorsalis
ENSSDUP00000023222	ENSSDUG00000016888	Seriola_dumerili
ENSTNIP00000007157	ENSTNIG00000004511	Tetraodon_nigroviridis
ENSXCOP00000014217	ENSXCOG00000010770	Xiphophorus_couchianus
ENSUPAP00010027028	ENSUPAG00010021372	Urocitellus_parryii
ENSSDAP00000014332	ENSSDAG00000012910	Spermophilus_dauricus
ENSCGRP00000006723	ENSCGRG00000004911	Cricetulus_griseus_CriGri_1.0
ENSCSAP00000010892	ENSCSAG00000014775	Chlorocebus_sabaeus
ENSMMMP00000021994	ENSMMMG00000019350	Marmota_marmota_marmota
ENSECAP00000026125	ENSECAG00000009926	Equus_caballus
ENSNVIP00000003933	ENSNVIG00000003092	Neovison_vison
ENSMEUP00000000550	ENSMEUG00000000603	Notamacropus_eugenii
ENSPVIP00000020634	ENSPVIG00000015737	Pogona_vitticeps
ENSNBRP00000013069	ENSNBRG00000010067	Neolamprologus_brichardi
ENSSHAP00000004172	ENSSHAG00000003677	Sarcophilus_harrisii
ENSMODP00000050247	ENSMODG00000022797	Monodelphis_domestica
ENSSMRP00000019716	ENSSMRG00000015382	Salvator_merianae
ENSTBEP00000003989	ENSTBEG00000004630	Tupaia_belangeri
ENSMMMP00000001475	ENSMMMG00000001359	Marmota_marmota_marmota
ENSTGEP00000008563	ENSTGEG00000007015	Theropithecus_gelada
ENSPPRP00000018892	ENSPPRG00000010409	Panthera_pardus
ENSNSUP00000000835	ENSNSUG00000000806	Notechis_scutatus
ENSPSIP00000003328	ENSPSIG00000003189	Pelodiscus_sinensis
ENSEEEP00000009825	ENSEEEG00000004849	Electrophorus_electricus
ENSSLDP00000006893	ENSSLDG00000005488	Seriola_lalandi_dorsalis
ENSRBIP00000026750	ENSRBIG00000037235	Rhinopithecus_bieti
ENSCSAVP00000015577	ENSCSAVG00000009147	Ciona_savignyi
ENSCINP00000030419	ENSCING00000023081	Ciona_intestinalis
