ENSMICP00000005831	ENSMICG00000006392	Microcebus_murinus
ENSUMAP00000014637	ENSUMAG00000010764	Ursus_maritimus	ENSUMAT00000017353
ENSUAMP00000004213	ENSUAMG00000003867	Ursus_americanus	ENSUAMT00000004803
ENSAMEP00000020831	ENSAMEG00000019776	Ailuropoda_melanoleuca	ENSAMET00000021600
ENSMPUP00000018624	ENSMPUG00000018744	Mustela_putorius_furo
ENSNVIP00000001382	ENSNVIG00000001107	Neovison_vison
ENSCAFP00000028020	ENSCAFG00000018988	Canis_lupus_familiaris
ENSCAFP00020031413	ENSCAFG00020024507	Canis_lupus_dingo
ENSPTIP00000000448	ENSPTIG00000001144	Panthera_tigris_altaica
ENSPPRP00000021038	ENSPPRG00000011946	Panthera_pardus
ENSEASP00005023473	ENSEASG00005015973	Equus_asinus_asinus
ENSECAP00000015518	ENSECAG00000018006	Equus_caballus
ENSOARP00000011518	ENSOARG00000010738	Ovis_aries
ENSCHIP00000013302	ENSCHIG00000014787	Capra_hircus
ENSBTAP00000024378	ENSBTAG00000018323	Bos_taurus
ENSBIXP00005022961	ENSBIXG00005025744	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000031605	ENSBMUG00000023576	Bos_mutus
ENSTTRP00000015196	ENSTTRG00000016034	Tursiops_truncatus
ENSSSCP00000040457	ENSSSCG00000012709	Sus_scrofa_strain_reference
ENSMLUP00000005134	ENSMLUG00000005622	Myotis_lucifugus
ENSMLUP00000001307	ENSMLUG00000001430	Myotis_lucifugus
ENSMLUP00000021495	ENSMLUG00000029760	Myotis_lucifugus
ENSMLUP00000020901	ENSMLUG00000027139	Myotis_lucifugus
ENSMLUP00000016743	ENSMLUG00000028299	Myotis_lucifugus
ENSPVAP00000001354	ENSPVAG00000001438	Pteropus_vampyrus
ENSPVAP00000004548	ENSPVAG00000004805	Pteropus_vampyrus
ENSBTAP00000054708	ENSBTAG00000019009	Bos_taurus
ENSBTAP00000070097	ENSBTAG00000051652	Bos_taurus
ENSBMUP00000014651	ENSBMUG00000011124	Bos_mutus
ENSBIXP00005043397	ENSBIXG00005027055	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000000497	ENSOARG00000000494	Ovis_aries
ENSOARP00000010097	ENSOARG00000009410	Ovis_aries
ENSOARP00000007947	ENSOARG00000007410	Ovis_aries
ENSSSCP00000023252	ENSSSCG00000022384	Sus_scrofa_strain_reference
ENSECAP00000052744	ENSECAG00000006623	Equus_caballus
ENSEASP00005033595	ENSEASG00005023014	Equus_asinus_asinus
ENSVPAP00000006899	ENSVPAG00000007417	Vicugna_pacos
ENSEEUP00000006478	ENSEEUG00000007114	Erinaceus_europaeus
ENSMMMP00000013972	ENSMMMG00000012453	Marmota_marmota_marmota
ENSCCNP00000029667	ENSCCNG00000028420	Castor_canadensis
ENSOCUP00000018352	ENSOCUG00000007734	Oryctolagus_cuniculus
ENSLAFP00000012068	ENSLAFG00000014412	Loxodonta_africana
ENSPCAP00000007676	ENSPCAG00000008252	Procavia_capensis
ENSLAFP00000017494	ENSLAFG00000021898	Loxodonta_africana
ENSPCAP00000009238	ENSPCAG00000009953	Procavia_capensis
ENSETEP00000016069	ENSETEG00000019781	Echinops_telfairi
ENSDNOP00000029481	ENSDNOG00000049250	Dasypus_novemcinctus
ENSDNOP00000034476	ENSDNOG00000039524	Dasypus_novemcinctus
ENSDNOP00000019293	ENSDNOG00000035810	Dasypus_novemcinctus
