ENSMUNP00000017341	ENSMUNG00000013324	Melopsittacus_undulatus
ENSMUSP00000128464	ENSMUSG00000034751	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0037013	MGP_SPRETEiJ_G0019733	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035337	MGP_CAROLIEiJ_G0018854	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026999	MGP_PahariEiJ_G0015926	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000057748	ENSRNOG00000010720	Rattus_norvegicus
ENSRNOP00000063928	ENSRNOG00000027002	Rattus_norvegicus
ENSMUGP00000012858	ENSMUGG00000010596	Meriones_unguiculatus
ENSCGRP00000001490	ENSCGRG00000001139	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027554	ENSCGRG00001024512	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007536	ENSCGRG00015005284	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000016069	ENSMAUG00000015320	Mesocricetus_auratus
ENSMOCP00000022800	ENSMOCG00000019711	Microtus_ochrogaster
ENSPEMP00000030654	ENSPEMG00000023435	Peromyscus_maniculatus_bairdii
ENSNGAP00000015854	ENSNGAG00000016751	Nannospalax_galili
ENSJJAP00000006868	ENSJJAG00000011406	Jaculus_jaculus
ENSOCUP00000040840	ENSOCUG00000015705	Oryctolagus_cuniculus
ENSOPRP00000000776	ENSOPRG00000000832	Ochotona_princeps
ENSTSYP00000025918	ENSTSYG00000029023	Carlito_syrichta
ENSSARP00000003307	ENSSARG00000003637	Sorex_araneus
ENSPVAP00000004825	ENSPVAG00000005092	Pteropus_vampyrus
ENSMLUP00000014476	ENSMLUG00000015877	Myotis_lucifugus
ENSEASP00005009552	ENSEASG00005006811	Equus_asinus_asinus
ENSECAP00000030748	ENSECAG00000017672	Equus_caballus
ENSTTRP00000009574	ENSTTRG00000010091	Tursiops_truncatus
ENSSSCP00000040924	ENSSSCG00000016956	Sus_scrofa_strain_reference
ENSVPAP00000004700	ENSVPAG00000005065	Vicugna_pacos
ENSBIXP00000004729	ENSBIXG00000011044	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00000032275	ENSBIXG00000014805	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010508	ENSBIXG00005002227	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000036658	ENSBTAG00000025964	Bos_taurus
ENSBMUP00000012544	ENSBMUG00000009551	Bos_mutus
ENSBBBP00000019651	ENSBBBG00000002690	Bison_bison_bison
ENSOARP00000006372	ENSOARG00000005937	Ovis_aries
ENSCHIP00000015980	ENSCHIG00000016352	Capra_hircus
ENSUMAP00000010828	ENSUMAG00000008091	Ursus_maritimus
ENSUAMP00000026484	ENSUAMG00000020387	Ursus_americanus
ENSAMEP00000003180	ENSAMEG00000002975	Ailuropoda_melanoleuca
ENSMPUP00000014619	ENSMPUG00000014728	Mustela_putorius_furo
ENSNVIP00000007762	ENSNVIG00000006170	Neovison_vison
ENSCAFP00000011253	ENSCAFG00000007586	Canis_lupus_familiaris
ENSCAFP00020024715	ENSCAFG00020019435	Canis_lupus_dingo
ENSVVUP00000008228	ENSVVUG00000005987	Vulpes_vulpes
ENSNVIP00000007818	ENSNVIG00000006199	Neovison_vison
ENSCAFP00000054742	ENSCAFG00000042414	Canis_lupus_familiaris
ENSPTIP00000001000	ENSPTIG00000002061	Panthera_tigris_altaica
ENSPPRP00000001060	ENSPPRG00000024385	Panthera_pardus
ENSFCAP00000019756	ENSFCAG00000025450	Felis_catus
ENSEEUP00000012851	ENSEEUG00000014060	Erinaceus_europaeus
ENSLAFP00000027331	ENSLAFG00000017222	Loxodonta_africana
ENSPCAP00000011569	ENSPCAG00000012166	Procavia_capensis
ENSETEP00000004363	ENSETEG00000005370	Echinops_telfairi
ENSCHOP00000011253	ENSCHOG00000012673	Choloepus_hoffmanni
ENSDNOP00000019391	ENSDNOG00000040156	Dasypus_novemcinctus
ENSSMAP00000019210	ENSSMAG00000011770	Scophthalmus_maximus
ENSOANP00000008860	ENSOANG00000005570	Ornithorhynchus_anatinus
ENSCSAP00000011977	ENSCSAG00000015898	Chlorocebus_sabaeus
ENSECRP00000014520	ENSECRG00000009687	Erpetoichthys_calabaricus
ENSECRP00000014537	ENSECRG00000009699	Erpetoichthys_calabaricus
ENSPMGP00000021024	ENSPMGG00000017043	Periophthalmus_magnuspinnatus
ENSPMGP00000021021	ENSPMGG00000017036	Periophthalmus_magnuspinnatus
ENSSLDP00000020785	ENSSLDG00000016213	Seriola_lalandi_dorsalis
ENSHHUP00000029063	ENSHHUG00000018544	Hucho_hucho
ENSSFOP00015007440	ENSSFOG00015004909	Scleropages_formosus
ENSPKIP00000011153	ENSPKIG00000025572	Paramormyrops_kingsleyae
ENSTNIP00000023114	ENSTNIG00000019844	Tetraodon_nigroviridis
ENSTRUP00000019843	ENSTRUG00000022126	Takifugu_rubripes
ENSMMOP00000010912	ENSMMOG00000008413	Mola_mola
ENSGACP00000020888	ENSGACG00000015824	Gasterosteus_aculeatus
ENSORLP00015019480	ENSORLG00015020615	Oryzias_latipes_ASM223469v1
ENSCSEP00000021755	ENSCSEG00000013887	Cynoglossus_semilaevis
ENSCSEP00000021769	ENSCSEG00000013895	Cynoglossus_semilaevis
ENSACIP00000019296	ENSACIG00000015025	Amphilophus_citrinellus
ENSKMAP00000022958	ENSKMAG00000017035	Kryptolebias_marmoratus
ENSKMAP00000023034	ENSKMAG00000017060	Kryptolebias_marmoratus
ENSFHEP00000001821	ENSFHEG00000002598	Fundulus_heteroclitus
ENSFHEP00000001870	ENSFHEG00000002608	Fundulus_heteroclitus
ENSCVAP00000001489	ENSCVAG00000002465	Cyprinodon_variegatus
ENSCVAP00000001449	ENSCVAG00000002458	Cyprinodon_variegatus
ENSPMEP00000024522	ENSPMEG00000006884	Poecilia_mexicana
ENSPMEP00000024543	ENSPMEG00000006893	Poecilia_mexicana
ENSPFOP00000001820	ENSPFOG00000001593	Poecilia_formosa
ENSPLAP00000006719	ENSPLAG00000009066	Poecilia_latipinna
ENSPREP00000029187	ENSPREG00000019760	Poecilia_reticulata
ENSGAFP00000002727	ENSGAFG00000001873	Gambusia_affinis
ENSGAFP00000002704	ENSGAFG00000001810	Gambusia_affinis
ENSXMAP00000035493	ENSXMAG00000024407	Xiphophorus_maculatus
ENSXCOP00000023777	ENSXCOG00000017756	Xiphophorus_couchianus
ENSXMAP00000018629	ENSXMAG00000018574	Xiphophorus_maculatus
ENSPREP00000029301	ENSPREG00000019802	Poecilia_reticulata
ENSORLP00020011964	ENSORLG00020012887	Oryzias_latipes_ASM223471v1
ENSORLP00020011932	ENSORLG00020012867	Oryzias_latipes_ASM223471v1
ENSORLP00000036528	ENSORLG00000027458	Oryzias_latipes_ASM223467v1
ENSORLP00000003368	ENSORLG00000002700	Oryzias_latipes_ASM223467v1
ENSOMEP00000014366	ENSOMEG00000015877	Oryzias_melastigma
ENSMALP00000024719	ENSMALG00000017162	Monopterus_albus
ENSMALP00000024737	ENSMALG00000017228	Monopterus_albus
ENSLBEP00000035301	ENSLBEG00000026473	Labrus_bergylta
ENSHCOP00000018648	ENSHCOG00000003360	Hippocampus_comes
ENSSDUP00000014426	ENSSDUG00000010433	Seriola_dumerili
ENSSDUP00000014438	ENSSDUG00000010544	Seriola_dumerili
ENSSMAP00000019130	ENSSMAG00000011729	Scophthalmus_maximus
ENSATEP00000013480	ENSATEG00000009409	Anabas_testudineus
ENSATEP00000013420	ENSATEG00000009382	Anabas_testudineus
ENSMAMP00000004800	ENSMAMG00000003149	Mastacembelus_armatus
ENSMAMP00000004820	ENSMAMG00000003254	Mastacembelus_armatus
ENSSPAP00000028415	ENSSPAG00000021399	Stegastes_partitus
ENSSPAP00000028466	ENSSPAG00000021419	Stegastes_partitus
ENSAPOP00000027880	ENSAPOG00000012787	Acanthochromis_polyacanthus
ENSAPOP00000010268	ENSAPOG00000012684	Acanthochromis_polyacanthus
ENSAOCP00000024702	ENSAOCG00000011725	Amphiprion_ocellaris
ENSAOCP00000007775	ENSAOCG00000000726	Amphiprion_ocellaris
ENSAPEP00000003203	ENSAPEG00000002288	Amphiprion_percula
ENSAPEP00000003228	ENSAPEG00000002343	Amphiprion_percula
ENSLCAP00010015147	ENSLCAG00010007004	Lates_calcarifer
ENSBSLP00000006032	ENSBSLG00000002687	Betta_splendens
ENSLCRP00005038789	ENSLCRG00005015016	Larimichthys_crocea
ENSNBRP00000013965	ENSNBRG00000010796	Neolamprologus_brichardi
ENSNBRP00000013944	ENSNBRG00000010744	Neolamprologus_brichardi
ENSPNYP00000009401	ENSPNYG00000007101	Pundamilia_nyererei
ENSPNYP00000009317	ENSPNYG00000007081	Pundamilia_nyererei
ENSHBUP00000005513	ENSHBUG00000006963	Haplochromis_burtoni
ENSHBUP00000005499	ENSHBUG00000006912	Haplochromis_burtoni
ENSACLP00000039665	ENSACLG00000026727	Astatotilapia_calliptera
ENSACLP00000039626	ENSACLG00000026723	Astatotilapia_calliptera
ENSMZEP00005007583	ENSMZEG00005005800	Maylandia_zebra
ENSMZEP00005007568	ENSMZEG00005005771	Maylandia_zebra
ENSONIP00000013935	ENSONIG00000011071	Oreochromis_niloticus
ENSPRNP00000044074	ENSPRNG00000019942	Parambassis_ranga
ENSCGOP00000046216	ENSCGOG00000020716	Cottoperca_gobio
ENSGWIP00000040815	ENSGWIG00000019577	Gouania_willdenowi
ENSGMOP00000017088	ENSGMOG00000015903	Gadus_morhua
ENSHHUP00000023581	ENSHHUG00000014798	Hucho_hucho
ENSHHUP00000023615	ENSHHUG00000014821	Hucho_hucho
ENSHHUP00000023641	ENSHHUG00000014832	Hucho_hucho
ENSHHUP00000037939	ENSHHUG00000023696	Hucho_hucho
ENSELUP00000007198	ENSELUG00000008059	Esox_lucius
ENSDCDP00000031095	ENSDCDG00000019907	Denticeps_clupeoides	ENSDCDT00000040361
ENSCHAP00000056456	ENSCHAG00000024709	Clupea_harengus	ENSCHAT00000060869
ENSIPUP00000025013	ENSIPUG00000016898	Ictalurus_punctatus
ENSIPUP00000025045	ENSIPUG00000016940	Ictalurus_punctatus
ENSPNAP00000021103	ENSPNAG00000028092	Pygocentrus_nattereri
ENSPNAP00000036896	ENSPNAG00000028166	Pygocentrus_nattereri
ENSAMXP00000040650	ENSAMXG00000035120	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000034405
ENSAMXP00000038675	ENSAMXG00000039585	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005021798	ENSAMXG00005011216	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000020861	ENSEEEG00000010172	Electrophorus_electricus
ENSSFOP00015007429	ENSSFOG00015004900	Scleropages_formosus
ENSPKIP00000011156	ENSPKIG00000025574	Paramormyrops_kingsleyae
ENSLOCP00000012908	ENSLOCG00000010527	Lepisosteus_oculatus
ENSOMEP00000014340	ENSOMEG00000015838	Oryzias_melastigma
ENSCVAP00000020801	ENSCVAG00000002420	Cyprinodon_variegatus
ENSHBUP00000025133	ENSHBUG00000006976	Haplochromis_burtoni
ENSIPUP00000024958	ENSIPUG00000016886	Ictalurus_punctatus
ENSPPRP00000024698	ENSPPRG00000014907	Panthera_pardus
ENSCAFP00020024722	ENSCAFG00020019444	Canis_lupus_dingo
ENSEEUP00000002231	ENSEEUG00000002452	Erinaceus_europaeus
ENSSARP00000009298	ENSSARG00000010290	Sorex_araneus
ENSCHIP00000004416	ENSCHIG00000008624	Capra_hircus
ENSBTAP00000059287	ENSBTAG00000049964	Bos_taurus
ENSPPYP00000017338	ENSPPYG00000015517	Pongo_abelii
ENSRROP00000019302	ENSRROG00000033667	Rhinopithecus_roxellana
ENSCCAP00000011320	ENSCCAG00000023415	Cebus_capucinus_imitator
ENSLACP00000006215	ENSLACG00000005512	Latimeria_chalumnae
ENSCMIP00000045963	ENSCMIG00000018917	Callorhinchus_milii
