ENSGAFP00000019825	ENSGAFG00000013404	Gambusia_affinis
ENSHHUP00000081272	ENSHHUG00000047268	Hucho_hucho
ENSPEMP00000004695	ENSPEMG00000007067	Peromyscus_maniculatus_bairdii
ENSEEEP00000036892	ENSEEEG00000017518	Electrophorus_electricus
ENSPNYP00000002896	ENSPNYG00000002253	Pundamilia_nyererei
ENSPKIP00000012489	ENSPKIG00000000266	Paramormyrops_kingsleyae
ENSMMOP00000009175	ENSMMOG00000007097	Mola_mola
ENSECAP00000017880	ENSECAG00000040864	Equus_caballus
ENSSMRP00000004013	ENSSMRG00000003341	Salvator_merianae
ENSACAP00000001343	ENSACAG00000001430	Anolis_carolinensis
ENSNSUP00000003467	ENSNSUG00000002804	Notechis_scutatus	ENSNSUT00000003730
ENSMMUP00000072580	ENSMMUG00000055905	Macaca_mulatta
ENSPPYP00000006333	ENSPPYG00000005564	Pongo_abelii
ENSPSIP00000003022	ENSPSIG00000002920	Pelodiscus_sinensis
ENSDARP00000150574	ENSDARG00000113137	Danio_rerio
ENSTSYP00000005323	ENSTSYG00000005821	Carlito_syrichta
ENSCPBP00000007973	ENSCPBG00000006274	Chrysemys_picta_bellii
ENSPPAP00000027704	ENSPPAG00000036916	Pan_paniscus
ENSRBIP00000001566	ENSRBIG00000007822	Rhinopithecus_bieti
ENSCCAP00000037468	ENSCCAG00000036596	Cebus_capucinus_imitator
ENSRNOP00000035056	ENSRNOG00000025868	Rattus_norvegicus
ENSCGOP00000043667	ENSCGOG00000019663	Cottoperca_gobio
ENSCINP00000025902	ENSCING00000019950	Ciona_intestinalis
ENSAOCP00000003839	ENSAOCG00000007181	Amphiprion_ocellaris
ENSCINP00000001988	ENSCING00000017354	Ciona_intestinalis
ENSLAFP00000017338	ENSLAFG00000002493	Loxodonta_africana
ENSAMXP00005003624	ENSAMXG00005002285	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00015003521	ENSCGRG00015002790	Cricetulus_griseus_CriGri-PICR
ENSCINP00000010996	ENSCING00000005351	Ciona_intestinalis
ENSCSAP00000012747	ENSCSAG00000016691	Chlorocebus_sabaeus
ENSCINP00000001709	ENSCING00000016588	Ciona_intestinalis
ENSMUGP00000018700	ENSMUGG00000015865	Meriones_unguiculatus
ENSCAPP00000000640	ENSCAPG00000000668	Cavia_aperea
ENSCPRP00005021157	ENSCPRG00005014731	Crocodylus_porosus	ENSCPRT00005024731
ENSPVIP00000013072	ENSPVIG00000010166	Pogona_vitticeps
ENSHBUP00000021544	ENSHBUG00000001323	Haplochromis_burtoni
ENSUPAP00010009979	ENSUPAG00010008086	Urocitellus_parryii
ENSLCAP00010023847	ENSLCAG00010011199	Lates_calcarifer
ENSMSIP00000022862	ENSMSIG00000019421	Mus_spicilegus
ENSACAP00000008280	ENSACAG00000008450	Anolis_carolinensis	ENSACAT00000008459
ENSETEP00000015367	ENSETEG00000018913	Echinops_telfairi
ENSOCUP00000022045	ENSOCUG00000022621	Oryctolagus_cuniculus
ENSMNEP00000032965	ENSMNEG00000039764	Macaca_nemestrina
ENSNLEP00000013157	ENSNLEG00000010821	Nomascus_leucogenys
ENSMICP00000001381	ENSMICG00000001522	Microcebus_murinus
ENSMAUP00000012518	ENSMAUG00000012809	Mesocricetus_auratus
ENSMEUP00000006613	ENSMEUG00000007255	Notamacropus_eugenii
ENSEBUP00000022327	ENSEBUG00000013752	Eptatretus_burgeri
ENSXMAP00000037992	ENSXMAG00000021234	Xiphophorus_maculatus
ENSNSUP00000006339	ENSNSUG00000005047	Notechis_scutatus
ENSANAP00000018428	ENSANAG00000027059	Aotus_nancymaae
ENSCCNP00000015983	ENSCCNG00000016326	Castor_canadensis
ENSUMAP00000012315	ENSUMAG00000009170	Ursus_maritimus
ENSTTRP00000007405	ENSTTRG00000007839	Tursiops_truncatus
ENSCINP00000029436	ENSCING00000022506	Ciona_intestinalis
ENSPVIP00000027658	ENSPVIG00000020555	Pogona_vitticeps
ENSONIP00000020962	ENSONIG00000016640	Oreochromis_niloticus
ENSGAGP00000015122	ENSGAGG00000011414	Gopherus_agassizii
ENSSPUP00000014544	ENSSPUG00000011225	Sphenodon_punctatus
ENSBTAP00000001567	ENSBTAG00000001183	Bos_taurus
ENSDORP00000002381	ENSDORG00000002535	Dipodomys_ordii
ENSOMEP00000021871	ENSOMEG00000001097	Oryzias_melastigma
ENSCANP00000013907	ENSCANG00000030384	Colobus_angolensis_palliatus
ENSSTOP00000009042	ENSSTOG00000010083	Ictidomys_tridecemlineatus
ENSMOCP00000016345	ENSMOCG00000015276	Microtus_ochrogaster
ENSCPRP00005021161	ENSCPRG00005014733	Crocodylus_porosus
MGP_CAROLIEiJ_P0036470	MGP_CAROLIEiJ_G0019206	Mus_caroli_strain_CAROLI_EIJ
ENSMFAP00000030981	ENSMFAG00000042662	Macaca_fascicularis
ENSLACP00000009275	ENSLACG00000008182	Latimeria_chalumnae
ENSPVIP00000000889	ENSPVIG00000000827	Pogona_vitticeps
ENSMLEP00000036335	ENSMLEG00000042287	Mandrillus_leucophaeus
ENSOPRP00000012770	ENSOPRG00000013978	Ochotona_princeps
ENSJJAP00000001705	ENSJJAG00000002330	Jaculus_jaculus
ENSCGRP00000018525	ENSCGRG00000013486	Cricetulus_griseus_CriGri_1.0
ENSGGOP00000039316	ENSGGOG00000009776	Gorilla_gorilla
ENSVVUP00000012206	ENSVVUG00000008996	Vulpes_vulpes
ENSCPOP00000016233	ENSCPOG00000026197	Cavia_porcellus
ENSCGRP00001014581	ENSCGRG00001015425	Cricetulus_griseus_CHOK1GS_HDv1
ENSCINP00000033568	ENSCING00000020761	Ciona_intestinalis
ENSPREP00000011989	ENSPREG00000008151	Poecilia_reticulata
ENSXCOP00000003201	ENSXCOG00000002519	Xiphophorus_couchianus
ENSPVAP00000010111	ENSPVAG00000010732	Pteropus_vampyrus
ENSAPEP00000034428	ENSAPEG00000024453	Amphiprion_percula
ENSPVIP00000014866	ENSPVIG00000011466	Pogona_vitticeps	ENSPVIT00000018588
ENSBSLP00000022743	ENSBSLG00000011464	Betta_splendens
ENSPVIP00000014865	ENSPVIG00000011465	Pogona_vitticeps
ENSMAMP00000009598	ENSMAMG00000006474	Mastacembelus_armatus
ENSECRP00000003344	ENSECRG00000002299	Erpetoichthys_calabaricus
ENSACAP00000010153	ENSACAG00000010355	Anolis_carolinensis
ENSCAFP00000038212	ENSCAFG00000028477	Canis_lupus_familiaris
ENSXETP00000014719	ENSXETG00000000538	Xenopus_tropicalis
ENSMAMP00000019116	ENSMAMG00000012878	Mastacembelus_armatus
ENSPNAP00000018277	ENSPNAG00000003836	Pygocentrus_nattereri
ENSCVAP00000004753	ENSCVAG00000006078	Cyprinodon_variegatus
ENSDCDP00000012530	ENSDCDG00000007691	Denticeps_clupeoides
ENSACIP00000002515	ENSACIG00000002034	Amphilophus_citrinellus
ENSCINP00000034437	ENSCING00000019639	Ciona_intestinalis
ENSSMAP00000008318	ENSSMAG00000005138	Scophthalmus_maximus
ENSOMEP00000016742	ENSOMEG00000018383	Oryzias_melastigma
ENSBBBP00000001724	ENSBBBG00000010825	Bison_bison_bison
ENSUAMP00000012950	ENSUAMG00000010447	Ursus_americanus
ENSCINP00000023304	ENSCING00000012504	Ciona_intestinalis
ENSSMRP00000012147	ENSSMRG00000009502	Salvator_merianae
ENSFCAP00000006434	ENSFCAG00000006930	Felis_catus
ENSORLP00000034157	ENSORLG00000023288	Oryzias_latipes_ASM223467v1
ENSFDAP00000005144	ENSFDAG00000014227	Fukomys_damarensis
ENSCHAP00000035664	ENSCHAG00000016879	Clupea_harengus
ENSFHEP00000015711	ENSFHEG00000017340	Fundulus_heteroclitus
ENSACLP00000017139	ENSACLG00000011675	Astatotilapia_calliptera
ENSCINP00000021034	ENSCING00000010608	Ciona_intestinalis
ENSCPBP00000013948	ENSCPBG00000010387	Chrysemys_picta_bellii
ENSKMAP00000027803	ENSKMAG00000020619	Kryptolebias_marmoratus
ENSSFOP00015011174	ENSSFOG00015007192	Scleropages_formosus
ENSODEP00000002233	ENSODEG00000001741	Octodon_degus
ENSPSIP00000020052	ENSPSIG00000017777	Pelodiscus_sinensis	ENSPSIT00000020146
ENSSLDP00000000722	ENSSLDG00000000602	Seriola_lalandi_dorsalis
ENSCINP00000025741	ENSCING00000014166	Ciona_intestinalis
ENSBIXP00005037535	ENSBIXG00005019406	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDCDP00000041404	ENSDCDG00000026986	Denticeps_clupeoides
ENSSMRP00000021293	ENSSMRG00000016579	Salvator_merianae
ENSTRUP00000050091	ENSTRUG00000024625	Takifugu_rubripes
ENSGAGP00000024822	ENSGAGG00000018107	Gopherus_agassizii	ENSGAGT00000028243
ENSPFOP00000002157	ENSPFOG00000002301	Poecilia_formosa
ENSPCIP00000031308	ENSPCIG00000023270	Phascolarctos_cinereus
ENSTNIP00000017353	ENSTNIG00000014336	Tetraodon_nigroviridis
ENSCLAP00000001143	ENSCLAG00000000874	Chinchilla_lanigera
ENSBMUP00000016167	ENSBMUG00000012291	Bos_mutus
ENSPLAP00000022355	ENSPLAG00000006834	Poecilia_latipinna
ENSCATP00000031914	ENSCATG00000039062	Cercocebus_atys
ENSVURP00010025957	ENSVURG00010019888	Vombatus_ursinus
ENSNVIP00000017208	ENSNVIG00000013484	Neovison_vison
ENSOARP00000021211	ENSOARG00000019750	Ovis_aries
ENSRROP00000005298	ENSRROG00000021866	Rhinopithecus_roxellana
ENSCABP00000019807	ENSCABG00000014621	Chelonoidis_abingdonii
ENSCABP00000019808	ENSCABG00000014622	Chelonoidis_abingdonii	ENSCABT00000021703
ENSPRNP00000047289	ENSPRNG00000022746	Parambassis_ranga
ENSSPUP00000014512	ENSSPUG00000011196	Sphenodon_punctatus
ENSLBEP00000014928	ENSLBEG00000011619	Labrus_bergylta
ENSEASP00005025626	ENSEASG00005017475	Equus_asinus_asinus
ENSCINP00000026077	ENSCING00000014407	Ciona_intestinalis
MGP_SPRETEiJ_P0038188	MGP_SPRETEiJ_G0020098	Mus_spretus_strain_SPRET/EiJ
ENSP00000341549	ENSG00000185271	Homo_sapiens
ENSHGLP00000004949	ENSHGLG00000003623	Heterocephalus_glaber_HetGla_female_1.0
ENSMUSP00000129810	ENSMUSG00000090799	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0084588	MGP_PahariEiJ_G0030229	Mus_pahari_strain_PAHARI_EIJ
ENSATEP00000031865	ENSATEG00000021944	Anabas_testudineus
ENSMZEP00005006883	ENSMZEG00005005293	Maylandia_zebra
ENSCSAVP00000008953	ENSCSAVG00000005295	Ciona_savignyi
ENSCSAVP00000008950	ENSCSAVG00000005292	Ciona_savignyi
ENSSSCP00000002339	ENSSSCG00000002140	Sus_scrofa_strain_reference
ENSPMGP00000011009	ENSPMGG00000009122	Periophthalmus_magnuspinnatus
ENSNBRP00000002134	ENSNBRG00000001719	Neolamprologus_brichardi
ENSAMEP00000005763	ENSAMEG00000005462	Ailuropoda_melanoleuca
ENSPPRP00000021277	ENSPPRG00000012138	Panthera_pardus
ENSGMOP00000015494	ENSGMOG00000014459	Gadus_morhua
ENSSMRP00000011238	ENSSMRG00000008843	Salvator_merianae	ENSSMRT00000013090
ENSBIXP00000018193	ENSBIXG00000022054	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNGAP00000022571	ENSNGAG00000021403	Nannospalax_galili
ENSPCAP00000009459	ENSPCAG00000010185	Procavia_capensis
ENSHGLP00100019574	ENSHGLG00100014431	Heterocephalus_glaber_HetGla_1.0
ENSEEUP00000011463	ENSEEUG00000012583	Erinaceus_europaeus
ENSHHUP00000049660	ENSHHUG00000030037	Hucho_hucho
ENSSARP00000001284	ENSSARG00000001371	Sorex_araneus
ENSOGAP00000011939	ENSOGAG00000013325	Otolemur_garnettii
ENSLCRP00005023912	ENSLCRG00005009592	Larimichthys_crocea
ENSPANP00000014564	ENSPANG00000021796	Papio_anubis
ENSTBEP00000004623	ENSTBEG00000005383	Tupaia_belangeri
ENSACAP00000008259	ENSACAG00000008432	Anolis_carolinensis
ENSACAP00000012508	ENSACAG00000012770	Anolis_carolinensis
ENSPTIP00000018625	ENSPTIG00000016692	Panthera_tigris_altaica
ENSCHIP00000013798	ENSCHIG00000015078	Capra_hircus
ENSACAP00000011444	ENSACAG00000011712	Anolis_carolinensis
ENSAPOP00000004956	ENSAPOG00000006600	Acanthochromis_polyacanthus
ENSNSUP00000003453	ENSNSUG00000002794	Notechis_scutatus
ENSMODP00000008869	ENSMODG00000007153	Monodelphis_domestica
ENSSPUP00000014569	ENSSPUG00000011241	Sphenodon_punctatus
