ENSCLAP00000019018	ENSCLAG00000013025	Chinchilla_lanigera
MGP_SPRETEiJ_P0088728	MGP_SPRETEiJ_G0032417	Mus_spretus_strain_SPRET/EiJ
ENSCATP00000010996	ENSCATG00000029747	Cercocebus_atys
ENSTTRP00000009815	ENSTTRG00000010347	Tursiops_truncatus
ENSDNOP00000034785	ENSDNOG00000047045	Dasypus_novemcinctus
ENSATEP00000028102	ENSATEG00000019410	Anabas_testudineus
ENSTRUP00000027601	ENSTRUG00000010929	Takifugu_rubripes
ENSSFOP00015029036	ENSSFOG00015018651	Scleropages_formosus	ENSSFOT00015029368
ENSEEEP00000009472	ENSEEEG00000004835	Electrophorus_electricus
ENSTBEP00000007466	ENSTBEG00000008620	Tupaia_belangeri
ENSGACP00000025111	ENSGACG00000018995	Gasterosteus_aculeatus
ENSHCOP00000024939	ENSHCOG00000014695	Hippocampus_comes
ENSCJPP00005001542	ENSCJPG00005001558	Coturnix_japonica
ENSMMUP00000060007	ENSMMUG00000018068	Macaca_mulatta
ENSDCDP00000001812	ENSDCDG00000000937	Denticeps_clupeoides	ENSDCDT00000001956
ENSOANP00000019619	ENSOANG00000012399	Ornithorhynchus_anatinus
ENSARWP00000018699	ENSARWG00000012854	Apteryx_rowi
ENSKMAP00000025231	ENSKMAG00000018700	Kryptolebias_marmoratus
ENSCHIP00000020844	ENSCHIG00000019343	Capra_hircus
ENSHHUP00000030140	ENSHHUG00000019193	Hucho_hucho
ENSCPOP00000011875	ENSCPOG00000013191	Cavia_porcellus
ENSRBIP00000009337	ENSRBIG00000028556	Rhinopithecus_bieti
ENSPLAP00000024551	ENSPLAG00000010852	Poecilia_latipinna
ENSMNEP00000000552	ENSMNEG00000002628	Macaca_nemestrina
ENSLAFP00000010794	ENSLAFG00000012910	Loxodonta_africana
ENSPCAP00000013312	ENSPCAG00000014275	Procavia_capensis
ENSVVUP00000037383	ENSVVUG00000026734	Vulpes_vulpes
ENSMOCP00000009433	ENSMOCG00000009591	Microtus_ochrogaster
ENSPCOP00000019138	ENSPCOG00000021500	Propithecus_coquereli
ENSETEP00000013936	ENSETEG00000017174	Echinops_telfairi
ENSNSUP00000019425	ENSNSUG00000014207	Notechis_scutatus
ENSVPAP00000010377	ENSVPAG00000011144	Vicugna_pacos
ENSSTOP00000016327	ENSSTOG00000020750	Ictidomys_tridecemlineatus
ENSFHEP00000026508	ENSFHEG00000009358	Fundulus_heteroclitus
ENSMZEP00005010132	ENSMZEG00005007657	Maylandia_zebra
ENSXCOP00000019196	ENSXCOG00000014431	Xiphophorus_couchianus
ENSEBUP00000023027	ENSEBUG00000014184	Eptatretus_burgeri	ENSEBUT00000023603
ENSPMAP00000006761	ENSPMAG00000006128	Petromyzon_marinus	ENSPMAT00000006791
ENSCINP00000000274	ENSCING00000000162	Ciona_intestinalis
ENSBTAP00000003273	ENSBTAG00000002524	Bos_taurus
ENSXETP00000021859	ENSXETG00000006201	Xenopus_tropicalis
ENSCGOP00000003075	ENSCGOG00000001616	Cottoperca_gobio
ENSCGRP00000007810	ENSCGRG00000005697	Cricetulus_griseus_CriGri_1.0
ENSDORP00000010220	ENSDORG00000010875	Dipodomys_ordii
ENSMEUP00000012509	ENSMEUG00000013717	Notamacropus_eugenii
ENSMICP00000021971	ENSMICG00000031875	Microcebus_murinus
ENSCHAP00000010096	ENSCHAG00000005847	Clupea_harengus	ENSCHAT00000011303
ENSMPUP00000003284	ENSMPUG00000003316	Mustela_putorius_furo
ENSP00000040663	ENSG00000037757	Homo_sapiens
ENSGGOP00000033403	ENSGGOG00000006628	Gorilla_gorilla
ENSHGLP00100009644	ENSHGLG00100007151	Heterocephalus_glaber_HetGla_1.0
ENSGAFP00000015657	ENSGAFG00000010575	Gambusia_affinis
ENSAOCP00000023642	ENSAOCG00000009931	Amphiprion_ocellaris
ENSECAP00000008708	ENSECAG00000010706	Equus_caballus
ENSCSAP00000002739	ENSCSAG00000006463	Chlorocebus_sabaeus
ENSCJAP00000066863	ENSCJAG00000044187	Callithrix_jacchus
MGP_CAROLIEiJ_P0085226	MGP_CAROLIEiJ_G0031299	Mus_caroli_strain_CAROLI_EIJ
ENSMALP00000008462	ENSMALG00000006021	Monopterus_albus
ENSPSIP00000004895	ENSPSIG00000004574	Pelodiscus_sinensis
ENSFCAP00000010691	ENSFCAG00000011508	Felis_catus
ENSGWIP00000013952	ENSGWIG00000007904	Gouania_willdenowi
ENSSDUP00000002950	ENSSDUG00000002275	Seriola_dumerili
ENSFDAP00000009407	ENSFDAG00000017424	Fukomys_damarensis
MGP_PahariEiJ_P0053525	MGP_PahariEiJ_G0022905	Mus_pahari_strain_PAHARI_EIJ
ENSBIXP00005038838	ENSBIXG00005021041	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSANAP00000035694	ENSANAG00000035382	Aotus_nancymaae
ENSACIP00000011792	ENSACIG00000009199	Amphilophus_citrinellus
YPR118W_mRNA	YPR118W	Saccharomyces_cerevisiae_strain_S288C
ENSCCNP00000020372	ENSCCNG00000020329	Castor_canadensis
ENSPMEP00000011973	ENSPMEG00000014113	Poecilia_mexicana
ENSPNAP00000006471	ENSPNAG00000012506	Pygocentrus_nattereri
ENSUPAP00010014540	ENSUPAG00010011651	Urocitellus_parryii
ENSCGRP00001014907	ENSCGRG00001015655	Cricetulus_griseus_CHOK1GS_HDv1
ENSACLP00000030126	ENSACLG00000020412	Astatotilapia_calliptera
ENSPTRP00000018031	ENSPTRG00000010563	Pan_troglodytes
ENSSPUP00000003875	ENSSPUG00000002937	Sphenodon_punctatus
ENSTGEP00000007479	ENSTGEG00000006120	Theropithecus_gelada
ENSSBOP00000026794	ENSSBOG00000029825	Saimiri_boliviensis_boliviensis
ENSAMEP00000013608	ENSAMEG00000012918	Ailuropoda_melanoleuca
ENSDARP00000098757	ENSDARG00000075754	Danio_rerio
ENSUMAP00000006007	ENSUMAG00000004743	Ursus_maritimus
ENSACAP00000003371	ENSACAG00000003475	Anolis_carolinensis
ENSPVIP00000035013	ENSPVIG00000025581	Pogona_vitticeps
ENSAPEP00000018993	ENSAPEG00000013553	Amphiprion_percula
ENSPPRP00000013287	ENSPPRG00000006539	Panthera_pardus
ENSOARP00000008818	ENSOARG00000008222	Ovis_aries
ENSTNIP00000017072	ENSTNIG00000014065	Tetraodon_nigroviridis
ENSOMEP00000011804	ENSOMEG00000013120	Oryzias_melastigma
ENSMSIP00000015430	ENSMSIG00000013255	Mus_spicilegus
ENSPPAP00000020251	ENSPPAG00000033346	Pan_paniscus
ENSPCIP00000025304	ENSPCIG00000019032	Phascolarctos_cinereus
ENSXMAP00000039008	ENSXMAG00000027505	Xiphophorus_maculatus
ENSSPAP00000010836	ENSSPAG00000008235	Stegastes_partitus
ENSCGRP00015021997	ENSCGRG00015016755	Cricetulus_griseus_CriGri-PICR
ENSPREP00000000563	ENSPREG00000000422	Poecilia_reticulata
ENSBMUP00000000665	ENSBMUG00000000585	Bos_mutus
ENSSARP00000007160	ENSSARG00000007904	Sorex_araneus
ENSCCAP00000035118	ENSCCAG00000035484	Cebus_capucinus_imitator
ENSLCAP00010011664	ENSLCAG00010005517	Lates_calcarifer
ENSTSYP00000013910	ENSTSYG00000034486	Carlito_syrichta
ENSPKIP00000017516	ENSPKIG00000003387	Paramormyrops_kingsleyae	ENSPKIT00000042027
ENSELUP00000036768	ENSELUG00000016174	Esox_lucius
ENSNVIP00000007791	ENSNVIG00000006189	Neovison_vison
ENSSDAP00000010224	ENSSDAG00000009314	Spermophilus_dauricus
ENSLBEP00000006479	ENSLBEG00000004998	Labrus_bergylta
ENSMODP00000014873	ENSMODG00000011870	Monodelphis_domestica
ENSPVAP00000005972	ENSPVAG00000006322	Pteropus_vampyrus
ENSPTEP00000000363	ENSPTEG00000000449	Piliocolobus_tephrosceles
ENSPANP00000015311	ENSPANG00000010977	Papio_anubis
ENSCSAVP00000005215	ENSCSAVG00000003107	Ciona_savignyi
ENSNLEP00000015925	ENSNLEG00000013138	Nomascus_leucogenys
ENSGALP00000054336	ENSGALG00000034575	Gallus_gallus
ENSBSLP00000004671	ENSBSLG00000002499	Betta_splendens
