ENSOCUP00000019623	ENSOCUG00000026212	Oryctolagus_cuniculus
ENSODEP00000001285	ENSODEG00000001017	Octodon_degus
ENSCLAP00000003185	ENSCLAG00000002281	Chinchilla_lanigera
ENSHGLP00000004126	ENSHGLG00000003032	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021460	ENSHGLG00100015796	Heterocephalus_glaber_HetGla_1.0
ENSSTOP00000023519	ENSSTOG00000004371	Ictidomys_tridecemlineatus
ENSMMMP00000012910	ENSMMMG00000011527	Marmota_marmota_marmota
ENSUPAP00010004709	ENSUPAG00010003732	Urocitellus_parryii
ENSSDAP00000008652	ENSSDAG00000007842	Spermophilus_dauricus
ENSCCNP00000005642	ENSCCNG00000005992	Castor_canadensis
ENSDORP00000017738	ENSDORG00000027723	Dipodomys_ordii
ENSPEMP00000032014	ENSPEMG00000025490	Peromyscus_maniculatus_bairdii
ENSMOCP00000017425	ENSMOCG00000016030	Microtus_ochrogaster
ENSCGRP00000012550	ENSCGRG00000009128	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015010448	ENSCGRG00015008043	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001014076	ENSCGRG00001015068	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011238	ENSMAUG00000011901	Mesocricetus_auratus
ENSMUSP00000111359	ENSMUSG00000031147	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0094582	MGP_SPRETEiJ_G0034040	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0090836	MGP_CAROLIEiJ_G0032892	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000006946	ENSMSIG00000006181	Mus_spicilegus
MGP_PahariEiJ_P0088475	MGP_PahariEiJ_G0031440	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013553	ENSRNOG00000010092	Rattus_norvegicus
ENSMUGP00000009809	ENSMUGG00000008730	Meriones_unguiculatus
ENSNGAP00000011782	ENSNGAG00000013836	Nannospalax_galili
ENSJJAP00000009103	ENSJJAG00000013085	Jaculus_jaculus
ENSBIXP00005004614	ENSBIXG00005010541	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017659	ENSBTAG00000013278	Bos_taurus
ENSBMUP00000005632	ENSBMUG00000004416	Bos_mutus
ENSOARP00000011679	ENSOARG00000010894	Ovis_aries
ENSSSCP00000013084	ENSSSCG00000012295	Sus_scrofa_strain_reference
ENSMPUP00000013710	ENSMPUG00000013813	Mustela_putorius_furo
ENSNVIP00000009602	ENSNVIG00000007559	Neovison_vison
ENSAMEP00000012942	ENSAMEG00000012295	Ailuropoda_melanoleuca
ENSCAFP00020025749	ENSCAFG00020020248	Canis_lupus_dingo
ENSCAFP00000043126	ENSCAFG00000031300	Canis_lupus_familiaris
ENSPPRP00000025746	ENSPPRG00000016072	Panthera_pardus
ENSFCAP00000038412	ENSFCAG00000003819	Felis_catus
ENSECAP00000020712	ENSECAG00000023295	Equus_caballus
ENSMLUP00000019733	ENSMLUG00000028142	Myotis_lucifugus
ENSDNOP00000017748	ENSDNOG00000036078	Dasypus_novemcinctus
ENSLAFP00000016793	ENSLAFG00000023267	Loxodonta_africana
