FBpp0311904	FBgn0066304	Drosophila_melanogaster
ENSEASP00005024988	ENSEASG00005016994	Equus_asinus_asinus
ENSMLUP00000018934	ENSMLUG00000010110	Myotis_lucifugus
ENSBIXP00000000564	ENSBIXG00000029664	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031725	ENSBIXG00005012156	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024480	ENSBMUG00000018399	Bos_mutus
ENSBTAP00000037068	ENSBTAG00000026248	Bos_taurus
ENSBBBP00000026784	ENSBBBG00000022794	Bison_bison_bison
ENSCHIP00000011242	ENSCHIG00000013484	Capra_hircus
ENSTTRP00000010409	ENSTTRG00000011012	Tursiops_truncatus
ENSSSCP00000046013	ENSSSCG00000007672	Sus_scrofa_strain_reference
ENSPCOP00000003057	ENSPCOG00000009302	Propithecus_coquereli
ENSPCOP00000012834	ENSPCOG00000018009	Propithecus_coquereli
ENSMICP00000040364	ENSMICG00000009398	Microcebus_murinus
ENSPSMP00000008656	ENSPSMG00000006368	Prolemur_simus
ENSOGAP00000008366	ENSOGAG00000009340	Otolemur_garnettii
ENSPTEP00000023069	ENSPTEG00000023877	Piliocolobus_tephrosceles
ENSCANP00000000207	ENSCANG00000000652	Colobus_angolensis_palliatus
ENSRBIP00000000504	ENSRBIG00000002671	Rhinopithecus_bieti
ENSRROP00000008192	ENSRROG00000028543	Rhinopithecus_roxellana
ENSPANP00000007955	ENSPANG00000006196	Papio_anubis
ENSMLEP00000007196	ENSMLEG00000027597	Mandrillus_leucophaeus
ENSMNEP00000028146	ENSMNEG00000037495	Macaca_nemestrina
ENSMFAP00000013080	ENSMFAG00000027783	Macaca_fascicularis
ENSMMUP00000073188	ENSMMUG00000008581	Macaca_mulatta
ENSTGEP00000022724	ENSTGEG00000018394	Theropithecus_gelada
ENSCATP00000002373	ENSCATG00000010371	Cercocebus_atys
ENSCSAP00000013956	ENSCSAG00000017937	Chlorocebus_sabaeus
ENSPTRP00000033389	ENSPTRG00000019504	Pan_troglodytes
ENSPTRP00000081987	ENSPTRG00000047460	Pan_troglodytes
ENSPPAP00000003640	ENSPPAG00000015339	Pan_paniscus
ENSP00000304353	ENSG00000172336	Homo_sapiens
ENSGGOP00000016084	ENSGGOG00000016492	Gorilla_gorilla
ENSPPYP00000019530	ENSPPYG00000017426	Pongo_abelii
ENSNLEP00000014500	ENSNLEG00000011939	Nomascus_leucogenys
ENSCCAP00000001379	ENSCCAG00000008898	Cebus_capucinus_imitator
ENSSBOP00000001113	ENSSBOG00000005173	Saimiri_boliviensis_boliviensis
ENSCJAP00000027734	ENSCJAG00000015056	Callithrix_jacchus
ENSANAP00000002717	ENSANAG00000019054	Aotus_nancymaae
ENSCLAP00000002125	ENSCLAG00000001541	Chinchilla_lanigera
ENSODEP00000026870	ENSODEG00000020363	Octodon_degus
ENSCPOP00000005200	ENSCPOG00000005767	Cavia_porcellus
ENSHGLP00100010642	ENSHGLG00100007908	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025434	ENSHGLG00000018118	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011247	ENSFDAG00000018839	Fukomys_damarensis
ENSCCNP00000014984	ENSCCNG00000015429	Castor_canadensis
ENSUPAP00010022177	ENSUPAG00010017628	Urocitellus_parryii
ENSSTOP00000032433	ENSSTOG00000030883	Ictidomys_tridecemlineatus
ENSMMMP00000013561	ENSMMMG00000012091	Marmota_marmota_marmota
ENSTBEP00000001581	ENSTBEG00000001849	Tupaia_belangeri
ENSDNOP00000029601	ENSDNOG00000031207	Dasypus_novemcinctus
ENSLAFP00000019164	ENSLAFG00000030032	Loxodonta_africana
ENSPCAP00000009689	ENSPCAG00000010445	Procavia_capensis
ENSETEP00000006448	ENSETEG00000007941	Echinops_telfairi
ENSVURP00010000834	ENSVURG00010000728	Vombatus_ursinus
ENSPCIP00000000622	ENSPCIG00000000517	Phascolarctos_cinereus
ENSSHAP00000001150	ENSSHAG00000001026	Sarcophilus_harrisii
ENSMODP00000005631	ENSMODG00000023662	Monodelphis_domestica
ENSOANP00000002660	ENSOANG00000001658	Ornithorhynchus_anatinus
ENSSMRP00000003334	ENSSMRG00000002793	Salvator_merianae
ENSPVIP00000013926	ENSPVIG00000010763	Pogona_vitticeps
ENSNSUP00000000837	ENSNSUG00000000807	Notechis_scutatus
ENSPSIP00000000414	ENSPSIG00000000415	Pelodiscus_sinensis
ENSLACP00000011595	ENSLACG00000010203	Latimeria_chalumnae
ENSAMXP00005040551	ENSAMXG00005019033	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000026494	ENSAMXG00000025789	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027257	ENSPNAG00000007206	Pygocentrus_nattereri
ENSEEEP00000032645	ENSEEEG00000015566	Electrophorus_electricus
ENSIPUP00000000543	ENSIPUG00000000411	Ictalurus_punctatus
ENSDARP00000052870	ENSDARG00000036394	Danio_rerio
ENSDCDP00000041013	ENSDCDG00000026830	Denticeps_clupeoides
ENSCHAP00000054767	ENSCHAG00000024851	Clupea_harengus
ENSORLP00020016501	ENSORLG00020017530	Oryzias_latipes_ASM223471v1
ENSORLP00015014357	ENSORLG00015015310	Oryzias_latipes_ASM223469v1
ENSORLP00000004479	ENSORLG00000003594	Oryzias_latipes_ASM223467v1	ENSORLT00000004480
ENSOMEP00000002716	ENSOMEG00000003667	Oryzias_melastigma
ENSFHEP00000028457	ENSFHEG00000012595	Fundulus_heteroclitus
ENSGWIP00000005328	ENSGWIG00000002876	Gouania_willdenowi
ENSTRUP00000004677	ENSTRUG00000023845	Takifugu_rubripes
ENSTRUP00000021326	ENSTRUG00000024340	Takifugu_rubripes
ENSTNIP00000002992	ENSTNIG00000001259	Tetraodon_nigroviridis
ENSGACP00000026331	ENSGACG00000019931	Gasterosteus_aculeatus
ENSXMAP00000019793	ENSXMAG00000019746	Xiphophorus_maculatus
ENSXCOP00000015911	ENSXCOG00000012016	Xiphophorus_couchianus
ENSGAFP00000026125	ENSGAFG00000017633	Gambusia_affinis
ENSPLAP00000022841	ENSPLAG00000007700	Poecilia_latipinna
ENSPFOP00000020103	ENSPFOG00000019976	Poecilia_formosa
ENSPMEP00000008874	ENSPMEG00000010673	Poecilia_mexicana
ENSPREP00000022422	ENSPREG00000015137	Poecilia_reticulata
ENSCVAP00000029170	ENSCVAG00000016728	Cyprinodon_variegatus
ENSKMAP00000014269	ENSKMAG00000010696	Kryptolebias_marmoratus
ENSAOCP00000030348	ENSAOCG00000021222	Amphiprion_ocellaris
ENSAPEP00000026479	ENSAPEG00000018819	Amphiprion_percula
ENSAPOP00000029674	ENSAPOG00000015722	Acanthochromis_polyacanthus
ENSSPAP00000000842	ENSSPAG00000000652	Stegastes_partitus
ENSPRNP00000053909	ENSPRNG00000025379	Parambassis_ranga
ENSBSLP00000000763	ENSBSLG00000000622	Betta_splendens
ENSLCAP00010035046	ENSLCAG00010016446	Lates_calcarifer
ENSCGOP00000009864	ENSCGOG00000005065	Cottoperca_gobio
ENSLCRP00005040343	ENSLCRG00005015573	Larimichthys_crocea
ENSMMOP00000018605	ENSMMOG00000014095	Mola_mola
ENSSMAP00000025392	ENSSMAG00000015536	Scophthalmus_maximus
ENSCSEP00000020670	ENSCSEG00000013197	Cynoglossus_semilaevis
ENSSDUP00000030776	ENSSDUG00000022172	Seriola_dumerili
ENSSLDP00000025471	ENSSLDG00000019818	Seriola_lalandi_dorsalis
ENSMALP00000015930	ENSMALG00000011180	Monopterus_albus
ENSMAMP00000010730	ENSMAMG00000007258	Mastacembelus_armatus
ENSATEP00000025384	ENSATEG00000017615	Anabas_testudineus
ENSONIP00000026104	ENSONIG00000020800	Oreochromis_niloticus
ENSONIP00000026102	ENSONIG00000020798	Oreochromis_niloticus
ENSPNYP00000001198	ENSPNYG00000000975	Pundamilia_nyererei
ENSHBUP00000028314	ENSHBUG00000011987	Haplochromis_burtoni
ENSMZEP00005006659	ENSMZEG00005005138	Maylandia_zebra
ENSMZEP00005029753	ENSMZEG00005022194	Maylandia_zebra
ENSNBRP00000008048	ENSNBRG00000006286	Neolamprologus_brichardi
ENSACLP00000027793	ENSACLG00000018898	Astatotilapia_calliptera
ENSACIP00000028495	ENSACIG00000022071	Amphilophus_citrinellus
ENSLBEP00000011178	ENSLBEG00000008621	Labrus_bergylta
ENSLBEP00000004528	ENSLBEG00000003483	Labrus_bergylta
ENSPMGP00000013554	ENSPMGG00000011142	Periophthalmus_magnuspinnatus
ENSHHUP00000006963	ENSHHUG00000004307	Hucho_hucho
ENSELUP00000025271	ENSELUG00000023947	Esox_lucius
ENSPKIP00000001650	ENSPKIG00000019869	Paramormyrops_kingsleyae
ENSSFOP00015012306	ENSSFOG00015007957	Scleropages_formosus
ENSHCOP00000022441	ENSHCOG00000010137	Hippocampus_comes
ENSLOCP00000021658	ENSLOCG00000017553	Lepisosteus_oculatus
ENSECRP00000012867	ENSECRG00000008598	Erpetoichthys_calabaricus
ENSCMIP00000008465	ENSCMIG00000004545	Callorhinchus_milii
