ENSIPUP00000033525	ENSIPUG00000022509	Ictalurus_punctatus
ENSORLP00000012184	ENSORLG00000009712	Oryzias_latipes_ASM223467v1
ENSORLP00020029853	ENSORLG00020014004	Oryzias_latipes_ASM223471v1
ENSOMEP00000022216	ENSOMEG00000001640	Oryzias_melastigma
ENSGWIP00000036582	ENSGWIG00000018648	Gouania_willdenowi
ENSPNYP00000015388	ENSPNYG00000011648	Pundamilia_nyererei
ENSMZEP00005024117	ENSMZEG00005018037	Maylandia_zebra
ENSHBUP00000014079	ENSHBUG00000015965	Haplochromis_burtoni
ENSACLP00000028299	ENSACLG00000019177	Astatotilapia_calliptera
ENSNBRP00000000533	ENSNBRG00000000453	Neolamprologus_brichardi
ENSONIP00000004570	ENSONIG00000003632	Oreochromis_niloticus
ENSACLP00000028241	ENSACLG00000019145	Astatotilapia_calliptera
ENSMZEP00005024127	ENSMZEG00005018047	Maylandia_zebra
ENSPNYP00000015352	ENSPNYG00000011616	Pundamilia_nyererei
ENSACLP00000028168	ENSACLG00000019123	Astatotilapia_calliptera
ENSPNYP00000015303	ENSPNYG00000011573	Pundamilia_nyererei
ENSMZEP00005024135	ENSMZEG00005018051	Maylandia_zebra
ENSNBRP00000000602	ENSNBRG00000000513	Neolamprologus_brichardi
ENSACIP00000024809	ENSACIG00000019239	Amphilophus_citrinellus
ENSAOCP00000022811	ENSAOCG00000008516	Amphiprion_ocellaris
ENSAPEP00000012010	ENSAPEG00000008526	Amphiprion_percula
ENSAPOP00000012783	ENSAPOG00000015540	Acanthochromis_polyacanthus
ENSSPAP00000004213	ENSSPAG00000003236	Stegastes_partitus
ENSTRUP00000020026	ENSTRUG00000008039	Takifugu_rubripes
ENSTNIP00000011987	ENSTNIG00000009127	Tetraodon_nigroviridis
ENSLBEP00000030857	ENSLBEG00000023251	Labrus_bergylta
ENSMALP00000024220	ENSMALG00000016876	Monopterus_albus
ENSPRNP00000003902	ENSPRNG00000002154	Parambassis_ranga
ENSHCOP00000018682	ENSHCOG00000003444	Hippocampus_comes
ENSPMGP00000008252	ENSPMGG00000006663	Periophthalmus_magnuspinnatus	ENSPMGT00000008781
ENSCSEP00000026107	ENSCSEG00000016665	Cynoglossus_semilaevis
ENSLCRP00005036284	ENSLCRG00005013663	Larimichthys_crocea
ENSMMOP00000028235	ENSMMOG00000021340	Mola_mola
ENSGMOP00000017389	ENSGMOG00000016186	Gadus_morhua
ENSHHUP00000058582	ENSHHUG00000034713	Hucho_hucho
ENSHHUP00000007896	ENSHHUG00000004647	Hucho_hucho
ENSELUP00000019224	ENSELUG00000018612	Esox_lucius
ENSSFOP00015025342	ENSSFOG00015016283	Scleropages_formosus
ENSPKIP00000005876	ENSPKIG00000022197	Paramormyrops_kingsleyae
ENSLOCP00000001612	ENSLOCG00000001416	Lepisosteus_oculatus
ENSECRP00000030919	ENSECRG00000020976	Erpetoichthys_calabaricus
ENSECRP00000031661	ENSECRG00000021070	Erpetoichthys_calabaricus
ENSLACP00000019875	ENSLACG00000017475	Latimeria_chalumnae
ENSCMIP00000008491	ENSCMIG00000004517	Callorhinchus_milii
ENSVURP00010015188	ENSVURG00010011626	Vombatus_ursinus
ENSPCIP00000045351	ENSPCIG00000032824	Phascolarctos_cinereus
ENSMEUP00000013688	ENSMEUG00000014988	Notamacropus_eugenii
ENSSHAP00000005050	ENSSHAG00000004419	Sarcophilus_harrisii
ENSMODP00000012409	ENSMODG00000009915	Monodelphis_domestica
ENSMFAP00000029980	ENSMFAG00000042201	Macaca_fascicularis
ENSMMUP00000017913	ENSMMUG00000013626	Macaca_mulatta
ENSMNEP00000037507	ENSMNEG00000041838	Macaca_nemestrina
ENSPANP00000013190	ENSPANG00000004876	Papio_anubis
ENSTGEP00000020345	ENSTGEG00000016349	Theropithecus_gelada
ENSCATP00000041293	ENSCATG00000043278	Cercocebus_atys
ENSMLEP00000016202	ENSMLEG00000032294	Mandrillus_leucophaeus
ENSCSAP00000004757	ENSCSAG00000008499	Chlorocebus_sabaeus
ENSRROP00000012053	ENSRROG00000030351	Rhinopithecus_roxellana
ENSRBIP00000022038	ENSRBIG00000034965	Rhinopithecus_bieti
ENSPTEP00000012037	ENSPTEG00000013520	Piliocolobus_tephrosceles
ENSPTEP00000016628	ENSPTEG00000018247	Piliocolobus_tephrosceles
ENSPPAP00000037865	ENSPPAG00000041662	Pan_paniscus
ENSPTRP00000024601	ENSPTRG00000014282	Pan_troglodytes
ENSP00000266088	ENSG00000100170	Homo_sapiens
ENSGGOP00000027712	ENSGGOG00000002960	Gorilla_gorilla
ENSPPYP00000013102	ENSPPYG00000011744	Pongo_abelii
ENSNLEP00000029356	ENSNLEG00000004788	Nomascus_leucogenys
ENSSBOP00000026621	ENSSBOG00000029749	Saimiri_boliviensis_boliviensis
ENSCCAP00000016234	ENSCCAG00000025914	Cebus_capucinus_imitator
ENSCJAP00000012279	ENSCJAG00000011369	Callithrix_jacchus
ENSANAP00000018861	ENSANAG00000027253	Aotus_nancymaae
ENSTSYP00000005810	ENSTSYG00000006344	Carlito_syrichta
ENSPCOP00000027715	ENSPCOG00000026407	Propithecus_coquereli
ENSMICP00000019600	ENSMICG00000035506	Microcebus_murinus
ENSPSMP00000006836	ENSPSMG00000005111	Prolemur_simus
ENSOGAP00000003007	ENSOGAG00000003370	Otolemur_garnettii
ENSMSIP00000023768	ENSMSIG00000020102	Mus_spicilegus
ENSMUSP00000011178	ENSMUSG00000011034	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0070138	MGP_SPRETEiJ_G0028105	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0067509	MGP_CAROLIEiJ_G0027109	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0030723	MGP_PahariEiJ_G0016893	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024165	ENSRNOG00000017775	Rattus_norvegicus
ENSMUGP00000020913	ENSMUGG00000017623	Meriones_unguiculatus
ENSCGRP00000024092	ENSCGRG00000017463	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026091	ENSCGRG00001023507	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015036351	ENSCGRG00015027242	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000014904	ENSMAUG00000014523	Mesocricetus_auratus
ENSPEMP00000019991	ENSPEMG00000018099	Peromyscus_maniculatus_bairdii
ENSNGAP00000021889	ENSNGAG00000020941	Nannospalax_galili
ENSJJAP00000004559	ENSJJAG00000009498	Jaculus_jaculus
ENSDORP00000010112	ENSDORG00000010759	Dipodomys_ordii
ENSCPOP00000006560	ENSCPOG00000007281	Cavia_porcellus
ENSCAPP00000001069	ENSCAPG00000001722	Cavia_aperea
ENSCLAP00000015249	ENSCLAG00000010499	Chinchilla_lanigera
ENSODEP00000005394	ENSODEG00000004082	Octodon_degus
ENSHGLP00000008445	ENSHGLG00000006105	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025607	ENSHGLG00100018780	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000640	ENSFDAG00000010834	Fukomys_damarensis
ENSMMMP00000020183	ENSMMMG00000017810	Marmota_marmota_marmota
ENSMMMP00000020164	ENSMMMG00000017777	Marmota_marmota_marmota
ENSSTOP00000005725	ENSSTOG00000006386	Ictidomys_tridecemlineatus
ENSUPAP00010020066	ENSUPAG00010015892	Urocitellus_parryii
ENSSDAP00000007308	ENSSDAG00000006680	Spermophilus_dauricus
ENSLAFP00000024836	ENSLAFG00000021780	Loxodonta_africana
ENSPCAP00000014187	ENSPCAG00000015157	Procavia_capensis
ENSETEP00000012439	ENSETEG00000015349	Echinops_telfairi
ENSCHOP00000005256	ENSCHOG00000005940	Choloepus_hoffmanni
ENSDNOP00000020217	ENSDNOG00000033111	Dasypus_novemcinctus
ENSOARP00000012821	ENSOARG00000011955	Ovis_aries
ENSCHIP00000021874	ENSCHIG00000019977	Capra_hircus
ENSBIXP00000030961	ENSBIXG00000013087	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000063575	ENSBTAG00000012851	Bos_taurus
ENSBIXP00005029579	ENSBIXG00005000525	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000029376	ENSBMUG00000021979	Bos_mutus
ENSBBBP00000014529	ENSBBBG00000022307	Bison_bison_bison
ENSTTRP00000000237	ENSTTRG00000000253	Tursiops_truncatus
ENSSSCP00000010706	ENSSSCG00000010036	Sus_scrofa_strain_reference
ENSMLUP00000000766	ENSMLUG00000000838	Myotis_lucifugus
ENSMPUP00000012654	ENSMPUG00000012749	Mustela_putorius_furo
ENSNVIP00000027080	ENSNVIG00000020933	Neovison_vison
ENSCAFP00000059366	ENSCAFG00000013439	Canis_lupus_familiaris
ENSCAFP00020004564	ENSCAFG00020003745	Canis_lupus_dingo
ENSVVUP00000040826	ENSVVUG00000029081	Vulpes_vulpes
ENSUMAP00000021571	ENSUMAG00000015760	Ursus_maritimus
ENSUAMP00000022199	ENSUAMG00000017417	Ursus_americanus
ENSAMEP00000007304	ENSAMEG00000006897	Ailuropoda_melanoleuca
ENSPTIP00000020218	ENSPTIG00000017762	Panthera_tigris_altaica
ENSPPRP00000007413	ENSPPRG00000002585	Panthera_pardus
ENSFCAP00000061070	ENSFCAG00000001331	Felis_catus
ENSPVAP00000016267	ENSPVAG00000017245	Pteropus_vampyrus
ENSSARP00000012400	ENSSARG00000013731	Sorex_araneus
ENSECAP00000001706	ENSECAG00000000267	Equus_caballus
ENSEASP00005018506	ENSEASG00005011466	Equus_asinus_asinus
ENSOCUP00000015091	ENSOCUG00000017569	Oryctolagus_cuniculus
ENSOPRP00000009560	ENSOPRG00000010458	Ochotona_princeps
ENSOANP00000005664	ENSOANG00000003573	Ornithorhynchus_anatinus
ENSOANP00000003437	ENSOANG00000002165	Ornithorhynchus_anatinus
ENSGAGP00000009153	ENSGAGG00000007233	Gopherus_agassizii
ENSCABP00000003444	ENSCABG00000002367	Chelonoidis_abingdonii
ENSPSIP00000011745	ENSPSIG00000010292	Pelodiscus_sinensis
ENSCPBP00000002880	ENSCPBG00000002322	Chrysemys_picta_bellii
ENSCABP00000003464	ENSCABG00000002643	Chelonoidis_abingdonii
ENSPSIP00000014534	ENSPSIG00000013035	Pelodiscus_sinensis
ENSCPRP00005003117	ENSCPRG00005002284	Crocodylus_porosus
ENSAHAP00000012613	ENSAHAG00000008990	Apteryx_haastii
ENSAOWP00000017153	ENSAOWG00000011687	Apteryx_owenii
ENSARWP00000000600	ENSARWG00000000109	Apteryx_rowi
ENSDNVP00000013512	ENSDNVG00000009515	Dromaius_novaehollandiae
ENSNPEP00000012302	ENSNPEG00000009180	Nothoprocta_perdicaria
ENSCPGP00000023438	ENSCPGG00000016234	Calidris_pygmaea
ENSCPUP00000014201	ENSCPUG00000009997	Calidris_pugnax
ENSLSDP00000000622	ENSLSDG00000000324	Lonchura_striata_domestica
ENSTGUP00000010289	ENSTGUG00000009905	Taeniopygia_guttata
ENSSCAP00000004592	ENSSCAG00000003734	Serinus_canaria
ENSZALP00000011458	ENSZALG00000009671	Zonotrichia_albicollis
ENSJHYP00000011723	ENSJHYG00000009163	Junco_hyemalis
ENSTGUP00000014309	ENSTGUG00000013912	Taeniopygia_guttata
ENSCCEP00000025984	ENSCCEG00000022930	Cyanistes_caeruleus
ENSPMJP00000025613	ENSPMJG00000018745	Parus_major
ENSFALP00000007708	ENSFALG00000007384	Ficedula_albicollis
ENSMVIP00005004205	ENSMVIG00005003247	Manacus_vitellinus
ENSLCOP00000020079	ENSLCOG00000014227	Lepidothrix_coronata
ENSMUNP00000017475	ENSMUNG00000013429	Melopsittacus_undulatus
ENSAPLP00000007611	ENSAPLG00000007944	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011341	ENSABRG00000007896	Anser_brachyrhynchus
ENSGALP00000010870	ENSGALG00000006728	Gallus_gallus
ENSMGAP00000008293	ENSMGAG00000008084	Meleagris_gallopavo
ENSCJPP00005013208	ENSCJPG00005011164	Coturnix_japonica
ENSNMEP00000026608	ENSNMEG00000022287	Numida_meleagris
ENSSPUP00000019551	ENSSPUG00000014791	Sphenodon_punctatus
ENSGAGP00000035681	ENSGAGG00000025334	Gopherus_agassizii
ENSCPBP00000002928	ENSCPBG00000002342	Chrysemys_picta_bellii
ENSNSUP00000002971	ENSNSUG00000002440	Notechis_scutatus
ENSPCIP00000042403	ENSPCIG00000032165	Phascolarctos_cinereus
ENSACAP00000018061	ENSACAG00000023555	Anolis_carolinensis
ENSPVIP00000013867	ENSPVIG00000010720	Pogona_vitticeps
ENSACAP00000002529	ENSACAG00000002264	Anolis_carolinensis
ENSSMRP00000010585	ENSSMRG00000008377	Salvator_merianae
ENSXETP00000012075	ENSXETG00000014820	Xenopus_tropicalis
ENSXETP00000034675	ENSXETG00000014949	Xenopus_tropicalis
ENSEBUP00000025694	ENSEBUG00000015829	Eptatretus_burgeri
ENSEBUP00000014708	ENSEBUG00000009252	Eptatretus_burgeri
ENSPMAP00000005938	ENSPMAG00000005357	Petromyzon_marinus
ENSCSAVP00000006350	ENSCSAVG00000003802	Ciona_savignyi
