FBpp0309184	FBgn0034225	Drosophila_melanogaster	FBtr0340209
FBpp0086084	FBgn0050104	Drosophila_melanogaster	FBtr0086928
FBpp0086085	FBgn0050103	Drosophila_melanogaster	FBtr0086929
FBpp0304658	FBgn0259101	Drosophila_melanogaster	FBtr0332384
ENSSARP00000005320	ENSSARG00000005885	Sorex_araneus
ENSGGOP00000000884	ENSGGOG00000000898	Gorilla_gorilla
ENSPPYP00000018827	ENSPPYG00000016817	Pongo_abelii
ENSNLEP00000015555	ENSNLEG00000012805	Nomascus_leucogenys
ENSMMUP00000007196	ENSMMUG00000005442	Macaca_mulatta
ENSMNEP00000009936	ENSMNEG00000029383	Macaca_nemestrina
ENSMFAP00000020084	ENSMFAG00000033027	Macaca_fascicularis
ENSPANP00000015120	ENSPANG00000026149	Papio_anubis
ENSTGEP00000022525	ENSTGEG00000018231	Theropithecus_gelada
ENSMLEP00000038771	ENSMLEG00000043438	Mandrillus_leucophaeus
ENSCATP00000025090	ENSCATG00000036039	Cercocebus_atys
ENSCSAP00000013406	ENSCSAG00000017372	Chlorocebus_sabaeus
ENSRBIP00000027221	ENSRBIG00000037475	Rhinopithecus_bieti
ENSRROP00000008650	ENSRROG00000028772	Rhinopithecus_roxellana
ENSPTEP00000017408	ENSPTEG00000018929	Piliocolobus_tephrosceles
ENSCANP00000021610	ENSCANG00000034246	Colobus_angolensis_palliatus
ENSCCAP00000008618	ENSCCAG00000022047	Cebus_capucinus_imitator
ENSSBOP00000023263	ENSSBOG00000028109	Saimiri_boliviensis_boliviensis
ENSCJAP00000047250	ENSCJAG00000015234	Callithrix_jacchus
ENSANAP00000033979	ENSANAG00000034632	Aotus_nancymaae
ENSTBEP00000000060	ENSTBEG00000000072	Tupaia_belangeri
ENSMSIP00000031457	ENSMSIG00000026329	Mus_spicilegus	ENSMSIT00000039665
MGP_SPRETEiJ_P0092648	MGP_SPRETEiJ_G0033645	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0092648
ENSMUSP00000034992	ENSMUSG00000032420	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0088987	MGP_CAROLIEiJ_G0032506	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0024635	MGP_PahariEiJ_G0015373	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000015057	ENSRNOG00000011071	Rattus_norvegicus
ENSMUGP00000019612	ENSMUGG00000016608	Meriones_unguiculatus
ENSCGRP00001016084	ENSCGRG00001016518	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006698	ENSCGRG00000004893	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015011192	ENSCGRG00015008617	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015341	ENSMAUG00000014835	Mesocricetus_auratus
ENSMOCP00000012009	ENSMOCG00000012249	Microtus_ochrogaster
ENSPEMP00000001522	ENSPEMG00000001273	Peromyscus_maniculatus_bairdii
ENSNGAP00000005023	ENSNGAG00000006974	Nannospalax_galili
ENSJJAP00000022039	ENSJJAG00000022214	Jaculus_jaculus
ENSCCNP00000001660	ENSCCNG00000001865	Castor_canadensis
ENSDORP00000027724	ENSDORG00000025003	Dipodomys_ordii
ENSCLAP00000025269	ENSCLAG00000017358	Chinchilla_lanigera
ENSODEP00000012410	ENSODEG00000009213	Octodon_degus
ENSCPOP00000000989	ENSCPOG00000001094	Cavia_porcellus
ENSCAPP00000001824	ENSCAPG00000003848	Cavia_aperea
ENSHGLP00100008266	ENSHGLG00100006147	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004680	ENSHGLG00000003427	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017999	ENSFDAG00000010160	Fukomys_damarensis
ENSSTOP00000003713	ENSSTOG00000004141	Ictidomys_tridecemlineatus
ENSUPAP00010021038	ENSUPAG00010016702	Urocitellus_parryii
ENSSDAP00000013319	ENSSDAG00000012027	Spermophilus_dauricus
ENSMMMP00000009884	ENSMMMG00000008808	Marmota_marmota_marmota
ENSOCUP00000026796	ENSOCUG00000008919	Oryctolagus_cuniculus
ENSOPRP00000003753	ENSOPRG00000004066	Ochotona_princeps
ENSDNOP00000011829	ENSDNOG00000015253	Dasypus_novemcinctus
ENSCHOP00000000759	ENSCHOG00000000850	Choloepus_hoffmanni
ENSPCAP00000014778	ENSPCAG00000015792	Procavia_capensis
ENSETEP00000006069	ENSETEG00000007470	Echinops_telfairi
ENSLAFP00000000205	ENSLAFG00000000250	Loxodonta_africana
ENSMODP00000047471	ENSMODG00000042352	Monodelphis_domestica
ENSMODP00000022892	ENSMODG00000018357	Monodelphis_domestica
ENSPCIP00000015203	ENSPCIG00000031494	Phascolarctos_cinereus
ENSPCIP00000047251	ENSPCIG00000034535	Phascolarctos_cinereus
ENSVURP00010007412	ENSVURG00010005712	Vombatus_ursinus
ENSMEUP00000009035	ENSMEUG00000009903	Notamacropus_eugenii
ENSSHAP00000017777	ENSSHAG00000015093	Sarcophilus_harrisii
ENSOANP00000000883	ENSOANG00000000554	Ornithorhynchus_anatinus
ENSACAP00000015209	ENSACAG00000015456	Anolis_carolinensis
ENSACAP00000003689	ENSACAG00000003790	Anolis_carolinensis
ENSPVIP00000007711	ENSPVIG00000006270	Pogona_vitticeps
ENSSMRP00000022492	ENSSMRG00000017479	Salvator_merianae
ENSSPUP00000014424	ENSSPUG00000010880	Sphenodon_punctatus
ENSCPGP00000005236	ENSCPGG00000003788	Calidris_pygmaea
ENSCPUP00000014047	ENSCPUG00000009928	Calidris_pugnax
ENSMUNP00000010392	ENSMUNG00000008207	Melopsittacus_undulatus
ENSLSDP00000019133	ENSLSDG00000013649	Lonchura_striata_domestica
ENSTGUP00000012866	ENSTGUG00000012495	Taeniopygia_guttata
ENSSCAP00000004220	ENSSCAG00000003467	Serinus_canaria
ENSZALP00000021759	ENSZALG00000016985	Zonotrichia_albicollis
ENSJHYP00000020285	ENSJHYG00000015393	Junco_hyemalis
ENSPMJP00000003379	ENSPMJG00000002963	Parus_major
ENSCCEP00000018625	ENSCCEG00000017043	Cyanistes_caeruleus
ENSFALP00000002961	ENSFALG00000002812	Ficedula_albicollis
ENSMVIP00005005125	ENSMVIG00005003906	Manacus_vitellinus
ENSLCOP00000022798	ENSLCOG00000016016	Lepidothrix_coronata
ENSGALP00000025482	ENSGALG00000015833	Gallus_gallus
ENSMGAP00000014490	ENSMGAG00000013711	Meleagris_gallopavo
ENSCJPP00005004289	ENSCJPG00005004292	Coturnix_japonica
ENSNMEP00000012453	ENSNMEG00000011525	Numida_meleagris
ENSABRP00000008740	ENSABRG00000007866	Anser_brachyrhynchus
ENSAPLP00000010795	ENSAPLG00000011054	Anas_platyrhynchos_platyrhynchos
ENSARWP00000019276	ENSARWG00000013220	Apteryx_rowi
ENSAOWP00000027975	ENSAOWG00000018842	Apteryx_owenii
ENSAHAP00000021817	ENSAHAG00000015333	Apteryx_haastii
ENSDNVP00000025448	ENSDNVG00000017709	Dromaius_novaehollandiae
ENSNPEP00000018518	ENSNPEG00000013805	Nothoprocta_perdicaria
ENSCPRP00005024004	ENSCPRG00005016651	Crocodylus_porosus
ENSCABP00000024160	ENSCABG00000017815	Chelonoidis_abingdonii
ENSGAGP00000018374	ENSGAGG00000013503	Gopherus_agassizii
ENSCPBP00000028062	ENSCPBG00000019833	Chrysemys_picta_bellii
ENSPSIP00000014484	ENSPSIG00000012884	Pelodiscus_sinensis
ENSXETP00000028263	ENSXETG00000008485	Xenopus_tropicalis
ENSLACP00000010237	ENSLACG00000009018	Latimeria_chalumnae
ENSECRP00000001190	ENSECRG00000000817	Erpetoichthys_calabaricus
ENSCMIP00000015555	ENSCMIG00000007573	Callorhinchus_milii
ENSMMOP00000023216	ENSMMOG00000017668	Mola_mola
ENSPMGP00000022659	ENSPMGG00000018329	Periophthalmus_magnuspinnatus
ENSCSEP00000009143	ENSCSEG00000005869	Cynoglossus_semilaevis
ENSCVAP00000026750	ENSCVAG00000012478	Cyprinodon_variegatus
ENSFHEP00000028277	ENSFHEG00000012309	Fundulus_heteroclitus
ENSPFOP00000010288	ENSPFOG00000010202	Poecilia_formosa
ENSPMEP00000001555	ENSPMEG00000002502	Poecilia_mexicana
ENSPLAP00000024853	ENSPLAG00000011412	Poecilia_latipinna
ENSPREP00000017485	ENSPREG00000011829	Poecilia_reticulata
ENSGAFP00000013260	ENSGAFG00000008935	Gambusia_affinis
ENSXCOP00000001364	ENSXCOG00000001109	Xiphophorus_couchianus
ENSXMAP00000024631	ENSXMAG00000007577	Xiphophorus_maculatus
ENSKMAP00000028233	ENSKMAG00000020933	Kryptolebias_marmoratus
ENSTRUP00000038253	ENSTRUG00000014965	Takifugu_rubripes
ENSTNIP00000005382	ENSTNIG00000002819	Tetraodon_nigroviridis
ENSGACP00000015489	ENSGACG00000011712	Gasterosteus_aculeatus
ENSGWIP00000016875	ENSGWIG00000009431	Gouania_willdenowi
ENSSMAP00000014830	ENSSMAG00000009079	Scophthalmus_maximus
ENSPMGP00000029443	ENSPMGG00000023689	Periophthalmus_magnuspinnatus
ENSORLP00000021898	ENSORLG00000017511	Oryzias_latipes_ASM223467v1
ENSORLP00015016785	ENSORLG00015017768	Oryzias_latipes_ASM223469v1
ENSORLP00020021448	ENSORLG00020001243	Oryzias_latipes_ASM223471v1
ENSOMEP00000020054	ENSOMEG00000021931	Oryzias_melastigma
ENSPRNP00000016655	ENSPRNG00000008891	Parambassis_ranga
ENSMALP00000014117	ENSMALG00000009928	Monopterus_albus
ENSMAMP00000006665	ENSMAMG00000004521	Mastacembelus_armatus
ENSATEP00000003038	ENSATEG00000002145	Anabas_testudineus
ENSSDUP00000015122	ENSSDUG00000011024	Seriola_dumerili
ENSSLDP00000028139	ENSSLDG00000021780	Seriola_lalandi_dorsalis
ENSLCAP00010040665	ENSLCAG00010019008	Lates_calcarifer
ENSLBEP00000017807	ENSLBEG00000013717	Labrus_bergylta
ENSLBEP00000029667	ENSLBEG00000022439	Labrus_bergylta
ENSCGOP00000035386	ENSCGOG00000016201	Cottoperca_gobio
ENSAOCP00000026159	ENSAOCG00000014242	Amphiprion_ocellaris
ENSAPEP00000030142	ENSAPEG00000021409	Amphiprion_percula
ENSAPOP00000007168	ENSAPOG00000009092	Acanthochromis_polyacanthus
ENSSPAP00000005047	ENSSPAG00000003851	Stegastes_partitus
ENSMZEP00005029806	ENSMZEG00005022234	Maylandia_zebra
ENSMZEP00005001093	ENSMZEG00005000930	Maylandia_zebra
ENSACLP00000017821	ENSACLG00000012197	Astatotilapia_calliptera
ENSMZEP00005017574	ENSMZEG00005013226	Maylandia_zebra
ENSHBUP00000000696	ENSHBUG00000001869	Haplochromis_burtoni
ENSPNYP00000004061	ENSPNYG00000003145	Pundamilia_nyererei
ENSNBRP00000008355	ENSNBRG00000006409	Neolamprologus_brichardi
ENSONIP00000023614	ENSONIG00000018757	Oreochromis_niloticus
ENSACIP00000002939	ENSACIG00000002342	Amphilophus_citrinellus
ENSLCRP00005004358	ENSLCRG00005002270	Larimichthys_crocea
ENSMMOP00000023217	ENSMMOG00000017670	Mola_mola
ENSGMOP00000015156	ENSGMOG00000014187	Gadus_morhua
ENSNSUP00000006611	ENSNSUG00000005233	Notechis_scutatus
ENSAMXP00000046533	ENSAMXG00000042752	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005047944	ENSAMXG00005021965	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008381	ENSPNAG00000013959	Pygocentrus_nattereri
ENSIPUP00000011956	ENSIPUG00000008104	Ictalurus_punctatus
ENSEEEP00000025105	ENSEEEG00000012171	Electrophorus_electricus
ENSDARP00000095510	ENSDARG00000071017	Danio_rerio
ENSCHAP00000034763	ENSCHAG00000016354	Clupea_harengus
ENSDCDP00000009954	ENSDCDG00000004985	Denticeps_clupeoides
ENSHHUP00000041772	ENSHHUG00000025743	Hucho_hucho
ENSHHUP00000072313	ENSHHUG00000042052	Hucho_hucho
ENSELUP00000036814	ENSELUG00000001105	Esox_lucius
ENSCGOP00000049871	ENSCGOG00000022171	Cottoperca_gobio
ENSLCRP00005032052	ENSLCRG00005012675	Larimichthys_crocea
ENSSDUP00000024620	ENSSDUG00000017875	Seriola_dumerili
ENSSLDP00000005027	ENSSLDG00000003971	Seriola_lalandi_dorsalis
ENSLCAP00010046042	ENSLCAG00010021363	Lates_calcarifer
ENSATEP00000020254	ENSATEG00000014109	Anabas_testudineus
ENSAPEP00000028742	ENSAPEG00000020431	Amphiprion_percula
ENSAOCP00000028761	ENSAOCG00000018583	Amphiprion_ocellaris
ENSAPOP00000028053	ENSAPOG00000013170	Acanthochromis_polyacanthus
ENSSPAP00000025153	ENSSPAG00000019011	Stegastes_partitus
ENSPRNP00000022710	ENSPRNG00000011650	Parambassis_ranga
ENSACLP00000026382	ENSACLG00000017921	Astatotilapia_calliptera
ENSMZEP00005007425	ENSMZEG00005005679	Maylandia_zebra
ENSPNYP00000027308	ENSPNYG00000020564	Pundamilia_nyererei
ENSHBUP00000020284	ENSHBUG00000022566	Haplochromis_burtoni
ENSNBRP00000016026	ENSNBRG00000012327	Neolamprologus_brichardi
ENSONIP00000004575	ENSONIG00000003636	Oreochromis_niloticus
ENSACIP00000030471	ENSACIG00000023576	Amphilophus_citrinellus
ENSMMOP00000015564	ENSMMOG00000011867	Mola_mola
ENSTRUP00000011279	ENSTRUG00000004739	Takifugu_rubripes
ENSBSLP00000056643	ENSBSLG00000026405	Betta_splendens
ENSORLP00020011291	ENSORLG00020012234	Oryzias_latipes_ASM223471v1
ENSORLP00000018721	ENSORLG00000014932	Oryzias_latipes_ASM223467v1
ENSORLP00015028258	ENSORLG00015010794	Oryzias_latipes_ASM223469v1
ENSOMEP00000008074	ENSOMEG00000009231	Oryzias_melastigma
ENSHCOP00000024894	ENSHCOG00000014602	Hippocampus_comes
ENSGMOP00000011117	ENSGMOG00000010380	Gadus_morhua
ENSHHUP00000030180	ENSHHUG00000019190	Hucho_hucho
ENSSFOP00015000169	ENSSFOG00015000128	Scleropages_formosus
ENSPKIP00000040564	ENSPKIG00000017479	Paramormyrops_kingsleyae
ENSLOCP00000020912	ENSLOCG00000016916	Lepisosteus_oculatus
ENSCPBP00000038878	ENSCPBG00000026828	Chrysemys_picta_bellii
ENSCABP00000007023	ENSCABG00000005334	Chelonoidis_abingdonii
ENSPSIP00000008335	ENSPSIG00000007617	Pelodiscus_sinensis
ENSSPUP00000021147	ENSSPUG00000016268	Sphenodon_punctatus
ENSVURP00010027258	ENSVURG00010020860	Vombatus_ursinus
ENSPCIP00000040636	ENSPCIG00000029744	Phascolarctos_cinereus
ENSMODP00000024483	ENSMODG00000019624	Monodelphis_domestica
ENSSHAP00000007210	ENSSHAG00000006265	Sarcophilus_harrisii
ENSCGRP00000010547	ENSCGRG00000007743	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017270	ENSCGRG00001017359	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003648	ENSCGRG00015002907	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008000	ENSMAUG00000009503	Mesocricetus_auratus
ENSPEMP00000024278	ENSPEMG00000021072	Peromyscus_maniculatus_bairdii
ENSMSIP00000006550	ENSMSIG00000005852	Mus_spicilegus
MGP_SPRETEiJ_P0037069	MGP_SPRETEiJ_G0019746	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000022232	ENSMUSG00000021718	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0035392	MGP_CAROLIEiJ_G0018868	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000023626	ENSMUGG00000019772	Meriones_unguiculatus
ENSJJAP00000012459	ENSJJAG00000015491	Jaculus_jaculus
ENSDORP00000026794	ENSDORG00000025625	Dipodomys_ordii
ENSSDAP00000007462	ENSSDAG00000006802	Spermophilus_dauricus
ENSUPAP00010024923	ENSUPAG00010019741	Urocitellus_parryii
ENSSTOP00000018437	ENSSTOG00000025452	Ictidomys_tridecemlineatus
ENSMMMP00000002630	ENSMMMG00000002409	Marmota_marmota_marmota
ENSOCUP00000030203	ENSOCUG00000028096	Oryctolagus_cuniculus
ENSMICP00000034151	ENSMICG00000038664	Microcebus_murinus
ENSPCOP00000020489	ENSPCOG00000022219	Propithecus_coquereli
ENSPSMP00000008548	ENSPSMG00000006289	Prolemur_simus
ENSLAFP00000028554	ENSLAFG00000029257	Loxodonta_africana
ENSOANP00000007878	ENSOANG00000004967	Ornithorhynchus_anatinus
ENSLACP00000005132	ENSLACG00000004561	Latimeria_chalumnae
ENSHHUP00000021790	ENSHHUG00000013655	Hucho_hucho
ENSELUP00000001279	ENSELUG00000002783	Esox_lucius
ENSHHUP00000069332	ENSHHUG00000040844	Hucho_hucho
ENSCHAP00000035240	ENSCHAG00000016697	Clupea_harengus
ENSLOCP00000009603	ENSLOCG00000007907	Lepisosteus_oculatus
ENSCMIP00000046436	ENSCMIG00000019105	Callorhinchus_milii
ENSCINP00000008305	ENSCING00000023290	Ciona_intestinalis
FBpp0308547	FBgn0033538	Drosophila_melanogaster
ENSACIP00000013535	ENSACIG00000010541	Amphilophus_citrinellus
ENSCSAVP00000007267	ENSCSAVG00000004340	Ciona_savignyi
MGP_PahariEiJ_P0027052	MGP_PahariEiJ_G0015940	Mus_pahari_strain_PAHARI_EIJ
YHR202W_mRNA	YHR202W	Saccharomyces_cerevisiae_strain_S288C
