ENSCLAP00000024473	ENSCLAG00000016803	Chinchilla_lanigera
ENSCMIP00000015988	ENSCMIG00000007757	Callorhinchus_milii
ENSPMAP00000007777	ENSPMAG00000007066	Petromyzon_marinus
ENSAPEP00000024319	ENSAPEG00000017266	Amphiprion_percula
ENSCGOP00000037028	ENSCGOG00000017087	Cottoperca_gobio
ENSEASP00005000627	ENSEASG00005000577	Equus_asinus_asinus
ENSMZEP00005020790	ENSMZEG00005015597	Maylandia_zebra
ENSPKIP00000006982	ENSPKIG00000023052	Paramormyrops_kingsleyae
ENSSPAP00000027043	ENSSPAG00000020376	Stegastes_partitus
ENSFDAP00000015745	ENSFDAG00000003840	Fukomys_damarensis
ENSOANP00000002838	ENSOANG00000001784	Ornithorhynchus_anatinus
ENSDNOP00000034655	ENSDNOG00000031787	Dasypus_novemcinctus
ENSPMEP00000011040	ENSPMEG00000013097	Poecilia_mexicana
ENSSSCP00000015722	ENSSSCG00000014803	Sus_scrofa_strain_reference
ENSBSLP00000018832	ENSBSLG00000009823	Betta_splendens
MGP_CAROLIEiJ_P0081058	MGP_CAROLIEiJ_G0030072	Mus_caroli_strain_CAROLI_EIJ
ENSFHEP00000002311	ENSFHEG00000003118	Fundulus_heteroclitus
ENSSPUP00000023541	ENSSPUG00000018055	Sphenodon_punctatus
ENSUAMP00000036081	ENSUAMG00000027360	Ursus_americanus
ENSP00000496019	ENSG00000284922	Homo_sapiens
ENSCPUP00000005898	ENSCPUG00000004296	Calidris_pugnax
ENSCSAP00000000550	ENSCSAG00000004193	Chlorocebus_sabaeus
ENSORLP00015031470	ENSORLG00015015739	Oryzias_latipes_ASM223469v1
ENSCGRP00001002219	ENSCGRG00001002333	Cricetulus_griseus_CHOK1GS_HDv1
ENSOGAP00000001214	ENSOGAG00000001364	Otolemur_garnettii
ENSOCUP00000000142	ENSOCUG00000000162	Oryctolagus_cuniculus
ENSACLP00000017696	ENSACLG00000012081	Astatotilapia_calliptera
ENSECAP00000020160	ENSECAG00000022725	Equus_caballus
ENSORLP00020030711	ENSORLG00020015315	Oryzias_latipes_ASM223471v1
ENSUMAP00000010361	ENSUMAG00000007796	Ursus_maritimus
ENSSPAP00000007641	ENSSPAG00000005789	Stegastes_partitus
ENSCPBP00000005067	ENSCPBG00000004082	Chrysemys_picta_bellii
ENSPCIP00000028976	ENSPCIG00000021600	Phascolarctos_cinereus
ENSJJAP00000007254	ENSJJAG00000011700	Jaculus_jaculus
ENSPNYP00000017728	ENSPNYG00000013403	Pundamilia_nyererei
ENSDARP00000059549	ENSDARG00000040668	Danio_rerio
ENSUPAP00010011144	ENSUPAG00010009040	Urocitellus_parryii
ENSPLAP00000028312	ENSPLAG00000017620	Poecilia_latipinna
ENSARWP00000017383	ENSARWG00000011958	Apteryx_rowi
ENSNGAP00000000065	ENSNGAG00000000056	Nannospalax_galili
ENSLACP00000014104	ENSLACG00000012413	Latimeria_chalumnae
ENSGACP00000009050	ENSGACG00000006830	Gasterosteus_aculeatus
ENSCGOP00000033815	ENSCGOG00000015672	Cottoperca_gobio
ENSELUP00000033045	ENSELUG00000011176	Esox_lucius
ENSMALP00000030211	ENSMALG00000020893	Monopterus_albus
ENSOMEP00000001819	ENSOMEG00000002740	Oryzias_melastigma
ENSPCAP00000010371	ENSPCAG00000011174	Procavia_capensis
ENSCINP00000002176	ENSCING00000001158	Ciona_intestinalis	ENSCINT00000002176
ENSOPRP00000005158	ENSOPRG00000005635	Ochotona_princeps
ENSSLDP00000007523	ENSSLDG00000005942	Seriola_lalandi_dorsalis
ENSSFOP00015025424	ENSSFOG00015016359	Scleropages_formosus
ENSCJPP00005005621	ENSCJPG00005005345	Coturnix_japonica
ENSNBRP00000006226	ENSNBRG00000004890	Neolamprologus_brichardi
ENSCGRP00015022152	ENSCGRG00015016855	Cricetulus_griseus_CriGri-PICR
ENSPNYP00000000783	ENSPNYG00000000627	Pundamilia_nyererei
ENSETEP00000008906	ENSETEG00000010975	Echinops_telfairi
ENSGAFP00000012421	ENSGAFG00000008399	Gambusia_affinis
ENSSDUP00000031441	ENSSDUG00000022612	Seriola_dumerili
ENSTTRP00000010173	ENSTTRG00000010748	Tursiops_truncatus
ENSNSUP00000015316	ENSNSUG00000011308	Notechis_scutatus
ENSMAMP00000009485	ENSMAMG00000006405	Mastacembelus_armatus
ENSOARP00000004060	ENSOARG00000003807	Ovis_aries
ENSCAPP00000010839	ENSCAPG00000012019	Cavia_aperea
ENSHHUP00000071424	ENSHHUG00000041976	Hucho_hucho
ENSOMEP00000021059	ENSOMEG00000022952	Oryzias_melastigma
ENSPTEP00000014474	ENSPTEG00000016165	Piliocolobus_tephrosceles	ENSPTET00000021713
ENSMEUP00000003255	ENSMEUG00000003566	Notamacropus_eugenii
ENSCVAP00000003741	ENSCVAG00000005099	Cyprinodon_variegatus
ENSMAUP00000021507	ENSMAUG00000019182	Mesocricetus_auratus
ENSHGLP00100005230	ENSHGLG00100003965	Heterocephalus_glaber_HetGla_1.0
ENSCPRP00005024180	ENSCPRG00005016794	Crocodylus_porosus
ENSMAMP00000021855	ENSMAMG00000014685	Mastacembelus_armatus
ENSCVAP00000015000	ENSCVAG00000017774	Cyprinodon_variegatus
ENSFCAP00000004932	ENSFCAG00000005319	Felis_catus
ENSRNOP00000027261	ENSRNOG00000020124	Rattus_norvegicus
ENSBMUP00000023677	ENSBMUG00000017749	Bos_mutus
ENSLAFP00000005143	ENSLAFG00000006134	Loxodonta_africana
ENSBBBP00000003622	ENSBBBG00000002448	Bison_bison_bison
ENSLBEP00000008915	ENSLBEG00000006917	Labrus_bergylta
ENSACIP00000011653	ENSACIG00000009095	Amphilophus_citrinellus
ENSAPOP00000002932	ENSAPOG00000004452	Acanthochromis_polyacanthus
ENSPRNP00000022487	ENSPRNG00000011516	Parambassis_ranga
ENSPREP00000028778	ENSPREG00000019476	Poecilia_reticulata
ENSBTAP00000023886	ENSBTAG00000017964	Bos_taurus
ENSXCOP00000017016	ENSXCOG00000012834	Xiphophorus_couchianus
ENSMZEP00005009812	ENSMZEG00005007403	Maylandia_zebra
ENSPLAP00000027105	ENSPLAG00000015464	Poecilia_latipinna
ENSXETP00000032657	ENSXETG00000010752	Xenopus_tropicalis
ENSDCDP00000030098	ENSDCDG00000021204	Denticeps_clupeoides
ENSCINP00000015360	ENSCING00000007492	Ciona_intestinalis
ENSMUGP00000006693	ENSMUGG00000006160	Meriones_unguiculatus
ENSGAFP00000002679	ENSGAFG00000001843	Gambusia_affinis
ENSPMEP00000033305	ENSPMEG00000021833	Poecilia_mexicana
ENSCSEP00000029580	ENSCSEG00000018959	Cynoglossus_semilaevis
ENSPVAP00000014898	ENSPVAG00000015793	Pteropus_vampyrus
ENSDORP00000004159	ENSDORG00000004447	Dipodomys_ordii
ENSCPGP00000017749	ENSCPGG00000012425	Calidris_pygmaea
ENSSMRP00000001774	ENSSMRG00000001554	Salvator_merianae
ENSLBEP00000037395	ENSLBEG00000027911	Labrus_bergylta
ENSCCAP00000019105	ENSCCAG00000027389	Cebus_capucinus_imitator
ENSGALP00000065807	ENSGALG00000051202	Gallus_gallus
ENSONIP00000021106	ENSONIG00000016753	Oreochromis_niloticus
ENSORLP00000035716	ENSORLG00000027218	Oryzias_latipes_ASM223467v1
ENSAOCP00000030597	ENSAOCG00000021666	Amphiprion_ocellaris
ENSVURP00010029142	ENSVURG00010022301	Vombatus_ursinus
ENSPVIP00000028464	ENSPVIG00000021089	Pogona_vitticeps
ENSPPRP00000019971	ENSPPRG00000011210	Panthera_pardus
ENSPFOP00000000339	ENSPFOG00000000388	Poecilia_formosa
ENSVVUP00000035236	ENSVVUG00000025353	Vulpes_vulpes
ENSCABP00000024984	ENSCABG00000018379	Chelonoidis_abingdonii	ENSCABT00000027376
ENSMMMP00000013528	ENSMMMG00000012002	Marmota_marmota_marmota
ENSACIP00000015995	ENSACIG00000012420	Amphilophus_citrinellus
ENSCAFP00020005680	ENSCAFG00020004626	Canis_lupus_dingo
ENSODEP00000011138	ENSODEG00000008284	Octodon_degus
ENSXCOP00000008809	ENSXCOG00000006715	Xiphophorus_couchianus
