ENSCPGP00000005107	ENSCPGG00000003688	Calidris_pygmaea
ENSSSCP00000018045	ENSSSCG00000017033	Sus_scrofa_strain_reference
ENSFCAP00000010362	ENSFCAG00000011152	Felis_catus
ENSMPUP00000013166	ENSMPUG00000013264	Mustela_putorius_furo
ENSCAFP00000025442	ENSCAFG00000017268	Canis_lupus_familiaris
ENSCAFP00020001648	ENSCAFG00020001456	Canis_lupus_dingo
ENSVVUP00000005078	ENSVVUG00000003989	Vulpes_vulpes
ENSAMEP00000006996	ENSAMEG00000006613	Ailuropoda_melanoleuca
ENSPPRP00000023600	ENSPPRG00000013856	Panthera_pardus
ENSPTIP00000002404	ENSPTIG00000005434	Panthera_tigris_altaica
ENSPCOP00000009528	ENSPCOG00000016138	Propithecus_coquereli
ENSRBIP00000004742	ENSRBIG00000021391	Rhinopithecus_bieti
ENSSTOP00000013497	ENSSTOG00000015057	Ictidomys_tridecemlineatus
ENSPTRP00000078898	ENSPTRG00000017491	Pan_troglodytes
ENSPPAP00000019155	ENSPPAG00000032717	Pan_paniscus
ENSP00000297151	ENSG00000164609	Homo_sapiens
ENSGGOP00000005477	ENSGGOG00000005591	Gorilla_gorilla
ENSPPYP00000017914	ENSPPYG00000016008	Pongo_abelii
ENSNLEP00000049272	ENSNLEG00000004355	Nomascus_leucogenys
ENSMNEP00000009364	ENSMNEG00000029132	Macaca_nemestrina
ENSCSAP00000006615	ENSCSAG00000010383	Chlorocebus_sabaeus
ENSTGEP00000011280	ENSTGEG00000009220	Theropithecus_gelada
ENSPANP00000000472	ENSPANG00000006850	Papio_anubis
ENSCATP00000008661	ENSCATG00000026140	Cercocebus_atys
ENSMLEP00000026911	ENSMLEG00000037647	Mandrillus_leucophaeus
ENSMMUP00000030381	ENSMMUG00000023075	Macaca_mulatta
ENSMFAP00000004578	ENSMFAG00000002001	Macaca_fascicularis
ENSPTEP00000008923	ENSPTEG00000010111	Piliocolobus_tephrosceles
ENSRROP00000002208	ENSRROG00000008930	Rhinopithecus_roxellana
ENSCANP00000000862	ENSCANG00000003257	Colobus_angolensis_palliatus
ENSCCAP00000035854	ENSCCAG00000035808	Cebus_capucinus_imitator
ENSSBOP00000000892	ENSSBOG00000003225	Saimiri_boliviensis_boliviensis
ENSCJAP00000035558	ENSCJAG00000019132	Callithrix_jacchus
ENSANAP00000021111	ENSANAG00000028320	Aotus_nancymaae
ENSTSYP00000028277	ENSTSYG00000000157	Carlito_syrichta
ENSMICP00000035538	ENSMICG00000031781	Microcebus_murinus
ENSPSMP00000008019	ENSPSMG00000005902	Prolemur_simus
ENSOGAP00000011004	ENSOGAG00000012301	Otolemur_garnettii
ENSTBEP00000013561	ENSTBEG00000015604	Tupaia_belangeri
ENSMLUP00000002811	ENSMLUG00000003091	Myotis_lucifugus
ENSSARP00000011026	ENSSARG00000012209	Sorex_araneus
ENSMMMP00000020797	ENSMMMG00000018352	Marmota_marmota_marmota
ENSPEMP00000000784	ENSPEMG00000000564	Peromyscus_maniculatus_bairdii
ENSHGLP00000011431	ENSHGLG00000008195	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015631	ENSHGLG00100011540	Heterocephalus_glaber_HetGla_1.0
ENSDORP00000005840	ENSDORG00000006239	Dipodomys_ordii
ENSDORP00000017605	ENSDORG00000024886	Dipodomys_ordii
ENSDORP00000022466	ENSDORG00000027366	Dipodomys_ordii
ENSDORP00000019253	ENSDORG00000025365	Dipodomys_ordii
ENSMSIP00000027542	ENSMSIG00000023217	Mus_spicilegus
ENSMUSP00000020681	ENSMUSG00000020409	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0027579	MGP_SPRETEiJ_G0017063	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0026222	MGP_CAROLIEiJ_G0016222	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0032995	MGP_PahariEiJ_G0017358	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005132	ENSRNOG00000003822	Rattus_norvegicus
ENSMUGP00000007731	ENSMUGG00000006995	Meriones_unguiculatus
ENSCGRP00001015961	ENSCGRG00001016416	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015030355	ENSCGRG00015022855	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007095	ENSCGRG00000005164	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018060	ENSMAUG00000016739	Mesocricetus_auratus
ENSMOCP00000013045	ENSMOCG00000012963	Microtus_ochrogaster
ENSPEMP00000017890	ENSPEMG00000016646	Peromyscus_maniculatus_bairdii
ENSNGAP00000013657	ENSNGAG00000015167	Nannospalax_galili
ENSCAPP00000015649	ENSCAPG00000015711	Cavia_aperea
ENSCPOP00000004044	ENSCPOG00000004484	Cavia_porcellus
ENSODEP00000014884	ENSODEG00000010998	Octodon_degus
ENSODEP00000007902	ENSODEG00000005892	Octodon_degus
ENSCLAP00000017346	ENSCLAG00000011915	Chinchilla_lanigera
ENSHGLP00000013219	ENSHGLG00000009442	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010884	ENSHGLG00100008080	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015794	ENSFDAG00000003906	Fukomys_damarensis
ENSSDAP00000026396	ENSSDAG00000023920	Spermophilus_dauricus
ENSMMMP00000014430	ENSMMMG00000012841	Marmota_marmota_marmota
ENSUPAP00010007223	ENSUPAG00010005823	Urocitellus_parryii
ENSCCNP00000009074	ENSCCNG00000009579	Castor_canadensis
ENSCGRP00001024249	ENSCGRG00001022223	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029164	ENSCGRG00015022038	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011880	ENSCGRG00000008655	Cricetulus_griseus_CriGri_1.0
ENSJJAP00000006906	ENSJJAG00000011452	Jaculus_jaculus
ENSOCUP00000010100	ENSOCUG00000011743	Oryctolagus_cuniculus
ENSOPRP00000004187	ENSOPRG00000004538	Ochotona_princeps
ENSSARP00000012784	ENSSARG00000014139	Sorex_araneus
ENSSARP00000005918	ENSSARG00000006540	Sorex_araneus
ENSSARP00000006243	ENSSARG00000006902	Sorex_araneus
ENSSARP00000013126	ENSSARG00000014506	Sorex_araneus
ENSSARP00000005780	ENSSARG00000006390	Sorex_araneus
ENSSARP00000012773	ENSSARG00000014128	Sorex_araneus
ENSSARP00000001683	ENSSARG00000001869	Sorex_araneus
ENSSARP00000012781	ENSSARG00000014137	Sorex_araneus
ENSDNOP00000034899	ENSDNOG00000048745	Dasypus_novemcinctus
ENSCHOP00000004486	ENSCHOG00000005055	Choloepus_hoffmanni
ENSLAFP00000003105	ENSLAFG00000003725	Loxodonta_africana
ENSPCAP00000003129	ENSPCAG00000003323	Procavia_capensis
ENSETEP00000011995	ENSETEG00000014798	Echinops_telfairi
ENSETEP00000002455	ENSETEG00000002993	Echinops_telfairi
ENSOANP00000012860	ENSOANG00000008090	Ornithorhynchus_anatinus
ENSOANP00000019509	ENSOANG00000012329	Ornithorhynchus_anatinus
ENSXETP00000023286	ENSXETG00000004979	Xenopus_tropicalis
ENSLACP00000011558	ENSLACG00000010170	Latimeria_chalumnae
ENSCHAP00000039952	ENSCHAG00000018390	Clupea_harengus
ENSDCDP00000019684	ENSDCDG00000015459	Denticeps_clupeoides
ENSAMXP00000045972	ENSAMXG00000002404	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005017762	ENSAMXG00005009148	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022200	ENSPNAG00000006885	Pygocentrus_nattereri
ENSEEEP00000003975	ENSEEEG00000002125	Electrophorus_electricus
ENSIPUP00000026519	ENSIPUG00000017949	Ictalurus_punctatus
ENSDARP00000112935	ENSDARG00000038870	Danio_rerio
ENSSFOP00015024778	ENSSFOG00015015923	Scleropages_formosus
ENSPKIP00000027244	ENSPKIG00000009367	Paramormyrops_kingsleyae
ENSMAMP00000012377	ENSMAMG00000008387	Mastacembelus_armatus
ENSMALP00000005917	ENSMALG00000004247	Monopterus_albus
ENSATEP00000009028	ENSATEG00000006357	Anabas_testudineus
ENSBSLP00000019618	ENSBSLG00000010175	Betta_splendens
ENSSLDP00000018235	ENSSLDG00000014353	Seriola_lalandi_dorsalis
ENSSDUP00000006957	ENSSDUG00000005127	Seriola_dumerili
ENSSMAP00000006934	ENSSMAG00000004281	Scophthalmus_maximus
ENSLCAP00010033986	ENSLCAG00010015931	Lates_calcarifer
ENSCSEP00000024314	ENSCSEG00000015522	Cynoglossus_semilaevis
ENSMMOP00000005297	ENSMMOG00000004203	Mola_mola
ENSMMOP00000007699	ENSMMOG00000005988	Mola_mola
ENSTRUP00000003079	ENSTRUG00000001335	Takifugu_rubripes
ENSTNIP00000011864	ENSTNIG00000009677	Tetraodon_nigroviridis
ENSLCRP00005043901	ENSLCRG00005016738	Larimichthys_crocea
ENSLBEP00000006364	ENSLBEG00000004903	Labrus_bergylta
ENSCGOP00000006179	ENSCGOG00000002923	Cottoperca_gobio
ENSGACP00000023973	ENSGACG00000018144	Gasterosteus_aculeatus
ENSFHEP00000011305	ENSFHEG00000012789	Fundulus_heteroclitus
ENSCVAP00000030607	ENSCVAG00000019302	Cyprinodon_variegatus
ENSXMAP00000009062	ENSXMAG00000009007	Xiphophorus_maculatus
ENSXCOP00000005373	ENSXCOG00000004207	Xiphophorus_couchianus
ENSGAFP00000011740	ENSGAFG00000007953	Gambusia_affinis
ENSPFOP00000009099	ENSPFOG00000009050	Poecilia_formosa
ENSPMEP00000000088	ENSPMEG00000024369	Poecilia_mexicana
ENSPLAP00000003755	ENSPLAG00000005330	Poecilia_latipinna
ENSPREP00000006292	ENSPREG00000004355	Poecilia_reticulata
ENSORLP00020010756	ENSORLG00020011665	Oryzias_latipes_ASM223471v1
ENSORLP00015022558	ENSORLG00015002040	Oryzias_latipes_ASM223469v1
ENSORLP00000006933	ENSORLG00000005505	Oryzias_latipes_ASM223467v1
ENSOMEP00000025175	ENSOMEG00000006235	Oryzias_melastigma
ENSMZEP00005016268	ENSMZEG00005012180	Maylandia_zebra
ENSPNYP00000000372	ENSPNYG00000000289	Pundamilia_nyererei
ENSHBUP00000001093	ENSHBUG00000002296	Haplochromis_burtoni
ENSACLP00000010721	ENSACLG00000007273	Astatotilapia_calliptera
ENSPNYP00000031925	ENSPNYG00000024087	Pundamilia_nyererei
ENSPNYP00000005329	ENSPNYG00000004141	Pundamilia_nyererei
ENSONIP00000016299	ENSONIG00000012957	Oreochromis_niloticus
ENSACIP00000007316	ENSACIG00000005652	Amphilophus_citrinellus
ENSPRNP00000015423	ENSPRNG00000008274	Parambassis_ranga
ENSGWIP00000032513	ENSGWIG00000016679	Gouania_willdenowi
ENSAPEP00000025408	ENSAPEG00000018095	Amphiprion_percula
ENSAPOP00000027258	ENSAPOG00000011660	Acanthochromis_polyacanthus
ENSSPAP00000018674	ENSSPAG00000014100	Stegastes_partitus
ENSKMAP00000007492	ENSKMAG00000005625	Kryptolebias_marmoratus
ENSHCOP00000018500	ENSHCOG00000003110	Hippocampus_comes
ENSPMGP00000019320	ENSPMGG00000015695	Periophthalmus_magnuspinnatus
ENSGMOP00000017407	ENSGMOG00000016207	Gadus_morhua
ENSHHUP00000089853	ENSHHUG00000051871	Hucho_hucho
ENSHHUP00000023314	ENSHHUG00000014624	Hucho_hucho
ENSELUP00000023771	ENSELUG00000022607	Esox_lucius
ENSLOCP00000011487	ENSLOCG00000009410	Lepisosteus_oculatus
ENSECRP00000021719	ENSECRG00000014457	Erpetoichthys_calabaricus
ENSCMIP00000028352	ENSCMIG00000012306	Callorhinchus_milii
ENSCMIP00000042963	ENSCMIG00000017849	Callorhinchus_milii
ENSEBUP00000005353	ENSEBUG00000003656	Eptatretus_burgeri
ENSCSAVP00000008277	ENSCSAVG00000004927	Ciona_savignyi
ENSCINP00000017527	ENSCING00000008595	Ciona_intestinalis
ENSPTEP00000027629	ENSPTEG00000027446	Piliocolobus_tephrosceles
FBpp0084787	FBgn0039626	Drosophila_melanogaster
K07C5.6.1	WBGene00010629	Caenorhabditis_elegans_strain_N2
