ENSDORP00000011385	ENSDORG00000012110	Dipodomys_ordii
ENSCABP00000011242	ENSCABG00000008384	Chelonoidis_abingdonii
ENSAMEP00000010600	ENSAMEG00000010089	Ailuropoda_melanoleuca
ENSMUGP00000029513	ENSMUGG00000024496	Meriones_unguiculatus
ENSFHEP00000015356	ENSFHEG00000016974	Fundulus_heteroclitus
ENSSCAP00000004920	ENSSCAG00000003963	Serinus_canaria
ENSUPAP00010027401	ENSUPAG00010021658	Urocitellus_parryii
ENSPTRP00000039053	ENSPTRG00000010648	Pan_troglodytes
ENSEASP00005000474	ENSEASG00005000435	Equus_asinus_asinus
ENSPSIP00000013169	ENSPSIG00000011843	Pelodiscus_sinensis
ENSGAGP00000019218	ENSGAGG00000014206	Gopherus_agassizii
ENSORLP00020015013	ENSORLG00020016022	Oryzias_latipes_ASM223471v1
ENSSTOP00000010850	ENSSTOG00000012106	Ictidomys_tridecemlineatus
ENSLCRP00005051306	ENSLCRG00005019329	Larimichthys_crocea
ENSOANP00000017805	ENSOANG00000011239	Ornithorhynchus_anatinus
ENSVVUP00000022512	ENSVVUG00000016525	Vulpes_vulpes
ENSSLDP00000032926	ENSSLDG00000025232	Seriola_lalandi_dorsalis
ENSPTEP00000013339	ENSPTEG00000014944	Piliocolobus_tephrosceles
ENSCSAP00000002016	ENSCSAG00000005715	Chlorocebus_sabaeus
ENSIPUP00000008291	ENSIPUG00000005701	Ictalurus_punctatus
ENSPNAP00000005881	ENSPNAG00000002047	Pygocentrus_nattereri
ENSPKIP00000023430	ENSPKIG00000007059	Paramormyrops_kingsleyae
ENSTNIP00000008829	ENSTNIG00000006085	Tetraodon_nigroviridis
ENSJJAP00000011374	ENSJJAG00000014718	Jaculus_jaculus
ENSCPOP00000008064	ENSCPOG00000008975	Cavia_porcellus
ENSOARP00000020238	ENSOARG00000018840	Ovis_aries
ENSMVIP00005028207	ENSMVIG00005019652	Manacus_vitellinus
ENSCCAP00000026467	ENSCCAG00000031022	Cebus_capucinus_imitator
ENSPMGP00000026574	ENSPMGG00000021426	Periophthalmus_magnuspinnatus
ENSVURP00010013811	ENSVURG00010010617	Vombatus_ursinus
ENSACAP00000011493	ENSACAG00000011764	Anolis_carolinensis	ENSACAT00000011733
ENSPNYP00000024728	ENSPNYG00000018668	Pundamilia_nyererei
ENSMUGP00000015632	ENSMUGG00000013452	Meriones_unguiculatus
ENSCMIP00000044002	ENSCMIG00000018239	Callorhinchus_milii
ENSMSIP00000028703	ENSMSIG00000024126	Mus_spicilegus
ENSXCOP00000006665	ENSXCOG00000005157	Xiphophorus_couchianus
ENSMAUP00000003722	ENSMAUG00000004244	Mesocricetus_auratus
ENSAPOP00000034058	ENSAPOG00000023056	Acanthochromis_polyacanthus
ENSAMXP00005003187	ENSAMXG00005001999	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSSCP00000014735	ENSSSCG00000013861	Sus_scrofa_strain_reference
ENSPFOP00000002741	ENSPFOG00000002826	Poecilia_formosa
ENSGALP00000006008	ENSGALG00000003794	Gallus_gallus
ENSTSYP00000001551	ENSTSYG00000001669	Carlito_syrichta
FBpp0308637	FBgn0031183	Drosophila_melanogaster
ENSHHUP00000082529	ENSHHUG00000047955	Hucho_hucho
ENSMPUP00000015916	ENSMPUG00000016022	Mustela_putorius_furo
ENSFALP00000014483	ENSFALG00000013879	Ficedula_albicollis
ENSCHAP00000034322	ENSCHAG00000016306	Clupea_harengus
ENSKMAP00000008057	ENSKMAG00000006050	Kryptolebias_marmoratus
ENSACLP00000036063	ENSACLG00000024417	Astatotilapia_calliptera
ENSBSLP00000021827	ENSBSLG00000011181	Betta_splendens
ENSETEP00000008212	ENSETEG00000010115	Echinops_telfairi
ENSCSAVP00000000982	ENSCSAVG00000000550	Ciona_savignyi	ENSCSAVT00000000992
ENSMODP00000039384	ENSMODG00000014942	Monodelphis_domestica
ENSSDUP00000011272	ENSSDUG00000008236	Seriola_dumerili
ENSHCOP00000021371	ENSHCOG00000008139	Hippocampus_comes
ENSPEMP00000033893	ENSPEMG00000027717	Peromyscus_maniculatus_bairdii
ENSGGOP00000015963	ENSGGOG00000016361	Gorilla_gorilla
ENSLACP00000020697	ENSLACG00000018186	Latimeria_chalumnae
ENSMMUP00000017009	ENSMMUG00000012959	Macaca_mulatta
ENSMMMP00000026480	ENSMMMG00000023196	Marmota_marmota_marmota
ENSCCEP00000027682	ENSCCEG00000024139	Cyanistes_caeruleus
ENSCJPP00005016936	ENSCJPG00005013880	Coturnix_japonica
ENSECAP00000005967	ENSECAG00000007905	Equus_caballus
ENSCAPP00000005252	ENSCAPG00000007620	Cavia_aperea
ENSACIP00000006415	ENSACIG00000005031	Amphilophus_citrinellus
ENSMICP00000004178	ENSMICG00000004587	Microcebus_murinus
ENSSPAP00000004246	ENSSPAG00000003274	Stegastes_partitus
ENSMEUP00000009910	ENSMEUG00000010865	Notamacropus_eugenii
ENSLAFP00000007630	ENSLAFG00000009099	Loxodonta_africana
MGP_CAROLIEiJ_P0085012	MGP_CAROLIEiJ_G0031221	Mus_caroli_strain_CAROLI_EIJ
ENSMUNP00000016739	ENSMUNG00000012882	Melopsittacus_undulatus
ENSP00000470652	ENSG00000127526	Homo_sapiens
YJL193W_mRNA	YJL193W	Saccharomyces_cerevisiae_strain_S288C
ENSANAP00000001551	ENSANAG00000013537	Aotus_nancymaae
ENSPCIP00000026122	ENSPCIG00000019614	Phascolarctos_cinereus
ENSXETP00000013229	ENSXETG00000013091	Xenopus_tropicalis
ENSPTIP00000000306	ENSPTIG00000000750	Panthera_tigris_altaica
ENSLSDP00000013329	ENSLSDG00000009681	Lonchura_striata_domestica
ENSDNOP00000029899	ENSDNOG00000035161	Dasypus_novemcinctus
ENSAPEP00000006797	ENSAPEG00000004856	Amphiprion_percula
ENSCAFP00020012745	ENSCAFG00020010269	Canis_lupus_dingo
ENSHHUP00000064993	ENSHHUG00000038390	Hucho_hucho
ENSCPRP00005024560	ENSCPRG00005017079	Crocodylus_porosus
ENSTBEP00000012046	ENSTBEG00000013904	Tupaia_belangeri
ENSZALP00000021662	ENSZALG00000016937	Zonotrichia_albicollis
ENSMZEP00005022619	ENSMZEG00005016929	Maylandia_zebra
ENSOMEP00000001811	ENSOMEG00000002742	Oryzias_melastigma
ENSMOCP00000000439	ENSMOCG00000000358	Microtus_ochrogaster
ENSCSEP00000028676	ENSCSEG00000018350	Cynoglossus_semilaevis
ENSMLEP00000018130	ENSMLEG00000033255	Mandrillus_leucophaeus
ENSPCOP00000013659	ENSPCOG00000018470	Propithecus_coquereli
ENSCPBP00000020828	ENSCPBG00000014966	Chrysemys_picta_bellii
ENSCJAP00000025644	ENSCJAG00000013952	Callithrix_jacchus
ENSPVAP00000004091	ENSPVAG00000004322	Pteropus_vampyrus
ENSMMOP00000010749	ENSMMOG00000008289	Mola_mola
ENSFCAP00000012216	ENSFCAG00000013173	Felis_catus
ENSCHIP00000004264	ENSCHIG00000008462	Capra_hircus
ENSCHOP00000001896	ENSCHOG00000002145	Choloepus_hoffmanni
ENSSMRP00000007646	ENSSMRG00000006128	Salvator_merianae	ENSSMRT00000008937
ENSODEP00000001981	ENSODEG00000001560	Octodon_degus
ENSNVIP00000019539	ENSNVIG00000015315	Neovison_vison
ENSCLAP00000007656	ENSCLAG00000005367	Chinchilla_lanigera
ENSUAMP00000021968	ENSUAMG00000017292	Ursus_americanus
ENSPMJP00000014329	ENSPMJG00000010872	Parus_major
ENSTGUP00000000495	ENSTGUG00000000484	Taeniopygia_guttata
ENSNSUP00000022132	ENSNSUG00000016089	Notechis_scutatus	ENSNSUT00000023543
ENSPSMP00000025828	ENSPSMG00000018119	Prolemur_simus
ENSPTEP00000023586	ENSPTEG00000024268	Piliocolobus_tephrosceles
ENSDNVP00000020294	ENSDNVG00000014194	Dromaius_novaehollandiae
ENSGMOP00000001554	ENSGMOG00000001494	Gadus_morhua
ENSAPLP00000024107	ENSAPLG00000011233	Anas_platyrhynchos_platyrhynchos
ENSMOCP00000015550	ENSMOCG00000014718	Microtus_ochrogaster
ENSLBEP00000002386	ENSLBEG00000001865	Labrus_bergylta
ENSRBIP00000038620	ENSRBIG00000042819	Rhinopithecus_bieti
ENSABRP00000013947	ENSABRG00000012348	Anser_brachyrhynchus
ENSCGRP00015008418	ENSCGRG00015006521	Cricetulus_griseus_CriGri-PICR
ENSPANP00000010771	ENSPANG00000011400	Papio_anubis
ENSHGLP00100014588	ENSHGLG00100010793	Heterocephalus_glaber_HetGla_1.0
ENSPLAP00000009928	ENSPLAG00000012769	Poecilia_latipinna
ENSLOCP00000001801	ENSLOCG00000001576	Lepisosteus_oculatus
ENSELUP00000011899	ENSELUG00000012191	Esox_lucius
ENSPRNP00000000643	ENSPRNG00000000431	Parambassis_ranga
ENSGACP00000011196	ENSGACG00000008469	Gasterosteus_aculeatus
ENSGAFP00000006301	ENSGAFG00000004278	Gambusia_affinis
ENSAMXP00000043389	ENSAMXG00000032823	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCGRP00001020466	ENSCGRG00001019619	Cricetulus_griseus_CHOK1GS_HDv1
ENSRNOP00000016399	ENSRNOG00000012287	Rattus_norvegicus
ENSUMAP00000000912	ENSUMAG00000000954	Ursus_maritimus
ENSPTEP00000017417	ENSPTEG00000018934	Piliocolobus_tephrosceles
ENSCINP00000015352	ENSCING00000007485	Ciona_intestinalis	ENSCINT00000015352
ENSANAP00000018819	ENSANAG00000027233	Aotus_nancymaae
ENSCATP00000015215	ENSCATG00000031586	Cercocebus_atys
YOR307C_mRNA	YOR307C	Saccharomyces_cerevisiae_strain_S288C
ENSAOCP00000021872	ENSAOCG00000006954	Amphiprion_ocellaris
ENSMGAP00000005479	ENSMGAG00000005552	Meleagris_gallopavo
ENSGWIP00000002381	ENSGWIG00000001307	Gouania_willdenowi
ENSDCDP00000044917	ENSDCDG00000028431	Denticeps_clupeoides
ENSFDAP00000006512	ENSFDAG00000015257	Fukomys_damarensis
ENSCAFP00000023005	ENSCAFG00000015651	Canis_lupus_familiaris
ENSLBEP00000018814	ENSLBEG00000014471	Labrus_bergylta
ENSBIXP00000024377	ENSBIXG00000026561	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCGOP00000016577	ENSCGOG00000007950	Cottoperca_gobio
ENSARWP00000027598	ENSARWG00000018656	Apteryx_rowi
ENSBIXP00005011521	ENSBIXG00005015934	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNMEP00000004643	ENSNMEG00000004957	Numida_meleagris
ENSTRUP00000047847	ENSTRUG00000006851	Takifugu_rubripes
ENSLCAP00010011077	ENSLCAG00010005253	Lates_calcarifer
ENSCGRP00001003174	ENSCGRG00001003760	Cricetulus_griseus_CHOK1GS_HDv1
ENSMNEP00000036754	ENSMNEG00000041471	Macaca_nemestrina
ENSPPAP00000007250	ENSPPAG00000026424	Pan_paniscus
ENSORLP00000009765	ENSORLG00000007795	Oryzias_latipes_ASM223467v1
ENSEEEP00000046372	ENSEEEG00000021828	Electrophorus_electricus
ENSPPRP00000007830	ENSPPRG00000002839	Panthera_pardus
ENSNBRP00000004948	ENSNBRG00000003930	Neolamprologus_brichardi
ENSCCNP00000014449	ENSCCNG00000014935	Castor_canadensis
ENSMAMP00000005705	ENSMAMG00000003883	Mastacembelus_armatus
ENSMUSP00000115754	ENSMUSG00000019731	Mus_musculus_strain_reference_(CL57BL6)
ENSNGAP00000023310	ENSNGAG00000021910	Nannospalax_galili
ENSDARP00000013733	ENSDARG00000011945	Danio_rerio
ENSSDAP00000008812	ENSSDAG00000008038	Spermophilus_dauricus
ENSXMAP00000035312	ENSXMAG00000024820	Xiphophorus_maculatus
ENSOGAP00000005224	ENSOGAG00000005840	Otolemur_garnettii
ENSSHAP00000012841	ENSSHAG00000010985	Sarcophilus_harrisii
ENSAOWP00000018436	ENSAOWG00000012547	Apteryx_owenii
ENSPVIP00000022660	ENSPVIG00000017092	Pogona_vitticeps	ENSPVIT00000028058
ENSONIP00000015930	ENSONIG00000012658	Oreochromis_niloticus
ENSBTAP00000006963	ENSBTAG00000005295	Bos_taurus
ENSSFOP00015032336	ENSSFOG00015020689	Scleropages_formosus
ENSAHAP00000019102	ENSAHAG00000013450	Apteryx_haastii
ENSATEP00000021528	ENSATEG00000014935	Anabas_testudineus
ENSBMUP00000011720	ENSBMUG00000008999	Bos_mutus
