ENSCCNP00000007733	ENSCCNG00000008081	Castor_canadensis
ENSMGAP00000009476	ENSMGAG00000009177	Meleagris_gallopavo
ENSGALP00000066612	ENSGALG00000009480	Gallus_gallus
ENSCJPP00005016246	ENSCJPG00005013377	Coturnix_japonica
ENSNMEP00000011979	ENSNMEG00000011217	Numida_meleagris
ENSCPRP00005013950	ENSCPRG00005009836	Crocodylus_porosus
ENSCABP00000026222	ENSCABG00000019255	Chelonoidis_abingdonii
ENSGAGP00000023750	ENSGAGG00000016378	Gopherus_agassizii
ENSCPBP00000037977	ENSCPBG00000026305	Chrysemys_picta_bellii
ENSPSIP00000008683	ENSPSIG00000007483	Pelodiscus_sinensis
ENSPVIP00000030574	ENSPVIG00000020937	Pogona_vitticeps
ENSACAP00000005084	ENSACAG00000004963	Anolis_carolinensis
ENSNSUP00000018225	ENSNSUG00000013292	Notechis_scutatus
ENSSMRP00000016333	ENSSMRG00000012716	Salvator_merianae
ENSSPUP00000009232	ENSSPUG00000006961	Sphenodon_punctatus
ENSOANP00000032638	ENSOANG00000029040	Ornithorhynchus_anatinus
ENSXETP00000047528	ENSXETG00000018936	Xenopus_tropicalis
ENSLACP00000011976	ENSLACG00000010540	Latimeria_chalumnae
ENSDCDP00000046600	ENSDCDG00000027114	Denticeps_clupeoides
ENSCHAP00000058963	ENSCHAG00000025982	Clupea_harengus
ENSAMXP00000021537	ENSAMXG00000020829	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005052675	ENSAMXG00005022075	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021229	ENSPNAG00000028644	Pygocentrus_nattereri
ENSIPUP00000021114	ENSIPUG00000014272	Ictalurus_punctatus
ENSEEEP00000008234	ENSEEEG00000001986	Electrophorus_electricus
ENSDARP00000131334	ENSDARG00000024874	Danio_rerio
ENSBSLP00000041827	ENSBSLG00000017107	Betta_splendens
ENSGWIP00000041787	ENSGWIG00000018589	Gouania_willdenowi
ENSSDUP00000011910	ENSSDUG00000008528	Seriola_dumerili
ENSSLDP00000017281	ENSSLDG00000013589	Seriola_lalandi_dorsalis
ENSLCAP00010057767	ENSLCAG00010026924	Lates_calcarifer
ENSSMAP00000032617	ENSSMAG00000019953	Scophthalmus_maximus
ENSMAMP00000010389	ENSMAMG00000006894	Mastacembelus_armatus
ENSMALP00000004002	ENSMALG00000002826	Monopterus_albus
ENSATEP00000015343	ENSATEG00000010514	Anabas_testudineus
ENSLCRP00005057207	ENSLCRG00005021242	Larimichthys_crocea
ENSMMOP00000003082	ENSMMOG00000002477	Mola_mola
ENSLBEP00000037933	ENSLBEG00000028285	Labrus_bergylta
ENSCGOP00000056573	ENSCGOG00000024415	Cottoperca_gobio
ENSGACP00000025019	ENSGACG00000018923	Gasterosteus_aculeatus
ENSAOCP00000026922	ENSAOCG00000002373	Amphiprion_ocellaris
ENSAPEP00000022900	ENSAPEG00000016166	Amphiprion_percula
ENSAPOP00000019607	ENSAPOG00000023197	Acanthochromis_polyacanthus
ENSSPAP00000009944	ENSSPAG00000007391	Stegastes_partitus
ENSPRNP00000038401	ENSPRNG00000010877	Parambassis_ranga
ENSMZEP00005015547	ENSMZEG00005011585	Maylandia_zebra
ENSHBUP00000003857	ENSHBUG00000005422	Haplochromis_burtoni
ENSPNYP00000009712	ENSPNYG00000007206	Pundamilia_nyererei
ENSACLP00000004237	ENSACLG00000002603	Astatotilapia_calliptera
ENSNBRP00000000760	ENSNBRG00000000533	Neolamprologus_brichardi
ENSONIP00000021122	ENSONIG00000016768	Oreochromis_niloticus
ENSACIP00000024371	ENSACIG00000018854	Amphilophus_citrinellus
ENSPFOP00000014329	ENSPFOG00000013275	Poecilia_formosa
ENSPLAP00000003492	ENSPLAG00000005083	Poecilia_latipinna
ENSPMEP00000013932	ENSPMEG00000016597	Poecilia_mexicana
ENSPREP00000014917	ENSPREG00000009970	Poecilia_reticulata
ENSXMAP00000009052	ENSXMAG00000008974	Xiphophorus_maculatus
ENSXCOP00000019789	ENSXCOG00000014844	Xiphophorus_couchianus
ENSGAFP00000025932	ENSGAFG00000017497	Gambusia_affinis
ENSFHEP00000000052	ENSFHEG00000023418	Fundulus_heteroclitus
ENSCVAP00000014001	ENSCVAG00000016681	Cyprinodon_variegatus
ENSKMAP00000029288	ENSKMAG00000021669	Kryptolebias_marmoratus
ENSORLP00000013287	ENSORLG00000010596	Oryzias_latipes_ASM223467v1
ENSORLP00015000501	ENSORLG00015001146	Oryzias_latipes_ASM223469v1
ENSORLP00020022294	ENSORLG00020002667	Oryzias_latipes_ASM223471v1
ENSOMEP00000029709	ENSOMEG00000013619	Oryzias_melastigma
ENSCSEP00000017573	ENSCSEG00000011240	Cynoglossus_semilaevis
ENSPMGP00000021881	ENSPMGG00000017717	Periophthalmus_magnuspinnatus
ENSHCOP00000004972	ENSHCOG00000006815	Hippocampus_comes
ENSTNIP00000003018	ENSTNIG00000018523	Tetraodon_nigroviridis
ENSTRUP00000008670	ENSTRUG00000003695	Takifugu_rubripes
ENSGMOP00000012990	ENSGMOG00000012124	Gadus_morhua
ENSHHUP00000069831	ENSHHUG00000040880	Hucho_hucho
ENSHHUP00000058247	ENSHHUG00000034368	Hucho_hucho
ENSELUP00000016041	ENSELUG00000016080	Esox_lucius
ENSCHAP00000056736	ENSCHAG00000025230	Clupea_harengus
ENSDCDP00000028023	ENSDCDG00000020153	Denticeps_clupeoides
ENSAMXP00000001931	ENSAMXG00000001893	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005046025	ENSAMXG00005015038	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011759	ENSPNAG00000017611	Pygocentrus_nattereri
ENSIPUP00000010022	ENSIPUG00000006789	Ictalurus_punctatus
ENSEEEP00000045970	ENSEEEG00000021583	Electrophorus_electricus
ENSDARP00000126386	ENSDARG00000076213	Danio_rerio
ENSPKIP00000030112	ENSPKIG00000011039	Paramormyrops_kingsleyae
ENSSFOP00015006425	ENSSFOG00015004127	Scleropages_formosus
ENSPKIP00000014200	ENSPKIG00000001298	Paramormyrops_kingsleyae
ENSSFOP00015001306	ENSSFOG00015000753	Scleropages_formosus
ENSLOCP00000019609	ENSLOCG00000015916	Lepisosteus_oculatus
ENSECRP00000002850	ENSECRG00000001878	Erpetoichthys_calabaricus
ENSCMIP00000034839	ENSCMIG00000013737	Callorhinchus_milii
