ENSPCIP00000015140	ENSPCIG00000011794	Phascolarctos_cinereus
ENSP00000350333	ENSG00000136715	Homo_sapiens
ENSGGOP00000015694	ENSGGOG00000016083	Gorilla_gorilla
ENSPPYP00000014232	ENSPPYG00000012756	Pongo_abelii
ENSNLEP00000019244	ENSNLEG00000015805	Nomascus_leucogenys
ENSMMUP00000028030	ENSMMUG00000021287	Macaca_mulatta
ENSMNEP00000029750	ENSMNEG00000038348	Macaca_nemestrina
ENSMFAP00000006338	ENSMFAG00000034167	Macaca_fascicularis
ENSPANP00000004884	ENSPANG00000018636	Papio_anubis
ENSTGEP00000036334	ENSTGEG00000028919	Theropithecus_gelada
ENSCATP00000018671	ENSCATG00000033127	Cercocebus_atys
ENSMLEP00000011934	ENSMLEG00000030137	Mandrillus_leucophaeus
ENSCSAP00000012921	ENSCSAG00000016870	Chlorocebus_sabaeus
ENSCANP00000008445	ENSCANG00000027432	Colobus_angolensis_palliatus
ENSPTEP00000020212	ENSPTEG00000021450	Piliocolobus_tephrosceles
ENSRROP00000030369	ENSRROG00000038927	Rhinopithecus_roxellana
ENSRBIP00000031367	ENSRBIG00000039507	Rhinopithecus_bieti
ENSCCAP00000007206	ENSCCAG00000021284	Cebus_capucinus_imitator
ENSCCAP00000017338	ENSCCAG00000026482	Cebus_capucinus_imitator
ENSSBOP00000027744	ENSSBOG00000030158	Saimiri_boliviensis_boliviensis
ENSCJAP00000020017	ENSCJAG00000010759	Callithrix_jacchus
ENSANAP00000026300	ENSANAG00000030741	Aotus_nancymaae
ENSTSYP00000032087	ENSTSYG00000000617	Carlito_syrichta
ENSPCOP00000025118	ENSPCOG00000024772	Propithecus_coquereli
ENSPSMP00000002999	ENSPSMG00000002214	Prolemur_simus
ENSMICP00000000098	ENSMICG00000000105	Microcebus_murinus
ENSOGAP00000014541	ENSOGAG00000016240	Otolemur_garnettii
ENSTBEP00000002988	ENSTBEG00000003417	Tupaia_belangeri
ENSPCAP00000012391	ENSPCAG00000013191	Procavia_capensis
ENSLAFP00000017716	ENSLAFG00000023014	Loxodonta_africana
ENSETEP00000011313	ENSETEG00000013941	Echinops_telfairi
ENSCHOP00000004261	ENSCHOG00000004808	Choloepus_hoffmanni
ENSDNOP00000001773	ENSDNOG00000002281	Dasypus_novemcinctus
ENSOANP00000012354	ENSOANG00000007757	Ornithorhynchus_anatinus
ENSCPGP00000010088	ENSCPGG00000007172	Calidris_pygmaea
ENSCPUP00000028055	ENSCPUG00000018867	Calidris_pugnax
ENSMUNP00000018536	ENSMUNG00000014173	Melopsittacus_undulatus
ENSLSDP00000001894	ENSLSDG00000001503	Lonchura_striata_domestica
ENSTGUP00000005914	ENSTGUG00000005735	Taeniopygia_guttata
ENSSCAP00000011704	ENSSCAG00000008766	Serinus_canaria
ENSZALP00000000284	ENSZALG00000000325	Zonotrichia_albicollis
ENSJHYP00000023301	ENSJHYG00000017540	Junco_hyemalis
ENSFALP00000003690	ENSFALG00000003540	Ficedula_albicollis
ENSPMJP00000022205	ENSPMJG00000016460	Parus_major
ENSCCEP00000001192	ENSCCEG00000001449	Cyanistes_caeruleus
ENSLCOP00000008759	ENSLCOG00000006237	Lepidothrix_coronata
ENSMVIP00005015874	ENSMVIG00005011414	Manacus_vitellinus
ENSGALP00000003216	ENSGALG00000002070	Gallus_gallus
ENSMGAP00000000636	ENSMGAG00000001148	Meleagris_gallopavo
ENSCJPP00005019613	ENSCJPG00005015652	Coturnix_japonica
ENSNMEP00000020047	ENSNMEG00000017146	Numida_meleagris
ENSABRP00000008194	ENSABRG00000006868	Anser_brachyrhynchus
ENSAHAP00000024001	ENSAHAG00000016673	Apteryx_haastii
ENSAOWP00000017282	ENSAOWG00000011819	Apteryx_owenii
ENSARWP00000003271	ENSARWG00000002455	Apteryx_rowi
ENSDNVP00000000548	ENSDNVG00000000427	Dromaius_novaehollandiae
ENSNPEP00000018028	ENSNPEG00000013409	Nothoprocta_perdicaria
ENSCPRP00005012522	ENSCPRG00005008884	Crocodylus_porosus
ENSGAGP00000029514	ENSGAGG00000021322	Gopherus_agassizii
ENSCABP00000026055	ENSCABG00000019164	Chelonoidis_abingdonii
ENSCPBP00000026987	ENSCPBG00000019138	Chrysemys_picta_bellii
ENSPSIP00000002918	ENSPSIG00000002830	Pelodiscus_sinensis
ENSPVIP00000032780	ENSPVIG00000024008	Pogona_vitticeps
ENSACAP00000005101	ENSACAG00000005182	Anolis_carolinensis
ENSNSUP00000016137	ENSNSUG00000011767	Notechis_scutatus
ENSSMRP00000028600	ENSSMRG00000021975	Salvator_merianae
ENSSPUP00000019452	ENSSPUG00000014961	Sphenodon_punctatus
ENSXETP00000040564	ENSXETG00000000829	Xenopus_tropicalis
ENSLACP00000019384	ENSLACG00000017049	Latimeria_chalumnae
ENSAMXP00005014992	ENSAMXG00005006599	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000005956	ENSAMXG00000005800	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000003494	ENSPNAG00000009963	Pygocentrus_nattereri
ENSEEEP00000043769	ENSEEEG00000020148	Electrophorus_electricus
ENSIPUP00000027167	ENSIPUG00000018357	Ictalurus_punctatus
ENSDARP00000122670	ENSDARG00000079352	Danio_rerio
ENSHHUP00000034113	ENSHHUG00000021215	Hucho_hucho
ENSHHUP00000075191	ENSHHUG00000044008	Hucho_hucho
ENSELUP00000024296	ENSELUG00000023100	Esox_lucius
ENSSFOP00015030068	ENSSFOG00015019270	Scleropages_formosus
ENSPKIP00000016111	ENSPKIG00000002565	Paramormyrops_kingsleyae
ENSCHAP00000042261	ENSCHAG00000019008	Clupea_harengus
ENSDCDP00000041876	ENSDCDG00000025161	Denticeps_clupeoides
ENSAMXP00000036268	ENSAMXG00000004665	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005040046	ENSAMXG00005018135	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021115	ENSPNAG00000028207	Pygocentrus_nattereri
ENSIPUP00000016616	ENSIPUG00000011200	Ictalurus_punctatus
ENSEEEP00000010822	ENSEEEG00000005481	Electrophorus_electricus
ENSDARP00000112480	ENSDARG00000056924	Danio_rerio
ENSAOCP00000020109	ENSAOCG00000003997	Amphiprion_ocellaris
ENSAPEP00000029255	ENSAPEG00000020745	Amphiprion_percula
ENSAPOP00000031727	ENSAPOG00000019256	Acanthochromis_polyacanthus
ENSSPAP00000022819	ENSSPAG00000017173	Stegastes_partitus
ENSPRNP00000036808	ENSPRNG00000018217	Parambassis_ranga
ENSMALP00000023315	ENSMALG00000015999	Monopterus_albus
ENSMAMP00000014331	ENSMAMG00000009735	Mastacembelus_armatus
ENSATEP00000015578	ENSATEG00000010816	Anabas_testudineus
ENSBSLP00000001314	ENSBSLG00000000840	Betta_splendens
ENSSDUP00000030321	ENSSDUG00000021838	Seriola_dumerili
ENSSLDP00000004012	ENSSLDG00000003120	Seriola_lalandi_dorsalis
ENSLCAP00010024455	ENSLCAG00010011094	Lates_calcarifer
ENSSMAP00000002441	ENSSMAG00000001505	Scophthalmus_maximus
ENSCSEP00000004764	ENSCSEG00000003021	Cynoglossus_semilaevis
ENSCGOP00000041491	ENSCGOG00000018433	Cottoperca_gobio
ENSGACP00000004947	ENSGACG00000003760	Gasterosteus_aculeatus
ENSLBEP00000035813	ENSLBEG00000026766	Labrus_bergylta
ENSTRUP00000053025	ENSTRUG00000000628	Takifugu_rubripes
ENSTNIP00000003027	ENSTNIG00000013766	Tetraodon_nigroviridis
ENSMMOP00000007186	ENSMMOG00000005579	Mola_mola
ENSLCRP00005031696	ENSLCRG00005012045	Larimichthys_crocea
ENSORLP00020019412	ENSORLG00020020404	Oryzias_latipes_ASM223471v1
ENSORLP00015031945	ENSORLG00015016511	Oryzias_latipes_ASM223469v1
ENSORLP00000019410	ENSORLG00000015499	Oryzias_latipes_ASM223467v1
ENSOMEP00000001883	ENSOMEG00000002807	Oryzias_melastigma
ENSKMAP00000019677	ENSKMAG00000014621	Kryptolebias_marmoratus
ENSACLP00000036939	ENSACLG00000024963	Astatotilapia_calliptera
ENSMZEP00005011919	ENSMZEG00005008912	Maylandia_zebra
ENSPNYP00000026385	ENSPNYG00000019866	Pundamilia_nyererei
ENSHBUP00000011334	ENSHBUG00000013006	Haplochromis_burtoni
ENSNBRP00000017660	ENSNBRG00000013596	Neolamprologus_brichardi
ENSONIP00000024306	ENSONIG00000019312	Oreochromis_niloticus
ENSACIP00000009572	ENSACIG00000007254	Amphilophus_citrinellus
ENSFHEP00000007790	ENSFHEG00000009019	Fundulus_heteroclitus
ENSCVAP00000010793	ENSCVAG00000012972	Cyprinodon_variegatus
ENSXMAP00000027782	ENSXMAG00000016556	Xiphophorus_maculatus
ENSXCOP00000007875	ENSXCOG00000006049	Xiphophorus_couchianus
ENSGAFP00000025582	ENSGAFG00000017277	Gambusia_affinis
ENSPFOP00000003383	ENSPFOG00000003244	Poecilia_formosa
ENSPMEP00000031910	ENSPMEG00000019392	Poecilia_mexicana
ENSPLAP00000027995	ENSPLAG00000017026	Poecilia_latipinna
ENSPREP00000023707	ENSPREG00000015981	Poecilia_reticulata
ENSGWIP00000001450	ENSGWIG00000000634	Gouania_willdenowi
ENSPMGP00000022830	ENSPMGG00000018466	Periophthalmus_magnuspinnatus
ENSHCOP00000011380	ENSHCOG00000014176	Hippocampus_comes
ENSGMOP00000020578	ENSGMOG00000019116	Gadus_morhua
ENSHHUP00000003098	ENSHHUG00000001959	Hucho_hucho
ENSHHUP00000003084	ENSHHUG00000001953	Hucho_hucho
ENSHHUP00000004445	ENSHHUG00000002773	Hucho_hucho
ENSELUP00000006493	ENSELUG00000007391	Esox_lucius
ENSHHUP00000018471	ENSHHUG00000011527	Hucho_hucho
ENSSFOP00015008864	ENSSFOG00015005716	Scleropages_formosus
ENSLOCP00000006383	ENSLOCG00000005291	Lepisosteus_oculatus
ENSECRP00000012488	ENSECRG00000008326	Erpetoichthys_calabaricus
ENSCMIP00000029467	ENSCMIG00000012591	Callorhinchus_milii
ENSEBUP00000003641	ENSEBUG00000002629	Eptatretus_burgeri
ENSCINP00000007595	ENSCING00000003681	Ciona_intestinalis
FBpp0075661	FBgn0262714	Drosophila_melanogaster
