ENSMMUP00000051838	ENSMMUG00000009396	Macaca_mulatta
ENSVPAP00000006751	ENSVPAG00000007256	Vicugna_pacos
ENSLCRP00005012996	ENSLCRG00005000419	Larimichthys_crocea
ENSHHUP00000007561	ENSHHUG00000003517	Hucho_hucho
ENSMLEP00000004663	ENSMLEG00000021000	Mandrillus_leucophaeus
ENSMMOP00000005439	ENSMMOG00000004303	Mola_mola
ENSDCDP00000034590	ENSDCDG00000022882	Denticeps_clupeoides
ENSJJAP00000024442	ENSJJAG00000023896	Jaculus_jaculus
ENSEASP00005026976	ENSEASG00005018382	Equus_asinus_asinus
ENSOARP00000014498	ENSOARG00000013524	Ovis_aries
ENSPPAP00000037715	ENSPPAG00000041576	Pan_paniscus	ENSPPAT00000060616
ENSGAFP00000007732	ENSGAFG00000005256	Gambusia_affinis
ENSVVUP00000033633	ENSVVUG00000021578	Vulpes_vulpes
ENSCCEP00000022716	ENSCCEG00000019154	Cyanistes_caeruleus
ENSNLEP00000015709	ENSNLEG00000012898	Nomascus_leucogenys
ENSSCAP00000001912	ENSSCAG00000001655	Serinus_canaria
ENSMOCP00000025854	ENSMOCG00000021842	Microtus_ochrogaster
ENSCSEP00000023899	ENSCSEG00000015218	Cynoglossus_semilaevis
ENSSMAP00000007598	ENSSMAG00000004662	Scophthalmus_maximus
ENSSFOP00015001102	ENSSFOG00015000742	Scleropages_formosus
ENSAPEP00000026522	ENSAPEG00000018807	Amphiprion_percula
ENSSSCP00000052080	ENSSSCG00000014292	Sus_scrofa_strain_reference
ENSMMMP00000018482	ENSMMMG00000016373	Marmota_marmota_marmota
ENSNBRP00000016505	ENSNBRG00000012719	Neolamprologus_brichardi
ENSSLDP00000006708	ENSSLDG00000005336	Seriola_lalandi_dorsalis
ENSNGAP00000016208	ENSNGAG00000017000	Nannospalax_galili
ENSGWIP00000041551	ENSGWIG00000020675	Gouania_willdenowi
ENSNBRP00000008018	ENSNBRG00000006219	Neolamprologus_brichardi
ENSGACP00000027410	ENSGACG00000020732	Gasterosteus_aculeatus
ENSSLDP00000010102	ENSSLDG00000008050	Seriola_lalandi_dorsalis
ENSMALP00000026026	ENSMALG00000017913	Monopterus_albus
ENSECRP00000011841	ENSECRG00000007900	Erpetoichthys_calabaricus
ENSCPGP00000015468	ENSCPGG00000010899	Calidris_pygmaea
ENSDORP00000004654	ENSDORG00000004972	Dipodomys_ordii
ENSCJPP00005026915	ENSCJPG00005020903	Coturnix_japonica
ENSDARP00000020214	ENSDARG00000018989	Danio_rerio
ENSANAP00000038264	ENSANAG00000036525	Aotus_nancymaae
ENSTGUP00000000187	ENSTGUG00000000176	Taeniopygia_guttata
ENSSBOP00000028017	ENSSBOG00000030378	Saimiri_boliviensis_boliviensis
ENSIPUP00000014521	ENSIPUG00000009875	Ictalurus_punctatus
ENSMUSP00000020630	ENSMUSG00000020361	Mus_musculus_strain_reference_(CL57BL6)
ENSTBEP00000014282	ENSTBEG00000016418	Tupaia_belangeri
ENSMUNP00000004722	ENSMUNG00000003912	Melopsittacus_undulatus
ENSCCNP00000030194	ENSCCNG00000028919	Castor_canadensis
ENSCLAP00000020082	ENSCLAG00000013757	Chinchilla_lanigera
ENSTNIP00000022937	ENSTNIG00000019692	Tetraodon_nigroviridis
ENSCVAP00000022511	ENSCVAG00000000148	Cyprinodon_variegatus
ENSOMEP00000005810	ENSOMEG00000006864	Oryzias_melastigma
ENSXMAP00000009242	ENSXMAG00000009200	Xiphophorus_maculatus
ENSOARP00000021804	ENSOARG00000020304	Ovis_aries
ENSAPOP00000027778	ENSAPOG00000012626	Acanthochromis_polyacanthus
ENSABRP00000019075	ENSABRG00000016359	Anser_brachyrhynchus
ENSPCAP00000013912	ENSPCAG00000014869	Procavia_capensis
ENSPLAP00000019590	ENSPLAG00000001851	Poecilia_latipinna
ENSNVIP00000022104	ENSNVIG00000017054	Neovison_vison
ENSEEEP00000032443	ENSEEEG00000014903	Electrophorus_electricus
ENSCABP00000013549	ENSCABG00000010166	Chelonoidis_abingdonii
ENSCPBP00000023179	ENSCPBG00000016557	Chrysemys_picta_bellii
ENSLACP00000011701	ENSLACG00000010299	Latimeria_chalumnae
ENSLOCP00000012976	ENSLOCG00000010589	Lepisosteus_oculatus
ENSAOWP00000011970	ENSAOWG00000007584	Apteryx_owenii
ENSCJAP00000034621	ENSCJAG00000013384	Callithrix_jacchus
ENSUPAP00010019853	ENSUPAG00010015698	Urocitellus_parryii
ENSTTRP00000004347	ENSTTRG00000004602	Tursiops_truncatus
ENSHGLP00100019930	ENSHGLG00100014694	Heterocephalus_glaber_HetGla_1.0
ENSLBEP00000023425	ENSLBEG00000017953	Labrus_bergylta
ENSMMOP00000018188	ENSMMOG00000013771	Mola_mola
ENSGAGP00000026875	ENSGAGG00000019569	Gopherus_agassizii
ENSGAFP00000011435	ENSGAFG00000007743	Gambusia_affinis
ENSORLP00020019509	ENSORLG00020000943	Oryzias_latipes_ASM223471v1
ENSEEEP00000020186	ENSEEEG00000009226	Electrophorus_electricus
ENSATEP00000007785	ENSATEG00000005390	Anabas_testudineus
ENSP00000302961	ENSG00000170606	Homo_sapiens	ENST00000304858
ENSPTRP00000029477	ENSPTRG00000017230	Pan_troglodytes	ENSPTRT00000031900
ENSLBEP00000035750	ENSLBEG00000026794	Labrus_bergylta
ENSLAFP00000008844	ENSLAFG00000010561	Loxodonta_africana
ENSOGAP00000005815	ENSOGAG00000006501	Otolemur_garnettii
ENSORLP00015024183	ENSORLG00015000638	Oryzias_latipes_ASM223469v1
ENSAMXP00005040524	ENSAMXG00005017818	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
MGP_CAROLIEiJ_P0026595	MGP_CAROLIEiJ_G0016329	Mus_caroli_strain_CAROLI_EIJ
ENSACIP00000007854	ENSACIG00000006139	Amphilophus_citrinellus
ENSPKIP00000009024	ENSPKIG00000024274	Paramormyrops_kingsleyae
ENSPTEP00000038306	ENSPTEG00000035631	Piliocolobus_tephrosceles
ENSSDUP00000008313	ENSSDUG00000006074	Seriola_dumerili
ENSMAUP00000007602	ENSMAUG00000009192	Mesocricetus_auratus
ENSACLP00000017318	ENSACLG00000011771	Astatotilapia_calliptera
ENSPNYP00000019725	ENSPNYG00000014879	Pundamilia_nyererei
ENSOPRP00000008963	ENSOPRG00000009785	Ochotona_princeps
ENSHBUP00000034468	ENSHBUG00000022116	Haplochromis_burtoni
ENSSHAP00000016232	ENSSHAG00000013815	Sarcophilus_harrisii
ENSELUP00000025021	ENSELUG00000023803	Esox_lucius
ENSODEP00000012828	ENSODEG00000009493	Octodon_degus
ENSJHYP00000008832	ENSJHYG00000006992	Junco_hyemalis
ENSPNAP00000019716	ENSPNAG00000004058	Pygocentrus_nattereri
ENSLCRP00005035697	ENSLCRG00005012711	Larimichthys_crocea
ENSMZEP00005015720	ENSMZEG00005011784	Maylandia_zebra
ENSPMEP00000004408	ENSPMEG00000005701	Poecilia_mexicana
ENSACIP00000013667	ENSACIG00000010612	Amphilophus_citrinellus
ENSFCAP00000011527	ENSFCAG00000012426	Felis_catus
ENSXCOP00000011345	ENSXCOG00000008569	Xiphophorus_couchianus
ENSDNVP00000015953	ENSDNVG00000011227	Dromaius_novaehollandiae
ENSCANP00000024736	ENSCANG00000035750	Colobus_angolensis_palliatus
ENSCSAP00000009827	ENSCSAG00000013669	Chlorocebus_sabaeus
ENSGALP00000054757	ENSGALG00000040882	Gallus_gallus
ENSCSEP00000018971	ENSCSEG00000012129	Cynoglossus_semilaevis
ENSPMJP00000007654	ENSPMJG00000006292	Parus_major
ENSCMIP00000026228	ENSCMIG00000011487	Callorhinchus_milii
ENSFHEP00000009847	ENSFHEG00000011152	Fundulus_heteroclitus
ENSTNIP00000017184	ENSTNIG00000014173	Tetraodon_nigroviridis
ENSTSYP00000026247	ENSTSYG00000014644	Carlito_syrichta
ENSTGEP00000024792	ENSTGEG00000020024	Theropithecus_gelada
ENSSDUP00000026825	ENSSDUG00000019408	Seriola_dumerili
ENSMAMP00000031857	ENSMAMG00000021436	Mastacembelus_armatus
ENSAMXP00005031440	ENSAMXG00005013690	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACAP00000023153	ENSACAG00000013092	Anolis_carolinensis
ENSMALP00000007514	ENSMALG00000005166	Monopterus_albus
ENSCGRP00000017445	ENSCGRG00000012688	Cricetulus_griseus_CriGri_1.0
ENSPKIP00000009063	ENSPKIG00000024298	Paramormyrops_kingsleyae
ENSPMGP00000007833	ENSPMGG00000006501	Periophthalmus_magnuspinnatus
ENSBIXP00000041515	ENSBIXG00000001950	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSPUP00000015933	ENSSPUG00000012262	Sphenodon_punctatus
ENSMVIP00005025113	ENSMVIG00005017583	Manacus_vitellinus
ENSPSMP00000034212	ENSPSMG00000023588	Prolemur_simus
ENSDNOP00000009478	ENSDNOG00000012202	Dasypus_novemcinctus
ENSAHAP00000010286	ENSAHAG00000007468	Apteryx_haastii
ENSCHOP00000004305	ENSCHOG00000004852	Choloepus_hoffmanni
ENSCCAP00000036922	ENSCCAG00000036316	Cebus_capucinus_imitator
ENSMGAP00000009525	ENSMGAG00000009184	Meleagris_gallopavo
ENSCPOP00000003686	ENSCPOG00000004085	Cavia_porcellus
ENSPEMP00000003207	ENSPEMG00000004397	Peromyscus_maniculatus_bairdii
ENSATEP00000015698	ENSATEG00000010850	Anabas_testudineus
ENSRBIP00000032246	ENSRBIG00000039851	Rhinopithecus_bieti
ENSORLP00000007500	ENSORLG00000005958	Oryzias_latipes_ASM223467v1
ENSMZEP00005003969	ENSMZEG00005003031	Maylandia_zebra
ENSHGLP00000023868	ENSHGLG00000017017	Heterocephalus_glaber_HetGla_female_1.0
ENSRNOP00000023628	ENSRNOG00000016596	Rattus_norvegicus
ENSPNYP00000000352	ENSPNYG00000000271	Pundamilia_nyererei
ENSXCOP00000008314	ENSXCOG00000006373	Xiphophorus_couchianus
ENSMICP00000024389	ENSMICG00000012231	Microcebus_murinus
ENSMFAP00000013558	ENSMFAG00000028852	Macaca_fascicularis
ENSOANP00000011834	ENSOANG00000007430	Ornithorhynchus_anatinus
ENSHHUP00000048766	ENSHHUG00000029245	Hucho_hucho
ENSRROP00000029965	ENSRROG00000038754	Rhinopithecus_roxellana
ENSSDAP00000021943	ENSSDAG00000019945	Spermophilus_dauricus
ENSBIXP00005003915	ENSBIXG00005000684	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPMEP00000008410	ENSPMEG00000010226	Poecilia_mexicana
ENSTNIP00000021368	ENSTNIG00000018202	Tetraodon_nigroviridis
ENSONIP00000010629	ENSONIG00000008454	Oreochromis_niloticus
ENSTNIP00000011796	ENSTNIG00000008942	Tetraodon_nigroviridis
ENSORLP00000034912	ENSORLG00000001448	Oryzias_latipes_ASM223467v1
ENSAOCP00000011897	ENSAOCG00000016318	Amphiprion_ocellaris
ENSPFOP00000010726	ENSPFOG00000010575	Poecilia_formosa
ENSPPYP00000017643	ENSPPYG00000015777	Pongo_abelii
ENSCVAP00000015822	ENSCVAG00000018725	Cyprinodon_variegatus
ENSTRUP00000057239	ENSTRUG00000008366	Takifugu_rubripes
ENSCGOP00000017238	ENSCGOG00000007963	Cottoperca_gobio
ENSPFOP00000006933	ENSPFOG00000006901	Poecilia_formosa
ENSUAMP00000015554	ENSUAMG00000011725	Ursus_americanus
ENSSMAP00000007913	ENSSMAG00000004855	Scophthalmus_maximus
ENSORLP00015023341	ENSORLG00015003279	Oryzias_latipes_ASM223469v1
ENSHHUP00000045680	ENSHHUG00000027635	Hucho_hucho
ENSNPEP00000003907	ENSNPEG00000002917	Nothoprocta_perdicaria
ENSPREP00000007443	ENSPREG00000005060	Poecilia_reticulata
ENSACLP00000010086	ENSACLG00000006860	Astatotilapia_calliptera
ENSPRNP00000049207	ENSPRNG00000022715	Parambassis_ranga
ENSZALP00000017459	ENSZALG00000014099	Zonotrichia_albicollis
ENSMAMP00000013021	ENSMAMG00000008809	Mastacembelus_armatus
ENSONIP00000016226	ENSONIG00000012895	Oreochromis_niloticus
ENSNSUP00000013635	ENSNSUG00000008345	Notechis_scutatus
ENSCPUP00000009041	ENSCPUG00000006440	Calidris_pugnax
ENSSMRP00000023156	ENSSMRG00000017982	Salvator_merianae
ENSBTAP00000020825	ENSBTAG00000015683	Bos_taurus
ENSIPUP00000017100	ENSIPUG00000011525	Ictalurus_punctatus
ENSCGRP00001027174	ENSCGRG00001024247	Cricetulus_griseus_CHOK1GS_HDv1
ENSMLUP00000003337	ENSMLUG00000003658	Myotis_lucifugus
ENSOCUP00000007228	ENSOCUG00000008361	Oryctolagus_cuniculus
ENSCHIP00000005272	ENSCHIG00000009256	Capra_hircus
ENSSLDP00000009603	ENSSLDG00000007611	Seriola_lalandi_dorsalis
ENSGMOP00000009394	ENSGMOG00000008775	Gadus_morhua
ENSPCOP00000030723	ENSPCOG00000028098	Propithecus_coquereli
ENSLSDP00000005591	ENSLSDG00000004343	Lonchura_striata_domestica
ENSLCAP00010041935	ENSLCAG00010018546	Lates_calcarifer
ENSPVIP00000009769	ENSPVIG00000007761	Pogona_vitticeps
ENSHCOP00000025744	ENSHCOG00000016162	Hippocampus_comes
ENSCAFP00020001143	ENSCAFG00020001038	Canis_lupus_dingo
MGP_PahariEiJ_P0033370	MGP_PahariEiJ_G0017464	Mus_pahari_strain_PAHARI_EIJ
MGP_SPRETEiJ_P0027969	MGP_SPRETEiJ_G0017173	Mus_spretus_strain_SPRET/EiJ
ENSSPAP00000016379	ENSSPAG00000012304	Stegastes_partitus
ENSMEUP00000008976	ENSMEUG00000009831	Notamacropus_eugenii
ENSMUNP00000004723	ENSMUNG00000003913	Melopsittacus_undulatus
ENSBMUP00000003005	ENSBMUG00000002377	Bos_mutus
ENSXMAP00000001622	ENSXMAG00000001608	Xiphophorus_maculatus
ENSAPLP00000002168	ENSAPLG00000002687	Anas_platyrhynchos_platyrhynchos
ENSAPEP00000025585	ENSAPEG00000018179	Amphiprion_percula
ENSPSIP00000014785	ENSPSIG00000013077	Pelodiscus_sinensis
ENSSARP00000008514	ENSSARG00000009414	Sorex_araneus
ENSFDAP00000014223	ENSFDAG00000001340	Fukomys_damarensis
ENSECAP00000019150	ENSECAG00000020813	Equus_caballus
ENSPVAP00000014335	ENSPVAG00000015208	Pteropus_vampyrus
ENSETEP00000012023	ENSETEG00000014833	Echinops_telfairi
ENSCGOP00000035108	ENSCGOG00000012374	Cottoperca_gobio
ENSGGOP00000029381	ENSGGOG00000009655	Gorilla_gorilla
ENSCHAP00000026264	ENSCHAG00000011973	Clupea_harengus
ENSXETP00000021891	ENSXETG00000005055	Xenopus_tropicalis
ENSELUP00000024940	ENSELUG00000023695	Esox_lucius
ENSMNEP00000011997	ENSMNEG00000030298	Macaca_nemestrina
ENSLCAP00010033078	ENSLCAG00010015480	Lates_calcarifer
ENSGMOP00000005975	ENSGMOG00000005602	Gadus_morhua
ENSPMGP00000021640	ENSPMGG00000017514	Periophthalmus_magnuspinnatus
ENSBBBP00000024129	ENSBBBG00000019016	Bison_bison_bison
ENSAPOP00000024013	ENSAPOG00000006201	Acanthochromis_polyacanthus
ENSAMXP00000035890	ENSAMXG00000011616	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHCOP00000019865	ENSHCOG00000005495	Hippocampus_comes
ENSAMEP00000018770	ENSAMEG00000017771	Ailuropoda_melanoleuca
ENSLCOP00000015540	ENSLCOG00000011084	Lepidothrix_coronata
ENSMPUP00000010229	ENSMPUG00000010303	Mustela_putorius_furo
ENSCATP00000038886	ENSCATG00000042105	Cercocebus_atys
ENSPRNP00000051444	ENSPRNG00000024278	Parambassis_ranga
ENSCAFP00000062263	ENSCAFG00000000948	Canis_lupus_familiaris
ENSCHAP00000044765	ENSCHAG00000015977	Clupea_harengus
ENSBSLP00000053756	ENSBSLG00000025211	Betta_splendens
