ENSCPGP00000019979	ENSCPGG00000014003	Calidris_pygmaea
ENSMSIP00000021036	ENSMSIG00000017869	Mus_spicilegus
ENSHHUP00000071198	ENSHHUG00000041858	Hucho_hucho
ENSORLP00020028321	ENSORLG00020011743	Oryzias_latipes_ASM223471v1
ENSOMEP00000018550	ENSOMEG00000020280	Oryzias_melastigma
ENSVVUP00000017832	ENSVVUG00000013101	Vulpes_vulpes
ENSCHAP00000021317	ENSCHAG00000010727	Clupea_harengus
ENSPANP00000010551	ENSPANG00000021913	Papio_anubis
ENSORLP00000042014	ENSORLG00000007363	Oryzias_latipes_ASM223467v1
ENSAPOP00000012445	ENSAPOG00000015120	Acanthochromis_polyacanthus
ENSXMAP00000041455	ENSXMAG00000002545	Xiphophorus_maculatus
ENSPCAP00000009593	ENSPCAG00000010290	Procavia_capensis
ENSPVIP00000019010	ENSPVIG00000014540	Pogona_vitticeps
ENSHGLP00100019529	ENSHGLG00100014395	Heterocephalus_glaber_HetGla_1.0
ENSSBOP00000038123	ENSSBOG00000035134	Saimiri_boliviensis_boliviensis
ENSMLEP00000018738	ENSMLEG00000033564	Mandrillus_leucophaeus
ENSVURP00010008989	ENSVURG00010006960	Vombatus_ursinus
ENSMPUP00000015090	ENSMPUG00000015199	Mustela_putorius_furo
ENSDCDP00000028768	ENSDCDG00000020403	Denticeps_clupeoides
ENSSTOP00000005524	ENSSTOG00000006177	Ictidomys_tridecemlineatus
ENSMMUP00000063863	ENSMMUG00000004387	Macaca_mulatta
ENSPNAP00000034962	ENSPNAG00000024590	Pygocentrus_nattereri
ENSBTAP00000023708	ENSBTAG00000017833	Bos_taurus
ENSMLUP00000007848	ENSMLUG00000008606	Myotis_lucifugus
ENSFCAP00000001731	ENSFCAG00000001871	Felis_catus
ENSHBUP00000018414	ENSHBUG00000020532	Haplochromis_burtoni
ENSCCEP00000008132	ENSCCEG00000008443	Cyanistes_caeruleus
ENSCAFP00000000787	ENSCAFG00000000555	Canis_lupus_familiaris
ENSORLP00000038698	ENSORLG00000002707	Oryzias_latipes_ASM223467v1
ENSAPEP00000009821	ENSAPEG00000007034	Amphiprion_percula
ENSPRNP00000037951	ENSPRNG00000018856	Parambassis_ranga
ENSMUNP00000001197	ENSMUNG00000001033	Melopsittacus_undulatus
ENSSFOP00015010565	ENSSFOG00015006845	Scleropages_formosus
ENSARWP00000026884	ENSARWG00000018170	Apteryx_rowi
ENSABRP00000002502	ENSABRG00000002458	Anser_brachyrhynchus
ENSMUSP00000022890	ENSMUSG00000022280	Mus_musculus_strain_reference_(CL57BL6)
ENSLACP00000018381	ENSLACG00000016189	Latimeria_chalumnae
ENSPNYP00000006709	ENSPNYG00000005150	Pundamilia_nyererei
ENSODEP00000025770	ENSODEG00000019080	Octodon_degus
ENSSCAP00000005490	ENSSCAG00000004382	Serinus_canaria
ENSP00000428968	ENSG00000034677	Homo_sapiens
ENSORLP00020000277	ENSORLG00020022400	Oryzias_latipes_ASM223471v1
ENSNVIP00000000593	ENSNVIG00000000513	Neovison_vison
ENSLOCP00000011850	ENSLOCG00000009704	Lepisosteus_oculatus
ENSANAP00000025291	ENSANAG00000030347	Aotus_nancymaae
ENSSDUP00000009166	ENSSDUG00000006712	Seriola_dumerili
ENSCPUP00000003464	ENSCPUG00000002645	Calidris_pugnax
ENSECRP00000026465	ENSECRG00000017857	Erpetoichthys_calabaricus
ENSJHYP00000004260	ENSJHYG00000003532	Junco_hyemalis
ENSCAFP00020000363	ENSCAFG00020000406	Canis_lupus_dingo
ENSSARP00000005848	ENSSARG00000006446	Sorex_araneus
ENSNLEP00000003710	ENSNLEG00000003030	Nomascus_leucogenys
ENSAMXP00005046063	ENSAMXG00005021253	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPRP00005005123	ENSCPRG00005003612	Crocodylus_porosus
ENSUAMP00000027442	ENSUAMG00000021238	Ursus_americanus
ENSMVIP00005021685	ENSMVIG00005015248	Manacus_vitellinus
ENSTSYP00000034841	ENSTSYG00000032915	Carlito_syrichta
ENSGALP00000047547	ENSGALG00000038772	Gallus_gallus
ENSCGOP00000037047	ENSCGOG00000017068	Cottoperca_gobio
ENSLCAP00010044301	ENSLCAG00010020556	Lates_calcarifer
ENSOANP00000002864	ENSOANG00000001803	Ornithorhynchus_anatinus
ENSUPAP00010016034	ENSUPAG00010012809	Urocitellus_parryii
ENSPTIP00000024153	ENSPTIG00000020344	Panthera_tigris_altaica
ENSPTEP00000001746	ENSPTEG00000001950	Piliocolobus_tephrosceles
ENSSDAP00000020501	ENSSDAG00000018669	Spermophilus_dauricus
ENSSMAP00000017929	ENSSMAG00000010882	Scophthalmus_maximus
ENSOANP00000018990	ENSOANG00000011988	Ornithorhynchus_anatinus
ENSPCOP00000000916	ENSPCOG00000003000	Propithecus_coquereli
ENSCVAP00000012509	ENSCVAG00000014951	Cyprinodon_variegatus
ENSGWIP00000029748	ENSGWIG00000015496	Gouania_willdenowi
ENSAMEP00000000441	ENSAMEG00000000411	Ailuropoda_melanoleuca
ENSTNIP00000016296	ENSTNIG00000013306	Tetraodon_nigroviridis
ENSMMOP00000023883	ENSMMOG00000018175	Mola_mola
ENSONIP00000008667	ENSONIG00000006869	Oreochromis_niloticus
ENSSHAP00000008847	ENSSHAG00000007661	Sarcophilus_harrisii
ENSPLAP00000020845	ENSPLAG00000004107	Poecilia_latipinna
ENSVPAP00000003269	ENSVPAG00000003528	Vicugna_pacos
ENSOPRP00000008783	ENSOPRG00000009614	Ochotona_princeps
ENSECAP00000006040	ENSECAG00000007894	Equus_caballus
ENSCSAP00000008272	ENSCSAG00000012091	Chlorocebus_sabaeus
ENSEASP00005003723	ENSEASG00005002831	Equus_asinus_asinus
ENSETEP00000010597	ENSETEG00000013060	Echinops_telfairi
ENSELUP00000035926	ENSELUG00000015097	Esox_lucius
ENSACAP00000016134	ENSACAG00000016401	Anolis_carolinensis
ENSAOWP00000023951	ENSAOWG00000016176	Apteryx_owenii
ENSTBEP00000009581	ENSTBEG00000011079	Tupaia_belangeri
ENSLCOP00000011454	ENSLCOG00000008320	Lepidothrix_coronata
MGP_PahariEiJ_P0041445	MGP_PahariEiJ_G0019746	Mus_pahari_strain_PAHARI_EIJ
ENSCPBP00000010557	ENSCPBG00000008095	Chrysemys_picta_bellii
ENSNPEP00000019417	ENSNPEG00000014422	Nothoprocta_perdicaria
ENSKMAP00000000880	ENSKMAG00000000690	Kryptolebias_marmoratus
ENSPMAP00000005280	ENSPMAG00000004806	Petromyzon_marinus
ENSGGOP00000017576	ENSGGOG00000026234	Gorilla_gorilla
ENSMAUP00000009193	ENSMAUG00000010432	Mesocricetus_auratus
ENSEBUP00000026657	ENSEBUG00000016417	Eptatretus_burgeri
ENSUMAP00000024071	ENSUMAG00000017523	Ursus_maritimus
ENSMSIP00000018445	ENSMSIG00000015703	Mus_spicilegus
ENSFHEP00000032506	ENSFHEG00000019039	Fundulus_heteroclitus
ENSCGRP00001010420	ENSCGRG00001012317	Cricetulus_griseus_CHOK1GS_HDv1
ENSCSEP00000020852	ENSCSEG00000013313	Cynoglossus_semilaevis
ENSPKIP00000021354	ENSPKIG00000005740	Paramormyrops_kingsleyae
ENSBSLP00000008665	ENSBSLG00000004287	Betta_splendens
ENSCLAP00000022811	ENSCLAG00000015646	Chinchilla_lanigera
ENSCABP00000010427	ENSCABG00000007813	Chelonoidis_abingdonii
ENSSPUP00000023773	ENSSPUG00000018238	Sphenodon_punctatus
ENSHCOP00000010839	ENSHCOG00000013534	Hippocampus_comes
ENSNBRP00000003801	ENSNBRG00000003021	Neolamprologus_brichardi
ENSMNEP00000012811	ENSMNEG00000030685	Macaca_nemestrina
ENSNSUP00000016927	ENSNSUG00000012478	Notechis_scutatus
ENSPFOP00000011103	ENSPFOG00000011029	Poecilia_formosa
ENSMSIP00000006973	ENSMSIG00000006196	Mus_spicilegus
ENSPPRP00000002984	ENSPPRG00000023075	Panthera_pardus
ENSDNOP00000003499	ENSDNOG00000004532	Dasypus_novemcinctus
ENSMMMP00000018185	ENSMMMG00000016129	Marmota_marmota_marmota
ENSPKIP00000039422	ENSPKIG00000016770	Paramormyrops_kingsleyae
ENSTSYP00000022501	ENSTSYG00000029101	Carlito_syrichta
ENSPVAP00000009425	ENSPVAG00000009995	Pteropus_vampyrus
ENSXETP00000029265	ENSXETG00000007629	Xenopus_tropicalis
ENSDORP00000000654	ENSDORG00000000701	Dipodomys_ordii
ENSACLP00000013855	ENSACLG00000009452	Astatotilapia_calliptera
ENSGAFP00000029266	ENSGAFG00000019752	Gambusia_affinis
ENSCMIP00000006439	ENSCMIG00000003655	Callorhinchus_milii
ENSCGRP00015036677	ENSCGRG00015027509	Cricetulus_griseus_CriGri-PICR
ENSBIXP00000014950	ENSBIXG00000019553	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSPAP00000019209	ENSSPAG00000014484	Stegastes_partitus
ENSMUGP00000003014	ENSMUGG00000002835	Meriones_unguiculatus
ENSMODP00000007802	ENSMODG00000006288	Monodelphis_domestica
ENSOCUP00000001631	ENSOCUG00000001892	Oryctolagus_cuniculus
ENSAPLP00000015542	ENSAPLG00000015669	Anas_platyrhynchos_platyrhynchos
ENSFALP00000006069	ENSFALG00000005815	Ficedula_albicollis
