ENSSARP00000004577	ENSSARG00000005031	Sorex_araneus
ENSOGAP00000013167	ENSOGAG00000014697	Otolemur_garnettii
ENSCCAP00000024423	ENSCCAG00000029873	Cebus_capucinus_imitator
ENSSBOP00000026028	ENSSBOG00000029354	Saimiri_boliviensis_boliviensis
ENSANAP00000035393	ENSANAG00000035150	Aotus_nancymaae
ENSPPAP00000041250	ENSPPAG00000043218	Pan_paniscus
ENSPTRP00000006675	ENSPTRG00000003872	Pan_troglodytes
ENSP00000252268	ENSG00000133884	Homo_sapiens
ENSGGOP00000033559	ENSGGOG00000026412	Gorilla_gorilla
ENSPPYP00000003552	ENSPPYG00000003069	Pongo_abelii
ENSNLEP00000029968	ENSNLEG00000005574	Nomascus_leucogenys
ENSMLEP00000021155	ENSMLEG00000034766	Mandrillus_leucophaeus
ENSPANP00000004570	ENSPANG00000004688	Papio_anubis
ENSCATP00000043540	ENSCATG00000044255	Cercocebus_atys
ENSTGEP00000011561	ENSTGEG00000009427	Theropithecus_gelada
ENSMNEP00000017718	ENSMNEG00000032739	Macaca_nemestrina
ENSMFAP00000045780	ENSMFAG00000000560	Macaca_fascicularis
ENSCSAP00000004023	ENSCSAG00000007767	Chlorocebus_sabaeus
ENSPTEP00000023404	ENSPTEG00000024101	Piliocolobus_tephrosceles
ENSCANP00000038837	ENSCANG00000043074	Colobus_angolensis_palliatus
ENSRBIP00000007252	ENSRBIG00000027097	Rhinopithecus_bieti
ENSRROP00000025560	ENSRROG00000036505	Rhinopithecus_roxellana
ENSPTRP00000076541	ENSPTRG00000046619	Pan_troglodytes
ENSPPAP00000025554	ENSPPAG00000035883	Pan_paniscus
ENSGGOP00000014401	ENSGGOG00000014758	Gorilla_gorilla
ENSNLEP00000035164	ENSNLEG00000032784	Nomascus_leucogenys
ENSPTEP00000016860	ENSPTEG00000018432	Piliocolobus_tephrosceles
ENSTGEP00000012545	ENSTGEG00000010250	Theropithecus_gelada
ENSCJAP00000004192	ENSCJAG00000002301	Callithrix_jacchus
ENSTBEP00000008760	ENSTBEG00000010120	Tupaia_belangeri
ENSCCNP00000025498	ENSCCNG00000024857	Castor_canadensis
ENSDORP00000017512	ENSDORG00000011600	Dipodomys_ordii
ENSCGRP00000003171	ENSCGRG00000002327	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001021206	ENSCGRG00001020101	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019056	ENSCGRG00015014613	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000016918	ENSMAUG00000015922	Mesocricetus_auratus
ENSPEMP00000009739	ENSPEMG00000010943	Peromyscus_maniculatus_bairdii
ENSMOCP00000024920	ENSMOCG00000021188	Microtus_ochrogaster
MGP_SPRETEiJ_P0049649	MGP_SPRETEiJ_G0023489	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000036403	ENSMSIG00000030307	Mus_spicilegus
ENSMUSP00000113465	ENSMUSG00000024826	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0047687	MGP_CAROLIEiJ_G0022575	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020698	MGP_PahariEiJ_G0014072	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074858	ENSRNOG00000020892	Rattus_norvegicus
ENSMUGP00000024662	ENSMUGG00000020560	Meriones_unguiculatus
ENSNGAP00000012948	ENSNGAG00000014669	Nannospalax_galili
ENSJJAP00000016835	ENSJJAG00000018564	Jaculus_jaculus
ENSUPAP00010012209	ENSUPAG00010009890	Urocitellus_parryii
ENSMMMP00000011237	ENSMMMG00000010009	Marmota_marmota_marmota
ENSSTOP00000032228	ENSSTOG00000003746	Ictidomys_tridecemlineatus
ENSSDAP00000007364	ENSSDAG00000006723	Spermophilus_dauricus
ENSSDAP00000011079	ENSSDAG00000010021	Spermophilus_dauricus
ENSPEMP00000032893	ENSPEMG00000026547	Peromyscus_maniculatus_bairdii
ENSCLAP00000024580	ENSCLAG00000016884	Chinchilla_lanigera
ENSODEP00000024586	ENSODEG00000017997	Octodon_degus
ENSCPOP00000025313	ENSCPOG00000021560	Cavia_porcellus
ENSCAPP00000013644	ENSCAPG00000014217	Cavia_aperea
ENSHGLP00000015173	ENSHGLG00000010867	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023490	ENSHGLG00100017254	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022621	ENSFDAG00000020975	Fukomys_damarensis
ENSDNOP00000023126	ENSDNOG00000042153	Dasypus_novemcinctus
ENSCHOP00000008408	ENSCHOG00000009506	Choloepus_hoffmanni
ENSLAFP00000021876	ENSLAFG00000016450	Loxodonta_africana
ENSPCAP00000000076	ENSPCAG00000000083	Procavia_capensis
ENSOPRP00000005712	ENSOPRG00000006232	Ochotona_princeps
ENSETEP00000008008	ENSETEG00000009861	Echinops_telfairi
ENSVURP00010002514	ENSVURG00010002049	Vombatus_ursinus
ENSPCIP00000048018	ENSPCIG00000029217	Phascolarctos_cinereus
ENSMEUP00000009899	ENSMEUG00000010850	Notamacropus_eugenii
ENSSHAP00000003612	ENSSHAG00000003172	Sarcophilus_harrisii
ENSMODP00000012241	ENSMODG00000009794	Monodelphis_domestica
ENSVURP00010023585	ENSVURG00010018078	Vombatus_ursinus
ENSMODP00000046252	ENSMODG00000049733	Monodelphis_domestica
ENSOANP00000003294	ENSOANG00000002079	Ornithorhynchus_anatinus
ENSLSDP00000008167	ENSLSDG00000006112	Lonchura_striata_domestica
ENSTGUP00000016369	ENSTGUG00000016038	Taeniopygia_guttata
ENSMVIP00005001224	ENSMVIG00005000953	Manacus_vitellinus
ENSJHYP00000016905	ENSJHYG00000012903	Junco_hyemalis
ENSFALP00000013417	ENSFALG00000012848	Ficedula_albicollis
ENSCCEP00000019525	ENSCCEG00000017721	Cyanistes_caeruleus
ENSPMJP00000003892	ENSPMJG00000003384	Parus_major
ENSMVIP00005001207	ENSMVIG00005000943	Manacus_vitellinus
ENSLCOP00000003629	ENSLCOG00000002739	Lepidothrix_coronata
ENSSCAP00000007856	ENSSCAG00000006029	Serinus_canaria
ENSCPUP00000001036	ENSCPUG00000000808	Calidris_pugnax
ENSNMEP00000004665	ENSNMEG00000005017	Numida_meleagris
ENSMUNP00000009483	ENSMUNG00000007482	Melopsittacus_undulatus
ENSCCEP00000005169	ENSCCEG00000005681	Cyanistes_caeruleus
ENSDNVP00000021983	ENSDNVG00000015323	Dromaius_novaehollandiae
ENSNPEP00000017969	ENSNPEG00000013375	Nothoprocta_perdicaria
ENSMGAP00000010283	ENSMGAG00000009931	Meleagris_gallopavo
ENSCJPP00005006222	ENSCJPG00005005840	Coturnix_japonica
ENSNMEP00000004667	ENSNMEG00000005020	Numida_meleagris
ENSCPUP00000001040	ENSCPUG00000000817	Calidris_pugnax
ENSCPUP00000001059	ENSCPUG00000000834	Calidris_pugnax
ENSCPUP00000001054	ENSCPUG00000000821	Calidris_pugnax
ENSCPGP00000012984	ENSCPGG00000009210	Calidris_pygmaea
ENSAHAP00000028307	ENSAHAG00000019665	Apteryx_haastii
ENSAOWP00000019321	ENSAOWG00000013124	Apteryx_owenii
ENSARWP00000004394	ENSARWG00000003214	Apteryx_rowi
ENSPVIP00000004461	ENSPVIG00000003629	Pogona_vitticeps
ENSACAP00000021243	ENSACAG00000024392	Anolis_carolinensis
ENSNSUP00000023858	ENSNSUG00000017262	Notechis_scutatus
ENSSMRP00000026355	ENSSMRG00000020354	Salvator_merianae
ENSACAP00000010023	ENSACAG00000010163	Anolis_carolinensis
ENSGAGP00000018917	ENSGAGG00000014005	Gopherus_agassizii
ENSCABP00000002087	ENSCABG00000001614	Chelonoidis_abingdonii
ENSCPBP00000033811	ENSCPBG00000023614	Chrysemys_picta_bellii
ENSPSIP00000012074	ENSPSIG00000010805	Pelodiscus_sinensis
ENSSPUP00000000928	ENSSPUG00000000759	Sphenodon_punctatus
ENSLACP00000011568	ENSLACG00000010180	Latimeria_chalumnae
ENSAMXP00005041320	ENSAMXG00005019328	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000050366	ENSAMXG00000034779	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000017074	ENSPNAG00000023318	Pygocentrus_nattereri
ENSEEEP00000029592	ENSEEEG00000014163	Electrophorus_electricus
ENSIPUP00000002857	ENSIPUG00000002015	Ictalurus_punctatus
ENSDARP00000054242	ENSDARG00000037291	Danio_rerio
ENSCHAP00000048313	ENSCHAG00000022183	Clupea_harengus
ENSCHAP00000051023	ENSCHAG00000023388	Clupea_harengus
ENSMAMP00000000556	ENSMAMG00000000360	Mastacembelus_armatus
ENSMALP00000018325	ENSMALG00000012762	Monopterus_albus
ENSATEP00000019901	ENSATEG00000013844	Anabas_testudineus
ENSSDUP00000022421	ENSSDUG00000016305	Seriola_dumerili
ENSSLDP00000019416	ENSSLDG00000015218	Seriola_lalandi_dorsalis
ENSLCAP00010045709	ENSLCAG00010021243	Lates_calcarifer
ENSCGOP00000035067	ENSCGOG00000016255	Cottoperca_gobio
ENSGACP00000023303	ENSGACG00000017632	Gasterosteus_aculeatus
ENSLCRP00005005626	ENSLCRG00005002887	Larimichthys_crocea
ENSAOCP00000024522	ENSAOCG00000011403	Amphiprion_ocellaris
ENSAPEP00000014952	ENSAPEG00000010630	Amphiprion_percula
ENSAPOP00000028490	ENSAPOG00000013765	Acanthochromis_polyacanthus
ENSSPAP00000011537	ENSSPAG00000008754	Stegastes_partitus
ENSBSLP00000004780	ENSBSLG00000002549	Betta_splendens
ENSCSEP00000009500	ENSCSEG00000006094	Cynoglossus_semilaevis
ENSMMOP00000003789	ENSMMOG00000003031	Mola_mola
ENSACLP00000023271	ENSACLG00000015806	Astatotilapia_calliptera
ENSMZEP00005005460	ENSMZEG00005004207	Maylandia_zebra
ENSHBUP00000028299	ENSHBUG00000012016	Haplochromis_burtoni
ENSPNYP00000020575	ENSPNYG00000015554	Pundamilia_nyererei
ENSONIP00000006614	ENSONIG00000005264	Oreochromis_niloticus
ENSACIP00000028556	ENSACIG00000022069	Amphilophus_citrinellus
ENSNBRP00000003909	ENSNBRG00000003106	Neolamprologus_brichardi
ENSPRNP00000010708	ENSPRNG00000006126	Parambassis_ranga
ENSSMAP00000029765	ENSSMAG00000018242	Scophthalmus_maximus
ENSLBEP00000036573	ENSLBEG00000027352	Labrus_bergylta
ENSPLAP00000018538	ENSPLAG00000023225	Poecilia_latipinna
ENSPFOP00000010808	ENSPFOG00000010752	Poecilia_formosa
ENSPMEP00000022428	ENSPMEG00000003346	Poecilia_mexicana
ENSPREP00000023660	ENSPREG00000015970	Poecilia_reticulata
ENSXMAP00000009831	ENSXMAG00000009802	Xiphophorus_maculatus
ENSXCOP00000002409	ENSXCOG00000001925	Xiphophorus_couchianus
ENSGAFP00000001213	ENSGAFG00000000826	Gambusia_affinis
ENSFHEP00000001957	ENSFHEG00000002746	Fundulus_heteroclitus
ENSCVAP00000026469	ENSCVAG00000012084	Cyprinodon_variegatus
ENSKMAP00000018313	ENSKMAG00000013618	Kryptolebias_marmoratus
ENSORLP00015032740	ENSORLG00015017764	Oryzias_latipes_ASM223469v1
ENSORLP00000043505	ENSORLG00000002835	Oryzias_latipes_ASM223467v1
ENSORLP00020032667	ENSORLG00020018350	Oryzias_latipes_ASM223471v1
ENSOMEP00000017726	ENSOMEG00000019422	Oryzias_melastigma
ENSGWIP00000034418	ENSGWIG00000017801	Gouania_willdenowi
ENSTRUP00000037549	ENSTRUG00000014692	Takifugu_rubripes
ENSTNIP00000019903	ENSTNIG00000016789	Tetraodon_nigroviridis
ENSPMGP00000021957	ENSPMGG00000017785	Periophthalmus_magnuspinnatus
ENSHCOP00000007066	ENSHCOG00000008986	Hippocampus_comes
ENSGMOP00000013063	ENSGMOG00000012198	Gadus_morhua
ENSHHUP00000072103	ENSHHUG00000042335	Hucho_hucho
ENSELUP00000004470	ENSELUG00000005633	Esox_lucius
ENSPKIP00000000500	ENSPKIG00000019113	Paramormyrops_kingsleyae
ENSSFOP00015008591	ENSSFOG00015005603	Scleropages_formosus
ENSTNIP00000012953	ENSTNIG00000010057	Tetraodon_nigroviridis
ENSTRUP00000057200	ENSTRUG00000025548	Takifugu_rubripes
ENSLCRP00005036356	ENSLCRG00005014139	Larimichthys_crocea
ENSMMOP00000021903	ENSMMOG00000016658	Mola_mola
ENSLBEP00000032420	ENSLBEG00000024416	Labrus_bergylta
ENSSMAP00000022779	ENSSMAG00000013886	Scophthalmus_maximus
ENSXCOP00000009107	ENSXCOG00000006942	Xiphophorus_couchianus
ENSXMAP00000035253	ENSXMAG00000012461	Xiphophorus_maculatus
ENSGAFP00000005831	ENSGAFG00000003949	Gambusia_affinis
ENSPFOP00000010876	ENSPFOG00000010917	Poecilia_formosa
ENSPMEP00000018770	ENSPMEG00000021767	Poecilia_mexicana
ENSPLAP00000025429	ENSPLAG00000012465	Poecilia_latipinna
ENSPREP00000033958	ENSPREG00000023000	Poecilia_reticulata
ENSFHEP00000002747	ENSFHEG00000003564	Fundulus_heteroclitus
ENSCVAP00000010442	ENSCVAG00000012609	Cyprinodon_variegatus
ENSKMAP00000012152	ENSKMAG00000009108	Kryptolebias_marmoratus
ENSORLP00015027651	ENSORLG00015009866	Oryzias_latipes_ASM223469v1
ENSORLP00020023628	ENSORLG00020004610	Oryzias_latipes_ASM223471v1
ENSORLP00000009262	ENSORLG00000007390	Oryzias_latipes_ASM223467v1
ENSOMEP00000001411	ENSOMEG00000002306	Oryzias_melastigma
ENSACIP00000013543	ENSACIG00000010529	Amphilophus_citrinellus
ENSMAMP00000024981	ENSMAMG00000016763	Mastacembelus_armatus
ENSMALP00000024623	ENSMALG00000017136	Monopterus_albus
ENSATEP00000023401	ENSATEG00000016175	Anabas_testudineus
ENSBSLP00000030130	ENSBSLG00000014905	Betta_splendens
ENSSDUP00000015075	ENSSDUG00000010990	Seriola_dumerili
ENSSLDP00000023738	ENSSLDG00000018516	Seriola_lalandi_dorsalis
ENSLCAP00010002873	ENSLCAG00010001553	Lates_calcarifer
ENSCGOP00000043030	ENSCGOG00000019438	Cottoperca_gobio
ENSGACP00000026973	ENSGACG00000020405	Gasterosteus_aculeatus
ENSAPEP00000002494	ENSAPEG00000001796	Amphiprion_percula
ENSAOCP00000004610	ENSAOCG00000008038	Amphiprion_ocellaris
ENSAPOP00000004359	ENSAPOG00000005997	Acanthochromis_polyacanthus
ENSSPAP00000000778	ENSSPAG00000000566	Stegastes_partitus
ENSPRNP00000023362	ENSPRNG00000011667	Parambassis_ranga
ENSMZEP00005022260	ENSMZEG00005016695	Maylandia_zebra
ENSACLP00000022853	ENSACLG00000015457	Astatotilapia_calliptera
ENSPNYP00000022478	ENSPNYG00000016943	Pundamilia_nyererei
ENSHBUP00000035087	ENSHBUG00000023076	Haplochromis_burtoni
ENSNBRP00000027510	ENSNBRG00000020992	Neolamprologus_brichardi
ENSONIP00000006708	ENSONIG00000005334	Oreochromis_niloticus
ENSGWIP00000023096	ENSGWIG00000012347	Gouania_willdenowi
ENSHCOP00000017892	ENSHCOG00000002025	Hippocampus_comes
ENSPMGP00000024830	ENSPMGG00000020094	Periophthalmus_magnuspinnatus
ENSGMOP00000020028	ENSGMOG00000018636	Gadus_morhua
ENSHHUP00000071930	ENSHHUG00000042204	Hucho_hucho
ENSHHUP00000044299	ENSHHUG00000027112	Hucho_hucho
ENSELUP00000017435	ENSELUG00000017145	Esox_lucius
ENSDCDP00000027901	ENSDCDG00000020283	Denticeps_clupeoides
ENSDCDP00000057172	ENSDCDG00000033449	Denticeps_clupeoides
ENSCHAP00000056290	ENSCHAG00000025489	Clupea_harengus
ENSAMXP00005029060	ENSAMXG00005014384	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000002012	ENSAMXG00000001974	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000005457	ENSPNAG00000011701	Pygocentrus_nattereri
ENSEEEP00000019985	ENSEEEG00000009422	Electrophorus_electricus
ENSIPUP00000031882	ENSIPUG00000021418	Ictalurus_punctatus
ENSDARP00000003264	ENSDARG00000012219	Danio_rerio
ENSPKIP00000020065	ENSPKIG00000004967	Paramormyrops_kingsleyae
ENSSFOP00015003849	ENSSFOG00015002492	Scleropages_formosus
ENSTNIP00000020577	ENSTNIG00000017436	Tetraodon_nigroviridis
ENSTRUP00000038235	ENSTRUG00000014959	Takifugu_rubripes
ENSGACP00000007854	ENSGACG00000005935	Gasterosteus_aculeatus
ENSBSLP00000047956	ENSBSLG00000022806	Betta_splendens
ENSCSEP00000001357	ENSCSEG00000000941	Cynoglossus_semilaevis
ENSLCRP00005037210	ENSLCRG00005014489	Larimichthys_crocea
ENSMMOP00000001902	ENSMMOG00000001599	Mola_mola
ENSCGOP00000037562	ENSCGOG00000017295	Cottoperca_gobio
ENSLBEP00000036187	ENSLBEG00000027099	Labrus_bergylta
ENSXMAP00000039082	ENSXMAG00000026177	Xiphophorus_maculatus	ENSXMAT00000031907
ENSXCOP00000014364	ENSXCOG00000010894	Xiphophorus_couchianus	ENSXCOT00000014548
ENSPFOP00000013556	ENSPFOG00000013496	Poecilia_formosa	ENSPFOT00000013575
ENSPLAP00000011292	ENSPLAG00000014368	Poecilia_latipinna	ENSPLAT00000018651
ENSPMEP00000010242	ENSPMEG00000012171	Poecilia_mexicana	ENSPMET00000017038
ENSPREP00000028901	ENSPREG00000019549	Poecilia_reticulata	ENSPRET00000029222
ENSGAFP00000025426	ENSGAFG00000017175	Gambusia_affinis	ENSGAFT00000025692
ENSFHEP00000012428	ENSFHEG00000013909	Fundulus_heteroclitus	ENSFHET00000019677
ENSCVAP00000006533	ENSCVAG00000008130	Cyprinodon_variegatus	ENSCVAT00000004829
ENSORLP00000020963	ENSORLG00000016762	Oryzias_latipes_ASM223467v1
ENSORLP00015003935	ENSORLG00015004720	Oryzias_latipes_ASM223469v1
ENSORLP00020004548	ENSORLG00020005347	Oryzias_latipes_ASM223471v1
ENSOMEP00000017985	ENSOMEG00000019672	Oryzias_melastigma
ENSAPEP00000002836	ENSAPEG00000002070	Amphiprion_percula
ENSAOCP00000005961	ENSAOCG00000009546	Amphiprion_ocellaris
ENSAPOP00000002635	ENSAPOG00000004051	Acanthochromis_polyacanthus
ENSSPAP00000030949	ENSSPAG00000023202	Stegastes_partitus
ENSPRNP00000013740	ENSPRNG00000007511	Parambassis_ranga
ENSKMAP00000001883	ENSKMAG00000001479	Kryptolebias_marmoratus
ENSACLP00000002060	ENSACLG00000001433	Astatotilapia_calliptera
ENSMZEP00005012362	ENSMZEG00005009306	Maylandia_zebra
ENSPNYP00000029194	ENSPNYG00000022003	Pundamilia_nyererei
ENSHBUP00000015834	ENSHBUG00000017752	Haplochromis_burtoni
ENSONIP00000015173	ENSONIG00000012058	Oreochromis_niloticus
ENSNBRP00000003750	ENSNBRG00000002977	Neolamprologus_brichardi
ENSACIP00000011718	ENSACIG00000009134	Amphilophus_citrinellus
ENSGWIP00000047769	ENSGWIG00000023488	Gouania_willdenowi
ENSMAMP00000009987	ENSMAMG00000006717	Mastacembelus_armatus
ENSMALP00000022782	ENSMALG00000015897	Monopterus_albus
ENSATEP00000003932	ENSATEG00000002746	Anabas_testudineus
ENSSLDP00000028308	ENSSLDG00000021906	Seriola_lalandi_dorsalis
ENSSDUP00000006095	ENSSDUG00000004507	Seriola_dumerili
ENSLCAP00010041418	ENSLCAG00010019409	Lates_calcarifer
ENSPMGP00000019026	ENSPMGG00000015485	Periophthalmus_magnuspinnatus	ENSPMGT00000020288
ENSHCOP00000024925	ENSHCOG00000014660	Hippocampus_comes	ENSHCOT00000026685
ENSGMOP00000017262	ENSGMOG00000016092	Gadus_morhua
ENSGWIP00000045553	ENSGWIG00000022564	Gouania_willdenowi
ENSSFOP00015026434	ENSSFOG00015016979	Scleropages_formosus
ENSLOCP00000003111	ENSLOCG00000002649	Lepisosteus_oculatus
ENSECRP00000002126	ENSECRG00000001454	Erpetoichthys_calabaricus
ENSXETP00000010447	ENSXETG00000010761	Xenopus_tropicalis
ENSPMAP00000010393	ENSPMAG00000009440	Petromyzon_marinus
ENSEBUP00000012396	ENSEBUG00000007895	Eptatretus_burgeri
ENSHHUP00000058716	ENSHHUG00000034933	Hucho_hucho
ENSCSAVP00000008085	ENSCSAVG00000004815	Ciona_savignyi
ENSCINP00000033757	ENSCING00000018662	Ciona_intestinalis
