ENSMOCP00000001960	ENSMOCG00000001504	Microtus_ochrogaster
ENSNVIP00000017881	ENSNVIG00000013887	Neovison_vison
ENSCPUP00000016243	ENSCPUG00000011261	Calidris_pugnax
ENSPTEP00000030775	ENSPTEG00000029911	Piliocolobus_tephrosceles
ENSCAFP00000008598	ENSCAFG00000005751	Canis_lupus_familiaris
ENSCATP00000007431	ENSCATG00000022107	Cercocebus_atys
ENSBMUP00000020016	ENSBMUG00000015014	Bos_mutus
ENSAHAP00000016060	ENSAHAG00000011459	Apteryx_haastii
ENSANAP00000036063	ENSANAG00000035536	Aotus_nancymaae
ENSETEP00000011127	ENSETEG00000013714	Echinops_telfairi
ENSSMRP00000024044	ENSSMRG00000018652	Salvator_merianae
ENSSHAP00000018677	ENSSHAG00000015856	Sarcophilus_harrisii
ENSRBIP00000008831	ENSRBIG00000028276	Rhinopithecus_bieti
ENSDNOP00000011595	ENSDNOG00000014958	Dasypus_novemcinctus
ENSTBEP00000002051	ENSTBEG00000002352	Tupaia_belangeri
ENSSBOP00000028713	ENSSBOG00000030693	Saimiri_boliviensis_boliviensis
ENSEASP00005024234	ENSEASG00005016424	Equus_asinus_asinus
ENSTGUP00000001702	ENSTGUG00000001638	Taeniopygia_guttata
ENSSPUP00000020170	ENSSPUG00000015349	Sphenodon_punctatus	ENSSPUT00000021477
ENSCPGP00000020747	ENSCPGG00000014473	Calidris_pygmaea
ENSOPRP00000006104	ENSOPRG00000006654	Ochotona_princeps
ENSMUGP00000028664	ENSMUGG00000023741	Meriones_unguiculatus
ENSTTRP00000005256	ENSTTRG00000005572	Tursiops_truncatus
ENSVURP00010012584	ENSVURG00010009637	Vombatus_ursinus
ENSMUNP00000013414	ENSMUNG00000010464	Melopsittacus_undulatus
ENSMICP00000000325	ENSMICG00000000352	Microcebus_murinus
ENSECRP00000013786	ENSECRG00000009194	Erpetoichthys_calabaricus
ENSTSYP00000028983	ENSTSYG00000001886	Carlito_syrichta
ENSCPRP00005001364	ENSCPRG00005001036	Crocodylus_porosus	ENSCPRT00005001598
ENSCLAP00000005105	ENSCLAG00000003623	Chinchilla_lanigera
ENSMGAP00000000568	ENSMGAG00000001068	Meleagris_gallopavo
ENSCANP00000019506	ENSCANG00000033185	Colobus_angolensis_palliatus
ENSHGLP00100003863	ENSHGLG00100002945	Heterocephalus_glaber_HetGla_1.0
ENSAOWP00000014506	ENSAOWG00000009857	Apteryx_owenii
ENSRNOP00000025137	ENSRNOG00000018525	Rattus_norvegicus
ENSSTOP00000001715	ENSSTOG00000001919	Ictidomys_tridecemlineatus
ENSCCEP00000015369	ENSCCEG00000014572	Cyanistes_caeruleus
ENSRROP00000021923	ENSRROG00000034854	Rhinopithecus_roxellana
ENSJJAP00000001609	ENSJJAG00000001802	Jaculus_jaculus
ENSUPAP00010009215	ENSUPAG00010007028	Urocitellus_parryii
ENSSARP00000003640	ENSSARG00000004016	Sorex_araneus
ENSEEUP00000002161	ENSEEUG00000002350	Erinaceus_europaeus
ENSNMEP00000010356	ENSNMEG00000009741	Numida_meleagris
ENSZALP00000021173	ENSZALG00000016608	Zonotrichia_albicollis
ENSPCAP00000007104	ENSPCAG00000007548	Procavia_capensis
ENSCJPP00005014842	ENSCJPG00005012347	Coturnix_japonica
MGP_CAROLIEiJ_P0046383	MGP_CAROLIEiJ_G0022126	Mus_caroli_strain_CAROLI_EIJ
ENSNGAP00000006157	ENSNGAG00000008987	Nannospalax_galili
ENSSCAP00000012131	ENSSCAG00000009029	Serinus_canaria
ENSCCAP00000026132	ENSCCAG00000030814	Cebus_capucinus_imitator
ENSPVAP00000009142	ENSPVAG00000009695	Pteropus_vampyrus
ENSBBBP00000019138	ENSBBBG00000002354	Bison_bison_bison
ENSMMMP00000011725	ENSMMMG00000010288	Marmota_marmota_marmota
ENSMFAP00000000126	ENSMFAG00000033873	Macaca_fascicularis
ENSPEMP00000008897	ENSPEMG00000010356	Peromyscus_maniculatus_bairdii
ENSBIXP00000023938	ENSBIXG00000026275	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSABRP00000016473	ENSABRG00000014373	Anser_brachyrhynchus
ENSCJAP00000030907	ENSCJAG00000016762	Callithrix_jacchus
ENSODEP00000003772	ENSODEG00000002886	Octodon_degus
ENSOCUP00000013683	ENSOCUG00000015920	Oryctolagus_cuniculus
ENSSSCP00000015280	ENSSSCG00000014363	Sus_scrofa_strain_reference
ENSPVIP00000020480	ENSPVIG00000015621	Pogona_vitticeps
ENSUMAP00000020936	ENSUMAG00000015246	Ursus_maritimus
ENSLSDP00000019433	ENSLSDG00000013836	Lonchura_striata_domestica
ENSMLUP00000002833	ENSMLUG00000003111	Myotis_lucifugus
