ENSVURP00010013184	ENSVURG00010010143	Vombatus_ursinus	ENSVURT00010014999
ENSPCIP00000004696	ENSPCIG00000003885	Phascolarctos_cinereus	ENSPCIT00000005872
ENSMEUP00000008360	ENSMEUG00000009155	Notamacropus_eugenii	ENSMEUT00000009179
ENSSHAP00000013000	ENSSHAG00000011121	Sarcophilus_harrisii	ENSSHAT00000013106
ENSMODP00000053173	ENSMODG00000000319	Monodelphis_domestica	ENSMODT00000078157
ENSCCNP00000029723	ENSCCNG00000028472	Castor_canadensis	ENSCCNT00000037460
ENSDORP00000004624	ENSDORG00000004940	Dipodomys_ordii	ENSDORT00000004940
MGP_SPRETEiJ_P0088621	MGP_SPRETEiJ_G0032378	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0088621
ENSMUSP00000039943	ENSMUSG00000038250	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000042724
ENSMSIP00000033628	ENSMSIG00000028091	Mus_spicilegus
ENSLAFP00000027944	ENSLAFG00000015972	Loxodonta_africana
ENSPCAP00000009575	ENSPCAG00000010262	Procavia_capensis
ENSETEP00000005989	ENSETEG00000007380	Echinops_telfairi
ENSCHOP00000011370	ENSCHOG00000012835	Choloepus_hoffmanni
ENSDNOP00000023380	ENSDNOG00000043607	Dasypus_novemcinctus
ENSOANP00000021953	ENSOANG00000013926	Ornithorhynchus_anatinus
ENSJHYP00000020334	ENSJHYG00000015436	Junco_hyemalis
ENSZALP00000004278	ENSZALG00000004005	Zonotrichia_albicollis
ENSSCAP00000017391	ENSSCAG00000012638	Serinus_canaria
ENSLSDP00000015981	ENSLSDG00000011534	Lonchura_striata_domestica
ENSTGUP00000002464	ENSTGUG00000002389	Taeniopygia_guttata
ENSFALP00000005167	ENSFALG00000004974	Ficedula_albicollis
ENSPMJP00000010549	ENSPMJG00000008289	Parus_major
ENSCCEP00000026740	ENSCCEG00000023425	Cyanistes_caeruleus
ENSMVIP00005015878	ENSMVIG00005011424	Manacus_vitellinus
ENSLCOP00000014867	ENSLCOG00000010646	Lepidothrix_coronata
ENSMUNP00000005085	ENSMUNG00000004201	Melopsittacus_undulatus
ENSCPGP00000020419	ENSCPGG00000014301	Calidris_pygmaea
ENSCPUP00000017792	ENSCPUG00000012251	Calidris_pugnax
ENSABRP00000017093	ENSABRG00000014917	Anser_brachyrhynchus
ENSAPLP00000019988	ENSAPLG00000019928	Anas_platyrhynchos_platyrhynchos
ENSGALP00000048919	ENSGALG00000009886	Gallus_gallus
ENSMGAP00000003179	ENSMGAG00000003451	Meleagris_gallopavo
ENSCJPP00005001653	ENSCJPG00005001552	Coturnix_japonica
ENSNMEP00000025773	ENSNMEG00000021799	Numida_meleagris
ENSAOWP00000015679	ENSAOWG00000010672	Apteryx_owenii
ENSAHAP00000009974	ENSAHAG00000007229	Apteryx_haastii
ENSARWP00000026858	ENSARWG00000018153	Apteryx_rowi
ENSDNVP00000002882	ENSDNVG00000002076	Dromaius_novaehollandiae
ENSNPEP00000008017	ENSNPEG00000006020	Nothoprocta_perdicaria
ENSCPRP00005011774	ENSCPRG00005008402	Crocodylus_porosus
ENSGAGP00000005880	ENSGAGG00000004784	Gopherus_agassizii
ENSCABP00000001940	ENSCABG00000001551	Chelonoidis_abingdonii
ENSCPBP00000040044	ENSCPBG00000027545	Chrysemys_picta_bellii
ENSPSIP00000004186	ENSPSIG00000003947	Pelodiscus_sinensis
ENSPVIP00000029036	ENSPVIG00000021447	Pogona_vitticeps
ENSACAP00000002841	ENSACAG00000002889	Anolis_carolinensis
ENSNSUP00000006848	ENSNSUG00000005347	Notechis_scutatus
ENSSMRP00000025044	ENSSMRG00000019368	Salvator_merianae
ENSSPUP00000010015	ENSSPUG00000007753	Sphenodon_punctatus
ENSXETP00000037977	ENSXETG00000012630	Xenopus_tropicalis
ENSLACP00000013337	ENSLACG00000011743	Latimeria_chalumnae
ENSPKIP00000037175	ENSPKIG00000015433	Paramormyrops_kingsleyae
ENSSFOP00015026507	ENSSFOG00015017022	Scleropages_formosus
ENSXCOP00000014716	ENSXCOG00000011173	Xiphophorus_couchianus
ENSXMAP00000009747	ENSXMAG00000009721	Xiphophorus_maculatus
ENSPFOP00000007545	ENSPFOG00000007554	Poecilia_formosa
ENSPMEP00000017101	ENSPMEG00000019904	Poecilia_mexicana
ENSPLAP00000020487	ENSPLAG00000003392	Poecilia_latipinna
ENSPREP00000034337	ENSPREG00000023251	Poecilia_reticulata
ENSGAFP00000026247	ENSGAFG00000017718	Gambusia_affinis
ENSCVAP00000002180	ENSCVAG00000003259	Cyprinodon_variegatus
ENSFHEP00000006538	ENSFHEG00000007600	Fundulus_heteroclitus
ENSKMAP00000004926	ENSKMAG00000003751	Kryptolebias_marmoratus
ENSORLP00015032427	ENSORLG00015017252	Oryzias_latipes_ASM223469v1
ENSORLP00000026037	ENSORLG00000025584	Oryzias_latipes_ASM223467v1
ENSORLP00020016686	ENSORLG00020001065	Oryzias_latipes_ASM223471v1
ENSOMEP00000002904	ENSOMEG00000003844	Oryzias_melastigma
ENSAPEP00000015790	ENSAPEG00000011231	Amphiprion_percula
ENSAOCP00000027010	ENSAOCG00000015640	Amphiprion_ocellaris
ENSAPOP00000029765	ENSAPOG00000000439	Acanthochromis_polyacanthus
ENSSPAP00000003682	ENSSPAG00000002838	Stegastes_partitus
ENSPRNP00000037333	ENSPRNG00000018612	Parambassis_ranga
ENSMZEP00005012533	ENSMZEG00005009405	Maylandia_zebra
ENSACLP00000037415	ENSACLG00000025258	Astatotilapia_calliptera
ENSHBUP00000007925	ENSHBUG00000009431	Haplochromis_burtoni
ENSPNYP00000016208	ENSPNYG00000012254	Pundamilia_nyererei
ENSNBRP00000005615	ENSNBRG00000004450	Neolamprologus_brichardi
ENSONIP00000012563	ENSONIG00000009989	Oreochromis_niloticus
ENSACIP00000021966	ENSACIG00000017032	Amphilophus_citrinellus
ENSTRUP00000035924	ENSTRUG00000014044	Takifugu_rubripes
ENSTNIP00000020866	ENSTNIG00000017716	Tetraodon_nigroviridis
ENSMMOP00000007158	ENSMMOG00000005554	Mola_mola
ENSLCRP00005022713	ENSLCRG00005009154	Larimichthys_crocea
ENSLBEP00000023546	ENSLBEG00000018055	Labrus_bergylta
ENSLBEP00000017512	ENSLBEG00000013450	Labrus_bergylta
ENSCGOP00000006962	ENSCGOG00000003439	Cottoperca_gobio
ENSGACP00000022777	ENSGACG00000017248	Gasterosteus_aculeatus
ENSSMAP00000007854	ENSSMAG00000004860	Scophthalmus_maximus
ENSCSEP00000033033	ENSCSEG00000021205	Cynoglossus_semilaevis
ENSSLDP00000032864	ENSSLDG00000025183	Seriola_lalandi_dorsalis
ENSSDUP00000028735	ENSSDUG00000020726	Seriola_dumerili
ENSLCAP00010042719	ENSLCAG00010019932	Lates_calcarifer
ENSMALP00000002718	ENSMALG00000002037	Monopterus_albus
ENSMAMP00000021360	ENSMAMG00000014345	Mastacembelus_armatus
ENSATEP00000018652	ENSATEG00000012992	Anabas_testudineus
ENSBSLP00000003452	ENSBSLG00000001922	Betta_splendens
ENSGWIP00000017500	ENSGWIG00000009740	Gouania_willdenowi
ENSPMGP00000015019	ENSPMGG00000012310	Periophthalmus_magnuspinnatus
ENSHCOP00000004060	ENSHCOG00000000169	Hippocampus_comes
ENSGMOP00000008059	ENSGMOG00000007529	Gadus_morhua
ENSHHUP00000054424	ENSHHUG00000032649	Hucho_hucho
ENSHHUP00000090938	ENSHHUG00000052480	Hucho_hucho
ENSHHUP00000032920	ENSHHUG00000020833	Hucho_hucho
ENSELUP00000014666	ENSELUG00000014698	Esox_lucius
ENSDCDP00000001493	ENSDCDG00000000799	Denticeps_clupeoides
ENSCHAP00000003002	ENSCHAG00000001199	Clupea_harengus
ENSEEEP00000011714	ENSEEEG00000005893	Electrophorus_electricus
ENSIPUP00000007513	ENSIPUG00000005133	Ictalurus_punctatus
ENSAMXP00005012325	ENSAMXG00005006618	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000005923	ENSAMXG00000005773	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000020693	ENSPNAG00000027641	Pygocentrus_nattereri
ENSDARP00000101307	ENSDARG00000075798	Danio_rerio
ENSLOCP00000010992	ENSLOCG00000009016	Lepisosteus_oculatus
ENSECRP00000002809	ENSECRG00000001917	Erpetoichthys_calabaricus
ENSCMIP00000047523	ENSCMIG00000019468	Callorhinchus_milii
ENSPMAP00000006740	ENSPMAG00000006088	Petromyzon_marinus
ENSEBUP00000010811	ENSEBUG00000006945	Eptatretus_burgeri
ENSCSAVP00000013643	ENSCSAVG00000008000	Ciona_savignyi
