ENSAHAP00000023568	ENSAHAG00000016479	Apteryx_haastii
ENSMAUP00000010615	ENSMAUG00000011445	Mesocricetus_auratus
ENSMOCP00000015894	ENSMOCG00000014938	Microtus_ochrogaster
ENSPEMP00000008548	ENSPEMG00000010135	Peromyscus_maniculatus_bairdii
ENSNGAP00000001775	ENSNGAG00000001325	Nannospalax_galili
ENSJJAP00000020683	ENSJJAG00000021288	Jaculus_jaculus
ENSMMMP00000015858	ENSMMMG00000014116	Marmota_marmota_marmota
ENSSDAP00000000126	ENSSDAG00000000179	Spermophilus_dauricus
ENSCAPP00000008679	ENSCAPG00000010329	Cavia_aperea
ENSCPOP00000032114	ENSCPOG00000026151	Cavia_porcellus
ENSTBEP00000010479	ENSTBEG00000012110	Tupaia_belangeri
ENSCJAP00000031323	ENSCJAG00000017024	Callithrix_jacchus
ENSCCAP00000001754	ENSCCAG00000011141	Cebus_capucinus_imitator
ENSSBOP00000004421	ENSSBOG00000018802	Saimiri_boliviensis_boliviensis
ENSANAP00000002406	ENSANAG00000018254	Aotus_nancymaae
ENSPPAP00000007213	ENSPPAG00000026351	Pan_paniscus
ENSPTRP00000051281	ENSPTRG00000030219	Pan_troglodytes
ENSP00000356143	ENSG00000170382	Homo_sapiens
ENSGGOP00000006261	ENSGGOG00000006404	Gorilla_gorilla
ENSPPYP00000000345	ENSPPYG00000000314	Pongo_abelii
ENSNLEP00000017371	ENSNLEG00000014305	Nomascus_leucogenys
ENSCSAP00000017738	ENSCSAG00000000258	Chlorocebus_sabaeus
ENSPANP00000001770	ENSPANG00000011968	Papio_anubis
ENSCATP00000003416	ENSCATG00000013327	Cercocebus_atys
ENSTGEP00000020217	ENSTGEG00000016258	Theropithecus_gelada
ENSMNEP00000000320	ENSMNEG00000001373	Macaca_nemestrina
ENSMMUP00000066250	ENSMMUG00000063658	Macaca_mulatta
ENSMFAP00000010816	ENSMFAG00000010454	Macaca_fascicularis
ENSMLEP00000001055	ENSMLEG00000004181	Mandrillus_leucophaeus
ENSCANP00000001887	ENSCANG00000007123	Colobus_angolensis_palliatus
ENSCANP00000037730	ENSCANG00000042543	Colobus_angolensis_palliatus
ENSPTEP00000033548	ENSPTEG00000032019	Piliocolobus_tephrosceles
ENSRBIP00000005160	ENSRBIG00000023376	Rhinopithecus_bieti
ENSRROP00000000244	ENSRROG00000000630	Rhinopithecus_roxellana
ENSTSYP00000029312	ENSTSYG00000030516	Carlito_syrichta
ENSPSMP00000006586	ENSPSMG00000004951	Prolemur_simus
ENSPCOP00000005249	ENSPCOG00000013479	Propithecus_coquereli
ENSOGAP00000015858	ENSOGAG00000034557	Otolemur_garnettii
ENSCHIP00000003887	ENSCHIG00000008109	Capra_hircus
ENSOARP00000003092	ENSOARG00000002912	Ovis_aries
ENSBIXP00005032140	ENSBIXG00005012570	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034429	ENSBIXG00000017394	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000034140	ENSBTAG00000009111	Bos_taurus
ENSBMUP00000024418	ENSBMUG00000018346	Bos_mutus
ENSBBBP00000008528	ENSBBBG00000008377	Bison_bison_bison
ENSSSCP00000072610	ENSSSCG00000015285	Sus_scrofa_strain_reference
ENSUAMP00000008718	ENSUAMG00000007327	Ursus_americanus
ENSUMAP00000004379	ENSUMAG00000003542	Ursus_maritimus
ENSAMEP00000020934	ENSAMEG00000019880	Ailuropoda_melanoleuca
ENSNVIP00000022024	ENSNVIG00000017203	Neovison_vison
ENSMPUP00000019140	ENSMPUG00000019264	Mustela_putorius_furo
ENSCAFP00020007384	ENSCAFG00020005983	Canis_lupus_dingo
ENSCAFP00000042816	ENSCAFG00000009675	Canis_lupus_familiaris
ENSVVUP00000020123	ENSVVUG00000014853	Vulpes_vulpes
ENSPTIP00000001534	ENSPTIG00000003951	Panthera_tigris_altaica
ENSPPRP00000028533	ENSPPRG00000020672	Panthera_pardus
ENSFCAP00000013778	ENSFCAG00000014852	Felis_catus
ENSECAP00000004097	ENSECAG00000005887	Equus_caballus
ENSEASP00005016493	ENSEASG00005011430	Equus_asinus_asinus
ENSPVAP00000014339	ENSPVAG00000015214	Pteropus_vampyrus
ENSPCAP00000002654	ENSPCAG00000002858	Procavia_capensis
ENSDNOP00000006948	ENSDNOG00000008968	Dasypus_novemcinctus
ENSOCUP00000041563	ENSOCUG00000010352	Oryctolagus_cuniculus
ENSOPRP00000014576	ENSOPRG00000015957	Ochotona_princeps
ENSSARP00000012150	ENSSARG00000013463	Sorex_araneus
ENSEEUP00000004714	ENSEEUG00000005149	Erinaceus_europaeus
ENSETEP00000006199	ENSETEG00000007636	Echinops_telfairi
ENSVURP00010017065	ENSVURG00010013062	Vombatus_ursinus
ENSPCIP00000022985	ENSPCIG00000017448	Phascolarctos_cinereus
ENSSHAP00000010194	ENSSHAG00000008807	Sarcophilus_harrisii
ENSMODP00000035673	ENSMODG00000024800	Monodelphis_domestica
ENSOANP00000021249	ENSOANG00000013466	Ornithorhynchus_anatinus
ENSLACP00000019445	ENSLACG00000017103	Latimeria_chalumnae
ENSAMXP00000025887	ENSAMXG00000025181	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005030551	ENSAMXG00005014987	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005985	ENSPNAG00000002083	Pygocentrus_nattereri
ENSEEEP00000038955	ENSEEEG00000018486	Electrophorus_electricus
ENSIPUP00000036507	ENSIPUG00000024446	Ictalurus_punctatus
ENSCHAP00000003972	ENSCHAG00000002625	Clupea_harengus
ENSMALP00000027590	ENSMALG00000019155	Monopterus_albus
ENSMAMP00000009517	ENSMAMG00000006397	Mastacembelus_armatus
ENSATEP00000035489	ENSATEG00000024386	Anabas_testudineus
ENSSMAP00000008980	ENSSMAG00000005551	Scophthalmus_maximus
ENSCSEP00000006812	ENSCSEG00000004404	Cynoglossus_semilaevis
ENSSLDP00000007711	ENSSLDG00000006141	Seriola_lalandi_dorsalis
ENSSDUP00000003902	ENSSDUG00000002872	Seriola_dumerili
ENSLCAP00010054541	ENSLCAG00010025423	Lates_calcarifer
ENSLCAP00010054540	ENSLCAG00010025421	Lates_calcarifer
ENSLCAP00010029618	ENSLCAG00010013918	Lates_calcarifer
ENSCGOP00000036920	ENSCGOG00000017049	Cottoperca_gobio
ENSGACP00000000528	ENSGACG00000000411	Gasterosteus_aculeatus
ENSLBEP00000028849	ENSLBEG00000021849	Labrus_bergylta
ENSLCRP00005064325	ENSLCRG00005023547	Larimichthys_crocea
ENSMMOP00000005824	ENSMMOG00000004568	Mola_mola
ENSAOCP00000013922	ENSAOCG00000018513	Amphiprion_ocellaris
ENSAPEP00000010665	ENSAPEG00000007577	Amphiprion_percula
ENSAPOP00000019358	ENSAPOG00000000650	Acanthochromis_polyacanthus
ENSSPAP00000001835	ENSSPAG00000001402	Stegastes_partitus
ENSPRNP00000038747	ENSPRNG00000019171	Parambassis_ranga
ENSFHEP00000019822	ENSFHEG00000021744	Fundulus_heteroclitus
ENSCVAP00000005460	ENSCVAG00000006834	Cyprinodon_variegatus
ENSXMAP00000003667	ENSXMAG00000003660	Xiphophorus_maculatus
ENSXCOP00000024718	ENSXCOG00000018464	Xiphophorus_couchianus
ENSPFOP00000016512	ENSPFOG00000016459	Poecilia_formosa
ENSPLAP00000021596	ENSPLAG00000005494	Poecilia_latipinna
ENSPMEP00000015092	ENSPMEG00000017641	Poecilia_mexicana
ENSPMEP00000023161	ENSPMEG00000004609	Poecilia_mexicana
ENSPFOP00000016509	ENSPFOG00000016452	Poecilia_formosa
ENSPLAP00000003968	ENSPLAG00000005570	Poecilia_latipinna
ENSPREP00000019060	ENSPREG00000012900	Poecilia_reticulata
ENSGAFP00000006573	ENSGAFG00000004451	Gambusia_affinis
ENSKMAP00000020117	ENSKMAG00000014955	Kryptolebias_marmoratus
ENSORLP00000019619	ENSORLG00000015668	Oryzias_latipes_ASM223467v1
ENSORLP00015028266	ENSORLG00015010779	Oryzias_latipes_ASM223469v1
ENSORLP00020014619	ENSORLG00020015630	Oryzias_latipes_ASM223471v1
ENSOMEP00000033957	ENSOMEG00000020261	Oryzias_melastigma
ENSPNYP00000024922	ENSPNYG00000018795	Pundamilia_nyererei
ENSHBUP00000024345	ENSHBUG00000005685	Haplochromis_burtoni
ENSMZEP00005001484	ENSMZEG00005001224	Maylandia_zebra
ENSNBRP00000015553	ENSNBRG00000012032	Neolamprologus_brichardi
ENSONIP00000024261	ENSONIG00000019276	Oreochromis_niloticus
ENSACIP00000029569	ENSACIG00000022870	Amphilophus_citrinellus
ENSGWIP00000014440	ENSGWIG00000008157	Gouania_willdenowi
ENSBSLP00000031999	ENSBSLG00000015737	Betta_splendens
ENSHCOP00000006147	ENSHCOG00000007918	Hippocampus_comes
ENSPMGP00000011094	ENSPMGG00000009176	Periophthalmus_magnuspinnatus
ENSTNIP00000010097	ENSTNIG00000007293	Tetraodon_nigroviridis
ENSTRUP00000050209	ENSTRUG00000019667	Takifugu_rubripes
ENSGMOP00000016058	ENSGMOG00000015012	Gadus_morhua
ENSHHUP00000008640	ENSHHUG00000005251	Hucho_hucho
ENSHHUP00000030107	ENSHHUG00000019169	Hucho_hucho
ENSELUP00000025169	ENSELUG00000023853	Esox_lucius
ENSSFOP00015001676	ENSSFOG00015001169	Scleropages_formosus
ENSPKIP00000024770	ENSPKIG00000007891	Paramormyrops_kingsleyae
ENSLOCP00000022044	ENSLOCG00000017941	Lepisosteus_oculatus
ENSECRP00000007731	ENSECRG00000005159	Erpetoichthys_calabaricus
ENSCMIP00000037012	ENSCMIG00000015610	Callorhinchus_milii
