ENSXETP00000012151	ENSXETG00000014780	Xenopus_tropicalis	ENSXETT00000037542
ENSXETP00000034766	ENSXETG00000014829	Xenopus_tropicalis	ENSXETT00000024945
ENSACAP00000009173	ENSACAG00000009378	Anolis_carolinensis	ENSACAT00000009366
ENSPVIP00000010528	ENSPVIG00000008346	Pogona_vitticeps	ENSPVIT00000013396
ENSSMRP00000011827	ENSSMRG00000009285	Salvator_merianae
ENSCGRP00001025908	ENSCGRG00001023364	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035434	ENSCGRG00015026595	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009396	ENSMAUG00000010553	Mesocricetus_auratus
ENSNGAP00000020370	ENSNGAG00000019879	Nannospalax_galili
ENSJJAP00000001243	ENSJJAG00000001140	Jaculus_jaculus
ENSHGLP00100024090	ENSHGLG00100017698	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020459	ENSHGLG00000014626	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017056	ENSFDAG00000005704	Fukomys_damarensis
ENSCPOP00000032935	ENSCPOG00000030900	Cavia_porcellus
ENSCAPP00000011295	ENSCAPG00000012391	Cavia_aperea
ENSCLAP00000013947	ENSCLAG00000009652	Chinchilla_lanigera
ENSSDAP00000016168	ENSSDAG00000014579	Spermophilus_dauricus
ENSMMMP00000005914	ENSMMMG00000005272	Marmota_marmota_marmota
ENSSTOP00000011369	ENSSTOG00000012686	Ictidomys_tridecemlineatus
ENSUPAP00010008718	ENSUPAG00010006998	Urocitellus_parryii
ENSOCUP00000006236	ENSOCUG00000007214	Oryctolagus_cuniculus
ENSOPRP00000010647	ENSOPRG00000011672	Ochotona_princeps
ENSPTRP00000009279	ENSPTRG00000005467	Pan_troglodytes
ENSPPAP00000023197	ENSPPAG00000034779	Pan_paniscus
ENSP00000447731	ENSG00000198270	Homo_sapiens
ENSGGOP00000048387	ENSGGOG00000003794	Gorilla_gorilla
ENSPPYP00000005671	ENSPPYG00000004970	Pongo_abelii
ENSNLEP00000000033	ENSNLEG00000000027	Nomascus_leucogenys
ENSPANP00000003364	ENSPANG00000019667	Papio_anubis
ENSTGEP00000023982	ENSTGEG00000019388	Theropithecus_gelada
ENSMNEP00000024503	ENSMNEG00000035790	Macaca_nemestrina
ENSMFAP00000023154	ENSMFAG00000043255	Macaca_fascicularis
ENSMMUP00000041659	ENSMMUG00000043209	Macaca_mulatta
ENSMLEP00000028808	ENSMLEG00000038603	Mandrillus_leucophaeus
ENSCATP00000031282	ENSCATG00000038762	Cercocebus_atys
ENSCSAP00000015520	ENSCSAG00000002525	Chlorocebus_sabaeus
ENSPTEP00000009602	ENSPTEG00000010895	Piliocolobus_tephrosceles
ENSCANP00000039666	ENSCANG00000043500	Colobus_angolensis_palliatus
ENSRROP00000030851	ENSRROG00000039153	Rhinopithecus_roxellana
ENSRBIP00000016607	ENSRBIG00000032327	Rhinopithecus_bieti
ENSCJAP00000062008	ENSCJAG00000012100	Callithrix_jacchus
ENSSBOP00000030957	ENSSBOG00000031740	Saimiri_boliviensis_boliviensis
ENSCCAP00000025272	ENSCCAG00000030427	Cebus_capucinus_imitator
ENSANAP00000010624	ENSANAG00000023293	Aotus_nancymaae
ENSTSYP00000011657	ENSTSYG00000012705	Carlito_syrichta
ENSTBEP00000002711	ENSTBEG00000003143	Tupaia_belangeri
ENSEEUP00000011079	ENSEEUG00000012143	Erinaceus_europaeus
ENSSARP00000010292	ENSSARG00000011401	Sorex_araneus
ENSUMAP00000011203	ENSUMAG00000008407	Ursus_maritimus
ENSUAMP00000034766	ENSUAMG00000026412	Ursus_americanus
ENSAMEP00000004932	ENSAMEG00000004674	Ailuropoda_melanoleuca
ENSMPUP00000002292	ENSMPUG00000002316	Mustela_putorius_furo
ENSNVIP00000020833	ENSNVIG00000016245	Neovison_vison
ENSCAFP00020021601	ENSCAFG00020017063	Canis_lupus_dingo
ENSCAFP00000012891	ENSCAFG00000008770	Canis_lupus_familiaris
ENSVVUP00000017835	ENSVVUG00000013081	Vulpes_vulpes
ENSPPRP00000018893	ENSPPRG00000010447	Panthera_pardus
ENSPTIP00000020517	ENSPTIG00000017940	Panthera_tigris_altaica
ENSFCAP00000019516	ENSFCAG00000030742	Felis_catus
ENSMLUP00000007522	ENSMLUG00000008234	Myotis_lucifugus
ENSPVAP00000011687	ENSPVAG00000012397	Pteropus_vampyrus
ENSOARP00000011316	ENSOARG00000010548	Ovis_aries
ENSCHIP00000024599	ENSCHIG00000021727	Capra_hircus
ENSBIXP00000031984	ENSBIXG00000014427	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024931	ENSBIXG00005027493	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000009707	ENSBMUG00000007520	Bos_mutus
ENSBTAP00000053033	ENSBTAG00000006659	Bos_taurus
ENSBBBP00000004319	ENSBBBG00000008113	Bison_bison_bison
ENSTTRP00000010220	ENSTTRG00000010783	Tursiops_truncatus
ENSSSCP00000010560	ENSSSCG00000009893	Sus_scrofa_strain_reference
ENSVPAP00000006504	ENSVPAG00000006995	Vicugna_pacos
ENSECAP00000006159	ENSECAG00000008110	Equus_caballus
ENSEASP00005015120	ENSEASG00005010566	Equus_asinus_asinus
ENSLAFP00000011616	ENSLAFG00000013877	Loxodonta_africana
ENSPCAP00000013376	ENSPCAG00000014330	Procavia_capensis
ENSETEP00000012372	ENSETEG00000015259	Echinops_telfairi
ENSPKIP00000007392	ENSPKIG00000023297	Paramormyrops_kingsleyae
ENSSFOP00015027167	ENSSFOG00015017467	Scleropages_formosus
ENSIPUP00000029610	ENSIPUG00000020015	Ictalurus_punctatus
ENSEEEP00000046490	ENSEEEG00000021901	Electrophorus_electricus
ENSAMXP00005026741	ENSAMXG00005013456	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000050640	ENSAMXG00000040303	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000014025	ENSPNAG00000019969	Pygocentrus_nattereri
ENSDARP00000100247	ENSDARG00000077155	Danio_rerio
ENSDCDP00000037905	ENSDCDG00000025472	Denticeps_clupeoides
ENSHHUP00000017301	ENSHHUG00000010788	Hucho_hucho
ENSHHUP00000010278	ENSHHUG00000006275	Hucho_hucho
ENSELUP00000027577	ENSELUG00000003834	Esox_lucius
ENSAPEP00000027795	ENSAPEG00000019727	Amphiprion_percula
ENSAOCP00000018640	ENSAOCG00000023814	Amphiprion_ocellaris
ENSAPOP00000003468	ENSAPOG00000004988	Acanthochromis_polyacanthus
ENSSPAP00000017207	ENSSPAG00000012985	Stegastes_partitus
ENSORLP00000029741	ENSORLG00000022708	Oryzias_latipes_ASM223467v1
ENSORLP00020008597	ENSORLG00020009499	Oryzias_latipes_ASM223471v1
ENSOMEP00000024740	ENSOMEG00000005567	Oryzias_melastigma
ENSHBUP00000012790	ENSHBUG00000014538	Haplochromis_burtoni
ENSPNYP00000020450	ENSPNYG00000015465	Pundamilia_nyererei
ENSMZEP00005023160	ENSMZEG00005017344	Maylandia_zebra
ENSNBRP00000009370	ENSNBRG00000007295	Neolamprologus_brichardi
ENSACIP00000020782	ENSACIG00000016145	Amphilophus_citrinellus
ENSPFOP00000018959	ENSPFOG00000018844	Poecilia_formosa
ENSPLAP00000011683	ENSPLAG00000014842	Poecilia_latipinna
ENSPMEP00000023559	ENSPMEG00000005236	Poecilia_mexicana
ENSPREP00000020811	ENSPREG00000014077	Poecilia_reticulata
ENSXMAP00000012966	ENSXMAG00000012938	Xiphophorus_maculatus
ENSXCOP00000027851	ENSXCOG00000020770	Xiphophorus_couchianus
ENSGAFP00000011118	ENSGAFG00000007537	Gambusia_affinis
ENSFHEP00000023486	ENSFHEG00000004535	Fundulus_heteroclitus
ENSPRNP00000034250	ENSPRNG00000017210	Parambassis_ranga
ENSCSEP00000001710	ENSCSEG00000001157	Cynoglossus_semilaevis
ENSLCRP00005003459	ENSLCRG00005001701	Larimichthys_crocea
ENSMMOP00000014194	ENSMMOG00000010866	Mola_mola
ENSCGOP00000030985	ENSCGOG00000014503	Cottoperca_gobio
ENSLCAP00010053373	ENSLCAG00010024817	Lates_calcarifer
ENSLCAP00010027256	ENSLCAG00010012789	Lates_calcarifer
ENSSDUP00000028241	ENSSDUG00000020383	Seriola_dumerili
ENSSLDP00000020833	ENSSLDG00000016282	Seriola_lalandi_dorsalis
ENSMAMP00000026775	ENSMAMG00000018002	Mastacembelus_armatus
ENSMALP00000005925	ENSMALG00000004253	Monopterus_albus
ENSATEP00000027418	ENSATEG00000018960	Anabas_testudineus
ENSBSLP00000019314	ENSBSLG00000010067	Betta_splendens
ENSSMAP00000006937	ENSSMAG00000004284	Scophthalmus_maximus
ENSKMAP00000015490	ENSKMAG00000011588	Kryptolebias_marmoratus
ENSLOCP00000009681	ENSLOCG00000007971	Lepisosteus_oculatus
ENSECRP00000031301	ENSECRG00000021213	Erpetoichthys_calabaricus
