ENSXETP00000033488	ENSXETG00000016083	Xenopus_tropicalis
ENSCGRP00000003687	ENSCGRG00000002722	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000027514	ENSPEMG00000023300	Peromyscus_maniculatus_bairdii
ENSMSIP00000023804	ENSMSIG00000020131	Mus_spicilegus
ENSMPUP00000011961	ENSMPUG00000012053	Mustela_putorius_furo
ENSNVIP00000022771	ENSNVIG00000017715	Neovison_vison
ENSVVUP00000038643	ENSVVUG00000027549	Vulpes_vulpes
ENSFCAP00000023420	ENSFCAG00000023543	Felis_catus
ENSPPRP00000005164	ENSPPRG00000001030	Panthera_pardus
ENSBTAP00000053660	ENSBTAG00000052600	Bos_taurus
ENSBTAP00000048556	ENSBTAG00000038584	Bos_taurus
ENSBMUP00000005287	ENSBMUG00000004152	Bos_mutus
ENSBBBP00000013506	ENSBBBG00000021185	Bison_bison_bison
ENSOARP00000002087	ENSOARG00000001985	Ovis_aries
ENSEEUP00000012279	ENSEEUG00000013453	Erinaceus_europaeus
ENSOCUP00000034891	ENSOCUG00000031535	Oryctolagus_cuniculus
ENSLAFP00000014139	ENSLAFG00000016866	Loxodonta_africana
ENSLCOP00000019979	ENSLCOG00000014159	Lepidothrix_coronata
ENSPCAP00000012901	ENSPCAG00000013860	Procavia_capensis
ENSSFOP00015017119	ENSSFOG00015011014	Scleropages_formosus
ENSPKIP00000012457	ENSPKIG00000000244	Paramormyrops_kingsleyae
ENSHHUP00000016181	ENSHHUG00000009997	Hucho_hucho
ENSHHUP00000015819	ENSHHUG00000009845	Hucho_hucho
ENSELUP00000016530	ENSELUG00000016325	Esox_lucius
ENSSFOP00015031756	ENSSFOG00015020327	Scleropages_formosus
ENSPKIP00000019125	ENSPKIG00000004411	Paramormyrops_kingsleyae
ENSCHAP00000043343	ENSCHAG00000020148	Clupea_harengus
ENSDCDP00000008305	ENSDCDG00000004244	Denticeps_clupeoides
ENSAMXP00005009885	ENSAMXG00005005513	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000052043	ENSAMXG00000029681	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000035613	ENSPNAG00000025754	Pygocentrus_nattereri
ENSEEEP00000051458	ENSEEEG00000024159	Electrophorus_electricus
ENSIPUP00000026153	ENSIPUG00000017707	Ictalurus_punctatus
ENSDARP00000008954	ENSDARG00000018270	Danio_rerio
ENSAPEP00000034167	ENSAPEG00000024265	Amphiprion_percula
ENSAOCP00000003412	ENSAOCG00000006702	Amphiprion_ocellaris
ENSAPOP00000014607	ENSAPOG00000017521	Acanthochromis_polyacanthus
ENSSPAP00000007718	ENSSPAG00000005895	Stegastes_partitus
ENSLCRP00005017832	ENSLCRG00005007331	Larimichthys_crocea
ENSSMAP00000028072	ENSSMAG00000017167	Scophthalmus_maximus
ENSBSLP00000012921	ENSBSLG00000006811	Betta_splendens
ENSBSLP00000012911	ENSBSLG00000006761	Betta_splendens
ENSATEP00000023129	ENSATEG00000016031	Anabas_testudineus
ENSTNIP00000005452	ENSTNIG00000002886	Tetraodon_nigroviridis
ENSHCOP00000017096	ENSHCOG00000020944	Hippocampus_comes
ENSLBEP00000011655	ENSLBEG00000008963	Labrus_bergylta
ENSMMOP00000027867	ENSMMOG00000021064	Mola_mola
ENSCGOP00000029863	ENSCGOG00000013908	Cottoperca_gobio
ENSGACP00000014134	ENSGACG00000010670	Gasterosteus_aculeatus
ENSMALP00000001674	ENSMALG00000001241	Monopterus_albus
ENSMAMP00000032190	ENSMAMG00000021650	Mastacembelus_armatus
ENSPNYP00000031630	ENSPNYG00000023859	Pundamilia_nyererei
ENSPNYP00000026926	ENSPNYG00000020310	Pundamilia_nyererei
ENSMZEP00005027901	ENSMZEG00005020805	Maylandia_zebra
ENSACLP00000014440	ENSACLG00000009840	Astatotilapia_calliptera
ENSHBUP00000031330	ENSHBUG00000016967	Haplochromis_burtoni
ENSNBRP00000031079	ENSNBRG00000023610	Neolamprologus_brichardi
ENSONIP00000000966	ENSONIG00000000765	Oreochromis_niloticus
ENSACIP00000011258	ENSACIG00000008785	Amphilophus_citrinellus
ENSPFOP00000012351	ENSPFOG00000012310	Poecilia_formosa
ENSPLAP00000021455	ENSPLAG00000005076	Poecilia_latipinna
ENSPMEP00000030724	ENSPMEG00000017369	Poecilia_mexicana
ENSXMAP00000033365	ENSXMAG00000026065	Xiphophorus_maculatus
ENSXCOP00000015284	ENSXCOG00000011575	Xiphophorus_couchianus
ENSGAFP00000003195	ENSGAFG00000002166	Gambusia_affinis
ENSFHEP00000025417	ENSFHEG00000007629	Fundulus_heteroclitus
ENSCVAP00000025048	ENSCVAG00000009529	Cyprinodon_variegatus
ENSKMAP00000017101	ENSKMAG00000012742	Kryptolebias_marmoratus
ENSPREP00000024352	ENSPREG00000016443	Poecilia_reticulata
ENSPLAP00000028340	ENSPLAG00000017616	Poecilia_latipinna
ENSGAFP00000003197	ENSGAFG00000002183	Gambusia_affinis
ENSSLDP00000007726	ENSSLDG00000006138	Seriola_lalandi_dorsalis
ENSSDUP00000023471	ENSSDUG00000017061	Seriola_dumerili
ENSLCAP00010047131	ENSLCAG00010021874	Lates_calcarifer
ENSORLP00000022102	ENSORLG00000017659	Oryzias_latipes_ASM223467v1
ENSORLP00020028895	ENSORLG00020012628	Oryzias_latipes_ASM223471v1
ENSORLP00015002409	ENSORLG00015003086	Oryzias_latipes_ASM223469v1
ENSOMEP00000033130	ENSOMEG00000018969	Oryzias_melastigma
ENSPRNP00000026242	ENSPRNG00000013177	Parambassis_ranga
ENSCSEP00000011970	ENSCSEG00000007721	Cynoglossus_semilaevis
ENSPMGP00000018718	ENSPMGG00000015268	Periophthalmus_magnuspinnatus
ENSGWIP00000016422	ENSGWIG00000009210	Gouania_willdenowi
ENSHCOP00000017121	ENSHCOG00000020949	Hippocampus_comes
ENSGMOP00000015264	ENSGMOG00000014149	Gadus_morhua
ENSCHAP00000061439	ENSCHAG00000027400	Clupea_harengus
ENSDCDP00000025600	ENSDCDG00000019194	Denticeps_clupeoides
ENSAMXP00005013321	ENSAMXG00005007100	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000007198	ENSAMXG00000007004	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000356	ENSPNAG00000000212	Pygocentrus_nattereri
ENSIPUP00000031720	ENSIPUG00000021337	Ictalurus_punctatus
ENSEEEP00000010900	ENSEEEG00000005517	Electrophorus_electricus
ENSDARP00000117426	ENSDARG00000014053	Danio_rerio
ENSBSLP00000028251	ENSBSLG00000014064	Betta_splendens
ENSGWIP00000023540	ENSGWIG00000012556	Gouania_willdenowi
ENSTNIP00000005782	ENSTNIG00000003202	Tetraodon_nigroviridis
ENSAPOP00000034579	ENSAPOG00000023934	Acanthochromis_polyacanthus
ENSACIP00000003400	ENSACIG00000002699	Amphilophus_citrinellus
ENSMMOP00000006002	ENSMMOG00000004710	Mola_mola
ENSPFOP00000014922	ENSPFOG00000014850	Poecilia_formosa
ENSPREP00000031724	ENSPREG00000021493	Poecilia_reticulata
ENSOMEP00000011913	ENSOMEG00000013275	Oryzias_melastigma
ENSORLP00015016500	ENSORLG00015017472	Oryzias_latipes_ASM223469v1
ENSSPAP00000006697	ENSSPAG00000005145	Stegastes_partitus
ENSTRUP00000047547	ENSTRUG00000018565	Takifugu_rubripes
ENSPLAP00000007991	ENSPLAG00000010469	Poecilia_latipinna
ENSGAFP00000021003	ENSGAFG00000014156	Gambusia_affinis
ENSACLP00000040973	ENSACLG00000027602	Astatotilapia_calliptera
ENSPMGP00000020663	ENSPMGG00000016734	Periophthalmus_magnuspinnatus
ENSMALP00000014900	ENSMALG00000010459	Monopterus_albus
ENSXMAP00000029810	ENSXMAG00000022464	Xiphophorus_maculatus
ENSXCOP00000000882	ENSXCOG00000000739	Xiphophorus_couchianus
ENSPMEP00000019538	ENSPMEG00000022552	Poecilia_mexicana
ENSCVAP00000012073	ENSCVAG00000014464	Cyprinodon_variegatus
ENSFHEP00000001139	ENSFHEG00000001901	Fundulus_heteroclitus
ENSKMAP00000016914	ENSKMAG00000012620	Kryptolebias_marmoratus
ENSORLP00000034159	ENSORLG00000025343	Oryzias_latipes_ASM223467v1
ENSORLP00020009480	ENSORLG00020010392	Oryzias_latipes_ASM223471v1
ENSHBUP00000027145	ENSHBUG00000010226	Haplochromis_burtoni
ENSMZEP00005005305	ENSMZEG00005004110	Maylandia_zebra
ENSPNYP00000003316	ENSPNYG00000002567	Pundamilia_nyererei
ENSNBRP00000011156	ENSNBRG00000008693	Neolamprologus_brichardi
ENSONIP00000014141	ENSONIG00000011237	Oreochromis_niloticus
ENSPRNP00000042372	ENSPRNG00000020715	Parambassis_ranga
ENSCSEP00000023153	ENSCSEG00000014765	Cynoglossus_semilaevis
ENSLCAP00010043484	ENSLCAG00010020247	Lates_calcarifer
ENSSMAP00000017822	ENSSMAG00000010923	Scophthalmus_maximus
ENSMAMP00000028538	ENSMAMG00000019202	Mastacembelus_armatus
ENSSDUP00000010269	ENSSDUG00000007511	Seriola_dumerili
ENSSLDP00000019732	ENSSLDG00000015461	Seriola_lalandi_dorsalis
ENSAOCP00000004255	ENSAOCG00000007674	Amphiprion_ocellaris
ENSAPEP00000032859	ENSAPEG00000023333	Amphiprion_percula
ENSATEP00000015896	ENSATEG00000011044	Anabas_testudineus
ENSLCRP00005010995	ENSLCRG00005004992	Larimichthys_crocea
ENSLBEP00000033642	ENSLBEG00000025260	Labrus_bergylta
ENSCGOP00000017533	ENSCGOG00000008397	Cottoperca_gobio
ENSGACP00000021001	ENSGACG00000015907	Gasterosteus_aculeatus
ENSHCOP00000020167	ENSHCOG00000006018	Hippocampus_comes
ENSGMOP00000011875	ENSGMOG00000011102	Gadus_morhua
ENSHHUP00000073712	ENSHHUG00000043237	Hucho_hucho
ENSHHUP00000078099	ENSHHUG00000045588	Hucho_hucho
ENSELUP00000001868	ENSELUG00000003285	Esox_lucius
ENSTGEP00000021940	ENSTGEG00000017723	Theropithecus_gelada
ENSMMUP00000070840	ENSMMUG00000017506	Macaca_mulatta
ENSPTEP00000002777	ENSPTEG00000003258	Piliocolobus_tephrosceles
ENSAPLP00000025790	ENSAPLG00000019806	Anas_platyrhynchos_platyrhynchos
ENSACLP00000040971	ENSACLG00000027600	Astatotilapia_calliptera
ENSLOCP00000000428	ENSLOCG00000000392	Lepisosteus_oculatus
ENSEBUP00000018167	ENSEBUG00000011347	Eptatretus_burgeri
ENSFHEP00000022519	ENSFHEG00000002960	Fundulus_heteroclitus
ENSSPAP00000005690	ENSSPAG00000004404	Stegastes_partitus
ENSNBRP00000030963	ENSNBRG00000023541	Neolamprologus_brichardi
ENSLBEP00000020628	ENSLBEG00000015803	Labrus_bergylta
ENSXCOP00000020193	ENSXCOG00000015137	Xiphophorus_couchianus
ENSEBUP00000020833	ENSEBUG00000012879	Eptatretus_burgeri
ENSPMAP00000001396	ENSPMAG00000001256	Petromyzon_marinus
ENSEBUP00000010410	ENSEBUG00000006686	Eptatretus_burgeri
ENSCMIP00000001754	ENSCMIG00000001096	Callorhinchus_milii
