ENSCPGP00000022184	ENSCPGG00000015417	Calidris_pygmaea
ENSECAP00000048574	ENSECAG00000041919	Equus_caballus
ENSEASP00005030413	ENSEASG00005020711	Equus_asinus_asinus
ENSVPAP00000009072	ENSVPAG00000009749	Vicugna_pacos
ENSTTRP00000001006	ENSTTRG00000001070	Tursiops_truncatus
ENSBIXP00005014860	ENSBIXG00005018768	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000042738	ENSBIXG00000026706	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000044797	ENSBTAG00000033470	Bos_taurus
ENSBMUP00000033904	ENSBMUG00000025269	Bos_mutus
ENSBBBP00000000904	ENSBBBG00000001700	Bison_bison_bison
ENSCHIP00000021801	ENSCHIG00000020018	Capra_hircus
ENSOARP00000004690	ENSOARG00000004382	Ovis_aries
ENSSSCP00000040263	ENSSSCG00000039674	Sus_scrofa_strain_reference
ENSEEUP00000009104	ENSEEUG00000010004	Erinaceus_europaeus
ENSVVUP00000029140	ENSVVUG00000021292	Vulpes_vulpes
ENSAMEP00000009961	ENSAMEG00000009490	Ailuropoda_melanoleuca
ENSNVIP00000012552	ENSNVIG00000009945	Neovison_vison
ENSPPRP00000004359	ENSPPRG00000000485	Panthera_pardus
ENSPTIP00000009660	ENSPTIG00000010680	Panthera_tigris_altaica
ENSFCAP00000059568	ENSFCAG00000037488	Felis_catus
ENSUAMP00000036421	ENSUAMG00000027605	Ursus_americanus
ENSUMAP00000013564	ENSUMAG00000010005	Ursus_maritimus
ENSCAFP00000059528	ENSCAFG00000031368	Canis_lupus_familiaris
ENSSARP00000003884	ENSSARG00000004312	Sorex_araneus
ENSDNOP00000002289	ENSDNOG00000002961	Dasypus_novemcinctus
ENSCHOP00000009884	ENSCHOG00000011174	Choloepus_hoffmanni
ENSMEUP00000014569	ENSMEUG00000015955	Notamacropus_eugenii
ENSVURP00010032085	ENSVURG00010024490	Vombatus_ursinus
ENSMODP00000038588	ENSMODG00000025742	Monodelphis_domestica
ENSOANP00000014887	ENSOANG00000009362	Ornithorhynchus_anatinus
