ENSTRUP00000007196	ENSTRUG00000003082	Takifugu_rubripes
ENSAPOP00000001578	ENSAPOG00000002881	Acanthochromis_polyacanthus
ENSSPAP00000015381	ENSSPAG00000011598	Stegastes_partitus
ENSLBEP00000020947	ENSLBEG00000016107	Labrus_bergylta
ENSLBEP00000014049	ENSLBEG00000010915	Labrus_bergylta
ENSLCRP00005005552	ENSLCRG00005002848	Larimichthys_crocea
ENSCGOP00000033214	ENSCGOG00000015416	Cottoperca_gobio
ENSGMOP00000020432	ENSGMOG00000019009	Gadus_morhua
ENSHHUP00000086054	ENSHHUG00000049818	Hucho_hucho
ENSELUP00000006869	ENSELUG00000007716	Esox_lucius
ENSCHAP00000019020	ENSCHAG00000009784	Clupea_harengus
ENSDCDP00000009095	ENSDCDG00000004575	Denticeps_clupeoides
ENSAMXP00000042490	ENSAMXG00000043839	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005021109	ENSAMXG00005010970	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030534	ENSPNAG00000017309	Pygocentrus_nattereri
ENSEEEP00000003202	ENSEEEG00000001802	Electrophorus_electricus
ENSIPUP00000001783	ENSIPUG00000001273	Ictalurus_punctatus
ENSDARP00000063716	ENSDARG00000043402	Danio_rerio
ENSSFOP00015024358	ENSSFOG00015015668	Scleropages_formosus
ENSPKIP00000022947	ENSPKIG00000006753	Paramormyrops_kingsleyae
ENSECRP00000014262	ENSECRG00000009525	Erpetoichthys_calabaricus
ENSECRP00000031419	ENSECRG00000021293	Erpetoichthys_calabaricus
ENSAHAP00000006112	ENSAHAG00000004668	Apteryx_haastii
ENSARWP00000018360	ENSARWG00000012627	Apteryx_rowi
ENSAOWP00000013388	ENSAOWG00000009129	Apteryx_owenii
ENSMGAP00000002208	ENSMGAG00000002612	Meleagris_gallopavo
ENSCJPP00005012391	ENSCJPG00005010535	Coturnix_japonica
ENSGALP00000072512	ENSGALG00000038820	Gallus_gallus
ENSNMEP00000004545	ENSNMEG00000004914	Numida_meleagris
ENSABRP00000002898	ENSABRG00000002808	Anser_brachyrhynchus
ENSAPLP00000025398	ENSAPLG00000027242	Anas_platyrhynchos_platyrhynchos
ENSSCAP00000007950	ENSSCAG00000006094	Serinus_canaria
ENSLSDP00000011494	ENSLSDG00000008444	Lonchura_striata_domestica
ENSJHYP00000016644	ENSJHYG00000012702	Junco_hyemalis
ENSZALP00000017013	ENSZALG00000013782	Zonotrichia_albicollis
ENSPMJP00000004622	ENSPMJG00000003975	Parus_major
ENSFALP00000001120	ENSFALG00000001082	Ficedula_albicollis
ENSFALP00000001122	ENSFALG00000001083	Ficedula_albicollis
ENSLCOP00000002828	ENSLCOG00000002178	Lepidothrix_coronata
ENSCPGP00000018559	ENSCPGG00000012973	Calidris_pygmaea
ENSCPUP00000028394	ENSCPUG00000019099	Calidris_pugnax
ENSCPRP00005003439	ENSCPRG00005002519	Crocodylus_porosus
ENSCABP00000020107	ENSCABG00000014828	Chelonoidis_abingdonii
ENSGAGP00000002221	ENSGAGG00000001806	Gopherus_agassizii
ENSCPBP00000002195	ENSCPBG00000001771	Chrysemys_picta_bellii
ENSPSIP00000012059	ENSPSIG00000010893	Pelodiscus_sinensis
ENSACAP00000006736	ENSACAG00000006897	Anolis_carolinensis
ENSPVIP00000012441	ENSPVIG00000009700	Pogona_vitticeps
ENSNSUP00000020160	ENSNSUG00000014696	Notechis_scutatus
ENSSMRP00000021759	ENSSMRG00000016927	Salvator_merianae
ENSSPUP00000000902	ENSSPUG00000000735	Sphenodon_punctatus
ENSPCIP00000029360	ENSPCIG00000021848	Phascolarctos_cinereus
ENSXETP00000032586	ENSXETG00000010824	Xenopus_tropicalis
ENSLACP00000018490	ENSLACG00000016281	Latimeria_chalumnae
ENSCMIP00000047195	ENSCMIG00000019361	Callorhinchus_milii
ENSPMAP00000000948	ENSPMAG00000000867	Petromyzon_marinus
