ENSVURP00010009916	ENSVURG00010007670	Vombatus_ursinus	ENSVURT00010011242
ENSMEUP00000013232	ENSMEUG00000014497	Notamacropus_eugenii	ENSMEUT00000014539
ENSMODP00000038977	ENSMODG00000029372	Monodelphis_domestica	ENSMODT00000042086
ENSPCIP00000041026	ENSPCIG00000030016	Phascolarctos_cinereus	ENSPCIT00000050548
ENSVURP00010014220	ENSVURG00010010926	Vombatus_ursinus	ENSVURT00010016197
ENSPCAP00000000441	ENSPCAG00000000488	Procavia_capensis	ENSPCAT00000000471
ENSLAFP00000012422	ENSLAFG00000014836	Loxodonta_africana	ENSLAFT00000014834
ENSETEP00000000447	ENSETEG00000000561	Echinops_telfairi	ENSETET00000000561
ENSUMAP00000020047	ENSUMAG00000014548	Ursus_maritimus
MGP_SPRETEiJ_P0038023	MGP_SPRETEiJ_G0020038	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000021495	ENSMSIG00000018244	Mus_spicilegus
ENSRNOP00000010612	ENSRNOG00000007956	Rattus_norvegicus
ENSMUGP00000012346	ENSMUGG00000010717	Meriones_unguiculatus
ENSPEMP00000029038	ENSPEMG00000025520	Peromyscus_maniculatus_bairdii
ENSMOCP00000013433	ENSMOCG00000013233	Microtus_ochrogaster
ENSCGRP00015027900	ENSCGRG00015021151	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004451	ENSCGRG00000003276	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012503	ENSCGRG00001013900	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000016881	ENSMAUG00000015893	Mesocricetus_auratus
ENSNGAP00000018998	ENSNGAG00000018950	Nannospalax_galili
ENSJJAP00000006604	ENSJJAG00000011212	Jaculus_jaculus
ENSJJAP00000002363	ENSJJAG00000004017	Jaculus_jaculus
ENSJJAP00000013562	ENSJJAG00000016283	Jaculus_jaculus
ENSJJAP00000005376	ENSJJAG00000010329	Jaculus_jaculus
ENSDORP00000020428	ENSDORG00000027851	Dipodomys_ordii
ENSCCNP00000011080	ENSCCNG00000011416	Castor_canadensis
ENSSTOP00000030187	ENSSTOG00000014504	Ictidomys_tridecemlineatus
ENSUPAP00010011615	ENSUPAG00010009435	Urocitellus_parryii
ENSSDAP00000020953	ENSSDAG00000019049	Spermophilus_dauricus
ENSMMMP00000001990	ENSMMMG00000001812	Marmota_marmota_marmota
ENSPCOP00000003990	ENSPCOG00000011905	Propithecus_coquereli
ENSRBIP00000019896	ENSRBIG00000033936	Rhinopithecus_bieti	ENSRBIT00000043774
ENSRROP00000023502	ENSRROG00000035593	Rhinopithecus_roxellana	ENSRROT00000047706
ENSPTEP00000042606	ENSPTEG00000038854	Piliocolobus_tephrosceles	ENSPTET00000056787
ENSCANP00000015407	ENSCANG00000031148	Colobus_angolensis_palliatus
ENSMFAP00000007215	ENSMFAG00000038341	Macaca_fascicularis
ENSMMUP00000069944	ENSMMUG00000065151	Macaca_mulatta
ENSMNEP00000026020	ENSMNEG00000036478	Macaca_nemestrina
ENSMLEP00000008891	ENSMLEG00000028632	Mandrillus_leucophaeus
ENSTGEP00000011866	ENSTGEG00000009661	Theropithecus_gelada
ENSPANP00000016907	ENSPANG00000017508	Papio_anubis
ENSCSAP00000011091	ENSCSAG00000014983	Chlorocebus_sabaeus
ENSCATP00000003100	ENSCATG00000012449	Cercocebus_atys
ENSPTRP00000041041	ENSPTRG00000023938	Pan_troglodytes
ENSPPAP00000021356	ENSPPAG00000033887	Pan_paniscus
ENSP00000346599	ENSG00000198252	Homo_sapiens
ENSGGOP00000001796	ENSGGOG00000001822	Gorilla_gorilla
ENSPPYP00000006613	ENSPPYG00000005821	Pongo_abelii
ENSNLEP00000039841	ENSNLEG00000032693	Nomascus_leucogenys
ENSCJAP00000065835	ENSCJAG00000042227	Callithrix_jacchus
ENSSBOP00000034247	ENSSBOG00000033294	Saimiri_boliviensis_boliviensis
ENSCCAP00000008148	ENSCCAG00000021821	Cebus_capucinus_imitator
ENSANAP00000023590	ENSANAG00000029545	Aotus_nancymaae
ENSTSYP00000003697	ENSTSYG00000004033	Carlito_syrichta
ENSPCOP00000008223	ENSPCOG00000015396	Propithecus_coquereli
ENSMICP00000046804	ENSMICG00000037736	Microcebus_murinus
ENSPSMP00000013000	ENSPSMG00000009355	Prolemur_simus
ENSOGAP00000008944	ENSOGAG00000010012	Otolemur_garnettii
ENSOPRP00000014727	ENSOPRG00000016123	Ochotona_princeps
ENSOCUP00000026287	ENSOCUG00000029442	Oryctolagus_cuniculus
ENSTBEP00000004317	ENSTBEG00000005021	Tupaia_belangeri
ENSEEUP00000002530	ENSEEUG00000002771	Erinaceus_europaeus
ENSCGRP00001011939	ENSCGRG00001013467	Cricetulus_griseus_CHOK1GS_HDv1
ENSCHOP00000010352	ENSCHOG00000011728	Choloepus_hoffmanni
ENSCHOP00000002259	ENSCHOG00000002547	Choloepus_hoffmanni
ENSDNOP00000012892	ENSDNOG00000016631	Dasypus_novemcinctus
ENSOANP00000002147	ENSOANG00000001348	Ornithorhynchus_anatinus
ENSGAGP00000004918	ENSGAGG00000004028	Gopherus_agassizii
ENSCABP00000017931	ENSCABG00000013326	Chelonoidis_abingdonii
ENSCPBP00000030614	ENSCPBG00000021546	Chrysemys_picta_bellii
ENSPSIP00000015047	ENSPSIG00000013474	Pelodiscus_sinensis
ENSLCOP00000016086	ENSLCOG00000011477	Lepidothrix_coronata
ENSMVIP00005010957	ENSMVIG00005008049	Manacus_vitellinus
ENSJHYP00000021455	ENSJHYG00000016244	Junco_hyemalis
ENSLSDP00000003135	ENSLSDG00000002405	Lonchura_striata_domestica
ENSPMJP00000015633	ENSPMJG00000011865	Parus_major
ENSFALP00000004028	ENSFALG00000003863	Ficedula_albicollis
ENSTGUP00000013492	ENSTGUG00000013102	Taeniopygia_guttata
ENSSCAP00000002418	ENSSCAG00000002116	Serinus_canaria
ENSCCEP00000001328	ENSCCEG00000001583	Cyanistes_caeruleus
ENSCPUP00000028011	ENSCPUG00000018850	Calidris_pugnax
ENSMGAP00000019742	ENSMGAG00000017335	Meleagris_gallopavo
ENSGALP00000072592	ENSGALG00000052448	Gallus_gallus
ENSCJPP00005013834	ENSCJPG00005011627	Coturnix_japonica
ENSNMEP00000023394	ENSNMEG00000019940	Numida_meleagris
ENSAPLP00000001979	ENSAPLG00000002535	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011817	ENSABRG00000010577	Anser_brachyrhynchus
ENSMUNP00000005177	ENSMUNG00000004272	Melopsittacus_undulatus
ENSZALP00000004294	ENSZALG00000004053	Zonotrichia_albicollis
ENSAHAP00000018036	ENSAHAG00000012781	Apteryx_haastii
ENSAOWP00000007290	ENSAOWG00000005010	Apteryx_owenii
ENSARWP00000011462	ENSARWG00000007951	Apteryx_rowi
ENSNPEP00000020168	ENSNPEG00000014980	Nothoprocta_perdicaria
ENSDNVP00000023992	ENSDNVG00000016665	Dromaius_novaehollandiae
ENSCPGP00000023549	ENSCPGG00000016296	Calidris_pygmaea
ENSZALP00000004295	ENSZALG00000004054	Zonotrichia_albicollis
ENSDNVP00000023995	ENSDNVG00000016667	Dromaius_novaehollandiae
ENSCPRP00005017051	ENSCPRG00005011880	Crocodylus_porosus
ENSACAP00000006649	ENSACAG00000006799	Anolis_carolinensis
ENSPVIP00000012016	ENSPVIG00000009410	Pogona_vitticeps
ENSNSUP00000018751	ENSNSUG00000013703	Notechis_scutatus
ENSSMRP00000012046	ENSSMRG00000009425	Salvator_merianae
ENSSPUP00000007754	ENSSPUG00000006003	Sphenodon_punctatus
ENSXETP00000020973	ENSXETG00000012162	Xenopus_tropicalis
ENSLACP00000021742	ENSLACG00000019106	Latimeria_chalumnae
ENSCMIP00000025225	ENSCMIG00000011065	Callorhinchus_milii
ENSEEEP00000026097	ENSEEEG00000012634	Electrophorus_electricus
ENSIPUP00000008424	ENSIPUG00000005713	Ictalurus_punctatus
ENSAMXP00000021548	ENSAMXG00000020930	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033144	ENSAMXG00005016110	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034013	ENSPNAG00000003753	Pygocentrus_nattereri
ENSDARP00000028338	ENSDARG00000057699	Danio_rerio
ENSDCDP00000049987	ENSDCDG00000030583	Denticeps_clupeoides
ENSCHAP00000055515	ENSCHAG00000025113	Clupea_harengus
ENSHHUP00000083962	ENSHHUG00000048672	Hucho_hucho
ENSHHUP00000024445	ENSHHUG00000015222	Hucho_hucho
ENSELUP00000015381	ENSELUG00000015414	Esox_lucius
ENSGACP00000021577	ENSGACG00000016339	Gasterosteus_aculeatus
ENSLBEP00000007459	ENSLBEG00000005605	Labrus_bergylta
ENSHCOP00000014452	ENSHCOG00000017817	Hippocampus_comes
ENSMZEP00005012608	ENSMZEG00005009468	Maylandia_zebra
ENSACLP00000018783	ENSACLG00000012799	Astatotilapia_calliptera
ENSHBUP00000034545	ENSHBUG00000022156	Haplochromis_burtoni
ENSPNYP00000024584	ENSPNYG00000018563	Pundamilia_nyererei
ENSNBRP00000002017	ENSNBRG00000001595	Neolamprologus_brichardi
ENSONIP00000003068	ENSONIG00000002453	Oreochromis_niloticus
ENSGWIP00000018636	ENSGWIG00000010251	Gouania_willdenowi
ENSXCOP00000016350	ENSXCOG00000012352	Xiphophorus_couchianus
ENSXMAP00000025057	ENSXMAG00000024138	Xiphophorus_maculatus
ENSGAFP00000013625	ENSGAFG00000009196	Gambusia_affinis
ENSPLAP00000027478	ENSPLAG00000016124	Poecilia_latipinna
ENSPMEP00000009802	ENSPMEG00000011685	Poecilia_mexicana
ENSPFOP00000014636	ENSPFOG00000014616	Poecilia_formosa
ENSPREP00000004570	ENSPREG00000003194	Poecilia_reticulata
ENSCVAP00000003117	ENSCVAG00000004309	Cyprinodon_variegatus
ENSFHEP00000034850	ENSFHEG00000022880	Fundulus_heteroclitus
ENSAPOP00000004600	ENSAPOG00000000171	Acanthochromis_polyacanthus
ENSAOCP00000028301	ENSAOCG00000017825	Amphiprion_ocellaris
ENSAPEP00000003344	ENSAPEG00000002377	Amphiprion_percula
ENSSPAP00000010382	ENSSPAG00000007802	Stegastes_partitus
ENSACIP00000028187	ENSACIG00000021840	Amphilophus_citrinellus
ENSPRNP00000033956	ENSPRNG00000016981	Parambassis_ranga
ENSORLP00020001461	ENSORLG00020002157	Oryzias_latipes_ASM223471v1
ENSORLP00015000332	ENSORLG00015022984	Oryzias_latipes_ASM223469v1
ENSORLP00000032244	ENSORLG00000026290	Oryzias_latipes_ASM223467v1
ENSOMEP00000010825	ENSOMEG00000012133	Oryzias_melastigma
ENSKMAP00000024920	ENSKMAG00000018471	Kryptolebias_marmoratus
ENSTNIP00000014291	ENSTNIG00000011347	Tetraodon_nigroviridis
ENSTRUP00000021578	ENSTRUG00000008601	Takifugu_rubripes
ENSMMOP00000000402	ENSMMOG00000000281	Mola_mola
ENSCGOP00000049509	ENSCGOG00000022049	Cottoperca_gobio
ENSCSEP00000018318	ENSCSEG00000011765	Cynoglossus_semilaevis
ENSATEP00000027544	ENSATEG00000019030	Anabas_testudineus
ENSMALP00000012128	ENSMALG00000008514	Monopterus_albus
ENSMAMP00000030084	ENSMAMG00000020291	Mastacembelus_armatus
ENSBSLP00000047693	ENSBSLG00000022708	Betta_splendens
ENSSLDP00000006084	ENSSLDG00000004831	Seriola_lalandi_dorsalis
ENSSDUP00000003976	ENSSDUG00000002968	Seriola_dumerili
ENSLCAP00010054915	ENSLCAG00010025618	Lates_calcarifer
ENSSMAP00000010595	ENSSMAG00000006465	Scophthalmus_maximus
ENSLCRP00005006481	ENSLCRG00005003268	Larimichthys_crocea
ENSPMGP00000009486	ENSPMGG00000007856	Periophthalmus_magnuspinnatus
ENSGMOP00000018206	ENSGMOG00000016950	Gadus_morhua
ENSSFOP00015005569	ENSSFOG00015003631	Scleropages_formosus
ENSPKIP00000005318	ENSPKIG00000022038	Paramormyrops_kingsleyae
ENSLOCP00000014854	ENSLOCG00000012074	Lepisosteus_oculatus
ENSECRP00000019811	ENSECRG00000013277	Erpetoichthys_calabaricus
ENSEBUP00000016211	ENSEBUG00000010180	Eptatretus_burgeri
ENSSFOP00015015291	ENSSFOG00015009842	Scleropages_formosus
ENSCINP00000015450	ENSCING00000007532	Ciona_intestinalis
ENSCSAVP00000013744	ENSCSAVG00000008061	Ciona_savignyi
Y54F10BM.13.1	WBGene00021867	Caenorhabditis_elegans_strain_N2
