ENSPEMP00000004955	ENSPEMG00000007340	Peromyscus_maniculatus_bairdii
ENSCJAP00000024169	ENSCJAG00000046689	Callithrix_jacchus
ENSCCAP00000036477	ENSCCAG00000036147	Cebus_capucinus_imitator
ENSSBOP00000032522	ENSSBOG00000032438	Saimiri_boliviensis_boliviensis
ENSANAP00000036049	ENSANAG00000035498	Aotus_nancymaae
ENSTSYP00000000717	ENSTSYG00000000775	Carlito_syrichta
ENSPSMP00000022121	ENSPSMG00000015291	Prolemur_simus
ENSPCOP00000024257	ENSPCOG00000024313	Propithecus_coquereli
ENSMICP00000009999	ENSMICG00000010957	Microcebus_murinus
ENSOGAP00000010601	ENSOGAG00000011832	Otolemur_garnettii
ENSTBEP00000013636	ENSTBEG00000015662	Tupaia_belangeri
ENSUAMP00000033594	ENSUAMG00000025540	Ursus_americanus
ENSUMAP00000026636	ENSUMAG00000018459	Ursus_maritimus
ENSAMEP00000001742	ENSAMEG00000001660	Ailuropoda_melanoleuca
ENSMPUP00000005599	ENSMPUG00000005644	Mustela_putorius_furo
ENSNVIP00000008304	ENSNVIG00000006527	Neovison_vison
ENSVVUP00000041306	ENSVVUG00000029396	Vulpes_vulpes
ENSVVUP00000041317	ENSVVUG00000029408	Vulpes_vulpes
ENSCAFP00020007295	ENSCAFG00020004818	Canis_lupus_dingo
ENSCAFP00000025828	ENSCAFG00000017522	Canis_lupus_familiaris
ENSPPRP00000008502	ENSPPRG00000003310	Panthera_pardus
ENSPTIP00000025691	ENSPTIG00000021362	Panthera_tigris_altaica
ENSECAP00000020277	ENSECAG00000019706	Equus_caballus
ENSEASP00005032355	ENSEASG00005021917	Equus_asinus_asinus
ENSCHIP00000006916	ENSCHIG00000008714	Capra_hircus
ENSOARP00000007846	ENSOARG00000007268	Ovis_aries
ENSBIXP00000007598	ENSBIXG00000013544	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013857	ENSBIXG00005006761	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000061605	ENSBTAG00000009702	Bos_taurus
ENSBMUP00000023474	ENSBMUG00000017591	Bos_mutus
ENSBBBP00000019894	ENSBBBG00000013396	Bison_bison_bison
ENSTTRP00000007970	ENSTTRG00000008393	Tursiops_truncatus
ENSSSCP00000061002	ENSSSCG00000018005	Sus_scrofa_strain_reference
ENSVPAP00000008437	ENSVPAG00000009066	Vicugna_pacos
ENSMLUP00000014935	ENSMLUG00000016365	Myotis_lucifugus
ENSPVAP00000005046	ENSPVAG00000005326	Pteropus_vampyrus
ENSEEUP00000005677	ENSEEUG00000006103	Erinaceus_europaeus
ENSSARP00000011829	ENSSARG00000013081	Sorex_araneus
ENSLAFP00000012911	ENSLAFG00000015399	Loxodonta_africana	ENSLAFT00000015410
ENSPCAP00000001036	ENSPCAG00000000963	Procavia_capensis	ENSPCAT00000001101
ENSCHOP00000010390	ENSCHOG00000011739	Choloepus_hoffmanni	ENSCHOT00000011794
ENSPCIP00000044885	ENSPCIG00000033871	Phascolarctos_cinereus
ENSVURP00010014719	ENSVURG00010011237	Vombatus_ursinus
ENSMEUP00000002476	ENSMEUG00000002700	Notamacropus_eugenii
ENSSHAP00000010760	ENSSHAG00000009277	Sarcophilus_harrisii
ENSMODP00000050711	ENSMODG00000044323	Monodelphis_domestica
ENSOCUP00000008830	ENSOCUG00000010229	Oryctolagus_cuniculus
ENSOPRP00000003975	ENSOPRG00000004249	Ochotona_princeps
ENSETEP00000012714	ENSETEG00000015671	Echinops_telfairi	ENSETET00000015675
ENSOANP00000000409	ENSOANG00000000236	Ornithorhynchus_anatinus
