ENSPMAP00000009848	ENSPMAG00000008944	Petromyzon_marinus	ENSPMAT00000009890
ENSEBUP00000021593	ENSEBUG00000013327	Eptatretus_burgeri	ENSEBUT00000022168
ENSPKIP00000021289	ENSPKIG00000005742	Paramormyrops_kingsleyae
ENSPTRP00000003536	ENSPTRG00000002090	Pan_troglodytes
ENSP00000355637	ENSG00000135776	Homo_sapiens
ENSGGOP00000023956	ENSGGOG00000008699	Gorilla_gorilla
ENSPPYP00000000127	ENSPPYG00000000125	Pongo_abelii
ENSPPYP00000006312	ENSPPYG00000005538	Pongo_abelii
ENSNLEP00000017558	ENSNLEG00000014442	Nomascus_leucogenys
ENSCANP00000026650	ENSCANG00000036747	Colobus_angolensis_palliatus
ENSPTEP00000035641	ENSPTEG00000033592	Piliocolobus_tephrosceles
ENSRROP00000025455	ENSRROG00000036479	Rhinopithecus_roxellana
ENSRBIP00000015947	ENSRBIG00000032047	Rhinopithecus_bieti
ENSMMUP00000029091	ENSMMUG00000022094	Macaca_mulatta
ENSMNEP00000008876	ENSMNEG00000028913	Macaca_nemestrina
ENSMFAP00000032431	ENSMFAG00000002787	Macaca_fascicularis
ENSPANP00000017953	ENSPANG00000018733	Papio_anubis
ENSTGEP00000012688	ENSTGEG00000010359	Theropithecus_gelada
ENSCATP00000036148	ENSCATG00000040900	Cercocebus_atys
ENSMLEP00000009831	ENSMLEG00000029070	Mandrillus_leucophaeus
ENSCSAP00000006839	ENSCSAG00000010616	Chlorocebus_sabaeus
ENSPCOP00000018834	ENSPCOG00000021328	Propithecus_coquereli
ENSTSYP00000030474	ENSTSYG00000002881	Carlito_syrichta
ENSTBEP00000008165	ENSTBEG00000009435	Tupaia_belangeri
ENSPVAP00000011847	ENSPVAG00000012564	Pteropus_vampyrus
ENSOANP00000021652	ENSOANG00000013729	Ornithorhynchus_anatinus
ENSLACP00000004829	ENSLACG00000004295	Latimeria_chalumnae
ENSCMIP00000017549	ENSCMIG00000008350	Callorhinchus_milii
FBpp0070078	FBgn0023536	Drosophila_melanogaster
