ENSXETP00000032950	ENSXETG00000016354	Xenopus_tropicalis	ENSXETT00000036076
ENSXETP00000010496	ENSXETG00000010736	Xenopus_tropicalis	ENSXETT00000022593
ENSAOWP00000000527	ENSAOWG00000000422	Apteryx_owenii
ENSODEP00000001460	ENSODEG00000001144	Octodon_degus
ENSODEP00000011346	ENSODEG00000008437	Octodon_degus
ENSODEP00000004501	ENSODEG00000003433	Octodon_degus
ENSHGLP00000000427	ENSHGLG00000000400	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019476	ENSHGLG00100014357	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006349	ENSFDAG00000015128	Fukomys_damarensis
ENSCPOP00000013152	ENSCPOG00000014597	Cavia_porcellus
ENSCAPP00000009351	ENSCAPG00000010828	Cavia_aperea
ENSSTOP00000021152	ENSSTOG00000023530	Ictidomys_tridecemlineatus
ENSSDAP00000017964	ENSSDAG00000016383	Spermophilus_dauricus
ENSUPAP00010029920	ENSUPAG00010023521	Urocitellus_parryii
ENSMMMP00000013248	ENSMMMG00000011831	Marmota_marmota_marmota
ENSOCUP00000016846	ENSOCUG00000015493	Oryctolagus_cuniculus
ENSOPRP00000009619	ENSOPRG00000010529	Ochotona_princeps
ENSSBOP00000027176	ENSSBOG00000030018	Saimiri_boliviensis_boliviensis
ENSCCAP00000025223	ENSCCAG00000030406	Cebus_capucinus_imitator
ENSCJAP00000068388	ENSCJAG00000001252	Callithrix_jacchus
ENSANAP00000024111	ENSANAG00000029774	Aotus_nancymaae
ENSRBIP00000008979	ENSRBIG00000028372	Rhinopithecus_bieti
ENSRROP00000038199	ENSRROG00000042492	Rhinopithecus_roxellana
ENSCANP00000021810	ENSCANG00000034346	Colobus_angolensis_palliatus
ENSPTEP00000042657	ENSPTEG00000038906	Piliocolobus_tephrosceles
ENSMFAP00000030352	ENSMFAG00000042357	Macaca_fascicularis
ENSMNEP00000008300	ENSMNEG00000028666	Macaca_nemestrina
ENSMMUP00000064189	ENSMMUG00000012667	Macaca_mulatta
ENSCATP00000017885	ENSCATG00000032811	Cercocebus_atys
ENSMLEP00000029101	ENSMLEG00000038752	Mandrillus_leucophaeus
ENSCSAP00000004429	ENSCSAG00000008173	Chlorocebus_sabaeus
ENSPANP00000019300	ENSPANG00000024926	Papio_anubis
ENSTGEP00000032446	ENSTGEG00000025934	Theropithecus_gelada
ENSPPAP00000014806	ENSPPAG00000030576	Pan_paniscus
ENSPTRP00000049279	ENSPTRG00000021024	Pan_troglodytes
ENSP00000366109	ENSG00000135046	Homo_sapiens
ENSGGOP00000004585	ENSGGOG00000004678	Gorilla_gorilla
ENSPPYP00000021609	ENSPPYG00000019293	Pongo_abelii
ENSNLEP00000001633	ENSNLEG00000001203	Nomascus_leucogenys
ENSTSYP00000003988	ENSTSYG00000004352	Carlito_syrichta
ENSMICP00000011889	ENSMICG00000013045	Microcebus_murinus
ENSPCOP00000005661	ENSPCOG00000013813	Propithecus_coquereli
ENSPSMP00000030197	ENSPSMG00000020932	Prolemur_simus
ENSOGAP00000008342	ENSOGAG00000009311	Otolemur_garnettii
ENSOGAP00000020062	ENSOGAG00000031463	Otolemur_garnettii
ENSTBEP00000001319	ENSTBEG00000001514	Tupaia_belangeri
ENSPVAP00000006128	ENSPVAG00000006489	Pteropus_vampyrus
ENSMLUP00000000430	ENSMLUG00000000473	Myotis_lucifugus
ENSSARP00000009823	ENSSARG00000010876	Sorex_araneus
ENSEEUP00000006894	ENSEEUG00000007555	Erinaceus_europaeus
ENSCHIP00000023293	ENSCHIG00000020923	Capra_hircus
ENSOARP00000013575	ENSOARG00000012672	Ovis_aries
ENSBBBP00000018689	ENSBBBG00000011712	Bison_bison_bison
ENSBMUP00000014874	ENSBMUG00000011309	Bos_mutus
ENSBIXP00000013656	ENSBIXG00000018557	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013699	ENSBIXG00005017861	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000003539	ENSBBBG00000001846	Bison_bison_bison
ENSBIXP00000015956	ENSBIXG00000020280	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033471	ENSBIXG00005014241	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000014871	ENSBMUG00000011301	Bos_mutus
ENSBTAP00000021256	ENSBTAG00000015978	Bos_taurus
ENSBBBP00000020510	ENSBBBG00000003194	Bison_bison_bison
ENSSSCP00000005658	ENSSSCG00000005267	Sus_scrofa_strain_reference
ENSTTRP00000009536	ENSTTRG00000010052	Tursiops_truncatus
ENSVPAP00000000644	ENSVPAG00000000703	Vicugna_pacos
ENSNVIP00000007470	ENSNVIG00000005953	Neovison_vison
ENSNVIP00000014766	ENSNVIG00000011556	Neovison_vison
ENSMPUP00000008827	ENSMPUG00000008897	Mustela_putorius_furo
ENSUAMP00000005904	ENSUAMG00000005217	Ursus_americanus
ENSUMAP00000030564	ENSUMAG00000022067	Ursus_maritimus
ENSAMEP00000016422	ENSAMEG00000015540	Ailuropoda_melanoleuca
ENSCAFP00000002591	ENSCAFG00000001778	Canis_lupus_familiaris
ENSCAFP00020032873	ENSCAFG00020025555	Canis_lupus_dingo
ENSVVUP00000004071	ENSVVUG00000003204	Vulpes_vulpes
ENSPTIP00000018465	ENSPTIG00000016582	Panthera_tigris_altaica
ENSPPRP00000020773	ENSPPRG00000011755	Panthera_pardus
ENSFCAP00000060870	ENSFCAG00000015263	Felis_catus
ENSECAP00000013992	ENSECAG00000015794	Equus_caballus
ENSEASP00005011268	ENSEASG00005007925	Equus_asinus_asinus
ENSDNOP00000014913	ENSDNOG00000019230	Dasypus_novemcinctus
ENSCHOP00000007781	ENSCHOG00000008793	Choloepus_hoffmanni
ENSMODP00000002656	ENSMODG00000002183	Monodelphis_domestica
ENSSHAP00000011687	ENSSHAG00000010037	Sarcophilus_harrisii
ENSVURP00010020965	ENSVURG00010016023	Vombatus_ursinus
ENSPCIP00000012883	ENSPCIG00000010234	Phascolarctos_cinereus
ENSMEUP00000013206	ENSMEUG00000014469	Notamacropus_eugenii
ENSOANP00000020763	ENSOANG00000013140	Ornithorhynchus_anatinus
ENSLACP00000010172	ENSLACG00000008965	Latimeria_chalumnae
ENSAMXP00000043697	ENSAMXG00000035597	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000029785	ENSAMXG00000038414	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018104	ENSAMXG00005009437	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035127	ENSPNAG00000024860	Pygocentrus_nattereri
ENSPNAP00000002853	ENSPNAG00000009223	Pygocentrus_nattereri
ENSEEEP00000049320	ENSEEEG00000023155	Electrophorus_electricus
ENSIPUP00000032067	ENSIPUG00000021496	Ictalurus_punctatus
ENSIPUP00000031974	ENSIPUG00000021465	Ictalurus_punctatus
ENSIPUP00000032178	ENSIPUG00000021573	Ictalurus_punctatus
ENSDARP00000028837	ENSDARG00000026726	Danio_rerio
ENSCHAP00000038996	ENSCHAG00000018133	Clupea_harengus
ENSDCDP00000023059	ENSDCDG00000016960	Denticeps_clupeoides
ENSHHUP00000075477	ENSHHUG00000044222	Hucho_hucho
ENSHHUP00000016314	ENSHHUG00000010117	Hucho_hucho
ENSHHUP00000012919	ENSHHUG00000007655	Hucho_hucho
ENSELUP00000000794	ENSELUG00000002356	Esox_lucius
ENSCGOP00000033535	ENSCGOG00000014713	Cottoperca_gobio
ENSGACP00000015266	ENSGACG00000011546	Gasterosteus_aculeatus
ENSLBEP00000028973	ENSLBEG00000021953	Labrus_bergylta
ENSTRUP00000051715	ENSTRUG00000002615	Takifugu_rubripes
ENSTNIP00000017212	ENSTNIG00000014199	Tetraodon_nigroviridis
ENSMMOP00000020226	ENSMMOG00000015258	Mola_mola
ENSLCRP00005009002	ENSLCRG00005004253	Larimichthys_crocea
ENSFHEP00000022843	ENSFHEG00000003484	Fundulus_heteroclitus
ENSCVAP00000002602	ENSCVAG00000003711	Cyprinodon_variegatus
ENSPLAP00000004524	ENSPLAG00000006233	Poecilia_latipinna
ENSPFOP00000015725	ENSPFOG00000015649	Poecilia_formosa
ENSPMEP00000001580	ENSPMEG00000002517	Poecilia_mexicana
ENSPREP00000013727	ENSPREG00000009334	Poecilia_reticulata
ENSXMAP00000002141	ENSXMAG00000002122	Xiphophorus_maculatus
ENSGAFP00000016589	ENSGAFG00000010949	Gambusia_affinis
ENSKMAP00000004433	ENSKMAG00000003391	Kryptolebias_marmoratus
ENSORLP00000015497	ENSORLG00000012381	Oryzias_latipes_ASM223467v1
ENSORLP00020023456	ENSORLG00020004354	Oryzias_latipes_ASM223471v1
ENSORLP00015017645	ENSORLG00015018732	Oryzias_latipes_ASM223469v1
ENSOMEP00000028826	ENSOMEG00000012107	Oryzias_melastigma
ENSAOCP00000025179	ENSAOCG00000012577	Amphiprion_ocellaris
ENSAPEP00000016949	ENSAPEG00000012120	Amphiprion_percula
ENSAPOP00000008465	ENSAPOG00000010583	Acanthochromis_polyacanthus
ENSSPAP00000027443	ENSSPAG00000020697	Stegastes_partitus
ENSSDUP00000029964	ENSSDUG00000021589	Seriola_dumerili
ENSSLDP00000014273	ENSSLDG00000011402	Seriola_lalandi_dorsalis
ENSLCAP00010055228	ENSLCAG00010025768	Lates_calcarifer
ENSSMAP00000008275	ENSSMAG00000005101	Scophthalmus_maximus
ENSMAMP00000011259	ENSMAMG00000007627	Mastacembelus_armatus
ENSMALP00000002439	ENSMALG00000001809	Monopterus_albus
ENSATEP00000032547	ENSATEG00000022423	Anabas_testudineus
ENSBSLP00000051122	ENSBSLG00000024098	Betta_splendens
ENSPRNP00000028474	ENSPRNG00000014117	Parambassis_ranga
ENSCSEP00000021625	ENSCSEG00000013804	Cynoglossus_semilaevis
ENSMZEP00005014139	ENSMZEG00005010651	Maylandia_zebra
ENSHBUP00000009514	ENSHBUG00000011046	Haplochromis_burtoni
ENSACLP00000016614	ENSACLG00000011327	Astatotilapia_calliptera
ENSPNYP00000023582	ENSPNYG00000017791	Pundamilia_nyererei
ENSNBRP00000023232	ENSNBRG00000017766	Neolamprologus_brichardi
ENSONIP00000013511	ENSONIG00000010746	Oreochromis_niloticus
ENSACIP00000002659	ENSACIG00000002050	Amphilophus_citrinellus
ENSHCOP00000014190	ENSHCOG00000017457	Hippocampus_comes
ENSPMGP00000019078	ENSPMGG00000015525	Periophthalmus_magnuspinnatus
ENSGWIP00000054170	ENSGWIG00000025931	Gouania_willdenowi
ENSXCOP00000021003	ENSXCOG00000015713	Xiphophorus_couchianus
ENSGMOP00000006883	ENSGMOG00000006476	Gadus_morhua
ENSSFOP00015017808	ENSSFOG00015011451	Scleropages_formosus
ENSPKIP00000012753	ENSPKIG00000000435	Paramormyrops_kingsleyae
ENSLOCP00000011835	ENSLOCG00000009678	Lepisosteus_oculatus
ENSCHAP00000053821	ENSCHAG00000024364	Clupea_harengus
ENSCHAP00000053999	ENSCHAG00000024466	Clupea_harengus
ENSAMXP00000036212	ENSAMXG00000006568	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024700	ENSAMXG00005012546	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000037018	ENSPNAG00000028314	Pygocentrus_nattereri
ENSIPUP00000025331	ENSIPUG00000017123	Ictalurus_punctatus
ENSDARP00000139017	ENSDARG00000104359	Danio_rerio
ENSDARP00000147401	ENSDARG00000098481	Danio_rerio
ENSDARP00000140036	ENSDARG00000100095	Danio_rerio
ENSXMAP00000026062	ENSXMAG00000008534	Xiphophorus_maculatus
ENSXCOP00000007399	ENSXCOG00000005701	Xiphophorus_couchianus
ENSGAFP00000030276	ENSGAFG00000020403	Gambusia_affinis
ENSPMEP00000000942	ENSPMEG00000001797	Poecilia_mexicana
ENSPFOP00000018119	ENSPFOG00000018015	Poecilia_formosa
ENSPLAP00000021655	ENSPLAG00000005584	Poecilia_latipinna
ENSFHEP00000000897	ENSFHEG00000001705	Fundulus_heteroclitus
ENSCVAP00000008563	ENSCVAG00000010450	Cyprinodon_variegatus
ENSKMAP00000012253	ENSKMAG00000009213	Kryptolebias_marmoratus
ENSORLP00015034133	ENSORLG00015019942	Oryzias_latipes_ASM223469v1
ENSORLP00000017019	ENSORLG00000013570	Oryzias_latipes_ASM223467v1
ENSORLP00020024400	ENSORLG00020005772	Oryzias_latipes_ASM223471v1
ENSOMEP00000015453	ENSOMEG00000017024	Oryzias_melastigma
ENSMZEP00005019494	ENSMZEG00005014634	Maylandia_zebra
ENSHBUP00000010402	ENSHBUG00000011940	Haplochromis_burtoni
ENSACLP00000040977	ENSACLG00000027589	Astatotilapia_calliptera
ENSPNYP00000022531	ENSPNYG00000016982	Pundamilia_nyererei
ENSNBRP00000029375	ENSNBRG00000022369	Neolamprologus_brichardi
ENSONIP00000016142	ENSONIG00000012827	Oreochromis_niloticus
ENSGWIP00000028810	ENSGWIG00000015040	Gouania_willdenowi
ENSPRNP00000053433	ENSPRNG00000025058	Parambassis_ranga
ENSCSEP00000024304	ENSCSEG00000015519	Cynoglossus_semilaevis
ENSSLDP00000019143	ENSSLDG00000015022	Seriola_lalandi_dorsalis
ENSSDUP00000004066	ENSSDUG00000002903	Seriola_dumerili
ENSLCAP00010049518	ENSLCAG00010023016	Lates_calcarifer
ENSTRUP00000029858	ENSTRUG00000011820	Takifugu_rubripes
ENSTNIP00000007911	ENSTNIG00000005234	Tetraodon_nigroviridis
ENSMMOP00000015706	ENSMMOG00000011981	Mola_mola
ENSLCRP00005065092	ENSLCRG00005023749	Larimichthys_crocea
ENSCGOP00000016442	ENSCGOG00000007871	Cottoperca_gobio
ENSGACP00000023793	ENSGACG00000017986	Gasterosteus_aculeatus
ENSAPEP00000026951	ENSAPEG00000019157	Amphiprion_percula
ENSAOCP00000019392	ENSAOCG00000001961	Amphiprion_ocellaris
ENSAPOP00000015444	ENSAPOG00000018408	Acanthochromis_polyacanthus
ENSSPAP00000029003	ENSSPAG00000021826	Stegastes_partitus
ENSSMAP00000023002	ENSSMAG00000014041	Scophthalmus_maximus
ENSHCOP00000002867	ENSHCOG00000004107	Hippocampus_comes
ENSLBEP00000023878	ENSLBEG00000018317	Labrus_bergylta
ENSMAMP00000002198	ENSMAMG00000001549	Mastacembelus_armatus
ENSMALP00000029549	ENSMALG00000020312	Monopterus_albus
ENSATEP00000006163	ENSATEG00000004357	Anabas_testudineus
ENSBSLP00000029090	ENSBSLG00000014523	Betta_splendens
ENSPMGP00000022970	ENSPMGG00000018533	Periophthalmus_magnuspinnatus
ENSGMOP00000010881	ENSGMOG00000010164	Gadus_morhua
ENSHHUP00000054338	ENSHHUG00000032595	Hucho_hucho
ENSAMXP00000048875	ENSAMXG00000034547	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005000843	ENSAMXG00005000531	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSECRP00000006546	ENSECRG00000004366	Erpetoichthys_calabaricus
ENSCMIP00000029428	ENSCMIG00000012736	Callorhinchus_milii
ENSEBUP00000011517	ENSEBUG00000007369	Eptatretus_burgeri
ENSEBUP00000002476	ENSEBUG00000001922	Eptatretus_burgeri
