ENSCGOP00000020205	ENSCGOG00000009756	Cottoperca_gobio
ENSCPGP00000007855	ENSCPGG00000005625	Calidris_pygmaea
ENSGWIP00000002599	ENSGWIG00000001403	Gouania_willdenowi
ENSFHEP00000024091	ENSFHEG00000005451	Fundulus_heteroclitus
ENSUAMP00000007832	ENSUAMG00000006712	Ursus_americanus
ENSMUSP00000029429	ENSMUSG00000027840	Mus_musculus_strain_reference_(CL57BL6)
ENSMLUP00000008880	ENSMLUG00000009754	Myotis_lucifugus
ENSMAUP00000004496	ENSMAUG00000005891	Mesocricetus_auratus
ENSGAGP00000028477	ENSGAGG00000020639	Gopherus_agassizii
ENSSCAP00000021643	ENSSCAG00000015547	Serinus_canaria
ENSCPBP00000030184	ENSCPBG00000021251	Chrysemys_picta_bellii
ENSMVIP00005024276	ENSMVIG00005017035	Manacus_vitellinus
ENSPTEP00000029802	ENSPTEG00000029149	Piliocolobus_tephrosceles
ENSKMAP00000027904	ENSKMAG00000020684	Kryptolebias_marmoratus
ENSHBUP00000024492	ENSHBUG00000005937	Haplochromis_burtoni
ENSMGAP00000004635	ENSMGAG00000004782	Meleagris_gallopavo
ENSMMUP00000010202	ENSMMUG00000007765	Macaca_mulatta
ENSACLP00000011057	ENSACLG00000007593	Astatotilapia_calliptera
ENSOANP00000012085	ENSOANG00000007583	Ornithorhynchus_anatinus
ENSSLDP00000004301	ENSSLDG00000003413	Seriola_lalandi_dorsalis
ENSNLEP00000004964	ENSNLEG00000004104	Nomascus_leucogenys
ENSTNIP00000018091	ENSTNIG00000015040	Tetraodon_nigroviridis
ENSMSIP00000011367	ENSMSIG00000009937	Mus_spicilegus
ENSCLAP00000007669	ENSCLAG00000005379	Chinchilla_lanigera
ENSRROP00000017975	ENSRROG00000033069	Rhinopithecus_roxellana
ENSCSEP00000000957	ENSCSEG00000000675	Cynoglossus_semilaevis
ENSCHOP00000009047	ENSCHOG00000010217	Choloepus_hoffmanni
ENSPVIP00000002828	ENSPVIG00000002390	Pogona_vitticeps
ENSHGLP00100006924	ENSHGLG00100005195	Heterocephalus_glaber_HetGla_1.0
ENSAPEP00000006259	ENSAPEG00000004514	Amphiprion_percula
ENSCABP00000018785	ENSCABG00000013872	Chelonoidis_abingdonii
ENSCGRP00015035903	ENSCGRG00015026944	Cricetulus_griseus_CriGri-PICR
ENSPPYP00000001192	ENSPPYG00000001023	Pongo_abelii
ENSAHAP00000027201	ENSAHAG00000018952	Apteryx_haastii
ENSCCEP00000004077	ENSCCEG00000004537	Cyanistes_caeruleus
ENSMUNP00000016988	ENSMUNG00000013065	Melopsittacus_undulatus
ENSGALP00000044963	ENSGALG00000034196	Gallus_gallus
ENSAOCP00000003557	ENSAOCG00000006861	Amphiprion_ocellaris
ENSTBEP00000013334	ENSTBEG00000015379	Tupaia_belangeri
ENSCJPP00005020759	ENSCJPG00005016670	Coturnix_japonica
ENSOPRP00000008386	ENSOPRG00000009177	Ochotona_princeps
ENSECAP00000004232	ENSECAG00000004705	Equus_caballus
ENSMPUP00000004930	ENSMPUG00000004969	Mustela_putorius_furo
ENSPREP00000029660	ENSPREG00000020095	Poecilia_reticulata
ENSAPLP00000014414	ENSAPLG00000014558	Anas_platyrhynchos_platyrhynchos
ENSMEUP00000002105	ENSMEUG00000002308	Notamacropus_eugenii
ENSORLP00020005458	ENSORLG00020006276	Oryzias_latipes_ASM223471v1
ENSMAMP00000011627	ENSMAMG00000007866	Mastacembelus_armatus
ENSVVUP00000022097	ENSVVUG00000016215	Vulpes_vulpes
ENSGAFP00000011296	ENSGAFG00000007664	Gambusia_affinis
ENSORLP00015020962	ENSORLG00015022154	Oryzias_latipes_ASM223469v1
ENSPVAP00000002336	ENSPVAG00000002472	Pteropus_vampyrus
ENSSSCP00000007231	ENSSSCG00000006780	Sus_scrofa_strain_reference
ENSPNAP00000012209	ENSPNAG00000017949	Pygocentrus_nattereri
ENSSHAP00000020232	ENSSHAG00000017161	Sarcophilus_harrisii
ENSMUGP00000018951	ENSMUGG00000016077	Meriones_unguiculatus
ENSTTRP00000009439	ENSTTRG00000009957	Tursiops_truncatus
ENSMICP00000002875	ENSMICG00000003171	Microcebus_murinus
ENSFCAP00000045759	ENSFCAG00000036315	Felis_catus
ENSCHAP00000011983	ENSCHAG00000006681	Clupea_harengus
ENSHGLP00000020934	ENSHGLG00000014959	Heterocephalus_glaber_HetGla_female_1.0
ENSCJAP00000062587	ENSCJAG00000013473	Callithrix_jacchus
ENSPPAP00000007486	ENSPPAG00000026756	Pan_paniscus
ENSUPAP00010028009	ENSUPAG00010022130	Urocitellus_parryii
ENSSMRP00000005203	ENSSMRG00000004250	Salvator_merianae
ENSPCAP00000003337	ENSPCAG00000003591	Procavia_capensis
ENSLCAP00010022727	ENSLCAG00010010660	Lates_calcarifer
ENSETEP00000001934	ENSETEG00000002381	Echinops_telfairi
ENSUMAP00000018995	ENSUMAG00000013949	Ursus_maritimus
ENSSDUP00000019907	ENSSDUG00000014473	Seriola_dumerili
ENSPSMP00000014508	ENSPSMG00000010388	Prolemur_simus
ENSDNVP00000017214	ENSDNVG00000012048	Dromaius_novaehollandiae
ENSXCOP00000009705	ENSXCOG00000007382	Xiphophorus_couchianus
ENSP00000358698	ENSG00000134245	Homo_sapiens
ENSVURP00010011110	ENSVURG00010008584	Vombatus_ursinus
ENSPFOP00000001032	ENSPFOG00000001031	Poecilia_formosa
ENSPCIP00000003191	ENSPCIG00000002621	Phascolarctos_cinereus
ENSBBBP00000017573	ENSBBBG00000010055	Bison_bison_bison
ENSORLP00000010199	ENSORLG00000008125	Oryzias_latipes_ASM223467v1
ENSBIXP00000039792	ENSBIXG00000004722	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTSYP00000032674	ENSTSYG00000033599	Carlito_syrichta
ENSVPAP00000004973	ENSVPAG00000005356	Vicugna_pacos
ENSSFOP00015029417	ENSSFOG00015018903	Scleropages_formosus
ENSFDAP00000011289	ENSFDAG00000018872	Fukomys_damarensis
ENSSBOP00000036031	ENSSBOG00000034163	Saimiri_boliviensis_boliviensis
ENSGACP00000012718	ENSGACG00000009636	Gasterosteus_aculeatus
ENSELUP00000036223	ENSELUG00000015488	Esox_lucius
ENSXETP00000045691	ENSXETG00000018768	Xenopus_tropicalis
ENSCCNP00000023385	ENSCCNG00000022972	Castor_canadensis
ENSMMOP00000011218	ENSMMOG00000008655	Mola_mola
ENSPLAP00000019729	ENSPLAG00000002097	Poecilia_latipinna
ENSLACP00000020566	ENSLACG00000018074	Latimeria_chalumnae
ENSPMEP00000030852	ENSPMEG00000017583	Poecilia_mexicana
ENSOMEP00000014063	ENSOMEG00000015549	Oryzias_melastigma
ENSONIP00000015470	ENSONIG00000012283	Oreochromis_niloticus
ENSARWP00000025730	ENSARWG00000017471	Apteryx_rowi
ENSCVAP00000010271	ENSCVAG00000012381	Cyprinodon_variegatus
ENSCATP00000004081	ENSCATG00000014895	Cercocebus_atys
ENSBSLP00000018138	ENSBSLG00000009490	Betta_splendens
ENSCPUP00000015766	ENSCPUG00000010955	Calidris_pugnax
ENSMZEP00005036397	ENSMZEG00005027163	Maylandia_zebra
ENSMOCP00000013944	ENSMOCG00000013588	Microtus_ochrogaster
ENSPCOP00000000281	ENSPCOG00000000657	Propithecus_coquereli
ENSTGUP00000017826	ENSTGUG00000017545	Taeniopygia_guttata
ENSLSDP00000007492	ENSLSDG00000005612	Lonchura_striata_domestica
ENSSTOP00000010266	ENSSTOG00000011442	Ictidomys_tridecemlineatus
ENSECRP00000031618	ENSECRG00000021389	Erpetoichthys_calabaricus
ENSPMGP00000002764	ENSPMGG00000002409	Periophthalmus_magnuspinnatus
ENSSDAP00000008524	ENSSDAG00000007772	Spermophilus_dauricus
ENSDORP00000018561	ENSDORG00000025091	Dipodomys_ordii
ENSTRUP00000032766	ENSTRUG00000012925	Takifugu_rubripes
