ENSMVIP00005018493	ENSMVIG00005013143	Manacus_vitellinus
ENSCAPP00000004176	ENSCAPG00000006772	Cavia_aperea
ENSHGLP00000004709	ENSHGLG00000003453	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018991	ENSHGLG00100014015	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018515	ENSFDAG00000009774	Fukomys_damarensis
ENSUPAP00010027217	ENSUPAG00010021518	Urocitellus_parryii
ENSSTOP00000020947	ENSSTOG00000027469	Ictidomys_tridecemlineatus
ENSSDAP00000014431	ENSSDAG00000013014	Spermophilus_dauricus
ENSMMMP00000001429	ENSMMMG00000001319	Marmota_marmota_marmota
ENSCGRP00001003495	ENSCGRG00001004262	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016214	ENSCGRG00000011758	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009532	ENSMAUG00000010670	Mesocricetus_auratus
ENSPEMP00000031079	ENSPEMG00000028438	Peromyscus_maniculatus_bairdii
ENSMOCP00000001557	ENSMOCG00000001205	Microtus_ochrogaster
ENSMUSP00000063157	ENSMUSG00000050854	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019243	ENSMSIG00000016377	Mus_spicilegus
MGP_CAROLIEiJ_P0064036	MGP_CAROLIEiJ_G0026379	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0066526	MGP_SPRETEiJ_G0027351	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0079134	MGP_PahariEiJ_G0028710	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075943	ENSRNOG00000006924	Rattus_norvegicus
ENSMUGP00000025353	ENSMUGG00000021148	Meriones_unguiculatus
ENSNGAP00000002429	ENSNGAG00000002129	Nannospalax_galili
ENSJJAP00000008408	ENSJJAG00000012575	Jaculus_jaculus
ENSCCNP00000011743	ENSCCNG00000012196	Castor_canadensis
ENSDORP00000022432	ENSDORG00000023586	Dipodomys_ordii
ENSPSMP00000008078	ENSPSMG00000005982	Prolemur_simus
ENSOGAP00000021110	ENSOGAG00000024487	Otolemur_garnettii
ENSPPAP00000005229	ENSPPAG00000021739	Pan_paniscus
ENSPTRP00000068747	ENSPTRG00000052836	Pan_troglodytes
ENSP00000429275	ENSG00000179178	Homo_sapiens
ENSGGOP00000008541	ENSGGOG00000008740	Gorilla_gorilla
ENSPPYP00000001682	ENSPPYG00000001452	Pongo_abelii
ENSRROP00000003018	ENSRROG00000012100	Rhinopithecus_roxellana
ENSRBIP00000003154	ENSRBIG00000014977	Rhinopithecus_bieti
ENSCANP00000028993	ENSCANG00000038031	Colobus_angolensis_palliatus
ENSPTEP00000033675	ENSPTEG00000032104	Piliocolobus_tephrosceles
ENSMMUP00000040365	ENSMMUG00000012766	Macaca_mulatta
ENSMNEP00000003021	ENSMNEG00000014041	Macaca_nemestrina
ENSMFAP00000011806	ENSMFAG00000018790	Macaca_fascicularis
ENSCATP00000000984	ENSCATG00000004863	Cercocebus_atys
ENSTGEP00000032320	ENSTGEG00000025829	Theropithecus_gelada
ENSCSAP00000017853	ENSCSAG00000000139	Chlorocebus_sabaeus
ENSPANP00000007586	ENSPANG00000013715	Papio_anubis
ENSCCAP00000004413	ENSCCAG00000019712	Cebus_capucinus_imitator
ENSCJAP00000063231	ENSCJAG00000046051	Callithrix_jacchus
ENSSBOP00000005835	ENSSBOG00000019850	Saimiri_boliviensis_boliviensis
ENSANAP00000000836	ENSANAG00000007130	Aotus_nancymaae
ENSTBEP00000010785	ENSTBEG00000012472	Tupaia_belangeri
ENSECAP00000000724	ENSECAG00000001068	Equus_caballus
ENSEASP00005001787	ENSEASG00005001429	Equus_asinus_asinus
ENSLAFP00000008422	ENSLAFG00000010053	Loxodonta_africana
ENSDNOP00000023492	ENSDNOG00000042226	Dasypus_novemcinctus
ENSETEP00000014862	ENSETEG00000018292	Echinops_telfairi
ENSVURP00010000456	ENSVURG00010000423	Vombatus_ursinus
ENSPCIP00000017862	ENSPCIG00000013625	Phascolarctos_cinereus
ENSMODP00000037586	ENSMODG00000025284	Monodelphis_domestica
ENSOANP00000013042	ENSOANG00000008210	Ornithorhynchus_anatinus
ENSXETP00000048388	ENSXETG00000019681	Xenopus_tropicalis
ENSLACP00000002661	ENSLACG00000002382	Latimeria_chalumnae
ENSCHAP00000061070	ENSCHAG00000027260	Clupea_harengus
ENSDCDP00000063817	ENSDCDG00000035885	Denticeps_clupeoides
ENSAMXP00000026145	ENSAMXG00000025440	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005044159	ENSAMXG00005020503	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025567	ENSPNAG00000010710	Pygocentrus_nattereri
ENSIPUP00000007969	ENSIPUG00000005492	Ictalurus_punctatus
ENSEEEP00000015286	ENSEEEG00000007601	Electrophorus_electricus
ENSPRNP00000046249	ENSPRNG00000022315	Parambassis_ranga
ENSGWIP00000027077	ENSGWIG00000014190	Gouania_willdenowi
ENSPFOP00000020425	ENSPFOG00000020299	Poecilia_formosa
ENSPLAP00000019361	ENSPLAG00000001412	Poecilia_latipinna
ENSPMEP00000018645	ENSPMEG00000000739	Poecilia_mexicana
ENSPREP00000031149	ENSPREG00000021107	Poecilia_reticulata
ENSXMAP00000011356	ENSXMAG00000011339	Xiphophorus_maculatus
ENSXCOP00000009323	ENSXCOG00000007102	Xiphophorus_couchianus
ENSGAFP00000013280	ENSGAFG00000008954	Gambusia_affinis
ENSFHEP00000000755	ENSFHEG00000001476	Fundulus_heteroclitus
ENSCVAP00000021850	ENSCVAG00000004160	Cyprinodon_variegatus
ENSKMAP00000014597	ENSKMAG00000010948	Kryptolebias_marmoratus
ENSORLP00015024922	ENSORLG00015005749	Oryzias_latipes_ASM223469v1
ENSORLP00000044507	ENSORLG00000023728	Oryzias_latipes_ASM223467v1
ENSORLP00020027007	ENSORLG00020009771	Oryzias_latipes_ASM223471v1
ENSOMEP00000026628	ENSOMEG00000000214	Oryzias_melastigma
ENSCSEP00000029356	ENSCSEG00000018806	Cynoglossus_semilaevis
ENSTRUP00000047317	ENSTRUG00000018482	Takifugu_rubripes
ENSTNIP00000021256	ENSTNIG00000018091	Tetraodon_nigroviridis
ENSHCOP00000003855	ENSHCOG00000005256	Hippocampus_comes
ENSCGOP00000043690	ENSCGOG00000019668	Cottoperca_gobio
ENSGACP00000009005	ENSGACG00000006799	Gasterosteus_aculeatus
ENSMMOP00000002136	ENSMMOG00000001761	Mola_mola
ENSLCRP00005024036	ENSLCRG00005009641	Larimichthys_crocea
ENSLBEP00000018446	ENSLBEG00000014238	Labrus_bergylta
ENSSDUP00000018912	ENSSDUG00000013814	Seriola_dumerili
ENSSLDP00000001870	ENSSLDG00000001546	Seriola_lalandi_dorsalis
ENSLCAP00010053000	ENSLCAG00010024654	Lates_calcarifer
ENSMALP00000024964	ENSMALG00000017384	Monopterus_albus
ENSMAMP00000014130	ENSMAMG00000009594	Mastacembelus_armatus
ENSATEP00000029659	ENSATEG00000020464	Anabas_testudineus
ENSAOCP00000020917	ENSAOCG00000005333	Amphiprion_ocellaris
ENSAPEP00000016575	ENSAPEG00000011855	Amphiprion_percula
ENSSPAP00000006758	ENSSPAG00000005207	Stegastes_partitus
ENSAPOP00000009645	ENSAPOG00000011954	Acanthochromis_polyacanthus
ENSPNYP00000022586	ENSPNYG00000017049	Pundamilia_nyererei
ENSHBUP00000035286	ENSHBUG00000023340	Haplochromis_burtoni
ENSMZEP00005025432	ENSMZEG00005018978	Maylandia_zebra
ENSACLP00000001027	ENSACLG00000000746	Astatotilapia_calliptera
ENSNBRP00000024773	ENSNBRG00000018951	Neolamprologus_brichardi
ENSONIP00000011134	ENSONIG00000008856	Oreochromis_niloticus
ENSACIP00000014810	ENSACIG00000011511	Amphilophus_citrinellus
ENSSMAP00000033667	ENSSMAG00000020599	Scophthalmus_maximus
ENSPMGP00000012893	ENSPMGG00000010625	Periophthalmus_magnuspinnatus
ENSBSLP00000017605	ENSBSLG00000009268	Betta_splendens
ENSHHUP00000040902	ENSHHUG00000025296	Hucho_hucho
ENSELUP00000040888	ENSELUG00000021518	Esox_lucius
ENSSFOP00015000147	ENSSFOG00015000159	Scleropages_formosus
ENSPKIP00000031354	ENSPKIG00000011872	Paramormyrops_kingsleyae
ENSPKIP00000019509	ENSPKIG00000004650	Paramormyrops_kingsleyae
ENSSFOP00015020962	ENSSFOG00015013486	Scleropages_formosus
ENSBSLP00000015773	ENSBSLG00000008311	Betta_splendens
ENSCSEP00000016779	ENSCSEG00000010791	Cynoglossus_semilaevis
ENSTNIP00000009755	ENSTNIG00000006956	Tetraodon_nigroviridis
ENSTRUP00000033571	ENSTRUG00000013195	Takifugu_rubripes
ENSORLP00020027502	ENSORLG00020010486	Oryzias_latipes_ASM223471v1
ENSORLP00000013033	ENSORLG00000010402	Oryzias_latipes_ASM223467v1
ENSORLP00015024701	ENSORLG00015005404	Oryzias_latipes_ASM223469v1
ENSOMEP00000008372	ENSOMEG00000009534	Oryzias_melastigma
ENSMALP00000009576	ENSMALG00000006801	Monopterus_albus
ENSMAMP00000000950	ENSMAMG00000000675	Mastacembelus_armatus
ENSATEP00000000538	ENSATEG00000000408	Anabas_testudineus
ENSSLDP00000026363	ENSSLDG00000020489	Seriola_lalandi_dorsalis
ENSSDUP00000010369	ENSSDUG00000007581	Seriola_dumerili
ENSLCAP00010053351	ENSLCAG00010024805	Lates_calcarifer
ENSCGOP00000039839	ENSCGOG00000018184	Cottoperca_gobio
ENSLCRP00005009093	ENSLCRG00005004288	Larimichthys_crocea
ENSHCOP00000003643	ENSHCOG00000005016	Hippocampus_comes
ENSAPEP00000002738	ENSAPEG00000001996	Amphiprion_percula
ENSAOCP00000019393	ENSAOCG00000002757	Amphiprion_ocellaris
ENSAPOP00000014179	ENSAPOG00000017047	Acanthochromis_polyacanthus
ENSSPAP00000005282	ENSSPAG00000004092	Stegastes_partitus
ENSPRNP00000036217	ENSPRNG00000018115	Parambassis_ranga
ENSXCOP00000010008	ENSXCOG00000007593	Xiphophorus_couchianus
ENSXMAP00000019694	ENSXMAG00000019647	Xiphophorus_maculatus
ENSGAFP00000017032	ENSGAFG00000011496	Gambusia_affinis
ENSPFOP00000020200	ENSPFOG00000020074	Poecilia_formosa
ENSPMEP00000024847	ENSPMEG00000000821	Poecilia_mexicana
ENSPLAP00000010919	ENSPLAG00000013937	Poecilia_latipinna
ENSPREP00000007138	ENSPREG00000004914	Poecilia_reticulata
ENSFHEP00000030238	ENSFHEG00000015420	Fundulus_heteroclitus
ENSCVAP00000011011	ENSCVAG00000013212	Cyprinodon_variegatus
ENSKMAP00000007621	ENSKMAG00000005729	Kryptolebias_marmoratus
ENSHBUP00000030048	ENSHBUG00000014817	Haplochromis_burtoni
ENSACLP00000019847	ENSACLG00000013490	Astatotilapia_calliptera
ENSPNYP00000027738	ENSPNYG00000020887	Pundamilia_nyererei
ENSMZEP00005012567	ENSMZEG00005009449	Maylandia_zebra
ENSONIP00000023437	ENSONIG00000018620	Oreochromis_niloticus
ENSNBRP00000008312	ENSNBRG00000006496	Neolamprologus_brichardi
ENSACIP00000015679	ENSACIG00000012181	Amphilophus_citrinellus
ENSGACP00000021379	ENSGACG00000016206	Gasterosteus_aculeatus
ENSLBEP00000014059	ENSLBEG00000010932	Labrus_bergylta
ENSMMOP00000007872	ENSMMOG00000006123	Mola_mola
ENSGWIP00000051221	ENSGWIG00000024831	Gouania_willdenowi
ENSSMAP00000016641	ENSSMAG00000010209	Scophthalmus_maximus
ENSPMGP00000010901	ENSPMGG00000009038	Periophthalmus_magnuspinnatus
ENSELUP00000004026	ENSELUG00000005203	Esox_lucius
ENSAMXP00005050827	ENSAMXG00005023031	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000026820	ENSAMXG00000026115	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000044224	ENSAMXG00000030147	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030822	ENSPNAG00000003492	Pygocentrus_nattereri
ENSIPUP00000020340	ENSIPUG00000013813	Ictalurus_punctatus
ENSDARP00000102491	ENSDARG00000075980	Danio_rerio
ENSDCDP00000020884	ENSDCDG00000016484	Denticeps_clupeoides
ENSDCDP00000004308	ENSDCDG00000002202	Denticeps_clupeoides
ENSCHAP00000051657	ENSCHAG00000023637	Clupea_harengus
ENSLOCP00000021843	ENSLOCG00000017739	Lepisosteus_oculatus
ENSECRP00000010944	ENSECRG00000007272	Erpetoichthys_calabaricus
ENSCMIP00000008927	ENSCMIG00000004764	Callorhinchus_milii
ENSCMIP00000008931	ENSCMIG00000004766	Callorhinchus_milii
