ENSLSDP00000016665	ENSLSDG00000011996	Lonchura_striata_domestica
ENSPTRP00000015378	ENSPTRG00000009013	Pan_troglodytes
ENSPPAP00000013903	ENSPPAG00000030112	Pan_paniscus
ENSP00000268876	ENSG00000141161	Homo_sapiens
ENSGGOP00000027321	ENSGGOG00000010763	Gorilla_gorilla
ENSPPYP00000009198	ENSPPYG00000008181	Pongo_abelii
ENSNLEP00000002469	ENSNLEG00000002060	Nomascus_leucogenys
ENSTGEP00000019536	ENSTGEG00000015725	Theropithecus_gelada
ENSPANP00000020038	ENSPANG00000022993	Papio_anubis
ENSMLEP00000036532	ENSMLEG00000042348	Mandrillus_leucophaeus
ENSCSAP00000002596	ENSCSAG00000006303	Chlorocebus_sabaeus
ENSCATP00000029543	ENSCATG00000038004	Cercocebus_atys
ENSMFAP00000000865	ENSMFAG00000036065	Macaca_fascicularis
ENSMMUP00000034988	ENSMMUG00000005170	Macaca_mulatta
ENSMNEP00000026151	ENSMNEG00000036484	Macaca_nemestrina
ENSCANP00000003720	ENSCANG00000012504	Colobus_angolensis_palliatus
ENSPTEP00000014042	ENSPTEG00000015676	Piliocolobus_tephrosceles
ENSRBIP00000025931	ENSRBIG00000036846	Rhinopithecus_bieti
ENSRROP00000007720	ENSRROG00000027903	Rhinopithecus_roxellana
ENSSBOP00000004993	ENSSBOG00000019113	Saimiri_boliviensis_boliviensis
ENSCJAP00000027297	ENSCJAG00000014785	Callithrix_jacchus
ENSCCAP00000005738	ENSCCAG00000020566	Cebus_capucinus_imitator
ENSANAP00000022827	ENSANAG00000029104	Aotus_nancymaae
ENSTSYP00000005243	ENSTSYG00000005718	Carlito_syrichta
ENSPSMP00000025449	ENSPSMG00000017855	Prolemur_simus
ENSMICP00000001154	ENSMICG00000001264	Microcebus_murinus
ENSPCOP00000028061	ENSPCOG00000026606	Propithecus_coquereli
ENSOGAP00000008848	ENSOGAG00000009891	Otolemur_garnettii
ENSBIXP00000002211	ENSBIXG00000008715	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038687	ENSBIXG00005020949	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003766	ENSBTAG00000002898	Bos_taurus
ENSBMUP00000017246	ENSBMUG00000013040	Bos_mutus
ENSBBBP00000006814	ENSBBBG00000003753	Bison_bison_bison
ENSOARP00000007466	ENSOARG00000006966	Ovis_aries
ENSCHIP00000019212	ENSCHIG00000018294	Capra_hircus
ENSTTRP00000014715	ENSTTRG00000015528	Tursiops_truncatus
ENSSSCP00000062258	ENSSSCG00000017717	Sus_scrofa_strain_reference
ENSVPAP00000011252	ENSVPAG00000012100	Vicugna_pacos
ENSECAP00000002969	ENSECAG00000001034	Equus_caballus
ENSEASP00005016132	ENSEASG00005011201	Equus_asinus_asinus
ENSUMAP00000023002	ENSUMAG00000016733	Ursus_maritimus
ENSUAMP00000013838	ENSUAMG00000011130	Ursus_americanus
ENSAMEP00000015482	ENSAMEG00000014637	Ailuropoda_melanoleuca
ENSMPUP00000014785	ENSMPUG00000014896	Mustela_putorius_furo
ENSNVIP00000026054	ENSNVIG00000020104	Neovison_vison
ENSCAFP00000027009	ENSCAFG00000018284	Canis_lupus_familiaris
ENSCAFP00020017483	ENSCAFG00020013977	Canis_lupus_dingo
ENSVVUP00000027869	ENSVVUG00000020428	Vulpes_vulpes
ENSPTIP00000020382	ENSPTIG00000017835	Panthera_tigris_altaica
ENSPPRP00000024526	ENSPPRG00000014849	Panthera_pardus
ENSFCAP00000000233	ENSFCAG00000000254	Felis_catus
ENSPVAP00000003714	ENSPVAG00000003925	Pteropus_vampyrus
ENSMLUP00000011402	ENSMLUG00000012519	Myotis_lucifugus
ENSEEUP00000011250	ENSEEUG00000012308	Erinaceus_europaeus
ENSCHOP00000008948	ENSCHOG00000010070	Choloepus_hoffmanni
ENSDNOP00000003946	ENSDNOG00000005083	Dasypus_novemcinctus
ENSLAFP00000029260	ENSLAFG00000018342	Loxodonta_africana
ENSPCAP00000006854	ENSPCAG00000007272	Procavia_capensis
ENSETEP00000007315	ENSETEG00000009010	Echinops_telfairi
ENSSARP00000001188	ENSSARG00000001299	Sorex_araneus
ENSVURP00010020495	ENSVURG00010015626	Vombatus_ursinus
ENSVURP00010016173	ENSVURG00010012378	Vombatus_ursinus
ENSPCIP00000008955	ENSPCIG00000005742	Phascolarctos_cinereus
ENSMEUP00000007073	ENSMEUG00000007746	Notamacropus_eugenii
ENSSHAP00000003490	ENSSHAG00000003067	Sarcophilus_harrisii
ENSMODP00000047696	ENSMODG00000019133	Monodelphis_domestica
ENSXETP00000030229	ENSXETG00000010685	Xenopus_tropicalis
ENSLACP00000014989	ENSLACG00000013192	Latimeria_chalumnae
ENSIPUP00000012673	ENSIPUG00000008588	Ictalurus_punctatus
ENSEEEP00000021645	ENSEEEG00000010530	Electrophorus_electricus
ENSAMXP00005039533	ENSAMXG00005016945	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000011346	ENSAMXG00000010834	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031827	ENSPNAG00000019442	Pygocentrus_nattereri
ENSDARP00000023678	ENSDARG00000008433	Danio_rerio
ENSDCDP00000039386	ENSDCDG00000023465	Denticeps_clupeoides
ENSCHAP00000059086	ENSCHAG00000026166	Clupea_harengus
ENSCSEP00000026131	ENSCSEG00000016684	Cynoglossus_semilaevis
ENSGWIP00000055459	ENSGWIG00000026349	Gouania_willdenowi
ENSBSLP00000008598	ENSBSLG00000004012	Betta_splendens
ENSBSLP00000007669	ENSBSLG00000003772	Betta_splendens
ENSMALP00000014779	ENSMALG00000010349	Monopterus_albus
ENSMAMP00000018879	ENSMAMG00000012692	Mastacembelus_armatus
ENSATEP00000007013	ENSATEG00000004852	Anabas_testudineus
ENSSDUP00000021608	ENSSDUG00000015695	Seriola_dumerili
ENSSLDP00000004417	ENSSLDG00000003454	Seriola_lalandi_dorsalis
ENSLCAP00010060324	ENSLCAG00010028058	Lates_calcarifer
ENSSMAP00000016358	ENSSMAG00000009995	Scophthalmus_maximus
ENSAPEP00000027444	ENSAPEG00000019457	Amphiprion_percula
ENSAOCP00000002483	ENSAOCG00000005639	Amphiprion_ocellaris
ENSAPOP00000018098	ENSAPOG00000021441	Acanthochromis_polyacanthus
ENSSPAP00000028399	ENSSPAG00000021369	Stegastes_partitus
ENSPRNP00000046358	ENSPRNG00000022088	Parambassis_ranga
ENSMZEP00005034825	ENSMZEG00005026038	Maylandia_zebra
ENSMZEP00005034822	ENSMZEG00005026033	Maylandia_zebra
ENSMZEP00005023116	ENSMZEG00005017313	Maylandia_zebra
ENSACLP00000006007	ENSACLG00000004010	Astatotilapia_calliptera
ENSHBUP00000010298	ENSHBUG00000011866	Haplochromis_burtoni
ENSNBRP00000004111	ENSNBRG00000003255	Neolamprologus_brichardi
ENSMZEP00005033511	ENSMZEG00005025036	Maylandia_zebra
ENSMZEP00005033507	ENSMZEG00005025033	Maylandia_zebra
ENSPNYP00000025732	ENSPNYG00000019422	Pundamilia_nyererei
ENSNBRP00000004135	ENSNBRG00000003293	Neolamprologus_brichardi
ENSONIP00000017308	ENSONIG00000013759	Oreochromis_niloticus
ENSACIP00000027581	ENSACIG00000021351	Amphilophus_citrinellus
ENSCGOP00000013097	ENSCGOG00000006415	Cottoperca_gobio
ENSMMOP00000023979	ENSMMOG00000018250	Mola_mola
ENSLBEP00000020482	ENSLBEG00000015719	Labrus_bergylta
ENSLCRP00005043477	ENSLCRG00005014822	Larimichthys_crocea
ENSCGOP00000013070	ENSCGOG00000006370	Cottoperca_gobio
ENSCGOP00000013095	ENSCGOG00000006411	Cottoperca_gobio
ENSGACP00000013204	ENSGACG00000009985	Gasterosteus_aculeatus
ENSCVAP00000026820	ENSCVAG00000012719	Cyprinodon_variegatus
ENSFHEP00000024703	ENSFHEG00000006479	Fundulus_heteroclitus
ENSPFOP00000017985	ENSPFOG00000017837	Poecilia_formosa
ENSPLAP00000024928	ENSPLAG00000011554	Poecilia_latipinna
ENSPMEP00000016902	ENSPMEG00000019744	Poecilia_mexicana
ENSPREP00000004660	ENSPREG00000003235	Poecilia_reticulata
ENSXMAP00000007114	ENSXMAG00000007077	Xiphophorus_maculatus
ENSXCOP00000022470	ENSXCOG00000016790	Xiphophorus_couchianus
ENSGAFP00000017317	ENSGAFG00000011708	Gambusia_affinis
ENSKMAP00000016795	ENSKMAG00000012488	Kryptolebias_marmoratus
ENSORLP00015000272	ENSORLG00015023040	Oryzias_latipes_ASM223469v1
ENSORLP00000011600	ENSORLG00000009250	Oryzias_latipes_ASM223467v1
ENSORLP00020027588	ENSORLG00020010677	Oryzias_latipes_ASM223471v1
ENSOMEP00000004366	ENSOMEG00000005327	Oryzias_melastigma
ENSTRUP00000020298	ENSTRUG00000008123	Takifugu_rubripes
ENSTNIP00000018487	ENSTNIG00000015418	Tetraodon_nigroviridis
ENSHCOP00000025146	ENSHCOG00000015121	Hippocampus_comes
ENSPMGP00000027415	ENSPMGG00000022119	Periophthalmus_magnuspinnatus
ENSGMOP00000011605	ENSGMOG00000010844	Gadus_morhua
ENSHHUP00000066381	ENSHHUG00000038850	Hucho_hucho
ENSHHUP00000017147	ENSHHUG00000010548	Hucho_hucho
ENSELUP00000009854	ENSELUG00000010405	Esox_lucius
ENSSFOP00015019232	ENSSFOG00015012352	Scleropages_formosus
ENSPKIP00000014733	ENSPKIG00000001687	Paramormyrops_kingsleyae
ENSLOCP00000011472	ENSLOCG00000009386	Lepisosteus_oculatus
ENSECRP00000011200	ENSECRG00000007444	Erpetoichthys_calabaricus
ENSCMIP00000022157	ENSCMIG00000009973	Callorhinchus_milii
ENSPMAP00000010246	ENSPMAG00000009310	Petromyzon_marinus
ENSEBUP00000026781	ENSEBUG00000016491	Eptatretus_burgeri
ENSPMAP00000000254	ENSPMAG00000000225	Petromyzon_marinus
