FBpp0078760	FBgn0031710	Drosophila_melanogaster
ENSUMAP00000017074	ENSUMAG00000012525	Ursus_maritimus
ENSUAMP00000035468	ENSUAMG00000026926	Ursus_americanus
ENSAMEP00000001749	ENSAMEG00000001640	Ailuropoda_melanoleuca
ENSNVIP00000016646	ENSNVIG00000013051	Neovison_vison
ENSMPUP00000002276	ENSMPUG00000002300	Mustela_putorius_furo
ENSCAFP00020003888	ENSCAFG00020003224	Canis_lupus_dingo
ENSCAFP00000001355	ENSCAFG00000000941	Canis_lupus_familiaris
ENSVVUP00000035358	ENSVVUG00000025286	Vulpes_vulpes
ENSCAFP00020027460	ENSCAFG00020021555	Canis_lupus_dingo
ENSCAFP00000056162	ENSCAFG00000001783	Canis_lupus_familiaris
ENSVVUP00000001780	ENSVVUG00000001444	Vulpes_vulpes
ENSFCAP00000003701	ENSFCAG00000004011	Felis_catus
ENSFCAP00000052101	ENSFCAG00000043560	Felis_catus
ENSPPRP00000015364	ENSPPRG00000007986	Panthera_pardus
ENSPTIP00000002540	ENSPTIG00000005504	Panthera_tigris_altaica
ENSEEUP00000009303	ENSEEUG00000010189	Erinaceus_europaeus
ENSTBEP00000010449	ENSTBEG00000012049	Tupaia_belangeri
ENSCCNP00000027582	ENSCCNG00000026656	Castor_canadensis
ENSDORP00000017743	ENSDORG00000013822	Dipodomys_ordii
ENSHGLP00000024168	ENSHGLG00000017226	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014870	ENSHGLG00100011011	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013880	ENSFDAG00000000936	Fukomys_damarensis
ENSODEP00000024246	ENSODEG00000017744	Octodon_degus
ENSCLAP00000011768	ENSCLAG00000008115	Chinchilla_lanigera
ENSCPOP00000032052	ENSCPOG00000013947	Cavia_porcellus
ENSCAPP00000018598	ENSCAPG00000017954	Cavia_aperea
ENSUPAP00010016887	ENSUPAG00010013433	Urocitellus_parryii
ENSSDAP00000021112	ENSSDAG00000019182	Spermophilus_dauricus
ENSSTOP00000002154	ENSSTOG00000002397	Ictidomys_tridecemlineatus
ENSMMMP00000027763	ENSMMMG00000024234	Marmota_marmota_marmota
ENSPTRP00000030809	ENSPTRG00000018038	Pan_troglodytes
ENSPPAP00000033633	ENSPPAG00000039628	Pan_paniscus
ENSP00000409952	ENSG00000223501	Homo_sapiens
ENSGGOP00000006427	ENSGGOG00000006565	Gorilla_gorilla
ENSPPYP00000019330	ENSPPYG00000017243	Pongo_abelii
ENSNLEP00000008323	ENSNLEG00000006832	Nomascus_leucogenys
ENSCATP00000038785	ENSCATG00000042050	Cercocebus_atys
ENSPANP00000012418	ENSPANG00000026491	Papio_anubis
ENSMLEP00000016360	ENSMLEG00000032279	Mandrillus_leucophaeus
ENSMFAP00000002659	ENSMFAG00000040981	Macaca_fascicularis
ENSMMUP00000069311	ENSMMUG00000003864	Macaca_mulatta
ENSMNEP00000030801	ENSMNEG00000038741	Macaca_nemestrina
ENSTGEP00000037012	ENSTGEG00000029464	Theropithecus_gelada
ENSCSAP00000005807	ENSCSAG00000009546	Chlorocebus_sabaeus
ENSCANP00000024626	ENSCANG00000035613	Colobus_angolensis_palliatus
ENSPTEP00000023072	ENSPTEG00000023878	Piliocolobus_tephrosceles
ENSRBIP00000022639	ENSRBIG00000035231	Rhinopithecus_bieti
ENSRROP00000031717	ENSRROG00000039513	Rhinopithecus_roxellana
ENSCCAP00000024240	ENSCCAG00000029806	Cebus_capucinus_imitator
ENSSBOP00000037693	ENSSBOG00000034931	Saimiri_boliviensis_boliviensis
ENSCJAP00000040291	ENSCJAG00000021644	Callithrix_jacchus
ENSANAP00000013174	ENSANAG00000024474	Aotus_nancymaae
ENSTSYP00000011467	ENSTSYG00000012493	Carlito_syrichta
ENSPCOP00000030379	ENSPCOG00000027896	Propithecus_coquereli
ENSMICP00000045178	ENSMICG00000027900	Microcebus_murinus
ENSPSMP00000026915	ENSPSMG00000018774	Prolemur_simus
ENSOGAP00000005556	ENSOGAG00000006222	Otolemur_garnettii
ENSCHOP00000003691	ENSCHOG00000004164	Choloepus_hoffmanni
ENSDNOP00000009359	ENSDNOG00000012056	Dasypus_novemcinctus
ENSPCAP00000005367	ENSPCAG00000005741	Procavia_capensis
ENSPCAP00000002815	ENSPCAG00000002995	Procavia_capensis
ENSLAFP00000003731	ENSLAFG00000004472	Loxodonta_africana
ENSETEP00000016261	ENSETEG00000020021	Echinops_telfairi
ENSOPRP00000000868	ENSOPRG00000000932	Ochotona_princeps
ENSOCUP00000009078	ENSOCUG00000010533	Oryctolagus_cuniculus
ENSVURP00010019682	ENSVURG00010015001	Vombatus_ursinus
ENSPCIP00000041001	ENSPCIG00000030007	Phascolarctos_cinereus
ENSMEUP00000015326	ENSMEUG00000016767	Notamacropus_eugenii
ENSSHAP00000009616	ENSSHAG00000008320	Sarcophilus_harrisii
ENSMODP00000041718	ENSMODG00000021161	Monodelphis_domestica
ENSLSDP00000014865	ENSLSDG00000010716	Lonchura_striata_domestica
ENSDCDP00000026348	ENSDCDG00000019535	Denticeps_clupeoides
ENSCHAP00000019684	ENSCHAG00000009038	Clupea_harengus
ENSAMXP00005029177	ENSAMXG00005014282	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000053361	ENSAMXG00000042856	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000008133	ENSAMXG00000007894	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000030482	ENSAMXG00000037165	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000020865	ENSPNAG00000027884	Pygocentrus_nattereri
ENSIPUP00000006635	ENSIPUG00000004580	Ictalurus_punctatus
ENSEEEP00000006157	ENSEEEG00000003203	Electrophorus_electricus
ENSDARP00000140259	ENSDARG00000099258	Danio_rerio
ENSPMGP00000013072	ENSPMGG00000010772	Periophthalmus_magnuspinnatus
ENSHCOP00000006844	ENSHCOG00000008734	Hippocampus_comes
ENSSMAP00000023688	ENSSMAG00000014448	Scophthalmus_maximus
ENSCSEP00000029360	ENSCSEG00000018798	Cynoglossus_semilaevis
ENSTNIP00000005527	ENSTNIG00000002958	Tetraodon_nigroviridis
ENSTRUP00000034266	ENSTRUG00000013440	Takifugu_rubripes
ENSMMOP00000022282	ENSMMOG00000016935	Mola_mola
ENSGACP00000012936	ENSGACG00000009772	Gasterosteus_aculeatus
ENSLCRP00005005947	ENSLCRG00005003024	Larimichthys_crocea
ENSLCRP00005035138	ENSLCRG00005013729	Larimichthys_crocea
ENSMAMP00000031284	ENSMAMG00000021049	Mastacembelus_armatus
ENSMALP00000008258	ENSMALG00000005868	Monopterus_albus
ENSATEP00000018775	ENSATEG00000013020	Anabas_testudineus
ENSBSLP00000008755	ENSBSLG00000004168	Betta_splendens
ENSSLDP00000025955	ENSSLDG00000020147	Seriola_lalandi_dorsalis
ENSSDUP00000016778	ENSSDUG00000012229	Seriola_dumerili
ENSLCAP00010044134	ENSLCAG00010020522	Lates_calcarifer
ENSAOCP00000031613	ENSAOCG00000023412	Amphiprion_ocellaris
ENSAPEP00000005623	ENSAPEG00000003975	Amphiprion_percula
ENSAPOP00000021956	ENSAPOG00000002883	Acanthochromis_polyacanthus
ENSSPAP00000010103	ENSSPAG00000007682	Stegastes_partitus
ENSPRNP00000001210	ENSPRNG00000000377	Parambassis_ranga
ENSCVAP00000024595	ENSCVAG00000008857	Cyprinodon_variegatus
ENSCVAP00000019425	ENSCVAG00000022827	Cyprinodon_variegatus
ENSFHEP00000025389	ENSFHEG00000007583	Fundulus_heteroclitus
ENSPFOP00000005208	ENSPFOG00000005093	Poecilia_formosa
ENSPMEP00000011265	ENSPMEG00000013374	Poecilia_mexicana
ENSPLAP00000004613	ENSPLAG00000006401	Poecilia_latipinna
ENSPREP00000032243	ENSPREG00000021834	Poecilia_reticulata
ENSXMAP00000001597	ENSXMAG00000001565	Xiphophorus_maculatus
ENSXCOP00000025744	ENSXCOG00000019236	Xiphophorus_couchianus
ENSGAFP00000001204	ENSGAFG00000000787	Gambusia_affinis
ENSKMAP00000019114	ENSKMAG00000014164	Kryptolebias_marmoratus
ENSORLP00000001367	ENSORLG00000001105	Oryzias_latipes_ASM223467v1
ENSORLP00020011398	ENSORLG00020012331	Oryzias_latipes_ASM223471v1
ENSORLP00015018672	ENSORLG00015019749	Oryzias_latipes_ASM223469v1
ENSOMEP00000028401	ENSOMEG00000011487	Oryzias_melastigma
ENSACLP00000016256	ENSACLG00000011051	Astatotilapia_calliptera
ENSHBUP00000011289	ENSHBUG00000012965	Haplochromis_burtoni
ENSPNYP00000030806	ENSPNYG00000023219	Pundamilia_nyererei
ENSMZEP00005036120	ENSMZEG00005026954	Maylandia_zebra
ENSNBRP00000027275	ENSNBRG00000020815	Neolamprologus_brichardi
ENSONIP00000009328	ENSONIG00000007398	Oreochromis_niloticus
ENSACIP00000008067	ENSACIG00000006298	Amphilophus_citrinellus
ENSCGOP00000009755	ENSCGOG00000004553	Cottoperca_gobio
ENSLBEP00000029796	ENSLBEG00000022507	Labrus_bergylta
ENSGMOP00000011496	ENSGMOG00000010738	Gadus_morhua
ENSELUP00000038879	ENSELUG00000018883	Esox_lucius
ENSHHUP00000000778	ENSHHUG00000000277	Hucho_hucho
ENSSFOP00015028689	ENSSFOG00015018408	Scleropages_formosus
ENSPKIP00000002822	ENSPKIG00000020503	Paramormyrops_kingsleyae
ENSLACP00000014170	ENSLACG00000012474	Latimeria_chalumnae
ENSCMIP00000039519	ENSCMIG00000016565	Callorhinchus_milii
ENSECRP00000028494	ENSECRG00000019290	Erpetoichthys_calabaricus
ENSXETP00000047333	ENSXETG00000019838	Xenopus_tropicalis
ENSEBUP00000023420	ENSEBUG00000014424	Eptatretus_burgeri
ENSCSAVP00000011927	ENSCSAVG00000007006	Ciona_savignyi
ENSCINP00000007566	ENSCING00000003665	Ciona_intestinalis
ENSCCEP00000020776	ENSCCEG00000018859	Cyanistes_caeruleus	ENSCCET00000031552
ENSCAFP00020000022	ENSCAFG00020000022	Canis_lupus_dingo
YDR484W_mRNA	YDR484W	Saccharomyces_cerevisiae_strain_S288C
