ENSMLUP00000008762	ENSMLUG00000009615	Myotis_lucifugus
ENSMUGP00000019308	ENSMUGG00000016372	Meriones_unguiculatus
ENSPVIP00000001744	ENSPVIG00000001531	Pogona_vitticeps	ENSPVIT00000002254
ENSGAFP00000003324	ENSGAFG00000002244	Gambusia_affinis
ENSPKIP00000029481	ENSPKIG00000010690	Paramormyrops_kingsleyae
ENSAPOP00000014211	ENSAPOG00000017135	Acanthochromis_polyacanthus
ENSCSEP00000000585	ENSCSEG00000000400	Cynoglossus_semilaevis
ENSHGLP00000005462	ENSHGLG00000004003	Heterocephalus_glaber_HetGla_female_1.0
ENSORLP00020026863	ENSORLG00020009545	Oryzias_latipes_ASM223471v1
ENSAHAP00000001969	ENSAHAG00000001637	Apteryx_haastii
ENSCCNP00000001113	ENSCCNG00000001220	Castor_canadensis
ENSACLP00000001729	ENSACLG00000001151	Astatotilapia_calliptera
ENSBBBP00000026050	ENSBBBG00000021739	Bison_bison_bison
ENSCANP00000037901	ENSCANG00000042632	Colobus_angolensis_palliatus
ENSBSLP00000010584	ENSBSLG00000005249	Betta_splendens
ENSXETP00000044409	ENSXETG00000018785	Xenopus_tropicalis
ENSNGAP00000020917	ENSNGAG00000020252	Nannospalax_galili
ENSMFAP00000015713	ENSMFAG00000031046	Macaca_fascicularis
ENSTBEP00000000674	ENSTBEG00000000771	Tupaia_belangeri
ENSPVAP00000000665	ENSPVAG00000000703	Pteropus_vampyrus
ENSSDAP00000014825	ENSSDAG00000013359	Spermophilus_dauricus
ENSCVAP00000023382	ENSCVAG00000006707	Cyprinodon_variegatus
ENSPFOP00000017032	ENSPFOG00000016920	Poecilia_formosa
ENSORLP00015027480	ENSORLG00015009576	Oryzias_latipes_ASM223469v1
ENSCLAP00000012444	ENSCLAG00000008600	Chinchilla_lanigera
ENSOMEP00000002357	ENSOMEG00000003301	Oryzias_melastigma
ENSETEP00000013550	ENSETEG00000016699	Echinops_telfairi
ENSDNVP00000007870	ENSDNVG00000005599	Dromaius_novaehollandiae
ENSSBOP00000038893	ENSSBOG00000035498	Saimiri_boliviensis_boliviensis
ENSNSUP00000026998	ENSNSUG00000019346	Notechis_scutatus	ENSNSUT00000028679
ENSGACP00000005457	ENSGACG00000004128	Gasterosteus_aculeatus
ENSPANP00000006482	ENSPANG00000019754	Papio_anubis
ENSXMAP00000036305	ENSXMAG00000002232	Xiphophorus_maculatus
ENSSLDP00000006837	ENSSLDG00000005430	Seriola_lalandi_dorsalis
ENSPCOP00000010235	ENSPCOG00000016574	Propithecus_coquereli
ENSCPBP00000040052	ENSCPBG00000027551	Chrysemys_picta_bellii
ENSMLEP00000011232	ENSMLEG00000029800	Mandrillus_leucophaeus
ENSCPOP00000014045	ENSCPOG00000015576	Cavia_porcellus
ENSLACP00000018560	ENSLACG00000016341	Latimeria_chalumnae
ENSPPRP00000023549	ENSPPRG00000013866	Panthera_pardus
ENSNVIP00000021552	ENSNVIG00000016781	Neovison_vison
ENSCGOP00000014954	ENSCGOG00000006883	Cottoperca_gobio
ENSLBEP00000000409	ENSLBEG00000000331	Labrus_bergylta
ENSPPYP00000010153	ENSPPYG00000009044	Pongo_abelii
ENSANAP00000005847	ENSANAG00000020979	Aotus_nancymaae
ENSMALP00000028379	ENSMALG00000019624	Monopterus_albus
ENSCGRP00001005527	ENSCGRG00001007268	Cricetulus_griseus_CHOK1GS_HDv1
ENSMICP00000013535	ENSMICG00000014847	Microcebus_murinus
ENSVVUP00000005712	ENSVVUG00000004471	Vulpes_vulpes
ENSCATP00000021225	ENSCATG00000034332	Cercocebus_atys
ENSPNAP00000001337	ENSPNAG00000008121	Pygocentrus_nattereri
ENSPTEP00000036546	ENSPTEG00000034325	Piliocolobus_tephrosceles
ENSCPRP00005018274	ENSCPRG00005012735	Crocodylus_porosus
ENSMAMP00000007702	ENSMAMG00000005232	Mastacembelus_armatus
ENSORLP00000013927	ENSORLG00000011101	Oryzias_latipes_ASM223467v1
ENSTRUP00000006085	ENSTRUG00000002621	Takifugu_rubripes
ENSEEEP00000002259	ENSEEEG00000001361	Electrophorus_electricus
ENSAOCP00000031198	ENSAOCG00000022695	Amphiprion_ocellaris
ENSACAP00000008434	ENSACAG00000008487	Anolis_carolinensis	ENSACAT00000008616
ENSRBIP00000020414	ENSRBIG00000034196	Rhinopithecus_bieti
ENSSPUP00000009190	ENSSPUG00000007155	Sphenodon_punctatus	ENSSPUT00000009809
ENSDORP00000014189	ENSDORG00000015074	Dipodomys_ordii
ENSXCOP00000015651	ENSXCOG00000011815	Xiphophorus_couchianus
ENSCAPP00000006144	ENSCAPG00000008331	Cavia_aperea
ENSCHAP00000009966	ENSCHAG00000005665	Clupea_harengus
ENSHGLP00100006339	ENSHGLG00100004751	Heterocephalus_glaber_HetGla_1.0
ENSJJAP00000017796	ENSJJAG00000019240	Jaculus_jaculus
ENSGWIP00000045737	ENSGWIG00000022617	Gouania_willdenowi
ENSDNOP00000013759	ENSDNOG00000017739	Dasypus_novemcinctus
ENSPRNP00000051984	ENSPRNG00000024565	Parambassis_ranga
ENSCJAP00000000200	ENSCJAG00000000111	Callithrix_jacchus
ENSARWP00000019711	ENSARWG00000013507	Apteryx_rowi
ENSCHOP00000008480	ENSCHOG00000009580	Choloepus_hoffmanni
ENSCSAP00000013646	ENSCSAG00000017620	Chlorocebus_sabaeus
ENSFHEP00000028251	ENSFHEG00000012304	Fundulus_heteroclitus
ENSMEUP00000008687	ENSMEUG00000009517	Notamacropus_eugenii
ENSOGAP00000003009	ENSOGAG00000003371	Otolemur_garnettii
ENSDARP00000055955	ENSDARG00000038359	Danio_rerio
ENSPMEP00000018847	ENSPMEG00000021863	Poecilia_mexicana
ENSFDAP00000010236	ENSFDAG00000018048	Fukomys_damarensis
ENSGAGP00000014543	ENSGAGG00000011048	Gopherus_agassizii	ENSGAGT00000016634
ENSEEUP00000008294	ENSEEUG00000009083	Erinaceus_europaeus
ENSLCRP00005060239	ENSLCRG00005022105	Larimichthys_crocea
ENSCABP00000026082	ENSCABG00000019191	Chelonoidis_abingdonii	ENSCABT00000028568
ENSNBRP00000019188	ENSNBRG00000014769	Neolamprologus_brichardi
ENSBIXP00005008841	ENSBIXG00005014007	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMMP00000011894	ENSMMMG00000010652	Marmota_marmota_marmota
ENSIPUP00000009758	ENSIPUG00000006647	Ictalurus_punctatus
ENSUMAP00000027077	ENSUMAG00000019674	Ursus_maritimus
ENSCHIP00000000132	ENSCHIG00000000109	Capra_hircus
ENSAMXP00000007438	ENSAMXG00000007242	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSONIP00000007665	ENSONIG00000006085	Oreochromis_niloticus
ENSTGEP00000018019	ENSTGEG00000014559	Theropithecus_gelada
ENSMMOP00000003844	ENSMMOG00000003079	Mola_mola
ENSPTIP00000018138	ENSPTIG00000016336	Panthera_tigris_altaica
ENSPPAP00000010184	ENSPPAG00000028257	Pan_paniscus
ENSSLDP00000027087	ENSSLDG00000021023	Seriola_lalandi_dorsalis
ENSPREP00000011267	ENSPREG00000007659	Poecilia_reticulata
ENSBTAP00000056727	ENSBTAG00000007000	Bos_taurus
ENSFCAP00000041988	ENSFCAG00000009233	Felis_catus
ENSBIXP00000003140	ENSBIXG00000006203	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPCAP00000015174	ENSPCAG00000016190	Procavia_capensis
ENSCINP00000026412	ENSCING00000014676	Ciona_intestinalis
ENSP00000497230	ENSG00000132199	Homo_sapiens
ENSAPEP00000020914	ENSAPEG00000014875	Amphiprion_percula
ENSPNYP00000001535	ENSPNYG00000001174	Pundamilia_nyererei
ENSCAFP00000027117	ENSCAFG00000018351	Canis_lupus_familiaris
