ENSDCDP00000056605	ENSDCDG00000033215	Denticeps_clupeoides
ENSATEP00000028867	ENSATEG00000019930	Anabas_testudineus
ENSBSLP00000038353	ENSBSLG00000018489	Betta_splendens
ENSSLDP00000002994	ENSSLDG00000002393	Seriola_lalandi_dorsalis
ENSSDUP00000018425	ENSSDUG00000013363	Seriola_dumerili
ENSSMAP00000033719	ENSSMAG00000020635	Scophthalmus_maximus
ENSCSEP00000028089	ENSCSEG00000017946	Cynoglossus_semilaevis
ENSGMOP00000019678	ENSGMOG00000018277	Gadus_morhua
ENSSFOP00015001516	ENSSFOG00015001069	Scleropages_formosus
ENSPKIP00000034310	ENSPKIG00000013694	Paramormyrops_kingsleyae
ENSECRP00000013377	ENSECRG00000008920	Erpetoichthys_calabaricus
ENSAHAP00000005473	ENSAHAG00000004201	Apteryx_haastii
ENSAOWP00000018295	ENSAOWG00000012490	Apteryx_owenii
ENSARWP00000020913	ENSARWG00000014287	Apteryx_rowi
ENSDNVP00000013575	ENSDNVG00000009559	Dromaius_novaehollandiae
ENSNPEP00000001020	ENSNPEG00000000568	Nothoprocta_perdicaria
ENSABRP00000022031	ENSABRG00000018592	Anser_brachyrhynchus
ENSAPLP00000014520	ENSAPLG00000014663	Anas_platyrhynchos_platyrhynchos
ENSGALP00000017888	ENSGALG00000010998	Gallus_gallus
ENSMGAP00000012335	ENSMGAG00000011762	Meleagris_gallopavo
ENSCJPP00005017825	ENSCJPG00005014490	Coturnix_japonica
ENSNMEP00000010011	ENSNMEG00000009567	Numida_meleagris
ENSCCEP00000007941	ENSCCEG00000008265	Cyanistes_caeruleus
ENSPMJP00000016318	ENSPMJG00000012335	Parus_major
ENSFALP00000013116	ENSFALG00000012572	Ficedula_albicollis
ENSTGUP00000010226	ENSTGUG00000009906	Taeniopygia_guttata
ENSTGUP00000017133	ENSTGUG00000016847	Taeniopygia_guttata
ENSLSDP00000023986	ENSLSDG00000016865	Lonchura_striata_domestica
ENSSCAP00000008937	ENSSCAG00000006806	Serinus_canaria
ENSJHYP00000003994	ENSJHYG00000003308	Junco_hyemalis
ENSZALP00000013908	ENSZALG00000011568	Zonotrichia_albicollis
ENSLCOP00000004691	ENSLCOG00000003548	Lepidothrix_coronata
ENSMVIP00005011111	ENSMVIG00005008165	Manacus_vitellinus
ENSTGUP00000017165	ENSTGUG00000016873	Taeniopygia_guttata
ENSMUNP00000015901	ENSMUNG00000012247	Melopsittacus_undulatus
ENSCPGP00000023106	ENSCPGG00000016014	Calidris_pygmaea
ENSCPUP00000016182	ENSCPUG00000011221	Calidris_pugnax
ENSCPRP00005015709	ENSCPRG00005011001	Crocodylus_porosus
ENSGAGP00000000714	ENSGAGG00000000609	Gopherus_agassizii
ENSCABP00000031653	ENSCABG00000023116	Chelonoidis_abingdonii
ENSCPBP00000019734	ENSCPBG00000014221	Chrysemys_picta_bellii
ENSPSIP00000011687	ENSPSIG00000010482	Pelodiscus_sinensis
ENSACAP00000007996	ENSACAG00000008144	Anolis_carolinensis
ENSPVIP00000025661	ENSPVIG00000019186	Pogona_vitticeps
ENSSMRP00000023556	ENSSMRG00000018276	Salvator_merianae
ENSSPUP00000021231	ENSSPUG00000016231	Sphenodon_punctatus
ENSDORP00000012909	ENSDORG00000013731	Dipodomys_ordii
ENSCCNP00000002789	ENSCCNG00000002970	Castor_canadensis
ENSCGRP00001011722	ENSCGRG00001013291	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018041	ENSCGRG00000013120	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012455	ENSMAUG00000012770	Mesocricetus_auratus
ENSMOCP00000005807	ENSMOCG00000005332	Microtus_ochrogaster
ENSPEMP00000020642	ENSPEMG00000018535	Peromyscus_maniculatus_bairdii
ENSMUSP00000095572	ENSMUSG00000073791	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0065603	MGP_SPRETEiJ_G0027165	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031134	ENSMSIG00000026059	Mus_spicilegus
MGP_CAROLIEiJ_P0063114	MGP_CAROLIEiJ_G0026196	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0078242	MGP_PahariEiJ_G0028533	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013089	ENSRNOG00000009782	Rattus_norvegicus
ENSNGAP00000003943	ENSNGAG00000004878	Nannospalax_galili
ENSJJAP00000007425	ENSJJAG00000011831	Jaculus_jaculus
ENSUPAP00010020416	ENSUPAG00010016164	Urocitellus_parryii
ENSSTOP00000030700	ENSSTOG00000013534	Ictidomys_tridecemlineatus
ENSSDAP00000023733	ENSSDAG00000021609	Spermophilus_dauricus
ENSMMMP00000015479	ENSMMMG00000013790	Marmota_marmota_marmota
ENSOCUP00000000252	ENSOCUG00000000286	Oryctolagus_cuniculus
ENSOPRP00000011952	ENSOPRG00000013102	Ochotona_princeps
ENSPTRP00000052239	ENSPTRG00000030579	Pan_troglodytes
ENSPPAP00000042411	ENSPPAG00000043777	Pan_paniscus
ENSP00000360129	ENSG00000203965	Homo_sapiens
ENSGGOP00000012168	ENSGGOG00000012467	Gorilla_gorilla
ENSPPYP00000001487	ENSPPYG00000001275	Pongo_abelii
ENSNLEP00000018327	ENSNLEG00000015076	Nomascus_leucogenys
ENSMFAP00000042233	ENSMFAG00000039892	Macaca_fascicularis
ENSMNEP00000040135	ENSMNEG00000042983	Macaca_nemestrina
ENSTGEP00000014149	ENSTGEG00000011484	Theropithecus_gelada
ENSCATP00000021612	ENSCATG00000034513	Cercocebus_atys
ENSMLEP00000034641	ENSMLEG00000041472	Mandrillus_leucophaeus
ENSPANP00000027821	ENSPANG00000015480	Papio_anubis
ENSCSAP00000016672	ENSCSAG00000001345	Chlorocebus_sabaeus
ENSPTEP00000015965	ENSPTEG00000017596	Piliocolobus_tephrosceles
ENSCANP00000002119	ENSCANG00000007767	Colobus_angolensis_palliatus
ENSRBIP00000010864	ENSRBIG00000029286	Rhinopithecus_bieti
ENSRROP00000032726	ENSRROG00000040009	Rhinopithecus_roxellana
ENSSBOP00000015451	ENSSBOG00000024450	Saimiri_boliviensis_boliviensis
ENSCCAP00000024806	ENSCCAG00000030206	Cebus_capucinus_imitator
ENSCJAP00000030516	ENSCJAG00000016565	Callithrix_jacchus
ENSANAP00000017525	ENSANAG00000026634	Aotus_nancymaae
ENSTSYP00000011076	ENSTSYG00000012077	Carlito_syrichta
ENSPCOP00000020541	ENSPCOG00000022247	Propithecus_coquereli
ENSPSMP00000009409	ENSPSMG00000006885	Prolemur_simus
ENSMICP00000012427	ENSMICG00000013626	Microcebus_murinus
ENSOGAP00000004700	ENSOGAG00000005254	Otolemur_garnettii
ENSTBEP00000000170	ENSTBEG00000000201	Tupaia_belangeri
ENSCHIP00000021811	ENSCHIG00000020023	Capra_hircus
ENSOARP00000010447	ENSOARG00000009743	Ovis_aries
ENSBIXP00000043078	ENSBIXG00000027125	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005017876	ENSBIXG00005003600	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000069321	ENSBTAG00000002600	Bos_taurus
ENSBMUP00000028053	ENSBMUG00000021012	Bos_mutus
ENSBBBP00000013481	ENSBBBG00000021157	Bison_bison_bison
ENSTTRP00000007079	ENSTTRG00000007481	Tursiops_truncatus
ENSSSCP00000046613	ENSSSCG00000003814	Sus_scrofa_strain_reference
ENSVPAP00000007870	ENSVPAG00000008456	Vicugna_pacos
ENSMLUP00000010521	ENSMLUG00000011542	Myotis_lucifugus
ENSPVAP00000006584	ENSPVAG00000006978	Pteropus_vampyrus
ENSECAP00000029044	ENSECAG00000028115	Equus_caballus
ENSEASP00005011642	ENSEASG00005008181	Equus_asinus_asinus
ENSUMAP00000011744	ENSUMAG00000008804	Ursus_maritimus
ENSUAMP00000020857	ENSUAMG00000016422	Ursus_americanus
ENSAMEP00000015853	ENSAMEG00000015027	Ailuropoda_melanoleuca
ENSNVIP00000012800	ENSNVIG00000010114	Neovison_vison
ENSMPUP00000008033	ENSMPUG00000008091	Mustela_putorius_furo
ENSCAFP00000027599	ENSCAFG00000018702	Canis_lupus_familiaris
ENSCAFP00020022760	ENSCAFG00020017957	Canis_lupus_dingo
ENSVVUP00000022216	ENSVVUG00000016297	Vulpes_vulpes
ENSPPRP00000022133	ENSPPRG00000012738	Panthera_pardus
ENSPTIP00000023765	ENSPTIG00000020117	Panthera_tigris_altaica
ENSEEUP00000008022	ENSEEUG00000008795	Erinaceus_europaeus
ENSHGLP00100009353	ENSHGLG00100006934	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024666	ENSHGLG00000017587	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003195	ENSFDAG00000012713	Fukomys_damarensis
ENSCLAP00000013482	ENSCLAG00000009320	Chinchilla_lanigera
ENSODEP00000007328	ENSODEG00000005465	Octodon_degus
ENSCPOP00000013939	ENSCPOG00000015458	Cavia_porcellus
ENSCAPP00000006804	ENSCAPG00000008891	Cavia_aperea
ENSSARP00000004023	ENSSARG00000004432	Sorex_araneus
ENSLAFP00000004030	ENSLAFG00000004814	Loxodonta_africana
ENSPCAP00000003399	ENSPCAG00000003645	Procavia_capensis
ENSETEP00000002659	ENSETEG00000003240	Echinops_telfairi
ENSCHOP00000005976	ENSCHOG00000006752	Choloepus_hoffmanni
ENSDNOP00000002182	ENSDNOG00000002814	Dasypus_novemcinctus
ENSVURP00010011885	ENSVURG00010009191	Vombatus_ursinus
ENSPCIP00000008763	ENSPCIG00000007250	Phascolarctos_cinereus
ENSMEUP00000008459	ENSMEUG00000009262	Notamacropus_eugenii
ENSSHAP00000020412	ENSSHAG00000017313	Sarcophilus_harrisii
ENSMODP00000001660	ENSMODG00000001374	Monodelphis_domestica
ENSOANP00000013244	ENSOANG00000008334	Ornithorhynchus_anatinus
ENSOANP00000029469	ENSOANG00000030634	Ornithorhynchus_anatinus
ENSLACP00000016940	ENSLACG00000014919	Latimeria_chalumnae
ENSCMIP00000022326	ENSCMIG00000010087	Callorhinchus_milii
ENSPMAP00000009912	ENSPMAG00000009001	Petromyzon_marinus
ENSCINP00000002961	ENSCING00000001504	Ciona_intestinalis
ENSCSAVP00000008577	ENSCSAVG00000005098	Ciona_savignyi
