ENSCINP00000022552	ENSCING00000011930	Ciona_intestinalis
ENSBIXP00000030712	ENSBIXG00000012784	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000026064	ENSBTAG00000037703	Bos_taurus
ENSBMUP00000012948	ENSBMUG00000009884	Bos_mutus
ENSBBBP00000012257	ENSBBBG00000020086	Bison_bison_bison
ENSCHIP00000013201	ENSCHIG00000014709	Capra_hircus
ENSOARP00000015626	ENSOARG00000014561	Ovis_aries
ENSCLAP00000025024	ENSCLAG00000017179	Chinchilla_lanigera
ENSODEP00000015917	ENSODEG00000011728	Octodon_degus
ENSCPOP00000001015	ENSCPOG00000001123	Cavia_porcellus
ENSCAPP00000007901	ENSCAPG00000009712	Cavia_aperea
ENSHGLP00000017218	ENSHGLG00000012334	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009274	ENSHGLG00100006876	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005392	ENSFDAG00000014416	Fukomys_damarensis
ENSUPAP00010028349	ENSUPAG00010022387	Urocitellus_parryii
ENSMMMP00000016609	ENSMMMG00000014755	Marmota_marmota_marmota
ENSSTOP00000000867	ENSSTOG00000000967	Ictidomys_tridecemlineatus
ENSSDAP00000026880	ENSSDAG00000024385	Spermophilus_dauricus
ENSMUSP00000042053	ENSMUSG00000033039	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0040704	MGP_SPRETEiJ_G0020902	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000026081	ENSMSIG00000021965	Mus_spicilegus
MGP_CAROLIEiJ_P0038904	MGP_CAROLIEiJ_G0020004	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042259	MGP_PahariEiJ_G0020006	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034618	ENSRNOG00000026212	Rattus_norvegicus
ENSMUGP00000012497	ENSMUGG00000010538	Meriones_unguiculatus
ENSCGRP00001022281	ENSCGRG00001020864	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003009	ENSCGRG00015002312	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011889	ENSCGRG00000008662	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003754	ENSMAUG00000004264	Mesocricetus_auratus
ENSPEMP00000017104	ENSPEMG00000016109	Peromyscus_maniculatus_bairdii
ENSMOCP00000019649	ENSMOCG00000017569	Microtus_ochrogaster
ENSNGAP00000010830	ENSNGAG00000013141	Nannospalax_galili
ENSJJAP00000004409	ENSJJAG00000009167	Jaculus_jaculus
ENSCCNP00000000072	ENSCCNG00000000054	Castor_canadensis
ENSOPRP00000012325	ENSOPRG00000013499	Ochotona_princeps
ENSOCUP00000008120	ENSOCUG00000009412	Oryctolagus_cuniculus
ENSTBEP00000011494	ENSTBEG00000013252	Tupaia_belangeri
ENSDORP00000008904	ENSDORG00000009480	Dipodomys_ordii
ENSPTRP00000024724	ENSPTRG00000014354	Pan_troglodytes
ENSPPAP00000035170	ENSPPAG00000040403	Pan_paniscus
ENSP00000215957	ENSG00000100139	Homo_sapiens
ENSGGOP00000008165	ENSGGOG00000008348	Gorilla_gorilla
ENSNLEP00000018206	ENSNLEG00000014971	Nomascus_leucogenys
ENSPTEP00000038646	ENSPTEG00000035878	Piliocolobus_tephrosceles
ENSCANP00000029126	ENSCANG00000038113	Colobus_angolensis_palliatus
ENSRBIP00000000135	ENSRBIG00000000602	Rhinopithecus_bieti
ENSRROP00000020982	ENSRROG00000034414	Rhinopithecus_roxellana
ENSPANP00000013302	ENSPANG00000016274	Papio_anubis
ENSTGEP00000015373	ENSTGEG00000012448	Theropithecus_gelada
ENSCATP00000004386	ENSCATG00000015440	Cercocebus_atys
ENSMLEP00000020513	ENSMLEG00000034474	Mandrillus_leucophaeus
ENSMMUP00000057729	ENSMMUG00000039143	Macaca_mulatta
ENSMFAP00000000162	ENSMFAG00000040539	Macaca_fascicularis
ENSMNEP00000044036	ENSMNEG00000044630	Macaca_nemestrina
ENSCSAP00000003181	ENSCSAG00000006896	Chlorocebus_sabaeus
ENSSBOP00000010941	ENSSBOG00000022297	Saimiri_boliviensis_boliviensis
ENSCCAP00000003585	ENSCCAG00000018510	Cebus_capucinus_imitator
ENSCJAP00000022188	ENSCJAG00000012085	Callithrix_jacchus
ENSANAP00000002922	ENSANAG00000019319	Aotus_nancymaae
ENSTSYP00000022178	ENSTSYG00000026811	Carlito_syrichta
ENSOGAP00000013456	ENSOGAG00000015028	Otolemur_garnettii
ENSOGAP00000021666	ENSOGAG00000024433	Otolemur_garnettii
ENSPCOP00000020333	ENSPCOG00000022127	Propithecus_coquereli
ENSMICP00000011943	ENSMICG00000013102	Microcebus_murinus
ENSPSMP00000008098	ENSPSMG00000005993	Prolemur_simus
ENSDNOP00000006559	ENSDNOG00000008467	Dasypus_novemcinctus
ENSLAFP00000008199	ENSLAFG00000009779	Loxodonta_africana
ENSPCAP00000005275	ENSPCAG00000005512	Procavia_capensis
ENSETEP00000013216	ENSETEG00000016297	Echinops_telfairi
ENSXETP00000041313	ENSXETG00000019435	Xenopus_tropicalis
ENSCMIP00000004834	ENSCMIG00000002865	Callorhinchus_milii
ENSOANP00000012118	ENSOANG00000007601	Ornithorhynchus_anatinus
ENSSPUP00000014839	ENSSPUG00000011457	Sphenodon_punctatus
ENSLACP00000000779	ENSLACG00000000700	Latimeria_chalumnae
ENSMALP00000001914	ENSMALG00000001428	Monopterus_albus
ENSTRUP00000054072	ENSTRUG00000020232	Takifugu_rubripes
ENSAPEP00000018142	ENSAPEG00000012965	Amphiprion_percula
ENSSPAP00000026127	ENSSPAG00000019722	Stegastes_partitus
ENSPRNP00000023249	ENSPRNG00000011879	Parambassis_ranga
ENSPMEP00000031764	ENSPMEG00000019116	Poecilia_mexicana
ENSPLAP00000019125	ENSPLAG00000000992	Poecilia_latipinna
ENSPREP00000024860	ENSPREG00000016779	Poecilia_reticulata
ENSXCOP00000021363	ENSXCOG00000015994	Xiphophorus_couchianus
ENSPFOP00000006138	ENSPFOG00000006261	Poecilia_formosa
ENSXCOP00000016171	ENSXCOG00000012225	Xiphophorus_couchianus
ENSOMEP00000025327	ENSOMEG00000006483	Oryzias_melastigma
ENSORLP00020006129	ENSORLG00020000691	Oryzias_latipes_ASM223471v1
ENSLCAP00010000391	ENSLCAG00010000275	Lates_calcarifer
ENSPMGP00000020996	ENSPMGG00000017020	Periophthalmus_magnuspinnatus
ENSLCRP00005004813	ENSLCRG00005002476	Larimichthys_crocea
ENSMMOP00000003534	ENSMMOG00000002820	Mola_mola
ENSHCOP00000004663	ENSHCOG00000006169	Hippocampus_comes
ENSLCRP00005004819	ENSLCRG00005002484	Larimichthys_crocea
ENSTNIP00000004964	ENSTNIG00000002437	Tetraodon_nigroviridis
ENSTNIP00000006762	ENSTNIG00000004143	Tetraodon_nigroviridis
ENSCGOP00000013818	ENSCGOG00000006751	Cottoperca_gobio
ENSGACP00000009728	ENSGACG00000007336	Gasterosteus_aculeatus
ENSLCAP00010026233	ENSLCAG00010012255	Lates_calcarifer
ENSLCAP00010026221	ENSLCAG00010012250	Lates_calcarifer
ENSCSEP00000010679	ENSCSEG00000006854	Cynoglossus_semilaevis
ENSSDUP00000022315	ENSSDUG00000016244	Seriola_dumerili
ENSSLDP00000032430	ENSSLDG00000024898	Seriola_lalandi_dorsalis
ENSMAMP00000011887	ENSMAMG00000008045	Mastacembelus_armatus
ENSATEP00000012751	ENSATEG00000008892	Anabas_testudineus
ENSSMAP00000008759	ENSSMAG00000005397	Scophthalmus_maximus
ENSLBEP00000014320	ENSLBEG00000011105	Labrus_bergylta
ENSAOCP00000019654	ENSAOCG00000003195	Amphiprion_ocellaris
ENSAPEP00000018165	ENSAPEG00000012981	Amphiprion_percula
ENSAPOP00000021979	ENSAPOG00000002874	Acanthochromis_polyacanthus
ENSSPAP00000026118	ENSSPAG00000019701	Stegastes_partitus
ENSPRNP00000023252	ENSPRNG00000011881	Parambassis_ranga
ENSACIP00000001105	ENSACIG00000000935	Amphilophus_citrinellus
ENSFHEP00000024056	ENSFHEG00000005416	Fundulus_heteroclitus
ENSCVAP00000008590	ENSCVAG00000010422	Cyprinodon_variegatus
ENSCVAP00000008577	ENSCVAG00000010399	Cyprinodon_variegatus
ENSPFOP00000000117	ENSPFOG00000000120	Poecilia_formosa
ENSPREP00000024841	ENSPREG00000016768	Poecilia_reticulata
ENSGAFP00000026045	ENSGAFG00000017577	Gambusia_affinis
ENSPMEP00000031747	ENSPMEG00000019090	Poecilia_mexicana
ENSPLAP00000000206	ENSPLAG00000000989	Poecilia_latipinna
ENSXCOP00000021362	ENSXCOG00000015992	Xiphophorus_couchianus
ENSXMAP00000033775	ENSXMAG00000022165	Xiphophorus_maculatus
ENSXMAP00000035275	ENSXMAG00000027333	Xiphophorus_maculatus
ENSORLP00000018270	ENSORLG00000014574	Oryzias_latipes_ASM223467v1
ENSORLP00020006088	ENSORLG00020006947	Oryzias_latipes_ASM223471v1
ENSOMEP00000025337	ENSOMEG00000006510	Oryzias_melastigma
ENSGWIP00000035672	ENSGWIG00000018437	Gouania_willdenowi
ENSMZEP00005007482	ENSMZEG00005005724	Maylandia_zebra
ENSMZEP00005007471	ENSMZEG00005005714	Maylandia_zebra
ENSACLP00000023648	ENSACLG00000016082	Astatotilapia_calliptera
ENSPNYP00000026209	ENSPNYG00000019771	Pundamilia_nyererei
ENSACLP00000023666	ENSACLG00000016102	Astatotilapia_calliptera
ENSHBUP00000019909	ENSHBUG00000022154	Haplochromis_burtoni
ENSHBUP00000019883	ENSHBUG00000022139	Haplochromis_burtoni
ENSNBRP00000003115	ENSNBRG00000002506	Neolamprologus_brichardi
ENSONIP00000010554	ENSONIG00000008396	Oreochromis_niloticus
ENSACIP00000001125	ENSACIG00000000956	Amphilophus_citrinellus
ENSKMAP00000019174	ENSKMAG00000014258	Kryptolebias_marmoratus
ENSHCOP00000020247	ENSHCOG00000006186	Hippocampus_comes
ENSHHUP00000002489	ENSHHUG00000001598	Hucho_hucho
ENSDCDP00000040644	ENSDCDG00000026670	Denticeps_clupeoides
ENSCHAP00000021100	ENSCHAG00000010649	Clupea_harengus
ENSPNAP00000024465	ENSPNAG00000009002	Pygocentrus_nattereri
ENSDARP00000112344	ENSDARG00000087016	Danio_rerio
ENSHHUP00000063006	ENSHHUG00000037247	Hucho_hucho
ENSHHUP00000002498	ENSHHUG00000001605	Hucho_hucho
ENSELUP00000030978	ENSELUG00000000309	Esox_lucius
ENSACIP00000009401	ENSACIG00000007377	Amphilophus_citrinellus
ENSCHAP00000006801	ENSCHAG00000004250	Clupea_harengus	ENSCHAT00000007692
ENSDCDP00000058818	ENSDCDG00000034073	Denticeps_clupeoides	ENSDCDT00000070922
ENSEEEP00000025681	ENSEEEG00000012456	Electrophorus_electricus
ENSIPUP00000023078	ENSIPUG00000015621	Ictalurus_punctatus
ENSAMXP00000011865	ENSAMXG00000011546	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011865
ENSAMXP00005021395	ENSAMXG00005011117	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022517	ENSPNAG00000029907	Pygocentrus_nattereri
ENSDARP00000098869	ENSDARG00000079811	Danio_rerio
ENSCGOP00000033738	ENSCGOG00000015609	Cottoperca_gobio
ENSLCRP00005000434	ENSLCRG00005000276	Larimichthys_crocea
ENSSDUP00000028156	ENSSDUG00000020352	Seriola_dumerili
ENSSLDP00000010598	ENSSLDG00000008466	Seriola_lalandi_dorsalis
ENSSMAP00000012839	ENSSMAG00000007912	Scophthalmus_maximus
ENSPMEP00000025917	ENSPMEG00000009215	Poecilia_mexicana
ENSPFOP00000012094	ENSPFOG00000012032	Poecilia_formosa
ENSPLAP00000022020	ENSPLAG00000006220	Poecilia_latipinna
ENSPREP00000000684	ENSPREG00000000508	Poecilia_reticulata
ENSGAFP00000019883	ENSGAFG00000013446	Gambusia_affinis
ENSXMAP00000005135	ENSXMAG00000005121	Xiphophorus_maculatus
ENSCVAP00000009112	ENSCVAG00000011017	Cyprinodon_variegatus
ENSFHEP00000013980	ENSFHEG00000015581	Fundulus_heteroclitus
ENSPMGP00000008990	ENSPMGG00000007439	Periophthalmus_magnuspinnatus
ENSPRNP00000000034	ENSPRNG00000000014	Parambassis_ranga
ENSLBEP00000035357	ENSLBEG00000026525	Labrus_bergylta
ENSMAMP00000012307	ENSMAMG00000008291	Mastacembelus_armatus
ENSAPEP00000025588	ENSAPEG00000018229	Amphiprion_percula
ENSAOCP00000001838	ENSAOCG00000004917	Amphiprion_ocellaris
ENSAPOP00000030684	ENSAPOG00000017414	Acanthochromis_polyacanthus
ENSSPAP00000022866	ENSSPAG00000017269	Stegastes_partitus
ENSMALP00000003248	ENSMALG00000002389	Monopterus_albus
ENSATEP00000031651	ENSATEG00000021807	Anabas_testudineus
ENSTRUP00000024072	ENSTRUG00000009581	Takifugu_rubripes
ENSTNIP00000009003	ENSTNIG00000006250	Tetraodon_nigroviridis
ENSMMOP00000009550	ENSMMOG00000007392	Mola_mola
ENSGACP00000025316	ENSGACG00000019146	Gasterosteus_aculeatus
ENSBSLP00000006872	ENSBSLG00000003395	Betta_splendens
ENSORLP00015035734	ENSORLG00015022498	Oryzias_latipes_ASM223469v1
ENSORLP00020034942	ENSORLG00020021660	Oryzias_latipes_ASM223471v1
ENSORLP00000017195	ENSORLG00000013708	Oryzias_latipes_ASM223467v1
ENSOMEP00000008207	ENSOMEG00000009362	Oryzias_melastigma
ENSGWIP00000008834	ENSGWIG00000005266	Gouania_willdenowi
ENSHCOP00000013942	ENSHCOG00000017186	Hippocampus_comes
ENSMZEP00005013281	ENSMZEG00005009981	Maylandia_zebra
ENSHBUP00000034089	ENSHBUG00000021418	Haplochromis_burtoni
ENSACLP00000023143	ENSACLG00000015715	Astatotilapia_calliptera
ENSPNYP00000007624	ENSPNYG00000005799	Pundamilia_nyererei
ENSONIP00000023782	ENSONIG00000018887	Oreochromis_niloticus
ENSNBRP00000026152	ENSNBRG00000020019	Neolamprologus_brichardi
ENSNBRP00000026138	ENSNBRG00000019996	Neolamprologus_brichardi
ENSACIP00000009378	ENSACIG00000007354	Amphilophus_citrinellus
ENSKMAP00000029214	ENSKMAG00000021652	Kryptolebias_marmoratus
ENSLCAP00010000370	ENSLCAG00010000259	Lates_calcarifer
ENSCSEP00000017604	ENSCSEG00000011257	Cynoglossus_semilaevis
ENSGMOP00000005796	ENSGMOG00000005436	Gadus_morhua
ENSHHUP00000040525	ENSHHUG00000025068	Hucho_hucho
ENSHHUP00000055792	ENSHHUG00000033353	Hucho_hucho
ENSELUP00000001348	ENSELUG00000001627	Esox_lucius
ENSSFOP00015020051	ENSSFOG00015012847	Scleropages_formosus
ENSPKIP00000015961	ENSPKIG00000002483	Paramormyrops_kingsleyae
ENSLOCP00000014517	ENSLOCG00000011805	Lepisosteus_oculatus
ENSECRP00000028444	ENSECRG00000019262	Erpetoichthys_calabaricus
ENSEBUP00000010166	ENSEBUG00000006530	Eptatretus_burgeri
ENSPMAP00000000494	ENSPMAG00000000444	Petromyzon_marinus
FBpp0075632	FBgn0036333	Drosophila_melanogaster
