ENSTTRP00000002947	ENSTTRG00000003145	Tursiops_truncatus
ENSCJAP00000017313	ENSCJAG00000009423	Callithrix_jacchus
ENSTSYP00000007103	ENSTSYG00000007746	Carlito_syrichta
ENSPCOP00000023035	ENSPCOG00000023643	Propithecus_coquereli
ENSPSMP00000003585	ENSPSMG00000002920	Prolemur_simus
ENSMICP00000000151	ENSMICG00000000164	Microcebus_murinus
ENSOGAP00000004404	ENSOGAG00000004929	Otolemur_garnettii
ENSHGLP00000026667	ENSHGLG00000018971	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004543	ENSHGLG00100003429	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013037	ENSFDAG00000020364	Fukomys_damarensis
ENSCLAP00000004481	ENSCLAG00000003187	Chinchilla_lanigera
ENSCPOP00000011770	ENSCPOG00000013072	Cavia_porcellus
ENSUPAP00010006611	ENSUPAG00010005212	Urocitellus_parryii
ENSSDAP00000019149	ENSSDAG00000017392	Spermophilus_dauricus
ENSSTOP00000009983	ENSSTOG00000011115	Ictidomys_tridecemlineatus
ENSMMMP00000005829	ENSMMMG00000005171	Marmota_marmota_marmota
ENSCCNP00000029321	ENSCCNG00000028101	Castor_canadensis
ENSDORP00000021858	ENSDORG00000004625	Dipodomys_ordii
ENSCGRP00000023108	ENSCGRG00000016736	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015019560	ENSCGRG00015015035	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002774	ENSCGRG00001003116	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000024738	ENSMAUG00000021483	Mesocricetus_auratus
ENSMOCP00000005803	ENSMOCG00000005287	Microtus_ochrogaster
ENSPEMP00000028419	ENSPEMG00000023957	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0020124	MGP_SPRETEiJ_G0015232	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016083	ENSMSIG00000013672	Mus_spicilegus
ENSMUSP00000095249	ENSMUSG00000026313	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0019105	MGP_CAROLIEiJ_G0014428	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0074409	MGP_PahariEiJ_G0027664	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027622	ENSRNOG00000020372	Rattus_norvegicus
ENSNGAP00000024354	ENSNGAG00000022632	Nannospalax_galili
ENSJJAP00000018279	ENSJJAG00000019569	Jaculus_jaculus
ENSAMEP00000011965	ENSAMEG00000011278	Ailuropoda_melanoleuca
ENSUMAP00000015525	ENSUMAG00000011143	Ursus_maritimus
ENSNVIP00000028769	ENSNVIG00000022183	Neovison_vison
ENSMPUP00000000123	ENSMPUG00000000127	Mustela_putorius_furo
ENSVVUP00000031667	ENSVVUG00000023028	Vulpes_vulpes
ENSCAFP00000018541	ENSCAFG00000012546	Canis_lupus_familiaris
ENSPPRP00000008142	ENSPPRG00000003105	Panthera_pardus
ENSPTIP00000020000	ENSPTIG00000017615	Panthera_tigris_altaica
ENSFCAP00000036456	ENSFCAG00000014232	Felis_catus
ENSECAP00000026080	ENSECAG00000017406	Equus_caballus
ENSEASP00005010473	ENSEASG00005007428	Equus_asinus_asinus
ENSCHIP00000019494	ENSCHIG00000018437	Capra_hircus
ENSOARP00000020106	ENSOARG00000018722	Ovis_aries
ENSBIXP00005038590	ENSBIXG00005003500	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023621	ENSBTAG00000017764	Bos_taurus
ENSBMUP00000031552	ENSBMUG00000023531	Bos_mutus
ENSSSCP00000074232	ENSSSCG00000024777	Sus_scrofa_strain_reference
ENSMLUP00000013297	ENSMLUG00000014603	Myotis_lucifugus
ENSUAMP00000013619	ENSUAMG00000010633	Ursus_americanus
ENSCAFP00020031635	ENSCAFG00020024669	Canis_lupus_dingo
ENSBBBP00000016704	ENSBBBG00000024840	Bison_bison_bison
ENSMUGP00000015003	ENSMUGG00000011222	Meriones_unguiculatus
ENSLAFP00000009167	ENSLAFG00000010952	Loxodonta_africana
ENSDNOP00000003826	ENSDNOG00000004946	Dasypus_novemcinctus
ENSLSDP00000009179	ENSLSDG00000006825	Lonchura_striata_domestica
ENSTGUP00000003338	ENSTGUG00000003197	Taeniopygia_guttata
ENSPMJP00000007582	ENSPMJG00000006236	Parus_major
ENSJHYP00000022502	ENSJHYG00000016484	Junco_hyemalis
ENSCCEP00000022856	ENSCCEG00000020546	Cyanistes_caeruleus
ENSLCOP00000021985	ENSLCOG00000015521	Lepidothrix_coronata
ENSMVIP00005001890	ENSMVIG00005001377	Manacus_vitellinus
ENSCPGP00000013687	ENSCPGG00000009699	Calidris_pygmaea
ENSDNVP00000000424	ENSDNVG00000000307	Dromaius_novaehollandiae
ENSABRP00000018538	ENSABRG00000015943	Anser_brachyrhynchus
ENSAPLP00000017080	ENSAPLG00000004358	Anas_platyrhynchos_platyrhynchos
ENSGALP00000033098	ENSGALG00000004288	Gallus_gallus
ENSNMEP00000021259	ENSNMEG00000018208	Numida_meleagris
ENSMGAP00000001752	ENSMGAG00000002138	Meleagris_gallopavo
ENSCJPP00005015427	ENSCJPG00005012790	Coturnix_japonica
ENSSCAP00000012564	ENSSCAG00000009386	Serinus_canaria
ENSZALP00000016860	ENSZALG00000013256	Zonotrichia_albicollis
ENSFALP00000004005	ENSFALG00000003839	Ficedula_albicollis
ENSCPUP00000024592	ENSCPUG00000014724	Calidris_pugnax
ENSAHAP00000012523	ENSAHAG00000009025	Apteryx_haastii
ENSARWP00000014183	ENSARWG00000009808	Apteryx_rowi
ENSAOWP00000000867	ENSAOWG00000000655	Apteryx_owenii
ENSNPEP00000020385	ENSNPEG00000015150	Nothoprocta_perdicaria
ENSCPRP00005007605	ENSCPRG00005005400	Crocodylus_porosus
ENSCABP00000012553	ENSCABG00000009394	Chelonoidis_abingdonii
ENSGAGP00000019265	ENSGAGG00000014128	Gopherus_agassizii
ENSCPBP00000034833	ENSCPBG00000024299	Chrysemys_picta_bellii
ENSPSIP00000020522	ENSPSIG00000018148	Pelodiscus_sinensis
ENSPVIP00000012102	ENSPVIG00000009472	Pogona_vitticeps
ENSACAP00000009498	ENSACAG00000009425	Anolis_carolinensis
ENSNSUP00000005036	ENSNSUG00000004025	Notechis_scutatus
ENSSMRP00000027004	ENSSMRG00000020842	Salvator_merianae
ENSSPUP00000017572	ENSSPUG00000013554	Sphenodon_punctatus
ENSOANP00000020481	ENSOANG00000012951	Ornithorhynchus_anatinus
ENSXETP00000001425	ENSXETG00000009601	Xenopus_tropicalis
ENSLACP00000008432	ENSLACG00000007465	Latimeria_chalumnae
ENSSFOP00015014050	ENSSFOG00015009015	Scleropages_formosus
ENSPKIP00000000081	ENSPKIG00000018857	Paramormyrops_kingsleyae
ENSPKIP00000035082	ENSPKIG00000014049	Paramormyrops_kingsleyae
ENSSFOP00015025636	ENSSFOG00015016138	Scleropages_formosus
ENSCHAP00000033128	ENSCHAG00000012588	Clupea_harengus	ENSCHAT00000035902
ENSDCDP00000030698	ENSDCDG00000014871	Denticeps_clupeoides	ENSDCDT00000039931
ENSPNAP00000008308	ENSPNAG00000013918	Pygocentrus_nattereri	ENSPNAT00000000352
ENSAMXP00000018862	ENSAMXG00000018271	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000018862
ENSIPUP00000011982	ENSIPUG00000008109	Ictalurus_punctatus	ENSIPUT00000012478
ENSEEEP00000025404	ENSEEEG00000012099	Electrophorus_electricus	ENSEEET00000025697
ENSDARP00000138997	ENSDARG00000098349	Danio_rerio
ENSMAMP00000019203	ENSMAMG00000012917	Mastacembelus_armatus
ENSMALP00000032894	ENSMALG00000022623	Monopterus_albus
ENSATEP00000016524	ENSATEG00000011516	Anabas_testudineus
ENSBSLP00000051432	ENSBSLG00000024071	Betta_splendens
ENSSMAP00000006582	ENSSMAG00000004037	Scophthalmus_maximus
ENSCSEP00000028338	ENSCSEG00000018102	Cynoglossus_semilaevis
ENSSDUP00000013545	ENSSDUG00000009794	Seriola_dumerili
ENSSLDP00000027204	ENSSLDG00000021093	Seriola_lalandi_dorsalis
ENSLCAP00010060317	ENSLCAG00010028057	Lates_calcarifer
ENSAOCP00000024271	ENSAOCG00000011017	Amphiprion_ocellaris
ENSAPEP00000010733	ENSAPEG00000007631	Amphiprion_percula
ENSAPOP00000008433	ENSAPOG00000010639	Acanthochromis_polyacanthus
ENSSPAP00000013450	ENSSPAG00000010194	Stegastes_partitus
ENSPRNP00000029941	ENSPRNG00000013868	Parambassis_ranga
ENSFHEP00000005106	ENSFHEG00000006035	Fundulus_heteroclitus
ENSCVAP00000005048	ENSCVAG00000006486	Cyprinodon_variegatus
ENSPFOP00000001978	ENSPFOG00000001958	Poecilia_formosa
ENSPMEP00000029102	ENSPMEG00000014631	Poecilia_mexicana
ENSPLAP00000020624	ENSPLAG00000003700	Poecilia_latipinna
ENSPREP00000024983	ENSPREG00000016847	Poecilia_reticulata
ENSXMAP00000025618	ENSXMAG00000002072	Xiphophorus_maculatus
ENSXCOP00000019330	ENSXCOG00000014540	Xiphophorus_couchianus
ENSGAFP00000027798	ENSGAFG00000018776	Gambusia_affinis
ENSKMAP00000025548	ENSKMAG00000018874	Kryptolebias_marmoratus
ENSORLP00000030146	ENSORLG00000018092	Oryzias_latipes_ASM223467v1
ENSORLP00015008165	ENSORLG00015008972	Oryzias_latipes_ASM223469v1
ENSORLP00020029256	ENSORLG00020013117	Oryzias_latipes_ASM223471v1
ENSOMEP00000027642	ENSOMEG00000010269	Oryzias_melastigma
ENSACLP00000009515	ENSACLG00000006415	Astatotilapia_calliptera
ENSMZEP00005022365	ENSMZEG00005016741	Maylandia_zebra
ENSPNYP00000000858	ENSPNYG00000000714	Pundamilia_nyererei
ENSHBUP00000003723	ENSHBUG00000004972	Haplochromis_burtoni
ENSNBRP00000019852	ENSNBRG00000015261	Neolamprologus_brichardi
ENSONIP00000005635	ENSONIG00000004475	Oreochromis_niloticus
ENSACIP00000006146	ENSACIG00000004789	Amphilophus_citrinellus
ENSHCOP00000001293	ENSHCOG00000002247	Hippocampus_comes
ENSTRUP00000012900	ENSTRUG00000005375	Takifugu_rubripes
ENSTNIP00000022824	ENSTNIG00000008890	Tetraodon_nigroviridis
ENSMMOP00000006888	ENSMMOG00000005345	Mola_mola
ENSLCRP00005037687	ENSLCRG00005013772	Larimichthys_crocea
ENSLBEP00000034891	ENSLBEG00000026185	Labrus_bergylta
ENSCGOP00000028626	ENSCGOG00000013392	Cottoperca_gobio
ENSGACP00000002894	ENSGACG00000002228	Gasterosteus_aculeatus
ENSGWIP00000043711	ENSGWIG00000020780	Gouania_willdenowi
ENSGMOP00000006368	ENSGMOG00000005976	Gadus_morhua
ENSHHUP00000052463	ENSHHUG00000031501	Hucho_hucho
ENSHHUP00000074932	ENSHHUG00000043819	Hucho_hucho
ENSELUP00000012229	ENSELUG00000012563	Esox_lucius
ENSAMXP00000013789	ENSAMXG00000013400	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005055634	ENSAMXG00005024682	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003784	ENSPNAG00000010355	Pygocentrus_nattereri
ENSEEEP00000049412	ENSEEEG00000023222	Electrophorus_electricus
ENSDCDP00000058640	ENSDCDG00000033249	Denticeps_clupeoides
ENSFHEP00000016860	ENSFHEG00000018675	Fundulus_heteroclitus
ENSCVAP00000001983	ENSCVAG00000003096	Cyprinodon_variegatus
ENSXMAP00000040971	ENSXMAG00000007976	Xiphophorus_maculatus
ENSXCOP00000027564	ENSXCOG00000020570	Xiphophorus_couchianus
ENSGAFP00000027943	ENSGAFG00000018893	Gambusia_affinis
ENSPMEP00000008535	ENSPMEG00000010414	Poecilia_mexicana
ENSPFOP00000003781	ENSPFOG00000003302	Poecilia_formosa
ENSPLAP00000013652	ENSPLAG00000017177	Poecilia_latipinna
ENSPREP00000018575	ENSPREG00000012588	Poecilia_reticulata
ENSKMAP00000004667	ENSKMAG00000003489	Kryptolebias_marmoratus
ENSOMEP00000027416	ENSOMEG00000009954	Oryzias_melastigma
ENSORLP00000043738	ENSORLG00000029432	Oryzias_latipes_ASM223467v1
ENSGWIP00000025376	ENSGWIG00000011214	Gouania_willdenowi
ENSTRUP00000035900	ENSTRUG00000014035	Takifugu_rubripes
ENSTNIP00000000138	ENSTNIG00000008315	Tetraodon_nigroviridis
ENSMMOP00000016183	ENSMMOG00000012357	Mola_mola
ENSCGOP00000045664	ENSCGOG00000019273	Cottoperca_gobio
ENSLBEP00000006506	ENSLBEG00000004984	Labrus_bergylta
ENSLBEP00000000631	ENSLBEG00000000175	Labrus_bergylta
ENSLCRP00005008062	ENSLCRG00005001754	Larimichthys_crocea
ENSHCOP00000004289	ENSHCOG00000005745	Hippocampus_comes
ENSAOCP00000031394	ENSAOCG00000023072	Amphiprion_ocellaris
ENSAPEP00000021839	ENSAPEG00000015500	Amphiprion_percula
ENSAPOP00000022467	ENSAPOG00000003755	Acanthochromis_polyacanthus
ENSSPAP00000014806	ENSSPAG00000011141	Stegastes_partitus
ENSPRNP00000032458	ENSPRNG00000014134	Parambassis_ranga
ENSHBUP00000028729	ENSHBUG00000012706	Haplochromis_burtoni
ENSMZEP00005028322	ENSMZEG00005021117	Maylandia_zebra
ENSPNYP00000020153	ENSPNYG00000015221	Pundamilia_nyererei
ENSONIP00000001222	ENSONIG00000000966	Oreochromis_niloticus
ENSNBRP00000032055	ENSNBRG00000024335	Neolamprologus_brichardi
ENSACIP00000008281	ENSACIG00000006464	Amphilophus_citrinellus
ENSMALP00000023096	ENSMALG00000016056	Monopterus_albus
ENSMAMP00000032650	ENSMAMG00000021971	Mastacembelus_armatus
ENSATEP00000026520	ENSATEG00000018324	Anabas_testudineus
ENSBSLP00000009078	ENSBSLG00000004184	Betta_splendens
ENSLCAP00010045354	ENSLCAG00010020803	Lates_calcarifer
ENSSMAP00000023416	ENSSMAG00000014149	Scophthalmus_maximus
ENSSDUP00000006759	ENSSDUG00000004948	Seriola_dumerili
ENSSLDP00000005340	ENSSLDG00000004180	Seriola_lalandi_dorsalis
ENSGACP00000019223	ENSGACG00000014564	Gasterosteus_aculeatus
ENSGMOP00000013657	ENSGMOG00000012763	Gadus_morhua
ENSCSEP00000008343	ENSCSEG00000005322	Cynoglossus_semilaevis
ENSPMGP00000000813	ENSPMGG00000000729	Periophthalmus_magnuspinnatus
ENSHHUP00000011637	ENSHHUG00000007024	Hucho_hucho
ENSHHUP00000063399	ENSHHUG00000037409	Hucho_hucho
ENSELUP00000023769	ENSELUG00000000960	Esox_lucius
ENSLOCP00000011105	ENSLOCG00000009104	Lepisosteus_oculatus
ENSECRP00000031206	ENSECRG00000021111	Erpetoichthys_calabaricus
ENSCMIP00000034306	ENSCMIG00000014214	Callorhinchus_milii
ENSEBUP00000021216	ENSEBUG00000013086	Eptatretus_burgeri
ENSEBUP00000023023	ENSEBUG00000014185	Eptatretus_burgeri
ENSPMAP00000005402	ENSPMAG00000004812	Petromyzon_marinus
ENSLOCP00000016135	ENSLOCG00000013093	Lepisosteus_oculatus
ENSELUP00000011905	ENSELUG00000012228	Esox_lucius
