ENSLACP00000023276	ENSLACG00000008630	Latimeria_chalumnae
ENSCAPP00000013541	ENSCAPG00000014130	Cavia_aperea
ENSGAGP00000014910	ENSGAGG00000011274	Gopherus_agassizii
ENSABRP00000001585	ENSABRG00000001613	Anser_brachyrhynchus
ENSCJAP00000031627	ENSCJAG00000017185	Callithrix_jacchus
ENSCAFP00000032345	ENSCAFG00000015596	Canis_lupus_familiaris
ENSPCAP00000012165	ENSPCAG00000013028	Procavia_capensis
ENSSTOP00000030563	ENSSTOG00000015434	Ictidomys_tridecemlineatus
ENSTGEP00000010338	ENSTGEG00000008477	Theropithecus_gelada
ENSRBIP00000029763	ENSRBIG00000038763	Rhinopithecus_bieti
ENSP00000356846	ENSG00000143194	Homo_sapiens
ENSVPAP00000004574	ENSVPAG00000004937	Vicugna_pacos
ENSPMJP00000016185	ENSPMJG00000012249	Parus_major	ENSPMJT00000021201
ENSSDAP00000004577	ENSSDAG00000004301	Spermophilus_dauricus
ENSEEUP00000012826	ENSEEUG00000014050	Erinaceus_europaeus
ENSPSIP00000010916	ENSPSIG00000009813	Pelodiscus_sinensis
FBpp0088574	FBgn0016034	Drosophila_melanogaster
ENSLAFP00000017009	ENSLAFG00000021470	Loxodonta_africana
ENSOCUP00000034327	ENSOCUG00000005848	Oryctolagus_cuniculus
ENSNPEP00000018975	ENSNPEG00000014145	Nothoprocta_perdicaria
ENSDNVP00000006563	ENSDNVG00000004695	Dromaius_novaehollandiae
ENSPTIP00000010228	ENSPTIG00000011034	Panthera_tigris_altaica
ENSMMMP00000023480	ENSMMMG00000020549	Marmota_marmota_marmota
ENSCANP00000017199	ENSCANG00000032047	Colobus_angolensis_palliatus
ENSVVUP00000036826	ENSVVUG00000026348	Vulpes_vulpes
ENSNGAP00000010881	ENSNGAG00000013179	Nannospalax_galili
ENSHGLP00100019374	ENSHGLG00100014285	Heterocephalus_glaber_HetGla_1.0
ENSSCAP00000016904	ENSSCAG00000012296	Serinus_canaria
ENSAMEP00000000018	ENSAMEG00000000018	Ailuropoda_melanoleuca
ENSCABP00000008377	ENSCABG00000006324	Chelonoidis_abingdonii
ENSCPOP00000004540	ENSCPOG00000005046	Cavia_porcellus
ENSTTRP00000005803	ENSTTRG00000006132	Tursiops_truncatus
ENSCPUP00000005474	ENSCPUG00000004011	Calidris_pugnax
ENSTGUP00000013911	ENSTGUG00000013511	Taeniopygia_guttata	ENSTGUT00000014070
ENSACAP00000018381	ENSACAG00000025602	Anolis_carolinensis
ENSTBEP00000002873	ENSTBEG00000003322	Tupaia_belangeri
ENSDNOP00000012703	ENSDNOG00000016383	Dasypus_novemcinctus
ENSCGRP00015010837	ENSCGRG00015008310	Cricetulus_griseus_CriGri-PICR
ENSSSCP00000060486	ENSSSCG00000006316	Sus_scrofa_strain_reference
ENSETEP00000001070	ENSETEG00000001331	Echinops_telfairi
ENSPTEP00000020050	ENSPTEG00000021340	Piliocolobus_tephrosceles
ENSXETP00000011731	ENSXETG00000015359	Xenopus_tropicalis
ENSBBBP00000010568	ENSBBBG00000004670	Bison_bison_bison
ENSNSUP00000022256	ENSNSUG00000016188	Notechis_scutatus
ENSEASP00005028145	ENSEASG00005019126	Equus_asinus_asinus
ENSPPRP00000008029	ENSPPRG00000003002	Panthera_pardus
ENSBMUP00000035775	ENSBMUG00000026562	Bos_mutus
ENSGALP00000070892	ENSGALG00000019211	Gallus_gallus
ENSFCAP00000008609	ENSFCAG00000009285	Felis_catus
ENSPEMP00000029116	ENSPEMG00000028769	Peromyscus_maniculatus_bairdii
ENSFDAP00000003378	ENSFDAG00000012846	Fukomys_damarensis
ENSSMRP00000002558	ENSSMRG00000002222	Salvator_merianae
ENSNVIP00000010417	ENSNVIG00000008178	Neovison_vison
ENSHGLP00000018755	ENSHGLG00000013438	Heterocephalus_glaber_HetGla_female_1.0
ENSBIXP00000025396	ENSBIXG00000027480	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLCOP00000012134	ENSLCOG00000008802	Lepidothrix_coronata
ENSCGRP00000023534	ENSCGRG00000017037	Cricetulus_griseus_CriGri_1.0
ENSCINP00000020185	ENSCING00000010065	Ciona_intestinalis
ENSPCOP00000002395	ENSPCOG00000007295	Propithecus_coquereli
ENSSHAP00000021636	ENSSHAG00000018323	Sarcophilus_harrisii
ENSEBUP00000023369	ENSEBUG00000014398	Eptatretus_burgeri
ENSNMEP00000011044	ENSNMEG00000010391	Numida_meleagris
ENSMLEP00000020089	ENSMLEG00000034260	Mandrillus_leucophaeus
ENSSBOP00000021274	ENSSBOG00000027193	Saimiri_boliviensis_boliviensis
ENSUAMP00000023526	ENSUAMG00000018439	Ursus_americanus
ENSFALP00000001615	ENSFALG00000001548	Ficedula_albicollis	ENSFALT00000001624
ENSCSAP00000007069	ENSCSAG00000010893	Chlorocebus_sabaeus
