ENSJHYP00000016982	ENSJHYG00000012972	Junco_hyemalis
ENSCGRP00015036715	ENSCGRG00015027541	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017491	ENSCGRG00000012726	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017531	ENSMAUG00000016371	Mesocricetus_auratus
ENSMOCP00000004847	ENSMOCG00000004197	Microtus_ochrogaster
ENSPEMP00000024658	ENSPEMG00000021316	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0064924	MGP_SPRETEiJ_G0027006	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000007568	ENSMSIG00000006753	Mus_spicilegus
ENSMUSP00000052507	ENSMUSG00000045589	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0062452	MGP_CAROLIEiJ_G0026041	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077593	MGP_PahariEiJ_G0028379	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031856	ENSRNOG00000043103	Rattus_norvegicus
ENSMUGP00000013440	ENSMUGG00000011666	Meriones_unguiculatus
ENSNGAP00000004384	ENSNGAG00000005746	Nannospalax_galili
ENSJJAP00000014661	ENSJJAG00000017072	Jaculus_jaculus
ENSUPAP00010010740	ENSUPAG00010008695	Urocitellus_parryii
ENSSTOP00000020015	ENSSTOG00000025868	Ictidomys_tridecemlineatus
ENSCLAP00000016537	ENSCLAG00000011370	Chinchilla_lanigera
ENSODEP00000006191	ENSODEG00000004637	Octodon_degus
ENSHGLP00000006877	ENSHGLG00000005022	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025774	ENSHGLG00100018905	Heterocephalus_glaber_HetGla_1.0
ENSCCNP00000015913	ENSCCNG00000016274	Castor_canadensis
ENSDORP00000011574	ENSDORG00000012313	Dipodomys_ordii
ENSOPRP00000012478	ENSOPRG00000013686	Ochotona_princeps
ENSTBEP00000001485	ENSTBEG00000001695	Tupaia_belangeri
ENSNVIP00000009365	ENSNVIG00000007394	Neovison_vison
ENSMPUP00000007283	ENSMPUG00000007340	Mustela_putorius_furo
ENSLAFP00000005728	ENSLAFG00000006816	Loxodonta_africana
ENSBBBP00000027014	ENSBBBG00000023138	Bison_bison_bison
ENSBMUP00000009046	ENSBMUG00000007055	Bos_mutus
ENSOARP00000007543	ENSOARG00000007036	Ovis_aries
ENSVPAP00000006628	ENSVPAG00000007124	Vicugna_pacos
ENSEEUP00000001015	ENSEEUG00000001136	Erinaceus_europaeus
ENSCAFP00000004200	ENSCAFG00000002840	Canis_lupus_familiaris
ENSAMEP00000019090	ENSAMEG00000018069	Ailuropoda_melanoleuca
ENSPTIP00000015471	ENSPTIG00000014536	Panthera_tigris_altaica
ENSPVAP00000011987	ENSPVAG00000012709	Pteropus_vampyrus
ENSCAPP00000000393	ENSCAPG00000000334	Cavia_aperea
ENSCPOP00000008820	ENSCPOG00000009827	Cavia_porcellus
ENSFDAP00000022942	ENSFDAG00000021210	Fukomys_damarensis
ENSOCUP00000012522	ENSOCUG00000014570	Oryctolagus_cuniculus
ENSCANP00000029758	ENSCANG00000038527	Colobus_angolensis_palliatus
ENSRROP00000005461	ENSRROG00000022515	Rhinopithecus_roxellana
ENSMLEP00000019479	ENSMLEG00000033941	Mandrillus_leucophaeus
ENSPPYP00000021826	ENSPPYG00000019486	Pongo_abelii
ENSPPAP00000041760	ENSPPAG00000043479	Pan_paniscus
ENSTSYP00000000224	ENSTSYG00000000247	Carlito_syrichta
ENSCHOP00000004056	ENSCHOG00000004594	Choloepus_hoffmanni
ENSDNOP00000010614	ENSDNOG00000013702	Dasypus_novemcinctus
ENSETEP00000015505	ENSETEG00000019092	Echinops_telfairi
ENSSARP00000007919	ENSSARG00000008763	Sorex_araneus
ENSVURP00010022404	ENSVURG00010017150	Vombatus_ursinus
ENSVURP00010003483	ENSVURG00010002785	Vombatus_ursinus
ENSPCIP00000038050	ENSPCIG00000028010	Phascolarctos_cinereus
ENSMEUP00000009998	ENSMEUG00000010959	Notamacropus_eugenii
ENSSHAP00000007099	ENSSHAG00000006169	Sarcophilus_harrisii
ENSMODP00000015701	ENSMODG00000012547	Monodelphis_domestica
ENSOANP00000002775	ENSOANG00000001741	Ornithorhynchus_anatinus
ENSXETP00000045631	ENSXETG00000020220	Xenopus_tropicalis
ENSLACP00000002262	ENSLACG00000002020	Latimeria_chalumnae
ENSAOCP00000014387	ENSAOCG00000019045	Amphiprion_ocellaris
ENSAPEP00000001381	ENSAPEG00000001051	Amphiprion_percula
ENSAPOP00000025755	ENSAPOG00000009063	Acanthochromis_polyacanthus
ENSSPAP00000031434	ENSSPAG00000023567	Stegastes_partitus
ENSKMAP00000006964	ENSKMAG00000005259	Kryptolebias_marmoratus
ENSBSLP00000056564	ENSBSLG00000026376	Betta_splendens
ENSTRUP00000028833	ENSTRUG00000011417	Takifugu_rubripes
ENSTNIP00000001610	ENSTNIG00000001653	Tetraodon_nigroviridis
ENSCSEP00000002145	ENSCSEG00000001444	Cynoglossus_semilaevis
ENSFHEP00000013125	ENSFHEG00000014619	Fundulus_heteroclitus
ENSCVAP00000024973	ENSCVAG00000009416	Cyprinodon_variegatus
ENSPFOP00000017668	ENSPFOG00000017578	Poecilia_formosa
ENSPMEP00000019590	ENSPMEG00000022612	Poecilia_mexicana
ENSPLAP00000024098	ENSPLAG00000010042	Poecilia_latipinna
ENSPREP00000027767	ENSPREG00000018789	Poecilia_reticulata
ENSXMAP00000031398	ENSXMAG00000029956	Xiphophorus_maculatus
ENSGAFP00000011424	ENSGAFG00000007748	Gambusia_affinis
ENSORLP00020011838	ENSORLG00020000327	Oryzias_latipes_ASM223471v1
ENSORLP00000010934	ENSORLG00000008710	Oryzias_latipes_ASM223467v1
ENSORLP00015018018	ENSORLG00015019062	Oryzias_latipes_ASM223469v1
ENSOMEP00000023761	ENSOMEG00000004012	Oryzias_melastigma
ENSGWIP00000020019	ENSGWIG00000010887	Gouania_willdenowi
ENSMZEP00005007232	ENSMZEG00005005572	Maylandia_zebra
ENSHBUP00000014502	ENSHBUG00000016355	Haplochromis_burtoni
ENSACLP00000010847	ENSACLG00000007429	Astatotilapia_calliptera
ENSPNYP00000023672	ENSPNYG00000017887	Pundamilia_nyererei
ENSNBRP00000017960	ENSNBRG00000013851	Neolamprologus_brichardi
ENSONIP00000007585	ENSONIG00000006022	Oreochromis_niloticus
ENSACIP00000017338	ENSACIG00000013516	Amphilophus_citrinellus
ENSPRNP00000002896	ENSPRNG00000001790	Parambassis_ranga
ENSSLDP00000016783	ENSSLDG00000013285	Seriola_lalandi_dorsalis
ENSSDUP00000016714	ENSSDUG00000012213	Seriola_dumerili
ENSLCAP00010012176	ENSLCAG00010005767	Lates_calcarifer
ENSCGOP00000024917	ENSCGOG00000011806	Cottoperca_gobio
ENSGACP00000011890	ENSGACG00000009004	Gasterosteus_aculeatus
ENSLBEP00000003017	ENSLBEG00000002374	Labrus_bergylta
ENSMMOP00000004171	ENSMMOG00000003340	Mola_mola
ENSLCRP00005013711	ENSLCRG00005005939	Larimichthys_crocea
ENSMALP00000000845	ENSMALG00000000658	Monopterus_albus
ENSMAMP00000017508	ENSMAMG00000011853	Mastacembelus_armatus
ENSATEP00000002994	ENSATEG00000002131	Anabas_testudineus
ENSHCOP00000013447	ENSHCOG00000016603	Hippocampus_comes
ENSPMGP00000025826	ENSPMGG00000020830	Periophthalmus_magnuspinnatus
ENSGMOP00000000061	ENSGMOG00000000062	Gadus_morhua
ENSHHUP00000013827	ENSHHUG00000008514	Hucho_hucho
ENSELUP00000031260	ENSELUG00000008737	Esox_lucius
ENSCHAP00000001039	ENSCHAG00000000771	Clupea_harengus
ENSDCDP00000005038	ENSDCDG00000002492	Denticeps_clupeoides
ENSAMXP00000036985	ENSAMXG00000033346	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031243	ENSAMXG00005015338	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019428	ENSPNAG00000026007	Pygocentrus_nattereri
ENSIPUP00000028838	ENSIPUG00000019524	Ictalurus_punctatus
ENSEEEP00000042749	ENSEEEG00000020171	Electrophorus_electricus
ENSDARP00000134057	ENSDARG00000103940	Danio_rerio
ENSPKIP00000035714	ENSPKIG00000014554	Paramormyrops_kingsleyae
ENSHHUP00000016549	ENSHHUG00000010316	Hucho_hucho
ENSSMAP00000031176	ENSSMAG00000019118	Scophthalmus_maximus
ENSSFOP00015015233	ENSSFOG00015009824	Scleropages_formosus
ENSLOCP00000006260	ENSLOCG00000005200	Lepisosteus_oculatus
ENSECRP00000021938	ENSECRG00000014825	Erpetoichthys_calabaricus
ENSCMIP00000043060	ENSCMIG00000017880	Callorhinchus_milii
ENSEBUP00000007769	ENSEBUG00000005058	Eptatretus_burgeri
