FBpp0072825	FBgn0027082	Drosophila_melanogaster
ENSMOCP00000020777	ENSMOCG00000018351	Microtus_ochrogaster
ENSHHUP00000087826	ENSHHUG00000050784	Hucho_hucho
ENSNMEP00000026782	ENSNMEG00000022508	Numida_meleagris
ENSPNAP00000018643	ENSPNAG00000003869	Pygocentrus_nattereri
ENSCCNP00000032975	ENSCCNG00000031247	Castor_canadensis
ENSCLAP00000023587	ENSCLAG00000016176	Chinchilla_lanigera
ENSPTEP00000021682	ENSPTEG00000022682	Piliocolobus_tephrosceles
ENSPPYP00000001528	ENSPPYG00000001311	Pongo_abelii
ENSCANP00000005468	ENSCANG00000018730	Colobus_angolensis_palliatus
ENSCGRP00001012396	ENSCGRG00001013821	Cricetulus_griseus_CHOK1GS_HDv1
ENSCABP00000021792	ENSCABG00000016064	Chelonoidis_abingdonii	ENSCABT00000023876
ENSBIXP00005013141	ENSBIXG00005002808	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00015006485	ENSCGRG00015005028	Cricetulus_griseus_CriGri-PICR
ENSFCAP00000019143	ENSFCAG00000022858	Felis_catus
YER087W_mRNA	YER087W	Saccharomyces_cerevisiae_strain_S288C
MGP_PahariEiJ_P0078393	MGP_PahariEiJ_G0028570	Mus_pahari_strain_PAHARI_EIJ
ENSPEMP00000003433	ENSPEMG00000004864	Peromyscus_maniculatus_bairdii
ENSBBBP00000009968	ENSBBBG00000018094	Bison_bison_bison
ENSJHYP00000000808	ENSJHYG00000000747	Junco_hyemalis
ENSFALP00000012670	ENSFALG00000012136	Ficedula_albicollis
ENSORLP00015026012	ENSORLG00015007461	Oryzias_latipes_ASM223469v1
ENSMLEP00000007679	ENSMLEG00000027947	Mandrillus_leucophaeus
ENSTGEP00000009841	ENSTGEG00000008101	Theropithecus_gelada
ENSGWIP00000052178	ENSGWIG00000025208	Gouania_willdenowi
ENSLBEP00000008337	ENSLBEG00000006420	Labrus_bergylta
ENSSHAP00000004793	ENSSHAG00000004206	Sarcophilus_harrisii
ENSMUSP00000102393	ENSMUSG00000043572	Mus_musculus_strain_reference_(CL57BL6)
ENSPCAP00000011816	ENSPCAG00000012707	Procavia_capensis
ENSFHEP00000027514	ENSFHEG00000011032	Fundulus_heteroclitus
ENSMZEP00005024610	ENSMZEG00005018397	Maylandia_zebra
ENSVURP00010009472	ENSVURG00010007335	Vombatus_ursinus
ENSLAFP00000007329	ENSLAFG00000008727	Loxodonta_africana
ENSLCOP00000004423	ENSLCOG00000003391	Lepidothrix_coronata
ENSPMEP00000024681	ENSPMEG00000007151	Poecilia_mexicana
ENSLBEP00000007570	ENSLBEG00000005842	Labrus_bergylta
ENSANAP00000033290	ENSANAG00000034319	Aotus_nancymaae
ENSCGRP00000017269	ENSCGRG00000012554	Cricetulus_griseus_CriGri_1.0
ENSORLP00000028813	ENSORLG00000025001	Oryzias_latipes_ASM223467v1
ENSETEP00000014355	ENSETEG00000017674	Echinops_telfairi
ENSACIP00000017435	ENSACIG00000013596	Amphilophus_citrinellus
ENSFDAP00000004555	ENSFDAG00000013750	Fukomys_damarensis
ENSPNYP00000016750	ENSPNYG00000012698	Pundamilia_nyererei
ENSLACP00000005447	ENSLACG00000004845	Latimeria_chalumnae
ENSOARP00000010662	ENSOARG00000009941	Ovis_aries
ENSNSUP00000001133	ENSNSUG00000001031	Notechis_scutatus	ENSNSUT00000001241
ENSSMRP00000023136	ENSSMRG00000017968	Salvator_merianae	ENSSMRT00000027079
ENSMUGP00000032400	ENSMUGG00000026943	Meriones_unguiculatus
ENSRNOP00000054281	ENSRNOG00000007327	Rattus_norvegicus
ENSPTIP00000001555	ENSPTIG00000004031	Panthera_tigris_altaica
ENSCGOP00000000366	ENSCGOG00000000310	Cottoperca_gobio
ENSSTOP00000010947	ENSSTOG00000012213	Ictidomys_tridecemlineatus
ENSOGAP00000019962	ENSOGAG00000031493	Otolemur_garnettii
ENSMALP00000027321	ENSMALG00000018954	Monopterus_albus
ENSUAMP00000004153	ENSUAMG00000003814	Ursus_americanus
ENSSDAP00000003213	ENSSDAG00000003076	Spermophilus_dauricus
ENSSFOP00015000160	ENSSFOG00015000170	Scleropages_formosus
ENSXMAP00000002269	ENSXMAG00000002269	Xiphophorus_maculatus
ENSMSIP00000034601	ENSMSIG00000028858	Mus_spicilegus
ENSCPRP00005007748	ENSCPRG00005005517	Crocodylus_porosus
ENSGAGP00000019133	ENSGAGG00000014148	Gopherus_agassizii	ENSGAGT00000021801
ENSTNIP00000021279	ENSTNIG00000018113	Tetraodon_nigroviridis
ENSSPUP00000019067	ENSSPUG00000014688	Sphenodon_punctatus	ENSSPUT00000020306
ENSAOCP00000018719	ENSAOCG00000023902	Amphiprion_ocellaris
ENSCAFP00020015239	ENSCAFG00020012254	Canis_lupus_dingo
ENSNGAP00000013632	ENSNGAG00000015140	Nannospalax_galili
ENSTRUP00000047529	ENSTRUG00000018560	Takifugu_rubripes
ENSDORP00000012760	ENSDORG00000013567	Dipodomys_ordii
ENSP00000360327	ENSG00000162396	Homo_sapiens
ENSCAFP00000058891	ENSCAFG00000019000	Canis_lupus_familiaris
ENSPVIP00000011461	ENSPVIG00000008991	Pogona_vitticeps	ENSPVIT00000014521
ENSOPRP00000014703	ENSOPRG00000016102	Ochotona_princeps
ENSAMXP00000035282	ENSAMXG00000033563	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSODEP00000026572	ENSODEG00000020020	Octodon_degus
ENSPSMP00000000052	ENSPSMG00000000064	Prolemur_simus
ENSPMGP00000027192	ENSPMGG00000021953	Periophthalmus_magnuspinnatus
ENSGGOP00000005311	ENSGGOG00000005426	Gorilla_gorilla
ENSCPUP00000016873	ENSCPUG00000011637	Calidris_pugnax
ENSNVIP00000010225	ENSNVIG00000008092	Neovison_vison
ENSCVAP00000009346	ENSCVAG00000011283	Cyprinodon_variegatus
T27F6.5a.2	WBGene00004190	Caenorhabditis_elegans_strain_N2
ENSAMXP00005028457	ENSAMXG00005014199	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPLAP00000018042	ENSPLAG00000022589	Poecilia_latipinna
ENSMLUP00000018327	ENSMLUG00000016899	Myotis_lucifugus
ENSPMAP00000010053	ENSPMAG00000009138	Petromyzon_marinus
ENSMVIP00005012398	ENSMVIG00005009027	Manacus_vitellinus
ENSAMEP00000020699	ENSAMEG00000019649	Ailuropoda_melanoleuca
ENSCSAP00000017846	ENSCSAG00000000146	Chlorocebus_sabaeus
ENSCMIP00000018529	ENSCMIG00000008709	Callorhinchus_milii
ENSMAMP00000013028	ENSMAMG00000008843	Mastacembelus_armatus
ENSSLDP00000004331	ENSSLDG00000003353	Seriola_lalandi_dorsalis
ENSLSDP00000025577	ENSLSDG00000017884	Lonchura_striata_domestica
ENSNPEP00000021078	ENSNPEG00000015643	Nothoprocta_perdicaria
ENSMUNP00000015803	ENSMUNG00000012185	Melopsittacus_undulatus
ENSSPAP00000030768	ENSSPAG00000023092	Stegastes_partitus
ENSCHIP00000002144	ENSCHIG00000004850	Capra_hircus
ENSUMAP00000030798	ENSUMAG00000022250	Ursus_maritimus
ENSLOCP00000010553	ENSLOCG00000008678	Lepisosteus_oculatus
ENSIPUP00000011496	ENSIPUG00000007836	Ictalurus_punctatus
ENSCSAVP00000008016	ENSCSAVG00000004773	Ciona_savignyi
ENSAHAP00000005290	ENSAHAG00000004121	Apteryx_haastii
ENSCINP00000001815	ENSCING00000000992	Ciona_intestinalis
MGP_CAROLIEiJ_P0063278	MGP_CAROLIEiJ_G0026236	Mus_caroli_strain_CAROLI_EIJ
ENSHGLP00000004406	ENSHGLG00000003221	Heterocephalus_glaber_HetGla_female_1.0
ENSLCAP00010019619	ENSLCAG00010009267	Lates_calcarifer
ENSSSCP00000054178	ENSSSCG00000003843	Sus_scrofa_strain_reference
ENSMGAP00000011936	ENSMGAG00000011416	Meleagris_gallopavo
ENSUPAP00010026887	ENSUPAG00010021270	Urocitellus_parryii
ENSARWP00000001905	ENSARWG00000001480	Apteryx_rowi
ENSNLEP00000003679	ENSNLEG00000003040	Nomascus_leucogenys
ENSEASP00005021314	ENSEASG00005014595	Equus_asinus_asinus
ENSOANP00000012346	ENSOANG00000007752	Ornithorhynchus_anatinus
ENSPPRP00000028387	ENSPPRG00000020447	Panthera_pardus
ENSGALP00000017526	ENSGALG00000010789	Gallus_gallus
ENSATEP00000027729	ENSATEG00000019166	Anabas_testudineus
ENSPKIP00000014166	ENSPKIG00000001336	Paramormyrops_kingsleyae
ENSACAP00000000111	ENSACAG00000000115	Anolis_carolinensis	ENSACAT00000000113
ENSBSLP00000042338	ENSBSLG00000020357	Betta_splendens
ENSPREP00000014455	ENSPREG00000009788	Poecilia_reticulata
ENSAMXP00000041635	ENSAMXG00000032578	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSUAMP00000013672	ENSUAMG00000010990	Ursus_americanus
ENSCPBP00000004610	ENSCPBG00000003691	Chrysemys_picta_bellii
ENSEBUP00000020733	ENSEBUG00000012814	Eptatretus_burgeri
ENSCPGP00000019626	ENSCPGG00000013749	Calidris_pygmaea
ENSXCOP00000011348	ENSXCOG00000008574	Xiphophorus_couchianus
ENSORLP00020010407	ENSORLG00020011316	Oryzias_latipes_ASM223471v1
ENSMAUP00000025538	ENSMAUG00000022043	Mesocricetus_auratus
ENSLCRP00005003797	ENSLCRG00005002011	Larimichthys_crocea
ENSCPOP00000015310	ENSCPOG00000025477	Cavia_porcellus
ENSMMMP00000017169	ENSMMMG00000015260	Marmota_marmota_marmota
ENSSCAP00000008250	ENSSCAG00000006300	Serinus_canaria
ENSDNVP00000015324	ENSDNVG00000010790	Dromaius_novaehollandiae
ENSCAPP00000004748	ENSCAPG00000007226	Cavia_aperea
ENSNBRP00000026566	ENSNBRG00000020304	Neolamprologus_brichardi
MGP_SPRETEiJ_P0065761	MGP_SPRETEiJ_G0027205	Mus_spretus_strain_SPRET/EiJ
ENSMMUP00000040110	ENSMMUG00000032084	Macaca_mulatta
ENSHGLP00100003099	ENSHGLG00100002370	Heterocephalus_glaber_HetGla_1.0
ENSKMAP00000016381	ENSKMAG00000012222	Kryptolebias_marmoratus
