ENSLAFP00000004891	ENSLAFG00000005826	Loxodonta_africana
ENSCGOP00000017936	ENSCGOG00000007287	Cottoperca_gobio	ENSCGOT00000019363
ENSMMMP00000023384	ENSMMMG00000020421	Marmota_marmota_marmota
ENSPTEP00000004811	ENSPTEG00000005502	Piliocolobus_tephrosceles
ENSAOWP00000023057	ENSAOWG00000015457	Apteryx_owenii
ENSSDAP00000003583	ENSSDAG00000003218	Spermophilus_dauricus
ENSAOCP00000010879	ENSAOCG00000015188	Amphiprion_ocellaris
ENSACLP00000026257	ENSACLG00000017770	Astatotilapia_calliptera
ENSVVUP00000040446	ENSVVUG00000028322	Vulpes_vulpes
ENSDARP00000125918	ENSDARG00000000103	Danio_rerio
ENSMPUP00000007872	ENSMPUG00000007930	Mustela_putorius_furo
ENSVPAP00000000264	ENSVPAG00000000283	Vicugna_pacos
ENSSSCP00000019055	ENSSSCG00000038144	Sus_scrofa_strain_reference
ENSCPGP00000002764	ENSCPGG00000002059	Calidris_pygmaea
ENSPLAP00000020037	ENSPLAG00000002654	Poecilia_latipinna
ENSPNYP00000027559	ENSPNYG00000020696	Pundamilia_nyererei
ENSPMAP00000001007	ENSPMAG00000000907	Petromyzon_marinus
ENSACIP00000029447	ENSACIG00000022774	Amphilophus_citrinellus
ENSPREP00000027618	ENSPREG00000018632	Poecilia_reticulata
ENSLBEP00000033800	ENSLBEG00000025377	Labrus_bergylta
ENSELUP00000008927	ENSELUG00000009561	Esox_lucius
ENSSPAP00000004605	ENSSPAG00000003546	Stegastes_partitus
ENSBSLP00000013377	ENSBSLG00000005597	Betta_splendens
ENSDNOP00000014300	ENSDNOG00000018414	Dasypus_novemcinctus
ENSPKIP00000022593	ENSPKIG00000006467	Paramormyrops_kingsleyae
ENSBIXP00005015620	ENSBIXG00005019433	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSJHYP00000002298	ENSJHYG00000001951	Junco_hyemalis
ENSPTRP00000069176	ENSPTRG00000008746	Pan_troglodytes
ENSODEP00000024634	ENSODEG00000018033	Octodon_degus
ENSACLP00000005963	ENSACLG00000003952	Astatotilapia_calliptera
ENSGALP00000043966	ENSGALG00000001183	Gallus_gallus
ENSSMAP00000028469	ENSSMAG00000017365	Scophthalmus_maximus
ENSMMUP00000065830	ENSMMUG00000023803	Macaca_mulatta
ENSEBUP00000026109	ENSEBUG00000016085	Eptatretus_burgeri
ENSPNAP00000019622	ENSPNAG00000026444	Pygocentrus_nattereri
ENSLBEP00000029551	ENSLBEG00000022334	Labrus_bergylta
ENSAPOP00000022463	ENSAPOG00000003724	Acanthochromis_polyacanthus
ENSORLP00000000812	ENSORLG00000025127	Oryzias_latipes_ASM223467v1
ENSCABP00000025509	ENSCABG00000018612	Chelonoidis_abingdonii
ENSGAFP00000015402	ENSGAFG00000010402	Gambusia_affinis
ENSEBUP00000003987	ENSEBUG00000002812	Eptatretus_burgeri
ENSLCAP00010026939	ENSLCAG00010012630	Lates_calcarifer	ENSLCAT00010027512
ENSAPEP00000003261	ENSAPEG00000002229	Amphiprion_percula
ENSPLAP00000012600	ENSPLAG00000015951	Poecilia_latipinna
ENSPPAP00000025670	ENSPPAG00000035931	Pan_paniscus
ENSORLP00020024215	ENSORLG00020005509	Oryzias_latipes_ASM223471v1
ENSPREP00000023412	ENSPREG00000015672	Poecilia_reticulata
ENSPEMP00000008352	ENSPEMG00000009953	Peromyscus_maniculatus_bairdii
MGP_PahariEiJ_P0034156	MGP_PahariEiJ_G0017670	Mus_pahari_strain_PAHARI_EIJ
ENSPSIP00000015287	ENSPSIG00000013073	Pelodiscus_sinensis
ENSCCNP00000003608	ENSCCNG00000003478	Castor_canadensis
ENSPVAP00000015352	ENSPVAG00000016264	Pteropus_vampyrus
ENSPCIP00000021890	ENSPCIG00000016566	Phascolarctos_cinereus
ENSRROP00000004280	ENSRROG00000017305	Rhinopithecus_roxellana
ENSCAPP00000011661	ENSCAPG00000012596	Cavia_aperea
ENSPSMP00000019245	ENSPSMG00000013415	Prolemur_simus
ENSFHEP00000024520	ENSFHEG00000006265	Fundulus_heteroclitus
ENSRBIP00000021917	ENSRBIG00000034878	Rhinopithecus_bieti
ENSLCRP00005050963	ENSLCRG00005019048	Larimichthys_crocea
ENSDORP00000004535	ENSDORG00000004846	Dipodomys_ordii
ENSCPRP00005011712	ENSCPRG00005008360	Crocodylus_porosus
ENSPPYP00000008953	ENSPPYG00000007963	Pongo_abelii
ENSCAFP00020008594	ENSCAFG00020006977	Canis_lupus_dingo
ENSCAFP00000060526	ENSCAFG00000017262	Canis_lupus_familiaris
ENSCPBP00000040591	ENSCPBG00000027873	Chrysemys_picta_bellii
ENSTRUP00000025178	ENSTRUG00000010006	Takifugu_rubripes	ENSTRUT00000025281
ENSCJAP00000026354	ENSCJAG00000014308	Callithrix_jacchus
ENSCLAP00000010507	ENSCLAG00000007252	Chinchilla_lanigera
ENSSDUP00000024900	ENSSDUG00000018026	Seriola_dumerili
ENSATEP00000014942	ENSATEG00000010295	Anabas_testudineus
ENSNBRP00000001645	ENSNBRG00000001314	Neolamprologus_brichardi
ENSORLP00000000809	ENSORLG00000015044	Oryzias_latipes_ASM223467v1
ENSSFOP00015011216	ENSSFOG00015007136	Scleropages_formosus
ENSPRNP00000046990	ENSPRNG00000022106	Parambassis_ranga
ENSMFAP00000043989	ENSMFAG00000039316	Macaca_fascicularis
ENSGAFP00000015413	ENSGAFG00000010409	Gambusia_affinis
ENSMUSP00000099671	ENSMUSG00000020900	Mus_musculus_strain_reference_(CL57BL6)
ENSGAFP00000003108	ENSGAFG00000002127	Gambusia_affinis
ENSATEP00000007658	ENSATEG00000005238	Anabas_testudineus
ENSCSEP00000012030	ENSCSEG00000007706	Cynoglossus_semilaevis	ENSCSET00000012173
ENSPFOP00000003161	ENSPFOG00000002181	Poecilia_formosa
ENSPKIP00000021374	ENSPKIG00000005708	Paramormyrops_kingsleyae
ENSPMAP00000010186	ENSPMAG00000009247	Petromyzon_marinus
ENSBIXP00000007833	ENSBIXG00000013730	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSUMAP00000024309	ENSUMAG00000017692	Ursus_maritimus
ENSZALP00000010248	ENSZALG00000008683	Zonotrichia_albicollis
ENSECRP00000031028	ENSECRG00000021038	Erpetoichthys_calabaricus
ENSSMAP00000006674	ENSSMAG00000004057	Scophthalmus_maximus
ENSMOCP00000023498	ENSMOCG00000020175	Microtus_ochrogaster
ENSCHIP00000019825	ENSCHIG00000018616	Capra_hircus
ENSPFOP00000011551	ENSPFOG00000009929	Poecilia_formosa
ENSFDAP00000001922	ENSFDAG00000011820	Fukomys_damarensis
ENSUAMP00000032829	ENSUAMG00000025033	Ursus_americanus
ENSKMAP00000020140	ENSKMAG00000014943	Kryptolebias_marmoratus
ENSPMEP00000031478	ENSPMEG00000018637	Poecilia_mexicana
ENSAPLP00000018516	ENSAPLG00000015386	Anas_platyrhynchos_platyrhynchos
ENSHBUP00000001924	ENSHBUG00000003172	Haplochromis_burtoni
ENSPTIP00000020996	ENSPTIG00000018287	Panthera_tigris_altaica
ENSCHOP00000002142	ENSCHOG00000002405	Choloepus_hoffmanni
ENSCSEP00000013436	ENSCSEG00000008381	Cynoglossus_semilaevis
ENSOPRP00000013185	ENSOPRG00000014408	Ochotona_princeps
ENSCPGP00000022205	ENSCPGG00000014333	Calidris_pygmaea
ENSACIP00000009514	ENSACIG00000007390	Amphilophus_citrinellus
ENSNMEP00000017607	ENSNMEG00000015374	Numida_meleagris
ENSLCAP00010046106	ENSLCAG00010020889	Lates_calcarifer
ENSSPUP00000007050	ENSSPUG00000005090	Sphenodon_punctatus
ENSAPOP00000027101	ENSAPOG00000011552	Acanthochromis_polyacanthus
ENSORLP00015017106	ENSORLG00015018138	Oryzias_latipes_ASM223469v1
ENSCPOP00000026167	ENSCPOG00000004086	Cavia_porcellus
ENSGAFP00000015424	ENSGAFG00000010417	Gambusia_affinis
ENSCJPP00005026438	ENSCJPG00005020554	Coturnix_japonica
ENSSFOP00015008006	ENSSFOG00015005130	Scleropages_formosus
ENSPNYP00000022677	ENSPNYG00000017010	Pundamilia_nyererei
ENSHHUP00000054304	ENSHHUG00000032579	Hucho_hucho
ENSLACP00000006395	ENSLACG00000005674	Latimeria_chalumnae
ENSSTOP00000025279	ENSSTOG00000010770	Ictidomys_tridecemlineatus
ENSPMAP00000010588	ENSPMAG00000009630	Petromyzon_marinus
ENSSMRP00000028942	ENSSMRG00000006681	Salvator_merianae
ENSRNOP00000062744	ENSRNOG00000002886	Rattus_norvegicus
ENSABRP00000020492	ENSABRG00000005727	Anser_brachyrhynchus
ENSECAP00000044526	ENSECAG00000016147	Equus_caballus
ENSETEP00000012098	ENSETEG00000014920	Echinops_telfairi
ENSARWP00000021815	ENSARWG00000010334	Apteryx_rowi
ENSPCOP00000023116	ENSPCOG00000023671	Propithecus_coquereli
ENSCCEP00000011124	ENSCCEG00000010939	Cyanistes_caeruleus
ENSCGRP00000011345	ENSCGRG00000008248	Cricetulus_griseus_CriGri_1.0
ENSSCAP00000004499	ENSSCAG00000003661	Serinus_canaria
ENSAMXP00005056406	ENSAMXG00005024760	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSOMEP00000007010	ENSOMEG00000008084	Oryzias_melastigma
ENSAPOP00000033286	ENSAPOG00000021788	Acanthochromis_polyacanthus
ENSORLP00020032717	ENSORLG00020018455	Oryzias_latipes_ASM223471v1
ENSORLP00015016533	ENSORLG00015017591	Oryzias_latipes_ASM223469v1
ENSHGLP00000015336	ENSHGLG00000010955	Heterocephalus_glaber_HetGla_female_1.0
ENSGWIP00000048103	ENSGWIG00000020129	Gouania_willdenowi
ENSLSDP00000019175	ENSLSDG00000013676	Lonchura_striata_domestica
ENSAPEP00000020449	ENSAPEG00000014496	Amphiprion_percula
ENSLCRP00005048172	ENSLCRG00005017455	Larimichthys_crocea
ENSIPUP00000005302	ENSIPUG00000003617	Ictalurus_punctatus
ENSMLEP00000039361	ENSMLEG00000043688	Mandrillus_leucophaeus
ENSOANP00000011922	ENSOANG00000020420	Ornithorhynchus_anatinus
ENSCCAP00000032236	ENSCCAG00000034044	Cebus_capucinus_imitator
ENSLBEP00000038040	ENSLBEG00000028356	Labrus_bergylta
ENSSFOP00015035194	ENSSFOG00015022350	Scleropages_formosus
ENSNLEP00000012212	ENSNLEG00000009995	Nomascus_leucogenys
ENSGGOP00000025093	ENSGGOG00000013864	Gorilla_gorilla
ENSTSYP00000029183	ENSTSYG00000011005	Carlito_syrichta
ENSSPAP00000021867	ENSSPAG00000016467	Stegastes_partitus
ENSPMGP00000012614	ENSPMGG00000010409	Periophthalmus_magnuspinnatus
ENSOCUP00000038278	ENSOCUG00000016624	Oryctolagus_cuniculus
ENSNPEP00000019872	ENSNPEG00000014755	Nothoprocta_perdicaria
ENSMVIP00005027209	ENSMVIG00005018971	Manacus_vitellinus
ENSCMIP00000042871	ENSCMIG00000017745	Callorhinchus_milii
ENSOARP00000001707	ENSOARG00000001617	Ovis_aries
ENSEASP00005031704	ENSEASG00005020176	Equus_asinus_asinus
ENSPMEP00000033194	ENSPMEG00000021657	Poecilia_mexicana
ENSTRUP00000003717	ENSTRUG00000001610	Takifugu_rubripes
ENSCGOP00000051823	ENSCGOG00000015594	Cottoperca_gobio
ENSMICP00000042161	ENSMICG00000002773	Microcebus_murinus
ENSPCIP00000021894	ENSPCIG00000034467	Phascolarctos_cinereus
ENSMSIP00000010151	ENSMSIG00000008569	Mus_spicilegus
ENSMVIP00005027207	ENSMVIG00005018968	Manacus_vitellinus
ENSFHEP00000027778	ENSFHEG00000011559	Fundulus_heteroclitus
ENSSBOP00000040349	ENSSBOG00000036165	Saimiri_boliviensis_boliviensis
MGP_SPRETEiJ_P0028782	MGP_SPRETEiJ_G0017376	Mus_spretus_strain_SPRET/EiJ
ENSCABP00000012256	ENSCABG00000009192	Chelonoidis_abingdonii	ENSCABT00000013446
ENSTTRP00000006182	ENSTTRG00000006524	Tursiops_truncatus
ENSOGAP00000008739	ENSOGAG00000009761	Otolemur_garnettii
ENSGMOP00000014811	ENSGMOG00000013798	Gadus_morhua
ENSUPAP00010021159	ENSUPAG00010016646	Urocitellus_parryii
ENSORLP00015032668	ENSORLG00015017655	Oryzias_latipes_ASM223469v1
ENSMODP00000010173	ENSMODG00000008180	Monodelphis_domestica
ENSCGRP00015016034	ENSCGRG00015012104	Cricetulus_griseus_CriGri-PICR
ENSAHAP00000024685	ENSAHAG00000011991	Apteryx_haastii
ENSMALP00000003427	ENSMALG00000002450	Monopterus_albus
ENSUAMP00000029728	ENSUAMG00000018226	Ursus_americanus
ENSNBRP00000003406	ENSNBRG00000002642	Neolamprologus_brichardi
ENSSDUP00000026156	ENSSDUG00000018917	Seriola_dumerili
ENSNBRP00000003031	ENSNBRG00000002329	Neolamprologus_brichardi
ENSMAUP00000014658	ENSMAUG00000014356	Mesocricetus_auratus
ENSCHAP00000049516	ENSCHAG00000017807	Clupea_harengus
ENSTNIP00000023109	ENSTNIG00000017520	Tetraodon_nigroviridis
ENSANAP00000013829	ENSANAG00000024795	Aotus_nancymaae
ENSNSUP00000026996	ENSNSUG00000018171	Notechis_scutatus
ENSSPAP00000004522	ENSSPAG00000003500	Stegastes_partitus
ENSSARP00000003984	ENSSARG00000004290	Sorex_araneus
ENSXMAP00000006396	ENSXMAG00000006275	Xiphophorus_maculatus
ENSORLP00020004689	ENSORLG00020000831	Oryzias_latipes_ASM223471v1
ENSECRP00000022120	ENSECRG00000014957	Erpetoichthys_calabaricus
ENSLACP00000013800	ENSLACG00000012148	Latimeria_chalumnae
ENSTGUP00000005804	ENSTGUG00000005201	Taeniopygia_guttata
ENSTNIP00000006941	ENSTNIG00000004311	Tetraodon_nigroviridis
ENSSPAP00000007138	ENSSPAG00000005458	Stegastes_partitus
ENSJJAP00000005103	ENSJJAG00000009887	Jaculus_jaculus
ENSCATP00000009477	ENSCATG00000028493	Cercocebus_atys
ENSP00000353590	ENSG00000133026	Homo_sapiens
ENSPTIP00000021315	ENSPTIG00000018504	Panthera_tigris_altaica
ENSKMAP00000019978	ENSKMAG00000014789	Kryptolebias_marmoratus
ENSEEEP00000043321	ENSEEEG00000019767	Electrophorus_electricus
ENSTBEP00000010416	ENSTBEG00000011973	Tupaia_belangeri
ENSCHAP00000015162	ENSCHAG00000006740	Clupea_harengus
ENSOMEP00000008383	ENSOMEG00000009752	Oryzias_melastigma
