ENSPKIP00000001389	ENSPKIG00000019705	Paramormyrops_kingsleyae	ENSPKIT00000025308
ENSSFOP00015026380	ENSSFOG00015016953	Scleropages_formosus	ENSSFOT00015026674
ENSSFOP00015022250	ENSSFOG00015014308	Scleropages_formosus	ENSSFOT00015022497
ENSCHAP00000054467	ENSCHAG00000024666	Clupea_harengus	ENSCHAT00000058759
ENSDCDP00000051783	ENSDCDG00000031385	Denticeps_clupeoides	ENSDCDT00000063554
ENSIPUP00000025600	ENSIPUG00000017273	Ictalurus_punctatus	ENSIPUT00000026660
ENSEEEP00000048143	ENSEEEG00000022667	Electrophorus_electricus	ENSEEET00000048673
ENSAMXP00000043948	ENSAMXG00000039169	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000048916
ENSPNAP00000035640	ENSPNAG00000005201	Pygocentrus_nattereri	ENSPNAT00000028910
ENSDARP00000138165	ENSDARG00000023659	Danio_rerio
ENSMSIP00000005548	ENSMSIG00000005019	Mus_spicilegus
ENSMUSP00000106055	ENSMUSG00000027361	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0054361	MGP_CAROLIEiJ_G0024240	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0056467	MGP_SPRETEiJ_G0025160	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0065345	MGP_PahariEiJ_G0025686	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045035	ENSRNOG00000010659	Rattus_norvegicus
ENSRNOP00000073366	ENSRNOG00000053439	Rattus_norvegicus
ENSMUGP00000020656	ENSMUGG00000017414	Meriones_unguiculatus
ENSMOCP00000006640	ENSMOCG00000006290	Microtus_ochrogaster
ENSPEMP00000023196	ENSPEMG00000020310	Peromyscus_maniculatus_bairdii
ENSCGRP00001025226	ENSCGRG00001022883	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021377	ENSCGRG00015016279	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014020	ENSCGRG00000010153	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016558	ENSMAUG00000015629	Mesocricetus_auratus
ENSNGAP00000017522	ENSNGAG00000017899	Nannospalax_galili
ENSODEP00000009351	ENSODEG00000007002	Octodon_degus
ENSODEP00000000129	ENSODEG00000000119	Octodon_degus
ENSCLAP00000012373	ENSCLAG00000008550	Chinchilla_lanigera
ENSCAPP00000018259	ENSCAPG00000017704	Cavia_aperea
ENSCPOP00000006681	ENSCPOG00000007407	Cavia_porcellus
ENSHGLP00000019927	ENSHGLG00000014271	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025968	ENSHGLG00100019048	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100001586	ENSHGLG00100001241	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006217	ENSHGLG00000004539	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017176	ENSHGLG00100012666	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004266	ENSHGLG00000003121	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006844	ENSFDAG00000015533	Fukomys_damarensis
ENSSDAP00000013917	ENSSDAG00000012519	Spermophilus_dauricus
ENSUPAP00010010271	ENSUPAG00010008257	Urocitellus_parryii
ENSSTOP00000014445	ENSSTOG00000016137	Ictidomys_tridecemlineatus
ENSMMMP00000018472	ENSMMMG00000016321	Marmota_marmota_marmota
ENSOCUP00000014482	ENSOCUG00000016849	Oryctolagus_cuniculus
ENSBIXP00005045229	ENSBIXG00005029017	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005011064	ENSBIXG00005015740	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000036199	ENSBIXG00000019627	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000030917	ENSBTAG00000022801	Bos_taurus
ENSBMUP00000030545	ENSBMUG00000022829	Bos_mutus
ENSBBBP00000016456	ENSBBBG00000024554	Bison_bison_bison
ENSCHIP00000006328	ENSCHIG00000010179	Capra_hircus
ENSOARP00000022558	ENSOARG00000020991	Ovis_aries
ENSTTRP00000015924	ENSTTRG00000016796	Tursiops_truncatus
ENSVPAP00000007556	ENSVPAG00000008119	Vicugna_pacos
ENSECAP00000014517	ENSECAG00000016926	Equus_caballus
ENSEASP00005024479	ENSEASG00005016630	Equus_asinus_asinus
ENSUMAP00000020221	ENSUMAG00000014794	Ursus_maritimus
ENSUAMP00000031817	ENSUAMG00000024353	Ursus_americanus
ENSAMEP00000009415	ENSAMEG00000008928	Ailuropoda_melanoleuca
ENSMPUP00000007844	ENSMPUG00000007902	Mustela_putorius_furo
ENSNVIP00000026638	ENSNVIG00000020562	Neovison_vison
ENSCAFP00000022272	ENSCAFG00000015104	Canis_lupus_familiaris
ENSCAFP00020024579	ENSCAFG00020019337	Canis_lupus_dingo
ENSVVUP00000022843	ENSVVUG00000016725	Vulpes_vulpes
ENSPTIP00000025584	ENSPTIG00000021282	Panthera_tigris_altaica
ENSPPRP00000004408	ENSPPRG00000000513	Panthera_pardus
ENSFCAP00000048377	ENSFCAG00000025484	Felis_catus
ENSMLUP00000005288	ENSMLUG00000005780	Myotis_lucifugus
ENSPVAP00000013217	ENSPVAG00000014016	Pteropus_vampyrus
ENSTBEP00000005495	ENSTBEG00000006382	Tupaia_belangeri
ENSLAFP00000001613	ENSLAFG00000001929	Loxodonta_africana
ENSPCAP00000007749	ENSPCAG00000008274	Procavia_capensis
ENSSSCP00000044217	ENSSSCG00000004645	Sus_scrofa_strain_reference
ENSMLUP00000019164	ENSMLUG00000027151	Myotis_lucifugus
ENSJJAP00000019507	ENSJJAG00000020446	Jaculus_jaculus
ENSJJAP00000025079	ENSJJAG00000024366	Jaculus_jaculus
ENSPCOP00000023252	ENSPCOG00000023765	Propithecus_coquereli
ENSETEP00000010518	ENSETEG00000012963	Echinops_telfairi
ENSJJAP00000000160	ENSJJAG00000000163	Jaculus_jaculus
ENSJJAP00000015932	ENSJJAG00000017952	Jaculus_jaculus
ENSOPRP00000004500	ENSOPRG00000004895	Ochotona_princeps
ENSTSYP00000031949	ENSTSYG00000027579	Carlito_syrichta
ENSEEUP00000010840	ENSEEUG00000011885	Erinaceus_europaeus
ENSSARP00000000458	ENSSARG00000000506	Sorex_araneus
ENSDNOP00000020705	ENSDNOG00000044925	Dasypus_novemcinctus
ENSCHOP00000003315	ENSCHOG00000003751	Choloepus_hoffmanni
ENSOANP00000010956	ENSOANG00000006878	Ornithorhynchus_anatinus
ENSXETP00000054180	ENSXETG00000016931	Xenopus_tropicalis
ENSLACP00000020777	ENSLACG00000018253	Latimeria_chalumnae
ENSCMIP00000045542	ENSCMIG00000018784	Callorhinchus_milii
